window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
18,4967,3086,1,0,1,5.0,5,1.5,1.5,0,0,0,0,0,0,23,0,0,0.0,3,1.9494,-0.0167,1,177.8
19,4964,3024,2,0,2,3.5,4,0.4,0.8,0,0,0,0,0,0,25,0,0,0.0,3,1.8908,-0.0586,2,174.9
20,4956,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.933,0.0422,2,187.4
21,4949,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.9968,0.0638,1,183.0
22,4943,3042,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,21,0,0,0.0,3,1.8594,-0.1374,1,185.4
23,4940,3138,2,0,2,4.0,5,0.24,0.29,0,0,0,0,0,0,34,0,0,0.0,3,1.9649,0.1055,1,181.6
24,4938,3021,1,0,1,3.0,3,0.29,0.29,0,0,0,0,0,0,24,0,0,0.0,3,1.966,0.0011,2,181.6
25,4929,3023,1,0,1,3.0,3,0.33,0.33,0,0,0,0,0,0,19,0,0,0.0,3,1.8628,-0.1032,2,178.9
26,4918,3043,2,0,2,3.5,4,0.61,1.0,0,0,0,0,0,0,12,0,0,0.0,3,1.7687,-0.0941,2,180.7
27,4916,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9527,0.184,2,181.1
28,4911,2983,2,0,2,4.0,5,0.99,1.33,0,0,0,0,0,0,32,0,0,0.0,3,1.9525,-0.0002,1,185.9
29,4906,2917,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,24,0,0,0.0,3,1.9982,0.0457,1,181.5
30,4906,2925,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,24,0,0,0.0,1,1.9767,-0.0215,2,180.8
31,4902,3064,3,0,3,4.7,5,0.62,0.86,0,0,0,0,0,0,33,0,0,0.0,3,1.9656,-0.0111,2,183.8
32,4896,3021,1,0,1,4.0,4,0.5,0.5,0,0,0,0,0,0,25,0,0,0.0,3,1.9668,0.0012,2,181.6
33,4885,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9216,-0.0451,2,188.6
34,4875,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.9801,0.0585,1,183.6
35,4865,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.999,0.0189,1,182.4
36,4859,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.9406,-0.0584,1,188.2
37,4852,2938,1,0,1,5.0,5,0.69,0.69,0,0,0,0,0,0,26,0,0,0.0,3,1.863,-0.0777,1,180.0
38,4849,2930,1,0,1,5.0,5,2.0,2.0,0,0,0,0,0,0,17,0,0,0.0,3,1.9652,0.1022,1,180.5
39,4845,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,0,1.828,-0.1372,2,184.3
40,4841,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9801,0.1521,1,180.8
41,4831,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.9462,-0.0339,1,176.7
42,4827,2976,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,28,0,0,0.0,3,1.9588,0.0126,1,174.8
43,4824,2941,1,0,1,5.0,5,1.33,1.33,0,0,0,0,0,0,25,0,0,0.0,3,1.8231,-0.1357,1,179.4
44,4821,2931,1,0,1,4.0,4,2.0,2.0,0,0,0,0,0,0,25,0,0,0.0,3,1.8419,0.0188,2,185.4
45,4818,2968,2,0,2,4.0,4,0.92,1.5,0,0,0,0,0,0,27,0,0,0.0,3,1.9139,0.072,2,168.0
46,4818,2948,1,0,1,5.0,5,0.2,0.2,0,0,0,0,0,0,18,0,0,0.0,3,1.9678,0.0539,2,185.6
47,4815,2975,2,0,2,3.5,4,0.0,0.0,0,0,0,0,0,0,23,0,0,0.0,1,1.9139,-0.0539,2,181.9
48,4814,3018,1,0,1,5.0,5,0.6,0.6,0,0,0,0,0,0,22,0,0,0.0,1,1.9242,0.0103,2,169.5
49,4813,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.7103,-0.2138,2,171.6
50,4812,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9431,0.2328,1,177.7
