window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
21,4947,3033,2,0,2,3.0,3,1.07,1.33,0,0,0,0,0,0,20,0,0,0.0,3,1.8647,-0.0488,1,181.6
22,4941,3065,2,0,2,4.5,5,0.96,1.12,0,0,0,0,0,0,30,0,0,0.0,3,1.9553,0.0906,1,188.5
23,4933,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.0,3,1.781,-0.1743,2,185.7
24,4925,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.9287,0.1477,1,188.2
25,4918,2974,2,0,2,4.5,5,1.0,2.0,0,0,0,0,0,0,20,0,0,0.0,3,1.9373,0.0086,1,186.9
26,4911,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9345,-0.0028,1,174.3
27,4906,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9788,0.0443,1,177.2
28,4900,3010,1,0,1,5.0,5,0.29,0.29,0,0,0,0,0,0,22,0,0,0.0,3,1.8741,-0.1046,1,176.1
29,4895,2919,2,0,2,5.0,5,1.0,1.6,0,0,0,0,0,0,20,0,0,0.0,3,1.9808,0.1067,1,182.5
30,4890,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,3,1.9768,-0.004,2,174.2
31,4884,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9132,-0.0636,1,178.5
32,4873,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9839,0.0707,1,185.7
33,4867,2934,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,25,0,0,0.0,1,1.9207,-0.0632,1,180.9
34,4866,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,1,1.9871,0.0664,1,183.1
35,4862,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0,1.8955,-0.0916,1,184.5
36,4859,2970,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,30,0,0,0.0,0,1.8892,-0.0063,1,177.0
37,4851,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0,1.8187,-0.0706,1,181.5
38,4849,2997,1,0,1,3.0,3,0.25,0.25,0,0,0,0,0,0,16,0,0,0.0,0,1.9259,0.1072,1,181.5
39,4842,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,0,1.9837,0.0578,1,182.2
40,4837,2933,1,0,1,4.0,4,0.57,0.57,0,0,0,0,0,0,26,0,0,0.0,1,1.6929,-0.2908,1,186.0
41,4832,3001,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,27,0,0,0.0,1,1.8861,0.1932,1,186.4
42,4827,2899,1,0,1,3.0,3,0.8,0.8,0,0,0,0,0,0,11,0,0,0.0,3,1.9591,0.0731,2,186.2
43,4825,2974,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,22,0,0,0.0,3,1.9307,-0.0284,2,185.7
44,4823,2963,1,0,1,4.0,4,0.5,0.5,0,0,0,0,0,0,15,0,0,0.0,3,1.8129,-0.1178,2,185.5
45,4818,2957,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,17,0,0,0.0,1,1.948,0.135,2,179.6
46,4811,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,3,1.985,0.037,2,181.8
47,4800,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,3,1.9824,-0.0027,1,183.0
48,4788,2840,2,0,2,5.0,5,1.05,1.43,0,0,0,0,0,0,19,0,0,0.0,3,1.9424,-0.04,1,175.7
49,4781,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9766,0.0342,1,182.6
50,4780,2860,1,0,1,3.0,3,0.33,0.33,0,0,0,0,0,0,33,0,0,0.0,3,1.8911,-0.0855,1,185.0
