window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3342,3,0,3,4.3,5,0.6,0.91,0,0,0,0,0,0,24,0,0,0.0,0,1.9996,1.9996,0,74.4
2,5000,3082,1,0,1,3.0,3,0.89,0.89,0,0,0,0,0,0,12,0,0,0.0,0,1.9988,-0.0008,0,100.0
3,5000,3015,1,0,1,3.0,3,0.4,0.4,0,0,0,0,0,0,28,0,0,0.0,1,1.9762,-0.0226,0,119.4
4,5000,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.9733,-0.0028,2,135.2
5,5000,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.8934,-0.08,1,144.7
6,5000,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9713,0.078,1,152.2
7,5000,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.9408,-0.0305,1,161.9
8,4998,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.8901,-0.0507,1,161.9
9,4996,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.906,0.0159,1,164.9
10,4992,3087,3,0,3,4.0,5,0.27,0.6,0,0,0,0,0,0,27,0,0,0.0,1,1.8572,-0.0488,1,170.4
11,4990,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,1,1.7299,-0.1273,1,171.6
12,4989,3119,1,0,1,3.0,3,0.4,0.4,0,0,0,0,0,0,27,0,0,0.0,3,1.761,0.031,1,172.2
13,4982,3107,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,28,0,0,0.0,3,1.976,0.215,1,160.0
14,4981,3016,1,0,1,4.0,4,0.9,0.9,0,0,0,0,0,0,29,0,0,0.0,1,1.9049,-0.0711,2,151.9
15,4978,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,1,1.8255,-0.0794,2,152.3
16,4976,3021,1,0,1,5.0,5,1.33,1.33,0,0,0,0,0,0,20,0,0,0.0,1,1.9416,0.1161,1,151.9
17,4971,3156,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,28,0,0,0.0,1,1.8984,-0.0432,1,152.7
18,4965,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0,1.9535,0.0551,2,151.9
19,4961,3068,1,0,1,5.0,5,0.27,0.27,0,0,0,0,0,0,18,0,0,0.0,3,1.9576,0.004,1,153.2
20,4957,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9699,0.0124,1,153.1
21,4953,3023,2,0,2,4.0,5,0.97,1.33,0,0,0,0,0,0,22,0,0,0.0,1,1.9809,0.0109,1,151.7
22,4949,3081,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,23,0,0,0.0,3,1.9439,-0.037,1,152.8
23,4943,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.982,0.0382,2,152.9
24,4937,2988,1,0,1,5.0,5,2.0,2.0,0,0,0,0,0,0,26,0,0,0.0,3,1.9839,0.0018,1,152.4
25,4930,2901,1,0,1,3.0,3,0.22,0.22,0,0,0,0,0,0,33,0,0,0.0,3,1.9728,-0.0111,1,153.4
26,4922,3020,3,0,3,4.3,5,0.58,0.96,0,0,0,0,0,0,25,0,0,0.0,3,1.926,-0.0468,2,152.0
27,4920,2997,2,0,2,5.0,5,0.44,0.69,0,0,0,0,0,0,23,0,0,0.0,1,1.9542,0.0282,2,152.6
