window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
17,4937,3121,2,0,2,3.5,4,0.58,0.67,0,0,0,0,0,0,23,0,0,0.0,3,1.9592,0.1667,1,188.4
18,4935,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.8069,-0.1523,1,182.3
19,4929,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9943,0.1874,1,178.4
20,4927,2959,3,0,3,4.3,5,0.38,0.8,0,0,0,0,0,0,31,0,0,0.0,3,1.9785,-0.0159,1,185.7
21,4913,3016,2,0,2,4.5,5,1.05,1.5,0,0,0,0,0,0,23,0,0,0.0,3,1.9907,0.0122,1,183.7
22,4900,3006,1,0,1,5.0,5,2.0,2.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9608,-0.0299,2,182.9
23,4885,3025,2,0,2,4.0,4,1.23,1.6,0,0,0,0,0,0,27,0,0,0.0,3,1.9121,-0.0487,2,182.4
24,4873,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9666,0.0545,2,186.4
25,4863,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.948,-0.0186,1,183.4
26,4858,3015,2,0,2,3.5,4,1.08,1.5,0,0,0,0,0,0,17,0,0,0.0,3,1.8473,-0.1007,1,182.6
27,4856,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.9855,0.1381,1,186.4
28,4848,3018,1,0,1,5.0,5,0.32,0.32,0,0,0,0,0,0,21,0,0,0.0,3,1.9887,0.0032,1,186.3
29,4847,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,3,1.904,-0.0847,1,183.6
30,4840,3028,2,0,2,4.5,5,0.4,0.4,0,0,0,0,0,0,33,0,0,0.0,3,1.8962,-0.0078,1,186.7
31,4837,2924,1,0,1,5.0,5,0.48,0.48,0,0,0,0,0,0,20,0,0,0.0,1,1.9664,0.0702,1,181.5
32,4834,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,1,1.9638,-0.0026,2,182.5
33,4830,3027,2,0,2,5.0,5,1.23,2.0,0,0,0,0,0,0,12,0,0,0.0,1,1.9966,0.0328,1,184.3
34,4826,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,1,1.944,-0.0526,1,185.6
35,4820,2982,2,0,2,4.0,4,1.25,1.5,0,0,0,0,0,0,23,0,0,0.0,1,1.9839,0.0398,1,184.5
36,4817,2921,3,0,3,3.3,4,0.58,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9667,-0.0172,1,192.4
37,4813,2932,2,0,2,3.5,4,0.49,0.57,0,0,0,0,0,0,20,0,0,0.0,3,1.9787,0.012,2,179.2
38,4809,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.0,3,1.9687,-0.01,2,185.5
39,4807,2997,1,0,1,3.0,3,0.22,0.22,0,0,0,0,0,0,31,0,0,0.0,3,1.977,0.0083,1,181.2
40,4807,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.9373,-0.0397,1,180.3
41,4804,2894,1,0,1,8.0,8,0.42,0.42,0,0,0,0,0,0,23,0,0,0.0,1,1.9776,0.0403,1,186.0
42,4802,2842,1,0,1,5.0,5,0.96,0.96,0,0,0,0,0,0,25,0,0,0.0,1,1.9174,-0.0602,1,186.5
43,4798,2977,3,0,3,4.3,5,0.84,1.6,0,0,0,0,0,0,24,0,0,0.0,1,1.9716,0.0542,2,180.9
44,4785,2910,2,0,2,3.5,4,0.67,0.67,0,0,0,0,0,0,25,0,0,0.0,1,1.947,-0.0246,2,186.6
45,4778,2882,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.7887,-0.1583,2,186.4
46,4766,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,3,1.9668,0.1781,1,181.4
47,4759,2880,1,0,1,4.0,4,1.2,1.2,0,0,0,0,0,0,17,0,0,0.0,3,1.8956,-0.0712,1,183.8
48,4757,3024,2,0,2,4.5,5,0.3,0.6,0,0,0,0,0,0,16,0,0,0.0,1,1.8194,-0.0762,1,185.1
49,4749,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,1,1.6895,-0.1299,2,177.8
50,4744,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0,1.9242,0.2347,1,168.3
