window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0,1.9994,1.9994,0,79.1
2,5000,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.0,0,1.9976,-0.0018,0,115.5
3,5000,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,0,1.9804,-0.0172,0,141.2
4,5000,3174,1,0,1,5.0,5,0.89,0.89,0,0,0,0,0,0,21,0,0,0.0,3,1.9878,0.0074,1,157.9
5,5000,3033,2,0,2,4.5,5,0.5,1.0,0,0,0,0,0,0,30,0,0,0.0,1,1.9766,-0.0112,1,170.4
6,5000,3040,1,0,1,3.0,3,0.53,0.53,0,0,0,0,0,0,23,0,0,0.0,3,1.7883,-0.1883,2,183.0
7,4999,3109,2,0,2,4.5,5,0.65,0.8,0,0,0,0,0,0,23,0,0,0.0,3,1.9907,0.2024,2,189.2
8,4996,3073,1,0,1,5.0,5,0.27,0.27,0,0,0,0,0,0,30,0,0,0.0,3,1.9042,-0.0865,2,190.0
9,4996,2999,3,0,3,3.7,5,0.8,1.6,0,0,0,0,0,0,28,0,0,0.0,3,1.8333,-0.071,2,198.0
10,4992,3088,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,16,0,0,0.0,3,1.9264,0.0931,2,199.0
11,4987,3102,1,0,1,4.0,4,0.57,0.57,0,0,0,0,0,0,21,0,0,0.0,3,1.9638,0.0374,2,207.6
12,4978,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9622,-0.0015,2,202.5
13,4969,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.9852,0.023,1,194.4
14,4965,2984,2,0,2,4.0,5,0.57,0.8,0,0,0,0,0,0,26,0,0,0.0,3,1.6819,-0.3033,1,180.0
15,4958,2982,1,0,1,5.0,5,0.64,0.64,0,0,0,0,0,0,28,0,0,0.0,3,1.9438,0.2618,1,177.2
16,4952,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.8402,-0.1035,2,185.1
17,4946,3016,1,0,1,5.0,5,1.5,1.5,0,0,0,0,0,0,19,0,0,0.0,1,1.9647,0.1245,1,185.4
18,4940,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,1,1.9367,-0.0281,1,179.2
19,4935,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0,1.926,-0.0107,1,184.6
20,4931,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0,1.9374,0.0114,1,185.1
21,4930,2988,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,21,0,0,0.0,3,1.9797,0.0424,1,184.0
22,4929,3072,1,0,1,4.0,4,0.86,0.86,0,0,0,0,0,0,29,0,0,0.0,3,1.9935,0.0138,1,190.4
23,4926,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,1,1.9895,-0.004,2,178.2
24,4921,3065,2,0,2,5.0,5,1.07,1.33,0,0,0,0,0,0,32,0,0,0.0,3,1.9621,-0.0273,1,177.6
25,4917,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9728,0.0106,1,172.0
26,4914,2976,3,0,3,4.3,5,0.42,0.67,0,0,0,0,0,0,24,0,0,0.0,1,1.9439,-0.0289,1,176.3
27,4912,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,1,1.962,0.0182,1,173.3
28,4911,2935,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,23,0,0,0.0,1,1.896,-0.066,1,180.5
29,4908,3082,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,22,0,0,0.0,1,1.9436,0.0476,1,188.1
30,4905,2898,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,23,0,0,0.0,1,1.9339,-0.0097,2,186.0
31,4901,2923,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,28,0,0,0.0,3,1.8449,-0.089,2,175.4
32,4898,3012,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,30,0,0,0.0,3,1.9003,0.0554,2,176.6
33,4896,2989,2,0,2,4.0,5,1.4,2.0,0,0,0,0,0,0,34,0,0,0.0,3,1.9587,0.0584,2,187.3
34,4894,3010,1,0,1,3.0,3,0.8,0.8,0,0,0,0,0,0,26,0,0,0.0,0,1.9456,-0.0131,2,180.7
35,4887,2983,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,20,0,0,0.0,3,1.9701,0.0245,2,180.1
36,4875,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,3,1.9735,0.0034,2,182.9
37,4865,3084,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,28,0,0,0.0,3,1.9654,-0.0081,1,180.4
38,4864,2972,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,25,0,0,0.0,1,1.9334,-0.032,1,181.1
39,4856,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,1,1.8841,-0.0493,2,185.9
40,4847,2988,1,0,1,5.0,5,0.69,0.69,0,0,0,0,0,0,26,0,0,0.0,0,1.8688,-0.0153,1,182.1
