window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
15,9800,6086,1,5,3,1.9926,1,791.5,3,6074,4.5,0.9955,6113.7,12,1.0,33,8,1,418,0.009143,0.0809,91.6031
16,9777,6044,1,4,1,1.9861,1,818.2,7,6037,4.49,0.9899,6105.5,7,1.0,28,4,9,447,0.009258,0.0735,54.2636
17,9758,6142,1,3,3,1.9785,2,813.7,6136,0,4.52,1.0053,6109.6,6,1.0,27,5,6,411,0.01024,0.0672,43.8596
18,9737,6127,1,4,1,1.9852,2,807.4,6123,0,4.56,1.0026,6111.4,4,1.0,20,1,8,399,0.01124,0.131,51.9481
19,9721,6032,1,4,3,1.8914,2,799.6,4,6023,4.49,0.9883,6103.5,9,1.0,19,6,7,359,0.013067,0.129,78.2609
20,9711,5946,1,5,3,1.9491,2,812.5,0,5941,4.5,0.9766,6088.5,5,1.0,14,1,6,316,0.015573,0.1098,67.5676
21,9695,6019,1,5,3,1.9386,2,819.6,5,6009,4.51,0.9897,6081.8,10,1.0,14,6,6,295,0.015374,0.1573,120.4819
22,9680,5960,1,3,3,1.9535,2,826.4,0,5955,4.45,0.9818,6070.2,5,1.0,15,4,3,287,0.014872,0.1429,86.2069
23,9665,5977,0,0,3,1.9899,2,818.1,0,5977,4.47,0.9861,6061.4,0,1.0,11,0,4,262,0.019665,0.1385,0.0
24,9648,5935,1,4,1,1.9329,1,725.3,9,5922,4.44,0.9811,6049.3,13,1.0,17,10,4,277,0.015177,0.1212,200.0
25,9642,5838,0,0,3,1.9369,1,707.0,3,5835,4.42,0.9683,6029.2,3,1.0,14,0,3,257,0.019898,0.1081,43.4783
26,9631,6005,0,0,3,1.9242,1,710.8,0,6005,4.46,0.9964,6026.9,0,1.0,8,0,6,236,0.022968,0.2105,0.0
27,9619,5890,2,5,3,1.9498,1,722.9,12,5873,4.43,0.9794,6013.9,17,1.0,13,12,7,230,0.019123,0.1084,210.5263
28,9610,5937,0,0,3,1.9571,1,720.2,5,5932,4.44,0.9884,6006.5,5,1.0,14,5,4,249,0.017277,0.1385,50.0
29,9605,6041,2,5,1,1.9574,1,720.2,6027,0,4.5,1.0052,6009.8,14,1.0,14,7,7,287,0.014982,0.1304,175.0
30,9591,5891,1,3,3,1.9628,1,719.8,3,5888,4.43,0.9821,5998.5,3,1.0,14,4,4,273,0.01795,0.1333,35.7143
31,9574,5842,0,0,3,1.9778,2,724.0,6,5826,4.42,0.9763,5983.6,16,1.0,18,13,9,310,0.01339,0.0991,161.6162
32,9562,5837,1,3,3,1.9852,1,703.4,6,5827,4.43,0.9778,5969.6,10,1.0,20,8,6,323,0.012831,0.0825,113.6364
33,9555,5945,0,0,3,1.9133,1,717.4,6,5939,4.52,0.9963,5967.3,6,1.0,14,3,9,315,0.014157,0.1414,70.5882
34,9548,5799,0,0,3,1.8866,1,724.0,7,5792,4.41,0.9744,5951.3,7,1.0,16,7,5,280,0.016772,0.1042,67.4157
35,9543,5912,2,5,3,1.971,1,717.4,10,5897,4.45,0.994,5947.5,15,1.0,21,10,5,328,0.013409,0.0918,163.0435
36,9538,5840,1,5,3,1.9427,1,709.1,0,5830,4.46,0.9836,5937.3,10,1.0,19,6,8,364,0.011683,0.0917,104.1667
37,9532,5909,1,3,3,1.9501,2,717.1,0,5909,4.45,0.9957,5934.6,0,1.0,15,1,5,333,0.014218,0.1,0.0
38,9521,5877,0,0,3,1.9814,2,708.7,12,5865,4.42,0.9912,5929.1,12,1.0,21,12,6,346,0.012183,0.1031,114.9425
39,9515,5783,0,0,3,1.8955,1,711.2,6,5777,4.45,0.9777,5915.2,6,1.0,16,3,8,318,0.015095,0.1264,75.9494
40,9510,5831,0,0,3,1.9313,1,709.8,6,5821,4.46,0.9873,5907.3,10,1.0,18,8,6,307,0.014034,0.0909,112.3596
41,9504,5758,0,0,3,1.9628,1,713.2,3,5750,4.45,0.9771,5893.1,8,1.0,16,5,7,271,0.016114,0.1111,106.6667
42,9500,5795,2,5,3,1.9846,1,727.6,2,5788,4.44,0.9849,5883.7,7,1.0,15,2,3,288,0.01723,0.1143,104.4776
43,9492,5832,1,5,3,1.9203,1,723.4,0,5817,4.45,0.992,5878.8,15,1.0,20,11,6,342,0.013201,0.0952,128.2051
44,9475,5862,0,0,3,1.9103,2,719.0,0,5862,4.51,0.9974,5877.2,0,1.0,14,0,6,317,0.016474,0.125,0.0
45,9466,5875,1,5,1,1.6894,1,709.9,5,5870,4.47,0.9997,5877.0,5,1.0,12,1,3,295,0.017948,0.1477,60.9756
46,9465,5899,0,0,3,1.9689,1,719.9,5894,0,4.43,1.0034,5879.1,5,1.0,13,5,4,265,0.018605,0.1216,73.5294
47,9464,5948,1,5,3,1.8522,1,721.9,5942,0,4.52,1.0106,5885.6,6,1.0,10,2,5,271,0.017665,0.1341,67.5676
48,9457,5787,0,0,3,1.9664,1,723.5,9,5773,4.44,0.9848,5876.2,14,1.0,18,14,6,286,0.014064,0.1101,142.8571
49,9446,5840,1,4,3,1.9336,1,726.0,11,5824,4.5,0.9944,5872.8,16,1.0,23,13,8,318,0.012185,0.099,175.8242
50,9442,5781,1,3,3,1.9215,1,705.2,10,5766,4.48,0.9858,5864.1,15,1.0,28,14,9,360,0.009701,0.0769,142.8571
51,9426,5802,1,5,3,1.9135,2,710.0,0,5792,4.47,0.9904,5858.1,10,1.0,24,6,10,354,0.011094,0.0909,97.0874
52,9412,5737,1,4,3,1.9785,2,726.8,7,5720,4.43,0.9813,5846.6,17,1.0,27,14,11,384,0.010947,0.0827,140.4959
53,9381,5895,3,4,3,1.9681,2,727.1,5876,0,4.47,1.0075,5851.2,19,1.0,25,15,17,402,0.009775,0.0816,136.3636
54,9350,5759,0,0,3,1.8194,2,727.7,0,5759,4.45,0.9857,5842.4,0,1.0,18,0,7,323,0.013516,0.0982,0.0
55,9316,5701,1,4,3,1.9657,1,720.7,2,5689,4.45,0.978,5829.0,12,1.0,22,11,7,331,0.012682,0.0686,129.0323
56,9296,5820,1,5,3,1.976,1,716.8,11,5809,4.5,0.9986,5828.1,11,1.0,18,7,11,353,0.01201,0.1356,100.0
57,9279,5695,0,0,3,1.9146,2,724.3,6,5689,4.43,0.9793,5815.4,6,1.0,16,6,8,279,0.015498,0.0921,85.7143
58,9266,5727,1,5,3,1.6798,1,716.9,5,5722,4.41,0.9862,5807.0,5,1.0,11,1,6,280,0.016743,0.1461,64.9351
59,9257,5649,0,0,3,1.9532,1,712.3,2,5647,4.45,0.9753,5792.0,2,1.0,11,2,2,242,0.021613,0.1231,0.0
60,9248,5728,1,5,3,1.9334,1,710.6,3,5721,4.48,0.99,5785.9,7,1.0,15,8,4,278,0.017041,0.1068,63.1579
61,9240,5781,2,5,3,1.9865,1,709.3,5,5771,4.52,0.9992,5785.4,10,1.0,14,5,6,277,0.014823,0.1277,116.2791
62,9227,5597,0,0,3,1.9875,2,715.4,9,5588,4.42,0.9704,5767.5,9,1.0,18,9,5,284,0.014632,0.092,112.5
63,9217,5753,2,5,3,1.9108,1,714.6,0,5748,4.49,0.9977,5766.1,5,1.0,13,2,7,303,0.016931,0.1275,53.1915
64,9208,5690,1,3,3,1.9575,1,726.8,9,5681,4.46,0.988,5758.8,9,1.0,15,7,5,294,0.015781,0.1209,93.0233
65,9201,5558,3,4,3,1.8683,2,711.5,11,5539,4.44,0.9683,5739.7,19,1.0,18,8,5,349,0.013392,0.0965,179.2453
66,9197,5765,2,5,3,1.8069,2,705.2,5751,0,4.52,1.004,5742.1,14,1.0,20,9,7,378,0.011577,0.0923,116.6667
67,9192,5630,0,0,1,1.9198,2,710.6,4,5626,4.45,0.9823,5731.4,4,1.0,19,4,5,371,0.012936,0.1064,22.7273
68,9183,5630,1,4,3,1.863,1,711.6,4,5621,4.46,0.984,5721.8,9,1.0,22,6,3,361,0.012373,0.0947,101.1236
69,9176,5577,1,5,3,1.8589,1,715.2,4,5563,4.47,0.9771,5708.0,14,1.0,22,10,10,401,0.01089,0.0827,109.2437
70,9162,5658,1,5,3,1.9837,2,702.5,11,5647,4.46,0.9921,5703.2,11,1.0,18,4,8,364,0.012237,0.0857,118.2796
71,9153,5649,3,5,3,1.9978,2,713.2,12,5632,4.48,0.9914,5698.1,17,1.0,18,7,7,372,0.012051,0.1321,175.2577
72,9135,5639,1,3,3,1.9709,2,718.2,8,5626,4.48,0.9906,5692.4,13,1.0,22,12,8,393,0.011965,0.0758,101.6949
73,9117,5628,0,0,3,1.8076,2,707.5,0,5623,4.43,0.9897,5686.3,5,1.0,22,5,5,366,0.011763,0.1238,50.0
74,9089,5721,0,0,3,1.9373,1,690.3,5718,0,4.5,1.0055,5689.6,3,1.0,19,3,6,355,0.013626,0.0976,25.641
75,9078,5576,2,3,1,1.8607,1,713.9,6,5570,4.48,0.9819,5678.8,6,1.0,15,3,7,357,0.012606,0.0874,66.6667
76,9068,5581,1,5,1,1.9156,1,706.1,4,5572,4.46,0.9844,5669.5,9,1.0,12,5,8,289,0.015356,0.1477,116.8831
77,9057,5578,2,5,1,1.8249,2,712.9,0,5568,4.41,0.9854,5660.8,10,1.0,12,2,2,275,0.017906,0.1538,133.3333
78,9037,5384,1,4,3,1.9641,2,713.2,8,5371,4.42,0.9556,5634.4,13,1.0,17,11,6,290,0.014684,0.101,144.4444
79,9023,5449,1,5,3,1.926,2,719.9,10,5434,4.42,0.9701,5616.7,15,1.0,22,11,6,308,0.013373,0.0882,161.2903
80,8998,5546,0,0,3,1.9553,2,718.7,9,5537,4.47,0.9886,5610.0,9,1.0,22,9,9,327,0.013193,0.0755,91.8367
81,8975,5457,0,0,3,1.8824,1,708.0,9,5443,4.45,0.9753,5595.4,14,1.0,27,14,9,352,0.011027,0.0709,123.8938
82,8960,5342,0,0,3,1.8248,1,699.9,3,5339,4.39,0.9588,5571.3,3,1.0,23,3,7,323,0.013496,0.0901,28.3019
83,8953,5281,2,5,3,1.2957,1,709.5,6,5270,4.39,0.9526,5543.7,11,1.0,21,6,8,335,0.013073,0.0865,110.0
84,8949,5434,1,5,3,1.9698,1,690.3,11,5423,4.44,0.9821,5533.2,11,1.0,21,7,7,353,0.011892,0.0874,104.1667
85,8943,5525,0,0,3,1.918,2,706.8,1,5521,4.52,0.9987,5532.4,4,1.0,20,4,5,337,0.013929,0.1444,35.2941
86,8934,5514,1,5,3,1.9175,1,707.4,6,5503,4.46,0.997,5530.7,11,1.0,19,7,8,350,0.01317,0.1327,125.0
87,8923,5436,2,5,1,1.99,1,702.1,2,5430,4.42,0.9845,5521.7,6,1.0,13,2,8,334,0.015056,0.1279,78.9474
88,8909,5468,1,3,1,1.9395,2,693.1,1,5462,4.38,0.9912,5516.5,6,1.0,17,7,3,310,0.015259,0.1,78.9474
89,8896,5525,0,0,1,1.8631,2,713.3,5522,0,4.46,1.0014,5517.4,3,1.0,15,3,5,283,0.01616,0.1087,33.7079
90,8885,5331,1,3,1,1.9287,1,693.9,4,5323,4.38,0.9693,5499.6,8,1.0,17,5,3,304,0.014543,0.1348,82.3529
91,8866,5471,2,3,3,1.9727,1,704.6,11,5455,4.53,0.9953,5496.9,16,1.0,26,15,6,362,0.011283,0.0794,140.3509
92,8855,5427,0,0,3,1.8016,2,688.0,10,5412,4.39,0.9885,5490.2,15,1.0,28,12,10,384,0.010626,0.0827,115.7025
93,8840,5472,0,0,3,1.8922,1,715.9,3,5464,4.47,0.997,5488.5,8,1.0,26,8,10,380,0.011139,0.0593,73.3945
94,8827,5366,3,5,1,1.9673,1,701.8,19,5347,4.47,0.9798,5476.8,19,1.0,30,11,7,443,0.009279,0.0759,130.4348
95,8819,5353,0,0,1,1.973,1,701.0,0,5344,4.45,0.9795,5465.0,9,1.0,31,9,8,448,0.009034,0.0565,77.5862
96,8800,5355,1,3,3,1.9799,1,701.0,7,5348,4.45,0.9817,5454.6,7,1.0,33,5,3,454,0.009354,0.069,63.0631
97,8785,5310,0,0,3,1.994,1,698.1,1,5304,4.42,0.976,5440.8,6,1.0,30,6,9,432,0.009967,0.0859,41.3223
98,8778,5429,0,0,3,1.9494,1,701.4,4,5425,4.53,0.998,5439.7,4,1.0,25,4,9,406,0.010775,0.1,35.3982
99,8767,5260,2,5,3,1.9438,1,695.3,3,5253,4.41,0.97,5422.6,7,1.0,19,2,8,392,0.01243,0.1228,65.4206
100,8760,5418,2,5,3,1.9345,1,707.1,7,5403,4.5,0.9992,5422.1,15,1.0,23,10,6,404,0.010335,0.064,115.0442
101,8747,5265,0,0,3,1.9884,2,695.8,2,5258,4.38,0.9737,5407.2,7,1.0,25,7,5,394,0.011415,0.075,53.5714
102,8730,5278,3,5,1,1.9193,1,696.6,3,5265,4.41,0.9783,5394.9,13,1.0,26,7,6,438,0.010144,0.0794,100.8403
103,8716,5247,2,4,1,1.9494,1,698.8,4,5243,4.41,0.9751,5380.8,4,1.0,19,2,9,442,0.011088,0.0776,38.0952
104,8710,5331,0,0,1,1.899,2,709.1,10,5317,4.44,0.9916,5376.0,14,1.0,26,14,7,438,0.010103,0.0661,99.0991
105,8692,5264,2,5,0,1.922,1,703.3,2,5252,4.49,0.9811,5365.4,12,1.0,20,4,10,455,0.010322,0.0968,90.9091
106,8685,5409,2,5,0,1.8449,1,687.3,5399,0,4.47,1.0074,5369.5,10,1.0,19,5,6,390,0.012692,0.0844,69.4444
107,8679,5232,0,0,3,1.9591,2,693.2,6,5226,4.36,0.9768,5356.4,6,1.0,19,6,6,364,0.012583,0.1038,61.8557
108,8676,5255,3,5,1,1.9457,1,697.0,6,5241,4.39,0.9828,5346.8,14,1.0,20,7,6,401,0.010378,0.112,123.8938
109,8673,5236,1,5,2,1.9649,1,708.8,4,5223,4.41,0.9812,5336.2,13,1.0,19,10,11,422,0.010384,0.1016,106.1947
110,8665,5306,0,0,1,1.8349,2,701.6,0,5306,4.44,0.9949,5333.3,0,1.0,13,0,6,340,0.015656,0.119,0.0
111,8655,5309,2,5,1,1.9489,1,709.5,0,5299,4.46,0.9959,5331.0,10,1.0,14,2,1,315,0.016185,0.1489,107.5269
112,8640,5327,3,5,3,1.906,1,690.0,6,5306,4.48,0.9993,5330.6,21,1.0,21,10,3,404,0.011758,0.0676,147.8873
113,8629,5283,1,3,3,1.9532,2,705.5,5,5278,4.47,0.9919,5326.1,5,1.0,20,4,5,420,0.011658,0.1181,41.3223
114,8620,5222,0,0,3,1.9794,2,700.8,12,5210,4.41,0.9823,5316.2,12,1.0,23,12,9,453,0.009362,0.0857,62.9921
115,8618,5235,2,5,1,1.99,1,693.6,10,5225,4.42,0.9862,5308.5,10,1.0,18,3,8,444,0.011759,0.1007,70.8661
116,8610,5253,0,0,3,1.9928,1,709.6,5,5243,4.49,0.9905,5303.2,10,1.0,19,10,9,419,0.010658,0.0894,84.1121
117,8603,5379,0,0,3,1.9785,1,690.3,5375,0,4.53,1.0129,5310.4,4,1.0,18,4,5,341,0.014707,0.1205,50.0
118,8599,5283,0,0,3,1.9352,1,692.2,0,5283,4.41,0.9953,5307.8,0,1.0,15,0,3,341,0.013994,0.1053,0.0
119,8592,5281,0,0,3,1.8765,1,693.0,0,5281,4.41,0.9954,5305.2,0,1.0,11,0,4,288,0.018098,0.1618,0.0
120,8585,5204,0,0,3,1.9461,1,694.6,5,5199,4.4,0.9827,5295.6,5,1.0,14,5,2,273,0.018184,0.1111,57.4713
121,8579,5344,2,4,1,1.9017,1,695.7,5340,0,4.46,1.0083,5300.2,4,1.0,13,2,3,301,0.016426,0.1158,44.4444
122,8571,5211,1,4,1,1.9785,1,691.6,7,5204,4.39,0.9847,5291.7,7,1.0,15,4,2,300,0.01607,0.0988,90.9091
123,8562,5084,2,4,2,1.8878,2,709.8,6,5073,4.39,0.9644,5271.9,11,1.0,17,6,4,338,0.012999,0.0792,109.8901
124,8556,5247,0,0,1,1.7048,2,684.0,0,5247,4.44,0.9957,5269.6,0,1.0,13,0,4,276,0.017376,0.1136,0.0
125,8549,5155,0,0,0,1.8676,1,698.6,5,5150,4.4,0.9803,5258.6,5,1.0,13,5,5,276,0.016072,0.1124,60.241
126,8545,5244,0,0,0,1.8148,1,681.8,0,5240,4.47,0.9975,5257.2,4,1.0,12,4,5,256,0.019622,0.1429,61.5385
127,8542,5092,1,4,1,1.9919,1,696.9,9,5083,4.37,0.9715,5241.5,9,1.0,13,6,5,263,0.015241,0.1375,114.2857
128,8540,5178,0,0,1,1.9491,1,688.2,0,5174,4.44,0.989,5235.5,4,1.0,12,4,5,236,0.01902,0.1167,71.4286
129,8537,5260,1,5,0,1.9501,1,702.0,5251,0,4.5,1.0042,5237.8,9,1.0,13,5,4,249,0.018561,0.1667,100.0
130,8534,5313,2,5,1,1.962,1,690.4,5288,0,4.48,1.013,5245.0,25,1.0,26,21,8,354,0.010964,0.0769,181.1024
131,8527,5390,2,5,1,1.9575,2,692.2,5379,0,4.53,1.0256,5259.2,15,1.0,22,7,11,378,0.011362,0.0816,111.9403
132,8503,5196,1,5,1,1.9692,2,695.2,2,5189,4.41,0.9891,5253.1,7,1.0,18,3,7,372,0.012525,0.1171,58.2524
133,8472,5081,0,0,0,1.9628,2,702.6,5,5071,4.34,0.9703,5236.7,10,1.0,21,10,7,368,0.011887,0.08,88.4956
134,8447,5158,0,0,0,1.9313,1,722.1,5,5149,4.44,0.9864,5229.2,9,1.0,24,9,6,380,0.010844,0.0877,75.4717
135,8435,5189,1,5,1,1.904,1,720.9,13,5171,4.49,0.993,5225.4,18,1.0,24,14,14,431,0.00921,0.0756,107.3826
136,8431,5206,1,4,3,1.9766,1,732.6,4,5192,4.42,0.9966,5223.6,14,1.0,28,12,8,412,0.01001,0.0769,109.2437
137,8425,5151,0,0,3,1.9839,2,725.8,10,5141,4.47,0.9874,5216.7,10,1.0,30,10,8,430,0.009617,0.0775,67.1642
138,8417,5166,1,3,1,1.9587,1,755.9,5,5156,4.45,0.9912,5211.8,10,1.0,32,11,9,440,0.008666,0.062,82.6446
139,8408,5194,2,4,1,1.9881,1,732.7,2,5190,4.45,0.9969,5210.1,4,1.0,27,4,9,456,0.009395,0.0534,24.5902
140,8402,5006,2,5,3,1.9314,2,735.8,2,4999,4.37,0.9644,5190.7,7,1.0,25,2,4,408,0.011427,0.1574,66.6667
141,8387,5208,4,5,3,1.994,2,712.9,5183,0,4.47,1.003,5192.3,25,1.0,29,15,11,480,0.008365,0.0602,162.3377
142,8380,5116,1,4,1,1.9761,2,713.3,7,5109,4.43,0.9867,5185.1,7,1.0,27,4,6,471,0.008902,0.0672,47.619
143,8377,5155,1,5,3,1.9725,2,721.0,4,5141,4.45,0.9948,5182.2,14,1.0,29,10,8,478,0.008454,0.0675,93.3333
144,8365,5082,1,5,3,1.93,2,747.7,1,5077,4.45,0.9825,5172.7,5,1.0,23,2,8,440,0.010507,0.0728,28.169
145,8354,5038,1,5,3,1.953,2,753.8,1,5032,4.38,0.9764,5159.8,6,1.0,19,2,6,419,0.011021,0.0957,46.729
146,8345,5115,0,0,3,1.9699,2,749.5,0,5110,4.43,0.9921,5155.6,5,1.0,20,5,4,386,0.012849,0.0862,45.4545
147,8337,5087,0,0,3,1.9661,1,736.0,5,5077,4.48,0.988,5149.0,10,1.0,22,10,8,411,0.011064,0.0769,69.5652
148,8328,5081,1,3,1,1.8464,1,759.4,3,5078,4.47,0.988,5142.6,3,1.0,20,1,3,378,0.012819,0.0879,34.0909
149,8323,5120,0,0,1,1.9685,1,742.7,11,5109,4.43,0.996,5140.4,11,1.0,20,8,8,389,0.011758,0.1066,80.3571
150,8314,5195,1,5,0,1.9698,1,737.8,5187,0,4.53,1.0096,5145.6,8,1.0,18,4,6,368,0.013176,0.1081,77.6699
151,8301,5019,1,3,3,1.9287,1,760.2,3,5016,4.46,0.9777,5133.5,3,1.0,21,4,1,352,0.013811,0.1,30.6122
152,8295,5037,1,5,3,1.9218,2,749.3,3,5029,4.43,0.983,5124.4,8,1.0,21,4,4,377,0.012547,0.0826,70.1754
153,8286,4949,0,0,3,1.9313,2,733.0,6,4944,4.4,0.9691,5107.7,5,1.0,21,3,3,371,0.011979,0.0917,45.4545
154,8277,5060,0,0,3,1.9491,1,721.1,5,5055,4.43,0.9915,5103.2,5,1.0,18,5,8,363,0.012336,0.084,28.0374
155,8271,5052,1,3,3,1.9727,1,745.2,5,5042,4.42,0.9909,5098.3,10,1.0,20,9,7,345,0.012754,0.112,86.9565
156,8265,5014,1,3,3,1.9888,1,724.8,5,5004,4.4,0.985,5090.3,10,1.0,24,9,5,353,0.012076,0.0862,90.9091
157,8261,5057,0,0,3,1.9803,2,726.2,3,5054,4.4,0.9941,5087.1,3,1.0,20,0,4,353,0.012681,0.0842,33.3333
158,8251,4997,0,0,3,1.839,1,746.8,8,4989,4.41,0.9839,5078.5,8,1.0,21,8,7,333,0.012531,0.0811,79.2079
159,8247,5014,0,0,3,1.9197,1,724.9,3,5011,4.42,0.9885,5072.4,3,1.0,16,3,8,290,0.015106,0.0935,31.25
160,8241,5083,0,0,3,1.9547,1,733.4,5078,0,4.52,1.0019,5073.4,5,1.0,15,5,6,263,0.016378,0.1075,58.1395
161,8239,4987,0,0,3,1.8113,1,674.0,0,4982,4.41,0.9846,5065.2,5,1.0,16,5,4,258,0.016655,0.1231,83.3333
162,8237,5086,2,5,3,1.9592,1,690.7,5075,0,4.46,1.0037,5067.2,11,1.0,14,5,7,307,0.014517,0.1209,101.2658
163,8234,4958,1,3,1,1.9357,1,710.2,8,4950,4.43,0.9805,5056.8,8,1.0,15,7,6,285,0.015186,0.0989,102.5641
164,8230,5047,0,0,3,1.7599,2,713.6,3,5034,4.44,0.9983,5055.8,13,1.0,19,13,9,271,0.014246,0.1023,171.0526
165,8228,5156,0,0,3,1.9875,1,691.1,5151,0,4.52,1.0179,5065.4,5,1.0,18,5,6,269,0.015056,0.1023,60.9756
166,8220,5094,0,0,3,1.9652,1,696.7,5077,0,4.45,1.0051,5068.1,17,1.0,23,17,12,312,0.010716,0.0847,165.0485
167,8215,5139,4,5,1,1.8955,1,690.5,5121,0,4.5,1.0126,5074.9,18,1.0,24,7,6,331,0.011386,0.1091,178.2178
168,8209,4945,0,0,1,1.9363,1,698.7,0,4945,4.37,0.9768,5062.5,0,1.0,18,0,6,317,0.013985,0.0849,0.0
169,8204,4885,2,5,3,1.7798,1,694.7,5,4875,4.37,0.9682,5045.6,10,1.0,18,5,5,324,0.013112,0.1444,107.1429
170,8198,5004,1,3,3,1.9476,1,674.1,0,4999,4.44,0.9925,5041.6,5,1.0,18,6,6,311,0.013083,0.0909,55.5556
171,8191,5002,1,3,3,1.933,2,680.4,3,4999,4.45,0.9929,5037.8,3,1.0,16,1,3,297,0.017841,0.1,30.9278
172,8183,4972,1,3,3,1.9716,2,679.7,6,4961,4.47,0.9882,5031.6,11,1.0,21,9,4,335,0.012283,0.0833,109.8901
173,8176,4813,0,0,3,1.9243,2,672.3,7,4806,4.33,0.9605,5010.8,7,1.0,17,7,11,353,0.012663,0.0973,73.6842
174,8166,5065,0,0,3,1.9132,1,663.3,5055,0,4.53,1.0098,5015.9,10,1.0,21,10,6,309,0.013522,0.0826,90.0901
175,8161,4932,0,0,3,1.9337,1,682.1,0,4932,4.42,0.9848,5007.9,0,1.0,14,0,7,287,0.016393,0.0918,0.0
176,8151,4917,0,0,3,1.9636,1,670.2,0,4917,4.41,0.9835,4999.3,0,1.0,9,0,5,237,0.022393,0.1515,0.0
177,8143,5058,1,5,3,1.9878,1,672.6,5046,0,4.47,1.0106,5004.9,12,1.0,12,8,5,226,0.019126,0.1325,157.8947
178,8136,5079,3,5,3,1.9887,1,669.3,5064,0,4.45,1.0134,5011.9,15,1.0,14,9,7,284,0.014855,0.1091,144.3299
179,8128,4903,0,0,3,1.9403,2,691.1,0,4903,4.44,0.9803,5001.6,0,1.0,11,0,3,215,0.022765,0.1481,0.0
180,8124,4874,2,3,1,1.9808,1,677.9,6,4853,4.43,0.9769,4989.4,21,1.0,24,19,6,300,0.012178,0.0693,241.3793
181,8119,4903,0,0,1,1.9258,1,689.5,0,4903,4.47,0.9843,4981.2,0,1.0,13,0,11,283,0.015583,0.1237,0.0
182,8116,4939,1,3,0,1.7822,1,660.2,2,4937,4.43,0.9923,4977.2,2,1.0,12,1,2,241,0.020176,0.1447,27.027
183,8110,4978,0,0,3,1.9784,1,670.0,4967,0,4.49,1.0002,4977.2,11,1.0,15,11,8,264,0.015455,0.099,111.1111
184,8105,4780,0,0,3,1.9922,1,671.8,9,4771,4.29,0.964,4958.5,9,1.0,18,9,6,260,0.016472,0.122,118.4211
185,8103,4966,1,5,3,1.8705,1,679.8,4944,0,4.49,1.0014,4959.2,22,1.0,24,18,12,330,0.010752,0.0741,183.3333
186,8102,4896,1,5,3,1.9144,1,668.5,1,4885,4.41,0.9885,4953.2,11,1.0,25,7,6,332,0.012092,0.1008,97.3451
187,8094,4754,0,0,3,1.9803,2,664.2,3,4746,4.38,0.9635,4934.2,8,1.0,26,8,7,345,0.012044,0.0806,60.8696
188,8089,4862,0,0,3,1.9043,1,664.9,1,4861,4.45,0.9867,4927.3,1,1.0,18,1,9,320,0.014596,0.1047,0.0
189,8072,4959,2,5,3,1.9799,1,654.9,4947,0,4.45,1.0058,4930.3,12,1.0,17,7,8,325,0.012448,0.1028,125.0
