window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
190,7973,4832,0,0,3,2.0,2,666.2,7,4820,4.46,0.9866,4897.4,12,1.0,26,12,9,348,0.011009,0.0902,111.1111
191,7954,4832,0,0,3,1.9634,1,675.1,4,4828,4.44,0.9879,4891.2,4,1.0,19,4,11,342,0.012398,0.1103,33.0579
192,7946,4769,0,0,3,1.9796,1,673.2,0,4759,4.44,0.9773,4879.5,10,1.0,18,10,11,339,0.01167,0.1066,98.0392
193,7935,4827,1,5,3,1.9621,1,660.3,5,4822,4.45,0.9902,4874.5,5,1.0,13,1,6,280,0.015243,0.122,69.4444
194,7927,4800,0,0,3,1.9852,1,640.6,1,4789,4.41,0.9861,4867.4,11,1.0,17,11,7,270,0.014384,0.1262,107.5269
195,7924,4926,2,5,3,1.9747,1,669.4,4910,0,4.46,1.0109,4873.0,16,1.0,18,10,9,310,0.012089,0.0973,170.2128
196,7919,4920,1,4,3,1.8817,1,658.6,4906,0,4.49,1.0087,4877.5,14,1.0,18,6,6,266,0.014924,0.0857,150.5376
197,7912,4773,2,4,3,1.983,2,662.6,7,4766,4.37,0.9806,4867.5,7,1.0,13,3,8,287,0.014624,0.1262,63.8298
198,7902,4808,0,0,3,1.8908,2,660.6,3,4800,4.48,0.9889,4861.9,8,1.0,17,8,4,256,0.016238,0.102,87.9121
199,7893,4868,0,0,3,1.9103,1,662.2,4863,0,4.47,1.0011,4862.5,5,1.0,20,5,2,257,0.016081,0.0833,62.5
200,7890,4854,3,5,3,1.9374,1,674.4,4,4826,4.46,0.9984,4861.7,28,1.0,27,19,12,363,0.010231,0.0637,207.4074
