window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
18,9851,6064,1,5,3,1.9749,2,810.7,10,6054,4.46,0.9925,6109.9,10,1.0,14,6,12,353,0.012981,0.1132,89.8876
19,9846,6039,1,5,3,1.9689,2,803.0,6,6029,4.43,0.9897,6102.9,10,1.0,13,3,4,307,0.016062,0.1277,112.3596
20,9840,6209,1,5,3,1.9322,2,827.4,6194,0,4.52,1.0157,6113.0,15,1.0,20,11,4,349,0.013576,0.1222,172.8395
21,9836,6014,0,0,3,1.8789,2,833.9,4,6005,4.45,0.9853,6103.6,9,1.0,21,9,8,369,0.012765,0.0857,95.7447
22,9831,5844,0,0,3,1.9502,1,834.6,9,5830,4.37,0.9614,6078.9,14,1.0,26,14,9,394,0.01031,0.0847,122.6415
23,9827,6007,0,0,3,1.9704,1,847.0,1,6003,4.43,0.9893,6072.0,4,1.0,22,4,8,390,0.012519,0.0932,18.018
24,9821,5919,1,3,1,1.9778,1,794.2,3,5916,4.43,0.9771,6057.5,3,1.0,18,2,6,355,0.01319,0.0874,30.6122
25,9811,6011,1,3,2,1.9149,1,754.8,0,6011,4.44,0.9931,6053.0,0,1.0,18,1,1,338,0.015206,0.1096,0.0
26,9803,6062,1,4,3,1.9062,2,710.8,6054,0,4.41,1.0013,6053.9,8,1.0,18,5,5,351,0.014056,0.1429,80.8081
27,9796,5942,0,0,3,1.9982,2,722.4,4,5933,4.46,0.9832,6043.2,9,1.0,20,9,7,365,0.012334,0.1058,95.7447
28,9790,6035,0,0,3,1.8424,1,723.0,4,6026,4.46,0.9988,6042.4,9,1.0,22,9,7,352,0.012509,0.1043,84.9057
29,9777,6049,1,5,3,1.8928,1,737.3,6044,0,4.5,1.001,6043.1,5,1.0,16,1,7,337,0.014796,0.1485,53.7634
30,9766,6052,0,0,3,1.8824,1,736.0,6052,0,4.48,1.0013,6043.9,0,1.0,13,0,3,298,0.016399,0.1385,0.0
31,9761,5995,2,3,3,1.9776,1,734.7,4,5991,4.48,0.9927,6039.3,4,1.0,11,4,6,288,0.017235,0.141,28.5714
32,9750,6045,2,5,3,1.9978,1,726.9,6031,0,4.48,1.0009,6039.8,14,1.0,16,7,2,300,0.015358,0.1204,134.6154
33,9734,6048,1,3,3,1.9489,2,717.3,6044,0,4.44,1.0012,6040.6,4,1.0,15,3,4,320,0.015238,0.1354,45.4545
34,9704,5953,2,5,3,1.99,2,723.1,7,5941,4.44,0.9869,6032.2,12,1.0,17,6,4,326,0.014111,0.1084,151.8987
35,9692,6066,1,5,3,1.9888,2,727.9,6052,0,4.45,1.0051,6035.5,14,1.0,21,10,6,381,0.011859,0.094,134.6154
36,9673,5968,2,5,3,1.8842,2,715.9,9,5950,4.45,0.9899,6029.0,18,1.0,23,10,8,398,0.011075,0.0826,170.0
37,9656,5913,1,4,3,1.948,2,731.0,4,5904,4.46,0.9826,6018.0,9,1.0,24,6,5,396,0.01079,0.0727,86.5385
38,9648,5866,0,0,3,1.9621,2,724.8,0,5861,4.4,0.9771,6003.5,5,1.0,19,5,10,389,0.011137,0.0992,48.5437
39,9635,5826,0,0,3,1.9774,1,731.1,2,5819,4.48,0.9732,5986.6,7,1.0,21,7,5,326,0.014133,0.1183,81.3953
40,9618,5866,3,5,1,1.9544,1,738.6,12,5844,4.44,0.9817,5975.1,22,1.0,26,13,8,420,0.009847,0.0909,175.4386
41,9606,5801,0,0,1,1.9325,1,716.0,0,5801,4.4,0.9736,5958.5,0,1.0,17,0,9,333,0.015381,0.1392,0.0
42,9588,5860,1,4,3,1.944,1,730.3,9,5851,4.43,0.985,5949.2,9,1.0,21,7,3,349,0.012014,0.1136,105.8824
43,9578,5999,0,0,3,1.958,1,719.3,5990,0,4.46,1.0076,5953.9,9,1.0,18,9,12,387,0.010874,0.0909,90.9091
44,9574,5872,1,3,3,1.9075,1,725.2,11,5856,4.47,0.9875,5946.1,16,1.0,26,15,7,355,0.011644,0.0684,150.9434
45,9572,5948,0,0,3,1.93,1,719.4,5945,0,4.45,1.0003,5946.3,3,1.0,23,3,6,355,0.012134,0.0899,35.7143
46,9569,5825,0,0,3,1.6512,1,726.3,3,5822,4.43,0.9815,5934.7,3,1.0,19,3,7,334,0.014567,0.1273,29.1262
47,9560,6030,1,4,3,1.8779,1,724.2,6018,0,4.56,1.0145,5943.8,12,1.0,20,9,8,346,0.012444,0.1111,111.1111
48,9554,5864,1,5,3,1.9855,1,707.0,5,5854,4.49,0.9878,5936.2,10,1.0,15,6,11,358,0.012674,0.0901,103.0928
49,9553,5817,1,3,3,1.9593,2,718.7,0,5812,4.4,0.9818,5924.8,5,1.0,16,4,3,311,0.014677,0.1124,60.9756
50,9548,6033,2,5,3,1.9593,2,720.6,6021,0,4.56,1.0165,5935.1,12,1.0,18,6,4,344,0.0125,0.1047,134.1463
51,9544,5859,1,5,3,1.9495,2,723.7,0,5854,4.5,0.9884,5927.9,5,1.0,16,1,3,345,0.014269,0.1068,50.5051
52,9541,5787,0,0,3,1.7996,2,733.8,2,5780,4.39,0.9784,5914.5,7,1.0,17,7,6,333,0.013902,0.102,56.8182
53,9535,5822,1,5,1,1.9291,1,721.8,3,5814,4.45,0.9858,5905.7,8,1.0,12,4,9,343,0.014473,0.1263,74.0741
54,9523,5897,1,4,3,1.99,1,724.0,7,5890,4.43,0.9987,5904.8,7,1.0,12,5,5,289,0.017507,0.1705,87.5
55,9501,5834,3,5,1,1.9054,2,724.9,2,5822,4.48,0.9891,5898.1,12,1.0,14,6,4,297,0.014912,0.1059,164.3836
56,9485,5848,0,0,3,1.8169,2,725.8,0,5841,4.48,0.9923,5893.3,7,1.0,16,7,5,292,0.01483,0.1143,109.375
57,9468,5779,2,5,1,1.9175,1,722.4,6,5768,4.47,0.9824,5882.4,11,1.0,15,5,6,310,0.015332,0.1538,96.3855
58,9446,5739,0,0,3,1.9871,1,721.6,3,5736,4.36,0.9779,5868.8,3,1.0,13,3,5,244,0.019579,0.141,41.0959
59,9425,5748,0,0,3,1.9907,1,735.1,0,5748,4.39,0.9813,5857.3,0,1.0,11,0,2,214,0.023986,0.1667,0.0
60,9398,5713,0,0,3,1.9395,1,729.6,0,5713,4.42,0.9777,5843.5,0,1.0,9,0,2,209,0.024402,0.1667,0.0
61,9378,5811,1,5,3,1.998,1,713.8,4,5802,4.48,0.995,5840.4,9,1.0,10,5,4,226,0.020725,0.1667,150.0
62,9365,5732,1,5,3,1.9852,1,719.6,0,5718,4.43,0.9832,5830.1,14,1.0,15,10,5,255,0.017423,0.1084,184.2105
63,9358,5616,1,4,1,1.9678,2,719.6,3,5608,4.4,0.9667,5809.7,8,1.0,15,6,6,271,0.018118,0.1,106.6667
64,9353,5786,1,3,1,1.9121,2,726.9,0,5782,4.48,0.9963,5807.5,4,1.0,16,3,2,270,0.016042,0.0833,58.8235
65,9347,5739,3,5,0,1.9354,2,722.4,12,5722,4.46,0.9893,5800.9,17,1.0,23,13,6,347,0.012829,0.0804,165.0485
66,9332,5685,1,3,3,1.9785,2,721.7,0,5680,4.5,0.9819,5789.9,5,1.0,21,4,6,344,0.013305,0.1074,44.6429
67,9308,5656,1,3,1,1.9788,2,722.2,0,5656,4.42,0.979,5777.1,0,1.0,16,1,6,320,0.014211,0.125,0.0
68,9293,5616,2,5,1,1.7136,2,714.5,1,5605,4.38,0.9747,5761.8,11,1.0,17,3,2,324,0.014182,0.1486,150.6849
69,9288,5738,0,0,3,1.9984,2,724.8,0,5738,4.45,0.9963,5759.5,0,1.0,15,0,2,312,0.015784,0.1212,0.0
70,9285,5809,1,3,3,1.9799,1,720.3,5805,0,4.5,1.0078,5764.2,4,1.0,15,5,5,332,0.013806,0.1011,25.0
71,9272,5749,0,0,3,1.9305,1,728.1,0,5749,4.46,0.9976,5762.8,0,1.0,12,0,3,257,0.020128,0.125,0.0
72,9250,5541,0,0,3,1.987,1,724.2,5,5531,4.35,0.9651,5741.7,10,1.0,16,10,6,281,0.014895,0.102,89.8876
73,9228,5675,1,5,3,1.7417,1,710.0,0,5665,4.44,0.9895,5735.3,10,1.0,17,6,5,280,0.016933,0.141,133.3333
74,9213,5586,2,5,3,1.9258,1,711.5,6,5570,4.42,0.9764,5721.1,16,1.0,14,8,11,328,0.013623,0.163,182.9268
75,9200,5695,1,5,3,1.9184,2,722.8,0,5690,4.45,0.9959,5718.6,5,1.0,12,1,3,273,0.017063,0.1753,53.7634
76,9175,5740,4,5,1,1.9707,2,722.0,5721,0,4.5,1.0034,5720.6,19,1.0,15,7,4,350,0.013779,0.1143,185.567
77,9151,5706,1,5,1,1.9652,2,713.8,10,5691,4.49,0.9977,5719.3,15,1.0,19,8,4,359,0.013501,0.1066,131.5789
78,9111,5551,0,0,3,1.7373,2,710.2,3,5538,4.4,0.9733,5703.2,13,1.0,25,13,7,374,0.010786,0.0968,114.0351
79,9073,5557,0,0,3,1.9027,1,710.1,11,5546,4.44,0.9767,5689.3,11,1.0,22,8,11,368,0.012256,0.1111,100.9174
80,9051,5516,0,0,3,1.9363,1,696.5,0,5516,4.43,0.9724,5672.8,0,1.0,20,0,2,334,0.013845,0.1034,0.0
81,9048,5538,0,0,3,2.0,1,703.6,0,5533,4.39,0.9785,5660.0,5,1.0,14,5,11,350,0.012956,0.099,58.1395
82,9047,5542,1,3,3,1.9299,1,713.3,7,5535,4.43,0.9811,5648.7,7,1.0,14,6,6,299,0.015429,0.1375,67.5676
83,9043,5369,1,5,3,1.8956,1,704.9,3,5356,4.37,0.955,5622.1,13,1.0,15,7,6,294,0.01419,0.1538,150.0
84,9040,5463,1,4,3,1.9968,2,716.7,3,5460,4.42,0.9743,5606.9,3,1.0,16,4,3,259,0.017119,0.1067,41.6667
85,9028,5536,1,4,3,1.9875,2,702.2,7,5524,4.48,0.9885,5600.2,12,1.0,16,9,9,284,0.016027,0.1149,150.0
86,9018,5751,1,5,3,1.9781,2,716.3,5746,0,4.57,1.0249,5614.9,9,1.0,13,1,4,269,0.019147,0.1158,98.9011
87,9013,5612,0,0,3,1.9893,2,709.2,5,5607,4.53,0.9995,5614.6,5,1.0,13,5,5,278,0.016954,0.1163,37.9747
88,9009,5504,1,3,1,1.9839,1,710.5,5,5499,4.42,0.9821,5604.1,5,1.0,17,6,2,284,0.016671,0.1081,70.4225
89,8995,5486,1,5,1,1.8826,1,705.9,1,5480,4.45,0.9809,5592.9,6,1.0,16,2,3,315,0.016866,0.1485,52.0833
90,8980,5666,1,5,0,1.8968,2,702.1,5658,0,4.53,1.0118,5599.8,8,1.0,16,4,4,311,0.015229,0.172,91.954
91,8968,5502,1,4,0,1.819,2,711.9,4,5498,4.44,0.9842,5590.5,4,1.0,12,1,5,293,0.016387,0.1266,55.5556
92,8957,5357,0,0,0,1.916,2,719.2,4,5353,4.42,0.9621,5568.3,4,1.0,12,4,4,277,0.019733,0.1139,27.7778
93,8950,5532,0,0,3,1.9725,1,709.8,0,5527,4.46,0.9941,5564.8,5,1.0,14,5,3,257,0.017493,0.1444,59.5238
94,8939,5480,0,0,3,1.9347,1,717.4,0,5476,4.46,0.9862,5556.7,4,1.0,15,4,3,268,0.017448,0.1159,61.5385
95,8928,5498,1,4,1,1.9498,1,706.5,4,5494,4.5,0.9904,5551.1,4,1.0,11,1,5,280,0.018025,0.1646,54.7945
96,8918,5537,0,0,3,1.8922,1,706.6,2,5530,4.44,0.9977,5549.8,7,1.0,13,7,5,271,0.017518,0.1098,67.5676
97,8906,5420,1,5,3,1.9289,1,711.8,2,5413,4.42,0.9788,5537.4,7,1.0,13,3,3,283,0.017987,0.1463,63.2911
98,8895,5582,2,5,3,1.9247,1,712.7,5572,0,4.52,1.0073,5541.7,10,1.0,14,2,1,295,0.01737,0.1574,93.4579
99,8888,5499,2,5,1,1.9539,2,691.6,16,5483,4.47,0.993,5537.6,16,1.0,17,8,5,371,0.012626,0.1008,136.3636
100,8872,5325,0,0,1,1.9849,2,718.9,0,5325,4.42,0.9651,5517.4,0,1.0,15,0,2,336,0.014624,0.125,0.0
101,8864,5519,0,0,3,1.9859,1,705.8,5514,0,4.5,1.0003,5517.5,5,1.0,15,5,5,331,0.01395,0.1212,53.7634
102,8858,5395,2,4,3,1.9546,1,707.1,6,5378,4.41,0.9799,5505.9,17,1.0,21,15,9,401,0.01029,0.08,127.2727
103,8840,5558,1,3,3,1.9692,1,707.8,5544,0,4.58,1.0086,5510.8,14,1.0,25,13,9,390,0.011086,0.088,123.8938
104,8830,5445,1,5,3,1.9861,2,699.2,4,5436,4.44,0.9892,5504.6,9,1.0,22,5,8,388,0.011565,0.0957,81.8182
105,8815,5426,3,5,3,1.9981,2,713.0,11,5415,4.46,0.9871,5497.1,11,1.0,22,6,6,420,0.010874,0.0859,82.6446
106,8802,5342,0,0,3,1.7413,2,702.4,3,5339,4.43,0.9744,5482.3,3,1.0,19,3,6,388,0.011551,0.1,29.703
107,8778,5430,1,4,3,1.881,1,699.3,4,5426,4.43,0.9914,5477.3,4,1.0,15,2,6,341,0.01353,0.1414,31.9149
108,8762,5324,0,0,3,1.9547,1,715.9,0,5309,4.45,0.9746,5462.7,15,1.0,24,15,6,358,0.010857,0.0813,135.1351
109,8742,5404,2,4,1,1.7417,1,681.0,6,5398,4.5,0.9903,5457.1,6,1.0,19,2,7,360,0.012666,0.0935,58.2524
110,8732,5331,0,0,1,1.9749,1,683.9,6,5320,4.42,0.979,5445.1,11,1.0,23,11,7,381,0.010444,0.0725,88.0
111,8724,5245,1,3,1,1.9203,1,705.6,3,5242,4.44,0.9666,5426.1,3,1.0,16,2,9,368,0.013128,0.1,0.0
112,8715,5311,0,0,1,1.8866,1,703.1,4,5307,4.43,0.9808,5415.1,4,1.0,17,4,3,325,0.013701,0.0947,43.956
113,8707,5362,0,0,0,1.861,1,705.7,0,5357,4.49,0.9911,5410.0,5,1.0,19,5,3,340,0.012201,0.1161,47.1698
114,8698,5236,0,0,3,1.761,1,713.3,0,5232,4.37,0.9708,5393.5,4,1.0,19,4,4,355,0.012428,0.098,42.1053
115,8686,5209,0,0,3,1.9576,1,707.6,0,5205,4.37,0.969,5375.9,4,1.0,16,4,7,345,0.013595,0.1091,39.604
116,8668,5191,0,0,3,1.9197,1,695.4,2,5189,4.44,0.9688,5358.3,2,1.0,15,2,3,305,0.016907,0.1194,15.3846
117,8659,5221,0,0,3,1.9369,1,694.0,0,5216,4.47,0.9768,5345.2,5,1.0,14,5,6,286,0.017638,0.1226,51.5464
118,8651,5207,1,3,3,1.9261,1,695.4,0,5203,4.45,0.9765,5332.0,4,1.0,13,3,4,280,0.016555,0.0909,42.2535
119,8646,5321,0,0,3,1.8909,1,702.9,7,5304,4.41,0.9981,5331.0,17,1.0,22,17,8,336,0.011116,0.0744,148.1481
120,8643,5219,2,3,3,1.9941,1,686.2,20,5195,4.42,0.981,5320.3,24,1.0,33,19,8,391,0.009252,0.0588,200.0
121,8642,5249,2,3,1,1.948,1,687.1,8,5233,4.45,0.9879,5313.5,16,1.0,31,14,16,462,0.008933,0.0676,112.782
122,8637,5215,1,5,1,1.9469,2,707.0,6,5200,4.44,0.9834,5304.2,15,1.0,31,9,9,441,0.008654,0.0548,110.2941
123,8621,5250,1,5,0,1.825,2,685.6,0,5245,4.51,0.9907,5299.1,5,1.0,25,1,7,418,0.010412,0.0826,47.619
124,8607,5211,0,0,0,1.9345,2,689.2,0,5201,4.49,0.9849,5290.7,10,1.0,28,10,7,433,0.009845,0.0909,81.3008
125,8599,5136,2,5,3,1.8858,1,699.2,12,5119,4.42,0.9735,5276.0,17,1.0,30,11,9,469,0.008881,0.0676,123.1884
126,8597,5061,0,0,3,1.948,1,696.4,4,5057,4.28,0.963,5255.5,4,1.0,28,4,6,443,0.009696,0.056,33.8983
127,8595,5166,0,0,3,1.8413,1,689.2,0,5166,4.41,0.9846,5247.0,0,1.0,22,0,6,417,0.011695,0.0873,0.0
128,8589,5256,3,5,3,1.9958,1,702.0,5244,0,4.4,1.0016,5247.8,12,1.0,20,3,5,401,0.011385,0.1061,95.2381
129,8588,5343,4,5,3,1.8085,1,711.9,5322,0,4.46,1.0164,5256.9,21,1.0,20,5,5,432,0.010181,0.0857,150.3759
130,8588,5321,0,0,3,1.9583,2,699.5,5303,0,4.46,1.011,5263.0,18,1.0,29,18,9,471,0.008618,0.0573,126.7606
131,8585,5156,1,5,3,1.8174,1,692.1,3,5148,4.39,0.9816,5252.8,8,1.0,24,4,9,480,0.009167,0.0815,65.5738
132,8574,5218,1,5,3,1.9591,1,692.4,0,5213,4.41,0.994,5249.5,5,1.0,21,1,4,417,0.011482,0.078,37.037
133,8560,5242,1,5,3,1.9919,2,691.6,0,5232,4.44,0.9987,5248.8,10,1.0,23,6,4,430,0.010468,0.0725,76.3359
134,8553,5197,0,0,3,1.8956,2,692.8,0,5192,4.39,0.9911,5243.8,5,1.0,22,5,6,434,0.010533,0.0866,42.3729
135,8546,5124,0,0,3,1.8648,1,702.4,4,5120,4.37,0.9793,5232.4,4,1.0,21,4,5,401,0.012154,0.0797,31.0078
136,8540,5198,2,5,1,1.9428,1,714.2,5,5184,4.37,0.994,5229.2,14,1.0,25,9,5,444,0.009893,0.0823,89.6552
137,8537,5222,2,5,3,1.9641,1,695.7,9,5208,4.48,0.9988,5228.5,14,1.0,24,8,9,440,0.009986,0.1,94.5946
138,8530,5233,0,0,3,1.846,2,692.3,5222,0,4.42,1.0008,5228.9,11,1.0,21,8,11,401,0.010755,0.0909,85.9375
139,8524,5242,2,5,3,1.944,1,691.6,5229,0,4.49,1.0023,5230.2,13,1.0,20,6,7,389,0.011814,0.1032,111.1111
140,8519,5000,0,0,3,1.6087,1,711.5,0,5000,4.37,0.96,5208.2,0,1.0,14,0,6,342,0.015157,0.1075,0.0
141,8516,5218,1,3,3,1.9242,1,695.4,5215,0,4.5,1.0017,5209.2,3,1.0,15,1,0,294,0.017266,0.1139,37.9747
142,8513,5230,0,0,3,1.9387,1,693.4,5219,0,4.5,1.0036,5211.1,11,1.0,19,8,4,337,0.012664,0.0762,102.0408
143,8511,5170,0,0,3,1.9242,1,697.3,0,5165,4.45,0.9929,5207.2,5,1.0,18,5,6,329,0.013664,0.1121,49.505
144,8497,5084,2,5,3,1.9299,1,697.4,4,5075,4.38,0.9785,5195.5,9,1.0,18,4,4,338,0.013631,0.068,95.7447
145,8487,5128,0,0,3,1.9251,1,714.9,0,5128,4.5,0.9882,5189.1,0,1.0,14,0,4,317,0.015064,0.1266,0.0
146,8478,5189,1,4,3,1.8608,1,699.1,6,5183,4.46,1.0,5189.1,6,1.0,15,4,3,309,0.015255,0.1011,69.7674
147,8472,5103,0,0,3,1.9007,1,706.8,3,5100,4.39,0.985,5180.9,3,1.0,13,0,2,292,0.015732,0.1364,35.7143
148,8470,5068,2,4,1,1.994,1,759.7,7,5061,4.41,0.9802,5170.1,7,1.0,15,5,3,303,0.015691,0.0833,76.9231
149,8456,5246,0,0,1,1.9287,1,721.9,5239,0,4.45,1.0133,5177.3,7,1.0,16,7,6,316,0.014028,0.1,66.6667
150,8442,5150,1,3,1,1.8622,1,723.3,4,5146,4.42,0.9952,5174.7,4,1.0,16,3,3,297,0.015551,0.1124,48.1928
151,8423,5011,0,0,1,1.966,1,730.8,2,5004,4.42,0.9713,5159.1,7,1.0,20,7,3,301,0.013016,0.1196,79.5455
152,8405,5093,0,0,0,1.9329,1,731.1,5,5088,4.44,0.9884,5152.8,5,1.0,20,5,5,319,0.013534,0.0918,56.1798
153,8401,5117,1,3,0,1.9593,1,715.6,3,5109,4.45,0.9937,5149.4,8,1.0,18,7,9,314,0.011501,0.0909,102.5641
154,8391,5115,1,3,3,1.9395,1,758.1,3,5103,4.47,0.9939,5146.2,12,1.0,24,11,5,301,0.012451,0.1212,131.8681
155,8388,5067,3,5,3,1.9907,2,771.6,3,5044,4.38,0.9861,5138.6,23,1.0,27,16,13,374,0.009911,0.0815,178.8618
156,8379,5047,2,4,3,1.9758,2,742.5,7,5035,4.44,0.9838,5129.9,12,1.0,23,7,11,395,0.009871,0.0942,98.3607
157,8370,5038,0,0,3,1.8683,2,762.6,4,5034,4.41,0.9838,5121.1,4,1.0,18,0,5,309,0.015327,0.0952,48.7805
158,8360,4989,1,5,3,1.9457,1,742.6,11,4974,4.37,0.9768,5108.6,15,1.0,21,11,8,339,0.012059,0.1048,116.0714
159,8350,5103,2,5,3,1.972,1,747.0,11,5082,4.44,0.999,5108.1,21,1.0,24,13,10,373,0.011251,0.0924,196.2617
160,8337,5071,1,3,3,1.8783,2,771.1,13,5045,4.41,0.9936,5104.7,26,1.0,37,20,7,430,0.008326,0.0536,174.4966
161,8319,5105,1,5,3,1.9598,2,738.7,5088,0,4.47,1.0001,5104.7,17,1.0,37,13,13,461,0.008403,0.0556,112.5828
162,8293,4970,2,5,3,1.8986,2,755.6,4,4956,4.41,0.9761,5091.9,14,1.0,29,6,14,498,0.008937,0.0753,103.7037
163,8262,4948,0,0,3,1.9567,2,736.6,5,4938,4.38,0.9744,5078.2,10,1.0,27,10,12,473,0.00879,0.0667,62.069
164,8241,4948,0,0,3,1.9197,1,725.4,5,4943,4.39,0.9768,5065.8,5,1.0,21,5,11,403,0.010921,0.0851,47.619
165,8228,5074,2,4,3,1.9713,1,691.7,5057,0,4.43,1.0015,5066.6,17,1.0,23,13,11,394,0.010317,0.0727,168.4211
166,8217,4893,0,0,3,1.8914,1,664.5,0,4893,4.41,0.9689,5050.0,0,1.0,13,0,10,316,0.015282,0.1237,0.0
167,8211,4981,0,0,3,1.6349,1,715.2,3,4965,4.46,0.9876,5043.5,16,1.0,23,16,6,337,0.011183,0.0917,153.0612
168,8204,4928,1,5,3,1.8736,1,697.7,0,4923,4.42,0.9792,5032.5,5,1.0,17,1,7,310,0.014904,0.1068,52.0833
169,8201,5033,2,4,3,1.9015,1,689.6,5018,0,4.45,1.0001,5032.5,15,1.0,23,10,4,339,0.012092,0.0909,145.6311
170,8196,4872,2,5,1,1.8698,2,694.8,10,4857,4.32,0.9711,5017.2,15,1.0,20,8,11,374,0.01181,0.0876,120.9677
171,8189,5001,0,0,3,1.952,2,686.4,3,4998,4.42,0.9971,5015.7,3,1.0,19,3,4,337,0.013723,0.0899,35.2941
172,8180,5028,2,5,1,1.9902,1,694.2,5018,0,4.45,1.0022,5016.9,10,1.0,18,4,5,357,0.013206,0.1101,103.0928
173,8168,4910,2,5,1,1.9634,1,670.5,0,4895,4.42,0.9807,5006.7,15,1.0,18,9,9,358,0.011517,0.1193,157.8947
174,8157,5035,2,3,3,1.9457,2,672.9,5030,0,4.45,1.0051,5009.4,5,1.0,18,3,3,322,0.014366,0.0816,52.6316
175,8147,5002,1,5,3,1.7002,2,670.1,4,4993,4.47,0.9987,5008.7,9,1.0,19,5,4,346,0.013486,0.1016,74.3802
176,8128,4872,1,3,3,1.8776,2,665.6,10,4862,4.42,0.9752,4995.7,10,1.0,20,9,8,342,0.012874,0.0763,95.2381
177,8117,4924,1,4,3,1.8843,2,673.5,5,4919,4.43,0.987,4988.8,5,1.0,17,2,5,324,0.014327,0.1368,43.4783
178,8112,4973,3,5,1,1.8495,2,665.1,11,4958,4.4,0.9971,4987.3,15,1.0,18,4,3,337,0.013003,0.1042,164.8352
179,8108,4987,1,3,1,1.9668,2,671.5,3,4984,4.45,0.9999,4987.3,3,1.0,17,1,2,319,0.014139,0.1028,29.1262
180,8104,5080,0,0,3,1.9116,2,679.4,5074,0,4.52,1.0168,4996.1,6,1.0,17,6,6,327,0.014377,0.1058,21.0526
181,8101,5002,0,0,3,1.8766,1,680.2,5002,0,4.44,1.0011,4996.7,0,1.0,14,0,3,289,0.017929,0.1414,0.0
182,8096,4981,1,3,1,1.8628,1,677.5,4,4968,4.42,0.9972,4995.2,13,1.0,20,12,6,321,0.013559,0.0776,121.4953
183,8087,4996,0,0,1,1.8586,1,671.2,4986,0,4.52,1.0001,4995.3,10,1.0,21,10,9,347,0.011195,0.0734,90.9091
184,8081,4872,2,5,1,1.9401,1,681.0,5,4859,4.44,0.9776,4983.5,13,1.0,19,8,10,357,0.012196,0.1066,111.1111
185,8075,4917,1,5,1,1.9082,1,678.1,0,4903,4.39,0.9879,4977.2,14,1.0,22,10,7,364,0.011785,0.0764,107.6923
186,8060,4833,1,3,1,1.9518,2,674.1,7,4821,4.34,0.9737,4963.5,12,1.0,26,11,7,366,0.010646,0.0763,100.0
187,8027,4854,3,4,1,1.9194,2,678.7,10,4844,4.4,0.98,4953.0,10,1.0,25,6,7,374,0.011195,0.0847,88.4956
188,8006,4838,1,4,3,1.9742,2,665.3,5,4828,4.38,0.9789,4942.1,10,1.0,24,8,9,386,0.009982,0.068,76.9231
189,7991,4782,1,3,1,1.9369,2,677.6,3,4779,4.41,0.9706,4926.8,3,1.0,18,1,7,325,0.013357,0.1228,28.0374
