amplitude,origin_node,reached,max_hop,severed,activated,entropy,entropy_delta,n_clusters,cluster_mean_size,cluster_births,cluster_deaths,cluster_reformations,homeostatic,proto_memory,plastic_nodes,rewire_attempts,rewire_successes,hardened_links,hardened_formed,resistance_mean,resistance_max,resistance_rising,alive_nodes,alive_links,k_star,physics_seconds
1.0,2520,221,10,19,0,1.9992,1.9992,1,4,1,0,0,0,0,28,323,1,0,0,0.007,0.007,0,5000,3328,0,73.9
