seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
55,1,0.005,117,108,4,0,5,0,0,0,0,113,4,113,4,61,56,110,4,3,12,1.8764
55,2,0.005,76,65,4,0,6,0,0,0,1,69,7,76,0,39,37,66,7,3,12,2.1906
55,3,0.005,43,28,7,0,5,0,0,0,3,37,6,43,0,23,20,37,3,3,12,2.8255
55,4,0.005,22,22,0,0,0,0,0,0,0,22,0,22,0,8,14,20,2,0,3,1.3222
55,5,0.005,12,10,0,0,2,0,0,0,0,11,1,12,0,5,7,12,0,0,4,1.5511
55,6,0.005,17,12,1,0,4,0,0,0,0,14,3,17,0,10,7,16,1,0,6,2.2125
55,7,0.005,20,16,0,0,2,0,0,0,2,16,4,20,0,6,14,20,0,0,4,1.571
55,8,0.005,16,14,0,0,0,0,0,0,2,14,2,16,0,7,9,14,2,0,5,1.8024
55,9,0.005,17,7,2,0,7,0,0,0,1,13,4,11,6,9,8,15,0,2,9,2.9398
55,10,0.005,14,12,1,0,0,0,0,0,1,13,1,14,0,5,9,9,1,4,6,2.217
55,11,0.005,6,4,0,0,0,0,0,0,2,5,1,6,0,4,2,6,0,0,4,1.9183
55,12,0.005,20,17,1,0,0,0,0,0,2,19,1,20,0,8,12,18,2,0,7,2.0192
55,13,0.005,21,18,3,0,0,0,0,0,0,21,0,21,0,7,14,20,0,1,5,1.6957
55,14,0.005,13,8,0,0,0,0,0,0,5,10,3,13,0,6,7,10,2,1,9,2.9312
55,15,0.005,16,13,1,0,0,0,0,0,2,16,0,16,0,8,8,12,2,2,9,2.7744
55,16,0.005,12,9,0,0,3,0,0,0,0,11,1,12,0,3,9,11,0,1,5,1.585
55,17,0.005,7,6,0,0,1,0,0,0,0,7,0,7,0,4,3,7,0,0,3,1.4488
55,18,0.005,16,13,2,0,1,0,0,0,0,15,1,16,0,10,6,12,2,2,7,2.2718
55,19,0.005,21,17,3,0,1,0,0,0,0,20,1,20,1,10,11,20,0,1,6,1.8909
55,20,0.005,18,17,1,0,0,0,0,0,0,18,0,18,0,8,10,14,2,2,7,2.2165
55,21,0.005,19,15,2,0,1,0,0,0,1,18,1,19,0,8,11,10,6,3,9,2.945
55,22,0.005,13,13,0,0,0,0,0,0,0,13,0,13,0,6,7,12,1,0,3,1.2957
55,23,0.005,16,13,1,0,1,0,0,0,1,14,2,16,0,11,5,13,2,1,7,2.2028
55,24,0.005,19,18,0,0,1,0,0,0,0,18,1,18,1,8,11,14,3,2,6,2.0741
55,25,0.005,10,4,4,0,2,0,0,0,0,9,1,10,0,4,6,8,1,1,7,2.6464
