seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
314,1,0.005,102,84,8,0,10,0,0,0,0,94,8,102,0,51,51,92,6,4,15,2.4193
314,2,0.005,71,62,4,0,3,0,0,0,2,66,5,71,0,38,33,62,3,6,11,2.2364
314,3,0.005,23,20,2,0,0,0,0,0,1,22,1,23,0,11,12,16,3,4,8,2.4349
314,4,0.005,13,9,3,0,0,0,0,0,1,12,1,13,0,5,8,10,1,2,6,2.1997
314,5,0.005,7,3,2,0,0,0,0,0,2,6,1,7,0,4,3,7,0,0,6,2.5216
314,6,0.005,12,12,0,0,0,0,0,0,0,12,0,12,0,4,8,11,0,1,3,1.2807
314,7,0.005,17,12,3,0,1,0,0,0,1,16,1,17,0,12,5,15,1,1,7,2.3433
314,8,0.005,10,4,2,0,2,0,0,0,2,6,4,9,1,4,6,9,1,0,7,2.6464
314,9,0.005,22,17,2,0,1,0,0,0,2,20,2,22,0,13,9,22,0,0,6,1.9653
314,10,0.005,12,8,3,0,0,0,0,0,1,11,1,12,0,7,5,11,1,0,5,2.0546
314,11,0.005,22,21,0,0,0,0,0,0,1,21,1,22,0,7,15,21,0,1,4,1.3796
314,12,0.005,7,5,0,0,0,0,0,0,2,6,1,6,1,4,3,7,0,0,4,1.8424
314,13,0.005,12,12,0,0,0,0,0,0,0,12,0,12,0,5,7,12,0,0,2,0.9799
314,14,0.005,17,15,1,0,0,0,0,0,1,17,0,17,0,8,9,15,2,0,6,2.0192
314,15,0.005,14,9,1,0,2,0,0,0,2,11,3,14,0,6,8,13,0,1,7,2.4067
314,16,0.005,11,11,0,0,0,0,0,0,0,11,0,11,0,5,6,10,1,0,3,1.3486
314,17,0.005,6,6,0,0,0,0,0,0,0,6,0,6,0,3,3,4,1,1,4,1.9183
314,18,0.005,12,9,1,0,1,0,0,0,1,12,0,12,0,5,7,12,0,0,5,1.9508
314,19,0.005,13,13,0,0,0,0,0,0,0,13,0,13,0,4,9,13,0,0,2,0.8905
314,20,0.005,10,8,2,0,0,0,0,0,0,10,0,10,0,7,3,8,0,2,5,1.961
314,21,0.005,11,6,1,0,2,0,0,0,2,8,3,10,1,7,4,8,1,2,8,2.8454
314,22,0.005,5,3,1,0,1,0,0,0,0,4,1,5,0,4,1,2,2,1,5,2.3219
314,23,0.005,9,7,1,0,0,0,0,0,1,8,1,9,0,5,4,7,1,1,5,2.1133
314,24,0.005,13,9,3,0,0,0,0,0,1,12,1,12,1,8,5,10,1,2,7,2.4416
314,25,0.005,11,10,0,0,0,0,0,0,1,10,1,11,0,6,5,9,0,2,4,1.8231
