seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
123,1,0.005,119,104,9,0,2,0,0,0,4,114,5,119,0,60,59,103,10,6,14,2.306
123,2,0.005,73,57,3,0,9,0,0,0,4,61,12,68,5,40,33,63,5,5,18,2.8463
123,3,0.005,30,19,3,0,6,0,0,0,2,24,6,28,2,16,14,26,4,0,12,3.0402
123,4,0.005,20,16,1,0,1,0,0,0,2,18,2,17,3,10,10,17,0,3,7,2.2464
123,5,0.005,7,3,0,0,2,0,0,0,2,4,3,7,0,3,4,5,2,0,6,2.5216
123,6,0.005,18,11,2,0,4,0,0,0,1,15,3,16,2,7,11,16,2,0,10,2.88
123,7,0.005,14,8,1,0,1,0,0,0,4,10,4,11,3,4,10,14,0,0,8,2.5567
123,8,0.005,20,14,4,0,0,0,0,0,2,19,1,20,0,5,15,16,3,1,8,2.4577
123,9,0.005,17,17,0,0,0,0,0,0,0,17,0,17,0,3,14,14,3,0,4,1.3216
123,10,0.005,14,11,1,0,2,0,0,0,0,12,2,14,0,4,10,13,0,1,4,1.4838
123,11,0.005,23,19,1,0,1,0,0,0,2,21,2,23,0,11,12,16,4,3,9,2.7011
123,12,0.005,21,19,2,0,0,0,0,0,0,21,0,21,0,7,14,20,1,0,4,1.363
123,13,0.005,18,13,4,0,0,0,0,0,1,17,1,18,0,7,11,18,0,0,5,1.9524
123,14,0.005,22,15,7,0,0,0,0,0,0,22,0,22,0,8,14,17,4,1,8,2.492
123,15,0.005,10,8,2,0,0,0,0,0,0,10,0,10,0,5,5,10,0,0,3,1.4855
123,16,0.005,13,12,1,0,0,0,0,0,0,13,0,13,0,7,6,11,0,2,4,1.7605
123,17,0.005,12,12,0,0,0,0,0,0,0,12,0,12,0,7,5,12,0,0,2,0.9799
123,18,0.005,3,3,0,0,0,0,0,0,0,3,0,3,0,2,1,3,0,0,2,0.9183
123,19,0.005,17,14,0,0,2,0,0,0,1,16,1,17,0,5,12,15,1,1,7,2.1296
123,20,0.005,13,12,0,0,1,0,0,0,0,12,1,13,0,9,4,8,3,2,5,2.0458
123,21,0.005,9,6,2,0,1,0,0,0,0,8,1,9,0,5,4,9,0,0,5,2.1133
123,22,0.005,12,8,0,0,4,0,0,0,0,8,4,10,2,5,7,11,1,0,5,2.085
123,23,0.005,8,6,2,0,0,0,0,0,0,8,0,8,0,4,4,3,4,1,6,2.5
123,24,0.005,10,5,4,0,0,0,0,0,1,10,0,10,0,2,8,10,0,0,4,1.6855
123,25,0.005,12,10,0,0,0,0,0,0,2,10,2,12,0,8,4,12,0,0,3,1.2516
