seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
999,1,0.005,106,99,3,0,4,0,0,0,0,102,4,106,0,53,53,92,6,8,10,2.0028
999,2,0.005,68,55,6,0,3,0,0,0,4,64,4,63,5,33,35,62,4,2,13,2.4414
999,3,0.005,32,24,5,0,0,0,0,0,3,29,3,32,0,16,16,28,2,2,9,2.4106
999,4,0.005,20,17,2,0,1,0,0,0,0,19,1,20,0,9,11,20,0,0,5,1.6955
999,5,0.005,16,14,1,0,1,0,0,0,0,15,1,16,0,13,3,13,1,2,6,1.9669
999,6,0.005,14,12,2,0,0,0,0,0,0,14,0,14,0,9,5,11,1,2,6,2.1281
999,7,0.005,14,11,1,0,2,0,0,0,0,14,0,14,0,4,10,11,2,1,6,2.2709
999,8,0.005,25,18,3,0,1,0,0,0,3,22,3,23,2,14,11,22,1,2,9,2.5045
999,9,0.005,18,12,4,0,0,0,0,0,2,17,1,18,0,10,8,18,0,0,5,2.0022
999,10,0.005,14,10,1,0,0,0,0,0,3,11,3,12,2,7,7,13,0,1,6,2.1488
999,11,0.005,12,10,0,0,2,0,0,0,0,10,2,11,1,6,6,10,2,0,5,1.9508
999,12,0.005,17,9,3,0,5,0,0,0,0,12,5,16,1,9,8,14,2,1,10,2.9398
999,13,0.005,21,15,0,0,6,0,0,0,0,17,4,21,0,9,12,20,1,0,6,2.1991
999,14,0.005,16,13,0,0,2,0,0,0,1,14,2,14,2,10,6,15,1,0,6,2.0462
999,15,0.005,9,9,0,0,0,0,0,0,0,9,0,9,0,6,3,7,2,0,4,1.6577
999,16,0.005,9,4,1,0,2,0,0,0,2,7,2,9,0,3,6,8,1,0,7,2.7255
999,17,0.005,11,10,0,0,1,0,0,0,0,10,1,11,0,4,7,8,3,0,5,2.1181
999,18,0.005,24,19,1,0,2,0,0,0,2,22,2,22,2,12,12,20,3,1,9,2.5519
999,19,0.005,12,11,1,0,0,0,0,0,0,12,0,12,0,6,6,10,2,0,4,1.7842
999,20,0.005,24,20,1,0,3,0,0,0,0,21,3,21,3,12,12,20,3,1,8,2.3129
999,21,0.005,15,11,2,0,2,0,0,0,0,13,2,15,0,8,7,12,2,1,7,2.2798
999,22,0.005,19,11,1,0,7,0,0,0,0,16,3,17,2,10,9,16,1,2,10,3.0053
999,23,0.005,9,8,1,0,0,0,0,0,0,9,0,9,0,2,7,6,2,1,5,2.0588
999,24,0.005,13,10,1,0,1,0,0,0,1,11,2,12,1,7,6,8,4,1,7,2.5654
999,25,0.005,19,15,2,0,0,0,0,0,2,19,0,17,2,5,14,12,3,4,9,2.7529
