seed,from,to,familiarity
22,5,43,12.8021
22,5,49,8.7486
22,5,30,1.0289
22,5,32,1.694
22,5,65,15.8143
22,5,87,60.6678
22,5,89,39.4846
22,5,90,2.0405
22,5,96,26.0111
22,5,95,1.0079
22,5,98,11.9614
22,5,66,6.3487
22,5,102,14.7413
22,5,106,10.8929
22,5,105,14.3398
22,5,104,3.3497
22,22,65,2.4587
22,22,98,6.7052
22,22,87,21.8257
22,30,32,11.2119
22,30,43,40.973
22,30,36,7.9331
22,30,5,1.0289
22,30,87,24.8541
22,30,65,72.9623
22,30,90,2.1288
22,30,89,9.8676
22,30,66,1.3335
22,30,95,2.4921
22,30,96,8.2229
22,30,98,31.2563
22,30,100,2.8783
22,30,22,1.7525
22,30,102,11.2808
22,30,105,58.7762
22,30,106,21.5591
22,32,30,11.2119
22,32,65,20.5393
22,32,87,3.6063
22,32,5,1.694
22,32,49,21.9488
22,32,36,10.5947
22,32,43,1.9395
22,32,90,5.6179
22,32,95,23.4661
22,32,96,6.1879
22,32,98,6.0952
22,32,100,1.0426
22,32,101,1.2371
22,32,102,23.6094
22,32,89,4.6132
22,32,104,9.8228
22,32,106,18.7945
22,32,105,11.2017
22,36,65,1.2994
22,36,43,14.5668
22,36,5,6.1657
22,36,30,17.9751
22,36,49,4.8294
22,36,66,9.7947
22,36,87,8.3594
22,36,32,10.609
22,36,89,6.0191
22,36,90,30.7572
22,36,94,1.7048
22,36,22,1.5343
22,36,95,7.021
22,36,96,27.6649
22,36,98,21.6295
22,36,100,5.2162
22,36,102,35.5218
22,36,104,8.1983
22,36,105,26.3535
22,36,106,30.8016
22,43,87,34.2436
22,43,30,41.5731
22,43,36,14.5668
22,43,5,13.3025
22,43,66,6.1407
22,43,65,58.3423
22,43,22,8.9442
22,43,49,34.8628
22,43,32,2.0698
22,43,90,71.5154
22,43,89,8.3901
22,43,96,15.3499
22,43,95,7.0973
22,43,98,22.3594
22,43,100,2.7823
22,43,102,29.2496
22,43,104,50.3373
22,43,105,9.3325
22,43,106,6.1874
22,49,36,4.8294
22,49,65,10.7561
22,49,5,9.3106
22,49,30,5.8469
22,49,66,7.3691
22,49,32,26.3566
22,49,87,38.365
22,49,43,34.8628
22,49,90,28.5415
22,49,89,18.9905
22,49,95,1.1447
22,49,96,21.2658
22,49,98,43.9163
22,49,22,31.3379
22,49,100,2.8661
22,49,102,23.761
22,49,104,11.4589
22,49,106,22.407
22,65,87,12.7405
22,65,36,1.2994
22,65,32,21.089
22,65,49,10.7561
22,65,66,7.1299
22,65,5,19.0169
22,65,22,9.9826
22,65,43,58.3423
22,65,30,74.4407
22,65,90,28.3532
22,65,89,29.6432
22,65,94,1.9882
22,65,95,21.1966
22,65,96,4.9845
22,65,98,25.4563
22,65,100,3.7596
22,65,102,37.7761
22,65,106,5.5414
22,65,105,8.9763
22,66,87,22.569
22,66,89,44.872
22,66,36,1.1821
22,66,98,7.9202
22,66,96,4.1916
22,66,5,2.3224
22,66,100,3.4998
22,66,102,5.8679
22,66,49,1.6254
22,66,104,14.9089
22,87,65,10.238
22,87,43,7.8838
22,87,66,22.8196
22,87,30,24.8541
22,87,32,3.6063
22,87,36,6.5832
22,87,49,24.5896
22,87,22,24.375
22,87,5,60.6678
22,87,90,43.2405
22,87,94,1.2379
22,87,95,12.5623
22,87,100,2.3997
22,87,104,28.2782
22,87,102,37.9972
22,87,105,15.0907
22,87,106,4.6623
22,89,5,39.4846
22,89,66,44.9289
22,89,36,1.6317
22,89,90,3.3774
22,89,49,14.0431
22,89,30,9.8676
22,89,65,19.3325
22,89,95,6.1725
22,89,98,11.7556
22,89,100,1.0402
22,89,102,8.7347
22,89,32,4.6132
22,89,105,51.2491
22,89,104,13.1489
22,90,30,10.9394
22,90,22,10.9252
22,90,89,13.4476
22,90,5,13.0943
22,90,49,28.5415
22,90,87,43.7703
22,90,32,7.2106
22,90,43,71.5154
22,90,66,12.0327
22,90,36,30.7572
22,90,65,28.3532
22,90,95,35.9911
22,90,96,33.372
22,90,98,11.5463
22,90,100,1.7102
22,90,102,16.6636
22,90,104,31.6829
22,90,105,31.1276
22,90,106,10.0052
22,95,30,2.618
22,95,90,33.6821
22,95,36,4.2175
22,95,22,3.7491
22,95,65,20.7134
22,95,89,7.8475
22,95,5,1.737
22,95,49,1.1447
22,95,87,12.9394
22,95,43,7.0973
22,95,96,29.2507
22,95,32,23.5899
22,95,98,23.0325
22,95,102,5.6517
22,95,106,9.1541
22,95,104,7.553
22,95,105,6.0362
22,96,90,33.372
22,96,30,8.9559
22,96,5,28.4376
22,96,43,15.3499
22,96,87,6.964
22,96,65,4.9845
22,96,94,1.2874
22,96,95,30.0435
22,96,36,27.6649
22,96,22,9.6088
22,96,89,1.2624
22,96,49,21.2658
22,96,32,6.195
22,96,98,31.8309
22,96,66,5.8704
22,96,100,2.3007
22,96,103,1.996
22,96,102,17.6515
22,96,104,58.7185
22,96,105,1.3346
22,96,106,12.5396
22,98,66,22.4247
22,98,43,22.3594
22,98,32,13.3033
22,98,89,22.4593
22,98,90,11.5463
22,98,95,25.3959
22,98,30,56.9403
22,98,96,31.8309
22,98,22,9.4448
22,98,36,21.6295
22,98,49,43.9163
22,98,5,21.591
22,98,87,14.6303
22,98,65,25.4563
22,98,100,5.314
22,98,102,14.6957
22,98,105,32.0126
22,98,104,104.5815
22,98,106,19.4062
22,102,103,1.043
22,102,89,9.9564
22,102,87,41.2844
22,102,32,35.0524
22,102,49,23.761
22,102,66,22.1356
22,102,96,17.6515
22,102,100,1.6669
22,102,98,14.6957
22,102,65,37.7761
22,102,90,16.6636
22,102,30,11.6363
22,102,95,5.6517
22,102,5,15.7306
22,102,43,29.2496
