seed,from,to,familiarity
2,11,40,10.1788
2,11,21,9.3259
2,11,36,19.801
2,11,76,27.4192
2,11,86,15.5128
2,11,88,1.1919
2,11,67,47.9843
2,11,91,1.8127
2,11,95,3.3491
2,11,22,8.6248
2,11,102,3.0487
2,11,99,30.3071
2,11,35,15.7505
2,11,105,17.1505
2,11,107,10.2842
2,11,108,1.5785
2,11,109,4.4923
2,11,110,23.1069
2,21,67,7.6122
2,21,25,12.8102
2,21,88,19.9679
2,21,91,2.9046
2,21,36,5.3163
2,21,35,4.1776
2,21,86,1.9151
2,21,40,1.0562
2,21,11,9.3091
2,21,102,8.44
2,21,105,2.4592
2,21,107,31.4162
2,22,40,28.622
2,22,76,27.3414
2,22,25,9.1129
2,22,67,52.2466
2,22,11,8.7645
2,22,88,15.0929
2,22,86,4.8378
2,22,36,30.3799
2,22,35,13.9328
2,22,21,25.4129
2,22,91,16.4077
2,22,98,15.1089
2,22,99,25.1709
2,22,102,31.1693
2,22,103,19.7891
2,22,105,19.747
2,22,108,5.6738
2,22,106,1.4039
2,22,107,16.8867
2,22,110,12.7057
2,25,40,26.6486
2,25,22,9.1129
2,25,36,27.9236
2,25,21,14.477
2,25,11,4.0101
2,25,35,2.2961
2,25,76,38.7766
2,25,67,48.6608
2,25,88,7.386
2,25,86,33.2186
2,25,91,50.5675
2,25,99,7.6229
2,25,98,20.1739
2,25,102,12.9578
2,25,101,2.183
2,25,103,33.8955
2,25,105,70.4609
2,25,107,88.7052
2,25,108,15.4404
2,25,109,3.4554
2,25,110,12.7979
2,35,40,40.5615
2,35,36,8.8127
2,35,25,2.1993
2,35,76,7.9782
2,35,88,16.4424
2,35,22,12.2912
2,35,67,38.2163
2,35,86,22.0656
2,35,21,4.8304
2,35,91,15.3217
2,35,99,13.6168
2,35,102,17.662
2,35,106,3.9215
2,35,11,15.7505
2,35,105,11.8654
2,35,108,51.4852
2,35,107,8.8376
2,35,110,1.8447
2,36,76,13.2808
2,36,35,11.4806
2,36,25,27.9236
2,36,21,6.105
2,36,11,23.2971
2,36,40,8.5936
2,36,86,20.6135
2,36,88,35.2578
2,36,22,30.3799
2,36,67,29.9939
2,36,91,21.7518
2,36,98,25.8701
2,36,99,13.6018
2,36,102,11.5248
2,36,103,3.084
2,36,108,15.1777
2,36,105,12.9784
2,36,107,14.7044
2,36,110,2.3593
2,40,35,64.4985
2,40,25,26.6486
2,40,22,28.622
2,40,76,12.398
2,40,21,5.1718
2,40,11,10.5196
2,40,36,8.5936
2,40,88,8.1884
2,40,67,13.9236
2,40,86,6.5264
2,40,91,20.5628
2,40,98,5.3816
2,40,99,12.7908
2,40,102,30.5509
2,40,103,20.3337
2,40,105,51.6803
2,40,107,18.7795
2,40,108,43.0561
2,40,110,15.4148
2,67,76,4.2889
2,67,35,41.3197
2,67,21,32.1894
2,67,22,52.2466
2,67,11,48.2456
2,67,25,48.6608
2,67,88,11.0778
2,67,36,29.9939
2,67,40,13.9236
2,67,86,2.8985
2,67,91,41.5535
2,67,99,32.5213
2,67,98,8.9165
2,67,102,17.4711
2,67,103,1.1593
2,67,107,25.988
2,67,108,4.5092
2,67,109,2.4896
2,67,105,18.3757
2,67,110,12.2481
2,76,11,32.8939
2,76,40,12.398
2,76,22,27.3414
2,76,36,13.2808
2,76,35,9.1887
2,76,25,38.7766
2,76,67,4.2889
2,76,86,27.8696
2,76,21,22.9134
2,76,88,4.0915
2,76,91,22.4513
2,76,98,28.0196
2,76,99,26.8143
2,76,102,22.9394
2,76,101,3.2963
2,76,103,5.3602
2,76,105,9.1106
2,76,107,3.546
2,76,106,1.0741
2,76,108,39.2704
2,76,110,17.3772
2,86,21,20.3665
2,86,36,20.6135
2,86,25,33.2186
2,86,11,16.5973
2,86,76,27.8696
2,86,35,36.4195
2,86,22,4.8378
2,86,88,16.4419
2,86,67,2.8985
2,86,40,6.5264
2,86,91,14.9828
2,86,98,15.0895
2,86,99,22.3421
2,86,102,7.903
2,86,101,4.0077
2,86,103,14.5843
2,86,105,2.0784
2,86,107,16.0713
2,86,106,5.5233
2,86,109,2.2815
2,86,110,28.0839
2,88,22,15.0929
2,88,21,42.9742
2,88,25,7.386
2,88,67,11.0778
2,88,36,35.2578
2,88,40,8.1884
2,88,86,16.4419
2,88,76,4.0915
2,88,11,6.2178
2,88,35,16.5435
2,88,91,10.8858
2,88,99,3.3612
2,88,98,4.8277
2,88,102,5.0381
2,88,106,2.3335
2,88,105,16.2651
2,88,108,1.987
2,88,107,22.3475
2,88,103,5.2513
2,88,110,10.0549
2,91,22,16.4077
2,91,40,20.5628
2,91,11,7.0844
2,91,67,41.5535
2,91,76,22.4513
2,91,25,50.5675
2,91,21,12.098
2,91,88,10.8858
2,91,36,21.7518
2,91,35,19.6458
