seed,from,to,familiarity
5,16,22,5.6389
5,16,33,4.3868
5,16,49,9.49
5,16,41,21.3171
5,16,67,17.1712
5,16,34,15.3772
5,16,17,13.7897
5,16,72,1.2904
5,16,75,5.8504
5,16,77,6.0382
5,16,80,30.9451
5,16,83,29.5042
5,16,81,5.4928
5,17,34,3.7892
5,17,22,3.1894
5,17,33,1.2864
5,17,41,3.8114
5,17,49,4.4572
5,17,16,12.5299
5,17,75,4.8065
5,17,77,6.5324
5,17,80,45.5093
5,17,83,2.4568
5,22,17,3.1893
5,22,49,16.1052
5,22,33,42.2596
5,22,16,5.6191
5,22,41,19.2439
5,22,34,7.5033
5,22,67,7.1888
5,22,77,14.9812
5,22,80,1.8229
5,22,81,4.5123
5,22,82,1.5539
5,22,83,18.95
5,33,49,27.1399
5,33,17,7.4562
5,33,16,4.3868
5,33,41,37.316
5,33,22,44.0852
5,33,34,2.663
5,33,67,32.2197
5,33,72,1.3331
5,33,75,8.1647
5,33,77,77.6029
5,33,80,37.5297
5,33,81,7.1968
5,33,83,32.9424
5,34,16,5.3697
5,34,49,74.7284
5,34,17,3.7848
5,34,33,2.651
5,34,22,7.5033
5,34,67,34.2168
5,34,41,19.7442
5,34,75,18.9476
5,34,77,2.0348
5,34,80,2.7383
5,34,81,2.315
5,34,83,1.1933
5,41,16,18.0768
5,41,33,18.267
5,41,67,28.3825
5,41,17,3.8114
5,41,22,19.2439
5,41,34,19.7442
5,41,75,2.2607
5,41,77,30.4442
5,41,80,26.5994
5,41,49,32.7
5,41,81,1.3246
5,41,83,24.689
5,49,33,27.1399
5,49,41,32.7245
5,49,16,9.49
5,49,22,17.7489
5,49,67,18.3243
5,49,17,14.8768
5,49,34,80.1599
5,49,75,15.1811
5,49,77,15.9951
5,49,80,45.386
5,49,81,1.0524
5,49,83,13.883
5,67,49,17.1736
5,67,41,28.3825
5,67,34,34.2168
5,67,22,7.1888
5,67,33,30.4428
5,67,75,10.7093
5,67,77,9.2698
5,67,80,8.3179
5,67,16,3.7509
5,67,83,16.9555
5,75,16,5.044
5,75,67,10.7093
5,75,49,3.6654
5,75,41,2.2607
5,75,17,4.8063
5,75,34,18.9476
5,75,77,1.0483
5,75,80,32.6696
5,75,81,1.0711
5,75,82,1.189
5,75,83,9.2513
5,77,22,19.8915
5,77,34,5.1939
5,77,33,77.6029
5,77,49,15.9951
5,77,16,6.0382
5,77,67,15.8409
5,77,41,31.3903
5,77,17,19.1861
5,77,75,5.6277
5,77,80,19.3273
5,77,81,4.9811
5,77,83,4.3075
5,80,77,19.3273
5,80,49,45.386
5,80,41,36.5719
5,80,33,37.5297
5,80,22,10.2069
5,80,34,3.1361
5,80,67,12.1155
5,80,16,30.9451
5,80,75,57.5703
5,80,17,61.1084
5,80,81,2.3138
5,80,83,9.0002
5,83,16,28.1328
5,83,75,9.2513
5,83,34,1.1933
5,83,22,18.95
5,83,49,13.883
5,83,17,2.4568
5,83,80,5.0422
5,83,33,30.8833
5,83,77,2.3213
5,83,67,16.9555
5,83,41,24.689
