seed,from,to,familiarity
21,9,44,25.5972
21,9,27,3.9634
21,9,28,41.7022
21,9,80,25.9193
21,9,79,21.2071
21,9,104,1.3693
21,9,55,58.0874
21,9,36,4.3734
21,9,105,24.606
21,9,118,9.8051
21,9,111,7.5213
21,9,110,10.2897
21,9,115,23.4625
21,9,117,11.0669
21,9,119,17.3149
21,27,36,15.1563
21,27,44,11.397
21,27,28,5.6484
21,27,55,6.8461
21,27,80,8.6628
21,27,79,14.2317
21,27,9,4.0349
21,27,98,16.4722
21,27,103,25.0305
21,27,100,5.0314
21,27,104,19.422
21,27,105,13.8072
21,27,106,1.3025
21,27,109,15.5311
21,27,110,40.8887
21,27,111,496.6479
21,27,115,29.2561
21,27,114,19.8161
21,27,116,8.9102
21,27,117,33.8313
21,28,55,49.9848
21,28,44,36.5951
21,28,79,14.6123
21,28,36,19.7125
21,28,9,54.5902
21,28,98,4.896
21,28,100,14.5453
21,28,104,45.3272
21,28,103,45.6077
21,28,109,34.0681
21,28,110,38.3998
21,28,105,38.6662
21,28,111,9.5847
21,28,115,37.2347
21,28,114,13.3786
21,28,116,23.4851
21,28,118,1.3762
21,28,117,24.2136
21,28,119,5.3874
21,36,44,13.1616
21,36,79,8.1716
21,36,28,13.7469
21,36,80,1.7739
21,36,98,1.0057
21,36,9,24.1421
21,36,27,2.6788
21,36,100,22.9492
21,36,103,39.1988
21,36,104,25.3864
21,36,109,12.6533
21,36,111,13.0026
21,36,110,32.6892
21,36,105,23.6075
21,36,115,7.1418
21,36,114,55.5178
21,36,117,45.6751
21,36,116,21.7158
21,44,9,26.6049
21,44,27,10.1369
21,44,55,30.3565
21,44,36,14.7189
21,44,79,38.277
21,44,28,36.5951
21,44,80,18.7661
21,44,98,7.8896
21,44,100,10.1579
21,44,103,38.9565
21,44,104,26.3723
21,44,105,12.0068
21,44,109,8.725
21,44,110,6.5601
21,44,111,51.2691
21,44,115,9.3935
21,44,114,5.7761
21,55,28,49.9848
21,55,80,12.9268
21,55,36,3.0322
21,55,27,6.8437
21,55,44,30.3565
21,55,79,96.8062
21,55,9,59.1363
21,55,98,48.6031
21,55,103,18.8557
21,55,100,24.1445
21,55,104,11.1482
21,55,105,6.3029
21,55,109,13.1766
21,55,110,65.6705
21,55,111,39.4148
21,55,114,64.1675
21,55,115,28.677
21,55,117,16.9805
21,55,116,3.4129
