window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
22,5000,3058,1,5,1,1.9641,1,15.1,0,3053,4.4,0.9635,3173.8,5,1.0,58,1,6,766,0.002627,0.0424,21.9298,21,17.3,0.0333,0.0106,1,0,0,0,0.101695,0.015625,43,0.8464,1.0772,0.3741,16,5,37
23,5000,3190,2,5,1,1.9814,1,15.1,3192,0,4.59,1.008,3176.5,10,1.0,58,3,3,771,0.00271,0.0427,43.29,22,17.1,0.0272,0.0098,1,0,0,0,0.07265,0.015625,42,0.7849,1.137,0.3739,15,5,38
24,5000,3061,0,0,1,1.9846,2,15.0,5,3056,4.45,0.967,3165.5,5,1.0,58,0,0,771,0.002549,0.0482,22.0264,23,18.1,0.0302,0.0117,0,0,0,0,0.074561,0.015625,42,0.7904,1.2116,0.3765,15,5,38
25,5000,3117,2,5,0,1.9724,1,15.2,14,3103,4.54,0.9861,3160.9,14,1.0,58,3,3,783,0.002555,0.0487,63.0631,24,18.1,0.027,0.0097,1,0,0,0,0.066372,0.015625,40,0.7646,1.2735,0.376,15,5,38
26,4999,3127,3,5,1,1.9858,1,15.2,5,3112,4.53,0.9903,3157.6,15,1.0,58,4,4,835,0.002749,0.0542,60.6061,25,18.7,0.0269,0.0098,2,0,0,0,0.079167,0.015625,41,0.8026,1.3235,0.3774,15,5,38
27,4998,3171,1,4,1,1.9964,2,15.1,3172,0,4.56,1.007,3160.0,10,1.0,57,1,2,802,0.002766,0.0394,40.3226,26,19.2,0.0251,0.009,0,0,0,0,0.07874,0.015625,38,0.8016,1.3787,0.3813,16,5,36
28,4997,3184,1,4,3,1.992,2,15.2,3183,0,4.64,1.0106,3163.5,14,1.0,56,1,2,809,0.00282,0.0498,59.322,27,19.6,0.0268,0.0104,0,0,0,0,0.074689,0.015625,37,0.7908,1.4409,0.3854,16,4,36
29,4997,3146,0,0,3,1.9646,2,15.1,4,3142,4.6,0.995,3161.8,4,1.0,56,0,0,809,0.002364,0.0394,16.3265,28,20.6,0.0265,0.01,0,0,0,0,0.070866,0.015625,37,0.7795,1.496,0.3887,16,4,36
30,4997,3171,0,0,3,1.9728,1,15.1,3175,0,4.54,1.0049,3163.5,4,1.0,56,0,0,809,0.00217,0.045,18.6047,29,21.6,0.0205,0.0096,0,0,0,0,0.058559,0.015625,37,0.7332,1.5275,0.3927,16,4,36
31,4996,3097,1,4,3,1.9668,1,15.0,9,3088,4.55,0.981,3157.1,9,1.0,56,6,6,809,0.002565,0.0539,38.1356,30,20.5,0.0264,0.0108,0,0,0,0,0.082988,0.015625,36,0.8117,1.5815,0.3962,15,4,37
32,4996,3178,0,0,3,1.9667,1,15.0,3188,0,4.55,1.0111,3160.8,8,1.0,56,0,0,809,0.002276,0.0474,32.3887,31,21.5,0.0212,0.0101,0,0,0,0,0.075099,0.015625,36,0.7919,1.6368,0.4004,15,4,37
33,4993,3177,4,5,1,1.9062,1,15.0,3161,0,4.5,1.0052,3162.6,18,1.0,59,4,1,883,0.002383,0.0473,66.6667,32,21.2,0.0288,0.0106,3,0,0,0,0.094545,0.015625,37,0.8347,1.7095,0.4042,16,4,39
34,4993,3109,1,5,3,1.8175,1,15.0,4,3095,4.58,0.9847,3157.5,14,1.0,56,2,5,896,0.002486,0.0606,50.7812,33,22.2,0.0285,0.0119,1,0,0,0,0.083333,0.015625,38,0.8125,1.7436,0.4051,16,5,35
35,4991,3085,2,5,3,1.8982,2,15.0,3,3062,4.53,0.9792,3150.6,23,1.0,54,2,4,861,0.002721,0.0547,75.9076,34,22.0,0.025,0.0102,2,0,0,0,0.07074,0.015625,36,0.7791,1.8144,0.4053,14,5,35
36,4991,3176,1,5,3,1.8914,2,15.1,3169,0,4.61,1.0107,3154.1,19,1.0,54,1,1,883,0.002563,0.0441,65.5172,35,22.9,0.0256,0.0105,1,0,0,0,0.064407,0.015625,36,0.7574,1.872,0.4069,13,5,36
37,4989,3167,1,3,3,1.9438,2,15.0,3163,0,4.6,1.0074,3156.6,17,1.0,58,6,2,900,0.0023,0.0494,53.9683,36,21.7,0.025,0.0104,0,0,0,0,0.067901,0.015625,36,0.7699,1.9183,0.4086,13,6,39
38,4989,3102,0,0,3,1.8962,2,15.0,1,3096,4.45,0.9843,3151.4,6,1.0,58,1,1,910,0.002224,0.0426,20.0803,37,22.7,0.0245,0.0085,0,0,0,0,0.093023,0.015625,37,0.832,1.9687,0.4107,13,6,39
39,4989,3151,3,5,3,1.8447,1,15.0,3139,0,4.62,1.0007,3151.6,15,1.0,59,6,5,942,0.002188,0.0403,52.8169,38,21.5,0.0233,0.0085,1,0,0,0,0.09396,0.015625,38,0.8337,2.0224,0.4115,14,6,39
40,4988,3170,0,0,3,1.8987,1,15.0,3173,0,4.57,1.007,3154.0,3,1.0,54,0,5,937,0.00218,0.0415,11.7647,39,24.0,0.0236,0.0099,0,0,0,0,0.071698,0.015625,37,0.7821,2.0941,0.4113,13,5,36
41,4987,3070,1,5,3,1.9517,1,15.0,7,3063,4.48,0.9759,3146.0,7,1.0,52,1,3,900,0.002439,0.0593,27.8884,40,23.7,0.0255,0.0111,1,0,0,0,0.079051,0.015625,34,0.8023,2.1573,0.413,11,5,36
42,4985,3127,3,4,3,1.9525,1,15.0,9,3118,4.51,0.9945,3144.2,9,1.0,54,3,1,946,0.002271,0.0385,32.2581,41,23.7,0.0245,0.0084,0,0,0,0,0.073427,0.015625,35,0.7872,2.1958,0.4139,11,5,38
43,4984,3165,1,5,1,1.9766,2,15.0,3170,0,4.68,1.0109,3147.8,12,1.0,56,5,3,985,0.002222,0.0516,36.9128,42,23.5,0.0233,0.009,1,0,0,0,0.083871,0.015625,37,0.8137,2.2377,0.4145,10,5,41
44,4983,3161,0,0,1,1.9796,2,14.9,3158,0,4.6,1.0058,3149.7,10,1.0,54,2,4,922,0.0022,0.0487,33.557,43,23.7,0.0252,0.0094,0,1,0,0,0.081169,0.015625,37,0.8075,2.2897,0.4155,10,4,40
45,4981,3164,2,3,3,1.963,1,15.0,3159,0,4.55,1.0058,3151.6,11,1.0,52,2,4,912,0.002021,0.0365,37.5427,44,23.9,0.0221,0.0077,0,0,0,0,0.069767,0.015625,36,0.776,2.3528,0.4162,10,4,38
46,4981,3079,0,0,3,1.9571,1,14.9,8,3071,4.52,0.9791,3144.7,8,1.0,50,2,4,899,0.002137,0.0397,25.9259,45,24.8,0.0238,0.0079,0,0,0,0,0.072202,0.015625,36,0.7836,2.4214,0.4171,10,4,36
47,4980,3166,1,4,3,1.9603,1,15.1,3167,0,4.53,1.0096,3147.9,11,1.0,50,3,3,841,0.002063,0.0492,46.6102,46,23.3,0.026,0.0097,0,0,0,0,0.086066,0.015625,36,0.8185,2.5074,0.417,10,3,37
48,4978,3066,0,0,3,1.9749,1,15.0,6,3055,4.47,0.9764,3140.1,11,1.0,48,0,2,840,0.001945,0.046,47.4138,47,25.0,0.0272,0.0107,0,0,0,0,0.07113,0.015625,36,0.7803,2.5577,0.4171,9,3,36
49,4978,3098,3,5,1,1.981,1,15.1,5,3072,4.56,0.9879,3136.1,26,1.0,49,9,8,894,0.002076,0.0411,87.2727,48,24.1,0.0212,0.0096,1,1,0,0,0.05137,0.015625,39,0.6958,2.6022,0.4144,8,3,38
50,4977,3097,3,5,1,1.9918,1,15.0,3,3076,4.56,0.9887,3132.4,21,1.0,46,4,7,907,0.002301,0.0588,66.3035,49,25.9,0.0254,0.0102,2,1,0,0,0.113971,0.015625,39,0.8629,2.7161,0.4117,8,3,35
51,4973,3147,0,0,1,1.9845,2,15.0,3148,0,4.56,1.0068,3134.6,8,1.0,44,0,2,841,0.002371,0.0537,34.188,50,28.0,0.0266,0.0116,0,0,0,0,0.086777,0.015625,37,0.8199,2.8029,0.4105,8,3,33
52,4972,3150,1,5,1,1.9757,1,15.0,3149,0,4.5,1.0079,3137.2,13,1.0,47,9,6,905,0.002443,0.0458,24.3947,51,27.0,0.0251,0.0096,1,0,0,0,0.077465,0.015625,39,0.7983,2.8522,0.4088,9,3,35
53,4968,3145,2,5,1,1.968,1,15.1,3131,0,4.53,1.0031,3138.2,17,1.0,50,6,3,919,0.002283,0.0524,65.3846,52,26.2,0.0244,0.0099,1,0,0,0,0.093633,0.015625,37,0.8331,2.9309,0.4085,11,3,36
54,4968,3055,3,5,1,1.963,2,15.0,3,3042,4.42,0.9759,3130.3,13,1.0,49,3,4,956,0.002449,0.0451,46.7626,53,27.6,0.0226,0.0103,2,0,0,0,0.079861,0.015625,36,0.8043,2.9899,0.4077,10,3,36
55,4967,3119,1,4,1,1.9167,2,15.0,7,3107,4.52,0.9967,3129.2,12,1.0,49,1,1,927,0.002193,0.0426,43.956,54,27.4,0.0241,0.0094,0,0,0,0,0.092199,0.015625,37,0.8305,3.0608,0.408,10,2,37
56,4965,3111,1,4,3,1.9203,2,15.0,5,3101,4.49,0.9947,3127.5,10,1.0,47,1,3,928,0.002073,0.0445,41.3223,55,28.7,0.0215,0.0091,0,0,0,0,0.060729,0.015625,37,0.7427,3.1054,0.4077,7,2,38
57,4962,3188,0,0,3,1.9409,2,15.0,3207,0,4.71,1.0244,3135.5,5,1.0,47,0,0,912,0.002058,0.0478,20.4918,56,29.7,0.0231,0.0094,0,0,0,0,0.079681,0.015625,37,0.8039,3.1571,0.4071,7,2,38
58,4960,3119,0,0,3,1.9629,1,15.0,0,3115,4.55,0.9952,3134.0,4,1.0,47,4,4,916,0.002001,0.0498,15.748,57,29.3,0.0227,0.0107,0,0,0,0,0.08046,0.015625,38,0.8058,3.2376,0.4073,7,3,37
59,4959,3053,0,0,3,1.9575,1,14.9,0,3053,4.47,0.9766,3126.3,0,1.0,46,0,1,900,0.001992,0.049,0.0,58,29.7,0.0256,0.0101,0,0,0,0,0.065306,0.015625,37,0.7607,3.2948,0.4068,6,3,37
60,4956,3082,0,0,3,1.8886,1,15.0,0,3082,4.51,0.9872,3122.0,0,1.0,44,0,2,899,0.001841,0.0442,0.0,59,31.9,0.0249,0.0103,0,0,0,0,0.072289,0.015625,37,0.7839,3.367,0.407,6,3,35
61,4955,3153,1,3,3,1.852,1,14.9,3167,0,4.63,1.0139,3126.6,3,1.0,44,1,1,888,0.001875,0.0423,11.9522,60,32.9,0.0229,0.0095,0,0,0,0,0.065385,0.015625,36,0.761,3.3978,0.4068,6,2,36
62,4955,3069,0,0,3,1.9166,1,14.9,3,3066,4.52,0.9833,3121.1,3,1.0,44,0,0,878,0.001642,0.0391,13.3929,61,33.9,0.0238,0.0077,0,0,0,0,0.06087,0.015625,36,0.7433,3.4543,0.4078,6,2,36
63,4954,3155,2,5,1,1.9467,1,14.9,3161,0,4.56,1.015,3126.1,12,1.0,45,3,2,925,0.001867,0.0496,43.1373,62,33.9,0.0243,0.0095,1,1,0,0,0.087786,0.015625,39,0.822,3.504,0.4076,6,2,37
64,4953,3183,2,5,1,1.9465,1,14.9,3213,0,4.53,1.0285,3135.5,12,1.0,48,4,1,931,0.001876,0.0459,43.6364,63,32.5,0.0234,0.0101,1,0,0,0,0.074205,0.015625,40,0.7894,3.5287,0.4069,7,2,39
65,4952,3094,1,5,3,1.8402,2,14.8,12,3082,4.53,0.988,3131.5,12,1.0,46,1,3,914,0.00206,0.0582,42.2535,64,33.3,0.0236,0.0104,1,0,0,0,0.078767,0.015625,40,0.8016,3.5801,0.4064,6,2,38
66,4952,2996,0,0,3,1.9489,2,14.9,8,2988,4.5,0.9607,3118.6,8,1.0,47,2,1,909,0.00169,0.042,29.1971,65,33.6,0.0236,0.0092,0,0,0,0,0.059441,0.015625,40,0.7371,3.6325,0.4062,6,3,38
67,4951,3125,0,0,3,1.9328,1,14.9,3129,0,4.56,1.0033,3119.7,1,1.0,46,1,2,908,0.001666,0.0526,3.8168,66,35.3,0.0242,0.0103,0,0,0,0,0.086466,0.015625,40,0.8193,3.6588,0.4059,6,3,37
68,4951,3130,3,5,1,1.9363,1,14.9,3122,0,4.58,1.0047,3121.3,14,1.0,49,4,1,971,0.001771,0.0405,44.5205,67,34.1,0.0236,0.0088,3,0,0,0,0.074324,0.015625,41,0.7898,3.7027,0.4051,7,3,39
69,4949,3105,1,4,1,1.9591,1,14.9,4,3101,4.57,0.9953,3119.7,4,1.0,48,1,2,973,0.001939,0.0463,12.7796,68,35.6,0.0221,0.0099,0,0,0,0,0.083333,0.015625,40,0.8125,3.7305,0.4043,7,2,39
70,4949,3124,0,0,3,1.8512,2,14.8,3121,0,4.53,1.0015,3120.2,4,1.0,47,0,1,965,0.001751,0.0438,15.0376,69,37.4,0.022,0.0093,0,1,0,0,0.069343,0.015625,39,0.7747,3.7743,0.4042,7,2,38
71,4946,3107,0,0,3,1.8829,1,14.8,5,3102,4.53,0.9962,3119.0,5,1.0,47,1,1,949,0.001549,0.0458,14.5985,70,38.4,0.0217,0.0082,0,0,0,0,0.066901,0.015625,40,0.7664,3.8303,0.4042,7,2,38
72,4944,3106,3,5,3,1.9785,1,14.8,7,3089,4.59,0.9962,3117.7,17,1.0,50,3,0,986,0.001637,0.0475,58.4192,71,37.0,0.0213,0.0089,2,0,0,0,0.071186,0.015625,40,0.7805,3.9015,0.4042,8,2,40
73,4944,3132,1,5,3,1.9725,1,14.9,3115,0,4.53,1.0047,3119.3,19,1.0,52,3,1,1025,0.001723,0.0462,56.6038,72,36.5,0.0209,0.0094,1,0,0,0,0.067692,0.015625,40,0.7692,3.9538,0.4042,8,3,41
74,4941,3084,1,5,3,1.9788,2,14.8,5,3069,4.43,0.9898,3115.9,15,1.0,51,3,4,1054,0.001717,0.0409,39.8773,73,37.9,0.0211,0.0085,1,1,0,0,0.064327,0.015625,42,0.7571,4.0181,0.4038,8,2,41
75,4939,3116,0,0,3,1.9904,2,14.8,3113,0,4.47,1.0,3115.9,3,1.0,51,0,0,1009,0.001502,0.0393,9.2879,74,38.9,0.021,0.0081,0,0,0,0,0.07855,0.015625,39,0.8011,4.0966,0.4037,8,2,41
76,4937,3060,1,5,3,1.8922,1,14.8,3,3052,4.52,0.9837,3110.6,8,1.0,51,1,1,1010,0.001565,0.0367,27.8746,75,39.6,0.0211,0.0081,1,1,0,0,0.086667,0.015625,40,0.8197,4.1833,0.403,8,2,41
77,4933,3017,3,5,3,1.9326,1,14.7,13,2999,4.45,0.9727,3101.7,18,1.0,56,8,3,1047,0.001644,0.0347,59.2105,76,36.8,0.0198,0.0075,1,0,0,0,0.07571,0.015625,42,0.7936,4.259,0.4019,8,2,46
78,4932,3103,0,0,3,1.9518,2,14.8,3093,0,4.51,1.0013,3102.1,13,1.0,55,0,1,1034,0.001667,0.0415,43.1894,77,38.4,0.0202,0.0081,0,1,0,0,0.067093,0.015625,41,0.7671,4.3261,0.4009,8,2,45
79,4931,3101,1,3,1,1.9701,1,14.7,8,3085,4.49,0.9997,3102.0,16,1.0,57,2,0,1055,0.001387,0.0426,50.0,78,38.0,0.02,0.0081,0,0,0,0,0.06383,0.015625,43,0.7552,4.3899,0.4,9,2,46
80,4929,3121,1,5,1,1.9713,1,14.7,3118,0,4.57,1.0085,3104.8,13,1.0,54,1,4,1061,0.001599,0.053,44.3686,79,40.9,0.0204,0.0108,1,0,0,0,0.059603,0.015625,43,0.7378,4.4495,0.3998,9,2,43
81,4926,3038,0,0,0,1.9749,2,14.8,3,3035,4.49,0.9805,3098.4,3,1.0,52,0,2,1038,0.0014,0.0478,9.9338,80,43.2,0.0213,0.0088,0,1,0,0,0.073248,0.015625,43,0.7867,4.5228,0.3996,9,2,41
82,4924,3109,1,5,0,1.93,1,14.8,3110,0,4.55,1.0048,3100.0,5,1.0,53,1,0,1028,0.001333,0.0392,16.6113,81,43.3,0.0188,0.008,1,0,0,0,0.071895,0.015625,43,0.7827,4.5783,0.3991,9,3,41
83,4922,3005,0,0,0,1.9498,1,14.8,0,3005,4.42,0.9722,3090.9,0,1.0,52,0,1,1019,0.001387,0.0369,0.0,82,43.6,0.0206,0.0072,0,0,0,0,0.053691,0.015625,42,0.709,4.632,0.3987,8,3,41
84,4921,3119,0,0,0,1.9699,1,14.7,3136,0,4.58,1.014,3095.5,3,1.0,54,3,1,1037,0.001156,0.0407,10.5263,83,43.0,0.0198,0.0084,0,0,0,0,0.064407,0.015625,43,0.7574,4.6964,0.398,8,4,42
85,4921,3097,1,3,3,1.9489,1,14.8,3098,0,4.53,1.0007,3095.7,0,1.0,54,1,1,1036,0.001258,0.039,0.0,84,43.8,0.0207,0.009,0,0,0,0,0.049645,0.015625,42,0.6853,4.7461,0.3972,8,4,42
86,4918,2919,0,0,3,1.8284,1,14.6,2,2917,4.41,0.9481,3078.9,2,1.0,51,2,5,1024,0.001045,0.04,4.0816,85,46.9,0.0208,0.0083,0,0,0,0,0.056,0.015625,42,0.721,4.8021,0.3975,8,3,40
87,4918,3108,0,0,3,1.8357,1,14.7,3123,0,4.55,1.0129,3083.1,0,1.0,51,0,0,996,0.001147,0.0321,0.0,86,47.9,0.0208,0.0071,0,0,0,0,0.057143,0.015625,41,0.7266,4.8485,0.3975,8,3,40
88,4917,3041,4,5,3,1.8315,1,14.7,7,3024,4.51,0.9876,3079.1,17,1.0,55,5,1,1071,0.001381,0.0396,54.4872,87,45.3,0.02,0.0078,2,0,0,0,0.07622,0.015625,42,0.795,4.9247,0.3976,8,3,44
89,4917,3125,1,5,1,1.9035,1,14.7,3159,0,4.52,1.0252,3087.3,6,1.0,56,2,1,1097,0.001387,0.0503,15.2439,88,45.5,0.0187,0.0075,1,0,0,0,0.073964,0.015625,43,0.7887,4.9869,0.3972,8,3,45
90,4916,3096,3,5,1,1.9134,2,14.7,3091,0,4.51,1.004,3088.6,10,1.0,56,4,4,1125,0.001431,0.0357,28.2132,89,45.4,0.018,0.0074,1,1,0,0,0.0625,0.015625,42,0.75,5.0494,0.3974,7,3,46
91,4916,3093,2,5,1,1.9532,2,14.8,3080,0,4.63,1.0019,3089.2,15,1.0,63,10,3,1160,0.001415,0.0308,37.7358,90,41.2,0.0179,0.0071,1,0,0,0,0.069231,0.015625,44,0.7743,5.1186,0.3969,9,3,51
92,4915,3058,1,5,3,1.9532,2,14.7,4,3044,4.48,0.9909,3086.2,14,1.0,60,1,4,1169,0.001544,0.0358,40.2299,91,43.8,0.0175,0.0069,1,0,0,0,0.066116,0.015625,44,0.7637,5.182,0.3966,7,3,50
93,4914,3047,0,0,3,1.9724,2,14.8,0,3043,4.5,0.9885,3082.5,4,1.0,60,0,0,1162,0.001518,0.0482,11.5607,92,44.8,0.0184,0.0077,0,0,0,0,0.05949,0.015625,43,0.7374,5.2414,0.3956,7,3,50
94,4914,3150,1,3,3,1.9749,1,14.8,3193,0,4.61,1.0338,3093.5,5,1.0,61,4,3,1182,0.001273,0.0338,13.587,93,44.9,0.0184,0.007,0,0,0,0,0.064935,0.015625,44,0.7594,5.296,0.395,7,4,50
95,4914,3106,0,0,3,1.9086,1,14.7,3115,0,4.53,1.0083,3096.2,7,1.0,63,7,5,1179,0.001206,0.0329,20.0,94,44.4,0.0174,0.0059,0,0,0,0,0.068493,0.015625,42,0.7719,5.3645,0.3951,7,5,51
96,4914,3052,0,0,3,1.926,1,14.7,7,3045,4.48,0.9871,3092.0,7,1.0,61,0,2,1176,0.001096,0.0323,21.7391,95,46.6,0.0182,0.0076,0,0,0,0,0.087977,0.015625,42,0.8224,5.4466,0.3954,7,4,50
97,4914,3084,0,0,3,1.9698,1,14.7,7,3077,4.48,0.9977,3091.2,7,1.0,60,0,1,1158,0.001173,0.0341,22.2222,96,48.3,0.0172,0.0069,0,0,0,0,0.092879,0.015625,41,0.8318,5.524,0.3958,7,4,49
98,4914,3097,2,4,1,1.9219,1,14.6,3089,0,4.62,1.0026,3092.1,11,1.0,62,2,0,1191,0.001152,0.0306,31.7919,97,47.7,0.0183,0.0074,0,0,0,0,0.061281,0.015625,42,0.745,5.5853,0.3955,7,4,51
99,4913,3096,0,0,3,1.9328,1,14.7,3098,0,4.6,1.0035,3093.2,6,1.0,60,0,2,1191,0.001135,0.0305,17.2911,98,50.1,0.0166,0.0067,0,0,0,0,0.055402,0.015625,42,0.718,5.6379,0.395,7,4,49
100,4912,3104,2,5,3,1.9134,1,14.7,3097,0,4.56,1.0037,3094.4,9,1.0,62,2,0,1203,0.001175,0.0377,25.1397,99,49.5,0.0176,0.0066,1,0,0,0,0.061995,0.015625,43,0.748,5.6945,0.3948,7,5,50
101,4911,2955,0,0,1,1.9785,1,14.7,6,2949,4.47,0.9591,3081.1,6,1.0,62,2,2,1202,0.001057,0.0382,18.0723,100,50.3,0.0167,0.0077,0,0,0,0,0.061765,0.015625,44,0.747,5.7327,0.3943,7,5,50
102,4910,3046,1,3,3,1.9785,1,14.6,3,3038,4.45,0.9897,3077.8,8,1.0,66,7,3,1228,0.001018,0.0347,24.2424,101,48.2,0.0159,0.0068,0,0,0,0,0.066474,0.015625,44,0.7649,5.7703,0.3937,8,5,53
103,4909,3089,0,0,3,1.9575,1,14.7,3091,0,4.52,1.0048,3079.3,3,1.0,63,0,3,1211,0.000966,0.0309,8.7209,102,51.3,0.0167,0.0065,0,0,0,0,0.070225,0.015625,44,0.7775,5.8153,0.3929,8,3,52
104,4908,3043,0,0,3,1.846,1,14.6,5,3038,4.45,0.9893,3075.9,5,1.0,62,2,3,1206,0.001007,0.0307,11.8343,103,53.0,0.0168,0.0063,0,0,0,0,0.053073,0.015625,43,0.7056,5.8572,0.3921,8,4,50
