window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
1,5000,6063,11,4,0,1.9992,0,16.6,0,0,6.65,1.0,6063.0,693,1.0,437,678,241,2277,0.000827,0.0063,409.0909,0,0.0,0.0,0.0009,0,0,0,0,0.033632,0.015625,64,0.5354,0.0336,0.24,109,174,154
2,5000,3966,3,4,0,1.9992,0,15.7,512,3446,5.4,0.8532,4687.0,520,1.0,411,25,51,2349,0.000918,0.0059,363.5088,1,1.0,0.0,0.001,0,0,0,0,0.035983,0.015625,64,0.5658,0.0678,0.2404,110,153,148
3,5000,3490,0,0,1,1.9993,0,15.3,294,3220,4.98,0.8577,4103.0,270,1.0,333,6,84,2245,0.000931,0.0086,242.9737,2,1.9,0.0,0.0012,0,0,0,0,0.032999,0.015625,64,0.5265,0.0989,0.2364,97,106,130
4,5000,3280,3,4,0,1.9993,0,15.2,79,3223,4.71,0.8747,3786.6,57,1.0,302,9,40,1970,0.001113,0.0119,74.4125,3,2.9,0.0,0.0019,0,0,0,0,0.041766,0.015625,63,0.6259,0.1406,0.2402,92,92,118
5,5000,3172,1,5,0,1.9993,0,15.2,8,3154,4.59,0.8856,3581.7,18,1.0,264,4,42,1843,0.001167,0.0117,25.1572,4,3.8,0.0103,0.0023,1,0,0,0,0.044053,0.015625,62,0.6453,0.1788,0.2463,88,74,102
6,5000,3219,1,4,0,1.9997,2,15.0,0,3215,4.6,0.9255,3478.1,4,1.0,233,1,32,1685,0.001254,0.017,6.4935,5,4.8,0.017,0.0026,0,0,0,0,0.0387,0.015625,60,0.5962,0.2051,0.2474,81,58,94
7,5000,3165,5,5,0,1.999,2,15.1,9,3151,4.56,0.9309,3399.8,14,1.0,206,5,32,1638,0.001341,0.0166,24.6046,6,5.7,0.0128,0.003,3,0,0,0,0.05298,0.015625,59,0.7051,0.2333,0.2499,72,52,82
8,5000,3224,1,4,0,1.9944,2,15.0,14,3205,4.61,0.9593,3360.8,19,1.0,192,2,16,1572,0.001368,0.0226,34.7985,7,6.6,0.017,0.0033,0,0,0,0,0.052265,0.015625,59,0.701,0.2664,0.2571,68,47,77
9,5000,3069,1,4,0,1.9969,2,15.2,11,3047,4.5,0.9293,3302.4,22,1.0,170,6,28,1452,0.001513,0.0266,44.5344,8,7.3,0.0128,0.0041,0,0,0,0,0.058824,0.015625,59,0.7344,0.2948,0.2642,64,39,67
10,5000,3166,1,3,0,1.9863,2,15.2,4,3152,4.6,0.966,3277.6,14,1.0,157,4,17,1399,0.001428,0.0189,30.5011,9,8.2,0.0121,0.0037,0,0,0,0,0.056604,0.015625,59,0.724,0.3199,0.2692,59,38,60
11,5000,3182,1,4,0,1.9947,2,15.1,0,3172,4.57,0.9756,3261.7,10,1.0,147,3,13,1353,0.001492,0.0207,24.1546,10,9.1,0.0075,0.0042,0,0,0,0,0.050575,0.015625,59,0.6911,0.3544,0.2714,54,35,58
12,5000,3186,0,0,1,1.9756,2,15.1,1,3175,4.61,0.9803,3250.0,11,1.0,134,1,14,1280,0.001487,0.0295,23.5849,11,10.1,0.0187,0.0043,0,0,0,0,0.05,0.015625,59,0.6875,0.3975,0.2767,48,31,55
13,5000,3174,1,5,0,1.9691,1,15.0,2,3162,4.58,0.9799,3239.2,12,1.0,124,3,13,1205,0.001589,0.0284,29.6496,12,11.0,0.015,0.0049,1,0,0,0,0.074935,0.015625,57,0.7915,0.4543,0.285,46,27,51
14,5000,3249,0,0,0,1.8903,1,15.1,3258,0,4.56,1.005,3241.7,0,1.0,116,0,8,1130,0.001675,0.0365,0.0,13,12.0,0.0258,0.0058,0,0,0,0,0.073034,0.015625,57,0.7861,0.5274,0.2939,45,25,46
15,5000,3171,4,4,1,1.9639,1,15.1,10,3161,4.55,0.9809,3232.8,10,1.0,114,4,6,1167,0.001693,0.029,27.5482,14,12.6,0.0148,0.0053,0,0,0,0,0.058047,0.015625,55,0.7308,0.5801,0.2976,44,23,47
16,5000,3091,2,4,1,1.9297,1,15.1,3,3088,4.51,0.9611,3216.2,3,1.0,106,1,9,1096,0.001817,0.0331,8.5227,15,13.4,0.0193,0.006,0,0,0,0,0.074586,0.015625,51,0.7905,0.6547,0.3035,41,21,44
