cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
4,21,0.0833,0.7363,0.8443,5.9814,0.1875,0.6795,0.7924,14.8529,0.1042,-0.0569,-0.0519,8.8715,gain_social|gain_familiarity,2,hosted
8,21,1.0,0.6787,0.8929,15.9024,0.9375,0.6549,0.8739,12.7525,-0.0625,-0.0237,-0.019,-3.1499,loss_familiarity,1,hosted
35,21,0.6667,0.6775,0.855,24.652,0.625,0.64,0.8411,12.8307,-0.0417,-0.0374,-0.0138,-11.8213,loss_familiarity,1,hosted
36,21,1.0,0.6593,0.867,13.8741,0.9375,0.6887,0.8542,17.4792,-0.0625,0.0295,-0.0127,3.6051,gain_familiarity,1,hosted
47,21,0.0,0.6105,0.8803,0.0,0.0625,0.6621,0.8351,20.3893,0.0625,0.0515,-0.0452,20.3893,gain_familiarity,1,hosted
53,21,0.3333,0.6871,0.8572,14.8073,0.4375,0.6535,0.8121,12.3872,0.1042,-0.0336,-0.0451,-2.4201,gain_social|loss_familiarity,2,hosted
54,21,1.0,0.6781,0.89,14.8577,1.0,0.7343,0.8552,13.6769,0.0,0.0562,-0.0347,-1.1808,,0,hosted
58,21,0.9167,0.6771,0.871,14.1501,0.875,0.6652,0.8601,9.3351,-0.0417,-0.0119,-0.0109,-4.815,loss_familiarity,1,hosted
69,21,0.6667,0.6624,0.846,19.9125,0.6875,0.6706,0.8498,11.403,0.0208,0.0083,0.0039,-8.5095,loss_familiarity,1,hosted
70,21,0.1667,0.6308,0.8537,5.5611,0.1875,0.5952,0.7822,7.5793,0.0208,-0.0356,-0.0716,2.0182,gain_familiarity,1,hosted
72,21,0.0,0.6479,0.8076,0.0,0.0,0.619,0.7652,0.0,0.0,-0.0289,-0.0424,0.0,,0,hosted
75,21,0.1667,0.6762,0.8604,22.0081,0.1875,0.7021,0.7711,6.3078,0.0208,0.0259,-0.0893,-15.7003,loss_familiarity,1,hosted
82,21,0.1667,0.6878,0.8093,167.0169,0.125,0.6414,0.7996,219.5028,-0.0417,-0.0464,-0.0098,52.4859,gain_familiarity,1,hosted
83,21,0.0,0.726,0.8352,0.0,0.0,0.6506,0.7755,0.0,0.0,-0.0754,-0.0597,0.0,,0,hosted
4,22,0.1875,0.6795,0.7924,14.8529,0.25,0.7207,0.7874,4.8549,0.0625,0.0412,-0.005,-9.998,loss_familiarity,1,hosted
8,22,0.9375,0.6549,0.8739,12.7525,1.0,0.6309,0.8424,8.8229,0.0625,-0.0241,-0.0315,-3.9297,loss_familiarity,1,hosted
35,22,0.625,0.64,0.8411,12.8307,0.875,0.6165,0.8551,7.3906,0.25,-0.0235,0.014,-5.4402,gain_social|loss_familiarity,2,hosted
36,22,0.9375,0.6887,0.8542,17.4792,0.9375,0.7042,0.8621,10.8339,0.0,0.0154,0.0079,-6.6453,loss_familiarity,1,hosted
47,22,0.0625,0.6621,0.8351,20.3893,0.0625,0.6449,0.7584,8.513,0.0,-0.0172,-0.0767,-11.8764,loss_familiarity,1,hosted
53,22,0.4375,0.6535,0.8121,12.3872,0.5,0.6548,0.8087,10.4047,0.0625,0.0013,-0.0034,-1.9825,,0,hosted
54,22,1.0,0.7343,0.8552,13.6769,1.0,0.6429,0.8368,12.6705,0.0,-0.0914,-0.0184,-1.0064,,0,hosted
58,22,0.875,0.6652,0.8601,9.3351,0.875,0.6941,0.8488,12.3867,0.0,0.0289,-0.0113,3.0516,gain_familiarity,1,hosted
69,22,0.6875,0.6706,0.8498,11.403,0.6875,0.6834,0.8347,13.1598,0.0,0.0127,-0.0152,1.7568,,0,hosted
70,22,0.1875,0.5952,0.7822,7.5793,0.3125,0.6324,0.8043,10.6386,0.125,0.0373,0.0222,3.0593,gain_social|gain_familiarity,2,hosted
75,22,0.1875,0.7021,0.7711,6.3078,0.1875,0.6425,0.7436,2.3182,0.0,-0.0595,-0.0275,-3.9896,loss_familiarity,1,hosted
86,22,0.0625,0.72,0.8517,14.6501,0.125,0.6446,0.8111,5.6367,0.0625,-0.0754,-0.0407,-9.0134,loss_familiarity,1,hosted
8,23,1.0,0.6309,0.8424,8.8229,0.9474,0.6658,0.8496,8.8756,-0.0526,0.0349,0.0072,0.0527,,0,hosted
35,23,0.875,0.6165,0.8551,7.3906,0.7895,0.6222,0.8227,5.1828,-0.0855,0.0057,-0.0324,-2.2077,loss_familiarity,1,hosted
36,23,0.9375,0.7042,0.8621,10.8339,0.8947,0.6205,0.8585,15.394,-0.0428,-0.0836,-0.0037,4.5601,gain_familiarity,1,hosted
47,23,0.0625,0.6449,0.7584,8.513,0.2105,0.6652,0.8552,12.9166,0.148,0.0203,0.0968,4.4037,gain_social|gain_familiarity,2,hosted
54,23,1.0,0.6429,0.8368,12.6705,1.0,0.6104,0.858,13.1158,0.0,-0.0325,0.0212,0.4453,,0,hosted
58,23,0.875,0.6941,0.8488,12.3867,0.8421,0.6498,0.8784,10.3708,-0.0329,-0.0443,0.0296,-2.0159,loss_familiarity,1,hosted
69,23,0.6875,0.6834,0.8347,13.1598,0.7368,0.6157,0.8384,12.6372,0.0493,-0.0677,0.0037,-0.5226,,0,hosted
70,23,0.3125,0.6324,0.8043,10.6386,0.3684,0.5959,0.8124,10.7898,0.0559,-0.0366,0.008,0.1511,,0,hosted
75,23,0.1875,0.6425,0.7436,2.3182,0.2105,0.6606,0.778,16.5276,0.023,0.018,0.0345,14.2094,gain_familiarity,1,hosted
86,23,0.125,0.6446,0.8111,5.6367,0.1053,0.6864,0.7869,6.8802,-0.0197,0.0417,-0.0242,1.2435,,0,hosted
8,24,0.9474,0.6658,0.8496,8.8756,0.95,0.6768,0.8635,10.7914,0.0026,0.011,0.0139,1.9158,,0,hosted
35,24,0.7895,0.6222,0.8227,5.1828,0.75,0.6091,0.8506,3.6079,-0.0395,-0.013,0.0279,-1.575,,0,hosted
36,24,0.8947,0.6205,0.8585,15.394,0.9,0.6633,0.8497,12.0148,0.0053,0.0428,-0.0087,-3.3792,loss_familiarity,1,hosted
47,24,0.2105,0.6652,0.8552,12.9166,0.35,0.6535,0.8089,5.8159,0.1395,-0.0117,-0.0464,-7.1007,gain_social|loss_familiarity,2,hosted
54,24,1.0,0.6104,0.858,13.1158,1.0,0.6758,0.8466,11.9775,0.0,0.0654,-0.0114,-1.1383,,0,hosted
58,24,0.8421,0.6498,0.8784,10.3708,0.85,0.7058,0.8663,16.0937,0.0079,0.056,-0.0121,5.7229,gain_familiarity,1,hosted
69,24,0.7368,0.6157,0.8384,12.6372,0.7,0.6507,0.8221,11.3123,-0.0368,0.035,-0.0163,-1.325,,0,hosted
70,24,0.3684,0.5959,0.8124,10.7898,0.35,0.6022,0.8212,7.7799,-0.0184,0.0063,0.0088,-3.0099,loss_familiarity,1,hosted
86,24,0.1053,0.6864,0.7869,6.8802,0.2,0.6528,0.8114,8.8843,0.0947,-0.0336,0.0245,2.0041,gain_familiarity,1,hosted
87,24,0.5789,0.6809,0.8975,16.5814,0.6,0.7065,0.8531,15.5808,0.0211,0.0256,-0.0444,-1.0006,,0,hosted
88,24,0.3684,0.6863,0.8797,23.8281,0.45,0.6904,0.8447,15.7224,0.0816,0.004,-0.035,-8.1057,loss_familiarity,1,hosted
8,25,0.95,0.6768,0.8635,10.7914,1.0,0.655,0.8591,10.5625,0.05,-0.0218,-0.0044,-0.2289,,0,hosted
35,25,0.75,0.6091,0.8506,3.6079,0.8947,0.6469,0.8184,8.0583,0.1447,0.0378,-0.0323,4.4505,gain_social|gain_familiarity,2,hosted
36,25,0.9,0.6633,0.8497,12.0148,1.0,0.6298,0.8518,14.7541,0.1,-0.0335,0.0021,2.7393,gain_familiarity,1,hosted
47,25,0.35,0.6535,0.8089,5.8159,0.4737,0.6797,0.7852,8.7587,0.1237,0.0262,-0.0236,2.9427,gain_social|gain_familiarity,2,hosted
54,25,1.0,0.6758,0.8466,11.9775,1.0,0.6377,0.8548,13.8101,0.0,-0.038,0.0082,1.8326,,0,hosted
