cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
15,21,0.625,0.7051,0.8732,12.3894,0.7895,0.6607,0.8475,9.5455,0.1645,-0.0443,-0.0257,-2.844,gain_social|loss_familiarity,2,hosted
16,21,0.875,0.6169,0.8656,16.6125,1.0,0.6612,0.8503,14.2866,0.125,0.0443,-0.0152,-2.3259,gain_social|loss_familiarity,2,hosted
19,21,0.25,0.7417,0.868,14.346,0.4211,0.6956,0.7825,12.3668,0.1711,-0.0461,-0.0854,-1.9792,gain_social,1,hosted
20,21,0.8125,0.6237,0.9048,14.8784,0.8947,0.6461,0.8461,16.4075,0.0822,0.0224,-0.0587,1.5291,,0,hosted
24,21,0.6875,0.6791,0.8619,14.2704,0.7895,0.717,0.8529,15.8304,0.102,0.0379,-0.009,1.5601,gain_social,1,hosted
25,21,0.875,0.7017,0.8819,16.3342,0.8421,0.6924,0.8571,14.9469,-0.0329,-0.0093,-0.0248,-1.3872,,0,hosted
37,21,0.9375,0.672,0.8865,17.8416,0.8947,0.6798,0.8508,16.2649,-0.0428,0.0077,-0.0357,-1.5768,,0,hosted
40,21,0.875,0.7212,0.889,15.2958,0.9474,0.6479,0.863,14.6068,0.0724,-0.0733,-0.026,-0.689,,0,hosted
44,21,0.6875,0.6236,0.8788,16.6094,0.7368,0.5639,0.824,8.2492,0.0493,-0.0597,-0.0548,-8.3602,loss_familiarity,1,hosted
48,21,0.0,0.6822,0.829,0.0,0.0526,0.6536,0.7688,4.1236,0.0526,-0.0286,-0.0602,4.1236,gain_familiarity,1,hosted
50,21,1.0,0.6439,0.8835,14.9905,0.8947,0.6668,0.8587,16.0843,-0.1053,0.0229,-0.0248,1.0938,loss_social,1,hosted
61,21,0.0625,0.612,0.8461,61.8596,0.1053,0.7158,0.7288,23.3533,0.0428,0.1038,-0.1174,-38.5063,gain_stability|loss_spread|loss_familiarity,3,hosted
65,21,0.75,0.6474,0.8511,9.5534,0.9474,0.6357,0.8719,10.1815,0.1974,-0.0117,0.0208,0.6281,gain_social,1,hosted
69,21,0.0625,0.6814,0.7968,15.0241,0.1053,0.659,0.829,10.5065,0.0428,-0.0225,0.0323,-4.5176,loss_familiarity,1,hosted
74,21,0.1875,0.7318,0.8587,120.1368,0.2632,0.6378,0.754,31.7323,0.0757,-0.094,-0.1047,-88.4044,loss_spread|loss_familiarity,2,hosted
77,21,0.5,0.6641,0.8829,15.2063,0.6316,0.6624,0.8113,13.3181,0.1316,-0.0017,-0.0717,-1.8882,gain_social,1,hosted
78,21,0.75,0.6286,0.8777,8.8819,0.7368,0.63,0.8749,9.4099,-0.0132,0.0014,-0.0027,0.528,,0,hosted
79,21,0.625,0.6591,0.8516,8.8809,0.6316,0.6273,0.8612,11.8132,0.0066,-0.0318,0.0096,2.9323,gain_familiarity,1,hosted
15,22,0.7895,0.6607,0.8475,9.5455,0.8,0.6621,0.8494,6.4012,0.0105,0.0013,0.0019,-3.1443,loss_familiarity,1,hosted
16,22,1.0,0.6612,0.8503,14.2866,0.95,0.6715,0.8504,11.6638,-0.05,0.0103,0.0,-2.6228,loss_familiarity,1,hosted
19,22,0.4211,0.6956,0.7825,12.3668,0.65,0.6443,0.8027,10.4049,0.2289,-0.0513,0.0202,-1.9619,gain_social,1,hosted
20,22,0.8947,0.6461,0.8461,16.4075,0.95,0.6208,0.8538,14.5051,0.0553,-0.0253,0.0077,-1.9023,,0,hosted
24,22,0.7895,0.717,0.8529,15.8304,0.8,0.6584,0.8105,9.1501,0.0105,-0.0586,-0.0424,-6.6803,loss_familiarity,1,hosted
25,22,0.8421,0.6924,0.8571,14.9469,0.8,0.6839,0.8607,15.8476,-0.0421,-0.0085,0.0035,0.9006,,0,hosted
37,22,0.8947,0.6798,0.8508,16.2649,0.9,0.6326,0.8552,16.1523,0.0053,-0.0471,0.0044,-0.1126,,0,hosted
40,22,0.9474,0.6479,0.863,14.6068,1.0,0.5937,0.837,13.366,0.0526,-0.0542,-0.026,-1.2408,,0,hosted
44,22,0.7368,0.5639,0.824,8.2492,0.8,0.7685,0.8454,6.9297,0.0632,0.2046,0.0215,-1.3194,gain_stability,1,hosted
48,22,0.0526,0.6536,0.7688,4.1236,0.15,0.6544,0.8028,11.7896,0.0974,0.0008,0.034,7.6661,gain_familiarity,1,hosted
50,22,0.8947,0.6668,0.8587,16.0843,0.9,0.6395,0.8557,10.5765,0.0053,-0.0273,-0.003,-5.5078,loss_familiarity,1,hosted
65,22,0.9474,0.6357,0.8719,10.1815,1.0,0.6861,0.8455,5.6493,0.0526,0.0505,-0.0264,-4.5322,loss_familiarity,1,hosted
74,22,0.2632,0.6378,0.754,31.7323,0.35,0.641,0.8211,15.8972,0.0868,0.0032,0.0671,-15.8352,loss_familiarity,1,hosted
77,22,0.6316,0.6624,0.8113,13.3181,0.7,0.6865,0.874,8.6552,0.0684,0.0241,0.0628,-4.6629,loss_familiarity,1,hosted
