cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
6,21,0.8947,0.6236,0.8741,10.5231,0.913,0.6237,0.8049,8.9673,0.0183,0.0001,-0.0692,-1.5558,,0,hosted
7,21,0.8947,0.6573,0.8999,13.2219,0.8261,0.6893,0.8661,16.0629,-0.0686,0.032,-0.0339,2.841,gain_familiarity,1,hosted
17,21,0.6842,0.6162,0.8939,9.8232,0.7391,0.6699,0.8592,13.7099,0.0549,0.0537,-0.0347,3.8867,gain_familiarity,1,hosted
22,21,1.0,0.6747,0.8749,12.3601,0.8696,0.6483,0.8591,11.678,-0.1304,-0.0264,-0.0158,-0.6821,loss_social,1,hosted
27,21,0.9474,0.6317,0.8859,15.1722,1.0,0.6376,0.8449,14.2035,0.0526,0.0059,-0.041,-0.9687,,0,hosted
28,21,0.3158,0.7085,0.858,19.4867,0.3043,0.6703,0.8171,16.1292,-0.0114,-0.0381,-0.041,-3.3575,loss_familiarity,1,hosted
33,21,0.1579,0.6378,0.814,21.3368,0.1304,0.752,0.765,7.8415,-0.0275,0.1142,-0.049,-13.4953,gain_stability|loss_familiarity,2,hosted
58,21,0.7895,0.6878,0.8951,18.9154,0.7826,0.6936,0.8615,17.0849,-0.0069,0.0058,-0.0336,-1.8304,,0,hosted
61,21,0.7368,0.6434,0.864,13.5476,0.8261,0.6786,0.8541,17.5943,0.0892,0.0352,-0.01,4.0468,gain_familiarity,1,hosted
67,21,0.8421,0.6494,0.8905,16.8184,0.8696,0.6892,0.8554,15.3934,0.0275,0.0399,-0.0351,-1.425,,0,hosted
68,21,0.6316,0.6701,0.879,10.2288,0.7391,0.7114,0.8498,15.605,0.1076,0.0413,-0.0292,5.3762,gain_social|gain_familiarity,2,hosted
69,21,1.0,0.6778,0.8669,11.9686,0.8696,0.685,0.8387,9.1233,-0.1304,0.0071,-0.0281,-2.8453,loss_social|loss_familiarity,2,hosted
71,21,0.0526,0.6256,0.8796,316.2444,0.0435,0.6371,0.7185,116.2234,-0.0092,0.0115,-0.161,-200.021,loss_spread|loss_familiarity,2,hosted
73,21,0.0526,0.7266,0.845,41.5732,0.0435,0.6744,0.7418,15.2786,-0.0092,-0.0522,-0.1031,-26.2946,loss_spread|loss_familiarity,2,hosted
74,21,0.0,0.6225,0.8828,0.0,0.0435,0.6868,0.7241,46.2174,0.0435,0.0642,-0.1587,46.2174,loss_spread|gain_familiarity,2,hosted
75,21,0.8947,0.6518,0.8705,12.1302,0.8261,0.6486,0.8642,17.8309,-0.0686,-0.0032,-0.0063,5.7007,gain_familiarity,1,hosted
76,21,0.1579,0.633,0.847,35.8795,0.1739,0.6663,0.8208,10.7777,0.016,0.0333,-0.0262,-25.1018,loss_familiarity,1,hosted
77,21,0.2632,0.6303,0.7765,84.5713,0.3043,0.7226,0.7935,27.2401,0.0412,0.0923,0.017,-57.3312,loss_familiarity,1,hosted
78,21,0.1053,0.6644,0.8357,41.1806,0.1739,0.6729,0.765,22.3414,0.0686,0.0085,-0.0707,-18.8392,loss_familiarity,1,hosted
79,21,0.2632,0.7031,0.8313,14.3776,0.3478,0.7078,0.7963,12.6343,0.0847,0.0047,-0.035,-1.7434,,0,hosted
