cid,window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,tags,n_tags,state
11,21,0.6316,0.6891,0.873,16.087,0.6667,0.6856,0.8133,8.2667,0.0351,-0.0034,-0.0597,-7.8204,loss_familiarity,1,hosted
21,21,0.3684,0.6566,0.8647,19.7761,0.5417,0.6914,0.8335,11.5665,0.1732,0.0348,-0.0312,-8.2096,gain_social|loss_familiarity,2,hosted
22,21,0.8421,0.6405,0.8805,18.4907,0.9583,0.682,0.8586,16.9261,0.1162,0.0415,-0.0219,-1.5646,gain_social,1,hosted
25,21,0.8421,0.7045,0.8822,17.9193,0.9583,0.6254,0.8449,18.2184,0.1162,-0.0792,-0.0373,0.2992,gain_social,1,hosted
34,21,0.4737,0.6793,0.8656,15.4266,0.7083,0.617,0.8209,11.4612,0.2346,-0.0623,-0.0448,-3.9654,gain_social|loss_familiarity,2,hosted
35,21,0.5263,0.656,0.8698,11.4719,0.5,0.6086,0.8435,12.1218,-0.0263,-0.0474,-0.0263,0.6499,,0,hosted
36,21,0.6316,0.6011,0.8748,13.9869,0.875,0.6929,0.8574,17.1571,0.2434,0.0918,-0.0173,3.1702,gain_social|gain_familiarity,2,hosted
40,21,0.7368,0.6491,0.8747,8.8217,0.8333,0.5876,0.8951,13.1537,0.0965,-0.0616,0.0204,4.332,gain_familiarity,1,hosted
51,21,0.5789,0.6896,0.8754,13.5798,0.5417,0.7204,0.8337,11.6804,-0.0373,0.0308,-0.0417,-1.8994,,0,hosted
61,21,0.0526,0.668,0.8571,28.1928,0.1667,0.685,0.8036,10.4197,0.114,0.017,-0.0535,-17.7731,gain_social|loss_familiarity,2,hosted
67,21,1.0,0.7408,0.8929,29.168,1.0,0.6431,0.861,15.8848,0.0,-0.0977,-0.0319,-13.2832,loss_familiarity,1,hosted
