seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
13,1,0,0,890,0,0,857,724,21.1788,1.5848,0.9148,A,0.9434,B,0.9047,A,0.9097,B,0,0,0,0,5,0,1.5905,1.0,1
13,2,0,0,250,0,0,235,669,18.9275,1.5844,0.9438,A,0.9238,B,0.9126,A,0.9103,B,0,1,0,0,2,0,0.9886,1.0,1
13,3,0,0,38,0,0,55,642,17.7273,1.568,0.951,A,0.7642,B,0.9868,A,0.8419,B,3,1,0,0,0,0,0,0,0
13,4,0,0,10,0,0,18,661,18.5085,1.5395,1.0,A,0.8905,B,0.9183,A,0.469,B,4,1,0,0,1,0,0.8331,1.0,1
13,5,0,0,6,0,0,14,671,18.2544,1.4573,0.971,A,0.0,B,1.0,A,0.5917,B,1,1,0,0,2,0,0.8239,1.0,1
13,6,0,0,9,0,0,13,678,19.9755,1.5653,0.9544,A,0.7642,B,0.9183,A,1.0,B,4,0,0,0,3,0,1.4935,1.0,1
13,7,0,0,10,0,0,10,619,17.0455,1.5734,0.8631,A,0.9183,B,0.8631,A,0.971,B,4,0,0,0,0,0,0,0,0
13,8,0,0,17,0,0,5,713,19.7772,1.4338,0.684,A,0.9183,B,0.0,A,0.971,B,4,0,0,0,2,0,0.6478,1.0,1
13,9,0,0,5,1,1,15,656,17.4159,1.4426,0.9183,A,0.5033,B,0.0,A,0.8813,B,4,0,0,0,1,0,0.1566,1.0,1
13,10,0,0,5,0,0,12,684,18.1838,1.502,0.9544,A,0.8113,B,0.9183,A,0.0,B,4,0,0,0,0,0,0,0,0
13,11,0,0,9,0,0,10,657,18.2879,1.4175,0.8113,neutral,1.0,B,0.994,A,0.7219,B,4,0,0,0,3,0,0.6438,1.0,1
13,12,0,0,9,0,0,7,652,17.8044,1.4305,0.9403,A,0.9852,B,0.971,A,0.971,B,4,0,0,0,1,0,0.2382,1.0,1
13,13,0,0,8,0,0,7,634,17.5768,1.5294,0.0,A,0.65,B,0.9183,A,0.9183,B,4,0,0,0,2,0,0.5894,1.0,1
13,14,0,0,6,0,0,12,695,19.452,1.474,1.0,A,0.7642,B,0.7219,A,0.0,B,4,0,0,0,1,0,0.6476,1.0,1
13,15,0,0,11,0,0,15,713,19.2413,1.5686,1.0,A,0.7642,B,0.9183,A,0.0,B,3,1,0,0,1,0,0.2776,1.0,1
13,16,0,0,16,0,0,8,660,18.9836,1.5305,1.0,A,0.0,B,0.7642,A,0.5917,B,4,0,0,0,4,0,1.6504,1.0,1
13,17,0,0,10,0,0,11,653,18.7476,1.5763,0.9183,A,0.8813,B,0.971,A,0.9852,B,3,1,0,0,2,0,0.7835,1.0,1
13,18,0,0,13,0,0,14,648,18.1252,1.5825,0.9183,A,0.9183,B,0.971,A,0.9612,B,4,0,0,0,3,0,1.2006,1.0,1
13,19,0,0,7,0,0,5,647,17.3165,1.4899,0.8113,A,0.971,B,0.9183,A,0.9544,B,4,0,0,0,0,0,0,0,0
13,20,0,0,8,0,0,10,654,19.3183,1.5766,0.5917,A,0.5436,B,0.971,A,1.0,B,1,1,0,0,4,0,1.595,1.0,1
13,21,0,0,8,0,0,9,635,17.208,1.5828,0.65,A,0.9183,B,1.0,A,0.9544,B,1,1,0,0,1,0,0.2165,1.0,1
13,22,0,0,11,0,0,4,636,17.3033,1.4729,0.9544,A,0.971,B,0.8113,A,0.8113,neutral,0,1,0,0,0,0,0,0,0
13,23,0,0,22,0,0,10,680,18.8695,1.4746,0.3373,A,0.9183,B,0.9799,A,0.7219,B,0,1,0,0,1,0,0.2103,1.0,1
13,24,1,2,10,0,0,6,701,20.638,1.5058,0.8813,A,0.971,B,0.9852,A,1.0,B,4,0,0,0,5,0,1.7155,1.0,1
13,25,0,0,17,0,0,8,660,18.1088,1.516,0.4395,A,0.8631,B,0.9457,A,0.9852,B,2,1,0,0,2,0,0.6464,1.0,1
