seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
10,1,1,2,909,1,1,881,690,18.8782,1.5847,0.9116,A,0.9048,B,0.9114,A,0.9183,B,0,0,0,0,0,0,0,0,0
10,2,0,0,306,1,2,288,656,18.9403,1.5843,0.9424,A,0.8603,B,0.9052,A,0.9152,B,0,1,0,0,3,0,1.4442,1.0,1
10,3,0,0,53,0,0,35,640,17.1326,1.564,0.7321,A,0.9059,B,0.8691,A,1.0,B,4,1,0,0,2,0,0.5689,1.0,1
10,4,0,0,13,1,2,13,683,19.4347,1.5095,0.9544,A,0.9612,B,0.9183,A,0.9612,B,4,0,0,0,2,0,0.6591,1.0,1
10,5,0,0,19,0,0,8,685,18.4849,1.4688,0.9367,A,0.8631,B,0.9852,A,0.8113,neutral,3,1,0,0,0,0,0,0,0
10,6,0,0,15,0,0,6,670,18.2333,1.4919,0.0,A,0.7219,B,0.8813,A,0.8113,neutral,3,1,0,0,0,0,0,0,0
10,7,0,0,11,0,0,13,710,20.4673,1.5779,0.7219,A,0.994,B,0.971,A,0.9799,B,4,0,0,0,4,0,1.1005,1.0,1
10,8,0,0,10,0,0,15,667,19.0435,1.5622,0.65,A,1.0,B,0.65,A,0.8113,B,1,1,0,0,1,0,0.4695,1.0,1
10,9,0,0,6,0,0,15,668,18.0762,1.4888,0.8631,neutral,1.0,B,0.9183,A,0.65,B,4,0,0,0,0,0,0,0,0
10,10,0,0,15,0,0,17,643,18.9388,1.5706,0.8454,A,0.9799,B,0.5436,A,0.7793,B,1,1,0,0,3,0,1.0503,1.0,1
10,11,0,0,17,1,2,15,643,19.2222,1.5764,0.7219,A,0.9457,B,0.8905,A,0.8454,B,4,0,0,0,3,0,1.6197,1.0,1
10,12,0,0,8,0,0,11,675,18.0316,1.5647,0.9852,A,0.971,B,0.9544,A,0.8454,B,4,0,0,0,1,0,0.3148,1.0,1
10,13,0,0,14,1,2,23,691,19.107,1.556,0.9911,A,0.8631,B,0.9887,A,0.8524,B,4,0,0,0,3,0,1.3633,1.0,1
10,14,0,0,11,0,0,16,674,19.0814,1.5137,0.8631,neutral,0.9957,B,0.9975,A,0.8631,B,4,0,0,0,3,0,0.7387,1.0,1
10,15,0,0,16,1,1,16,647,17.6545,1.5624,0.896,A,0.9403,B,0.9367,A,0.5436,B,4,1,0,0,1,0,0.1659,1.0,1
10,16,0,0,6,0,0,9,668,19.1922,1.543,0.9544,A,0.971,B,0.8113,A,0.7642,B,4,0,0,0,4,0,1.1127,1.0,1
10,17,0,0,6,0,0,5,661,18.275,1.427,0.971,A,0.8631,B,0.9544,A,0.0,neutral,4,0,0,0,0,0,0,0,0
10,18,0,0,6,0,0,5,665,18.0102,1.519,0.9183,A,0.9544,B,0.9183,A,0.0,neutral,4,0,0,0,0,0,0,0,0
10,19,0,0,15,0,0,7,662,19.7065,1.5199,0.7219,A,0.7219,B,0.9457,A,0.9852,B,4,0,0,0,3,0,1.4142,1.0,1
10,20,0,0,17,0,0,8,732,20.8253,1.4861,0.9852,A,0.9544,B,0.9911,A,0.9544,B,4,0,0,0,1,0,0.3041,1.0,1
10,21,1,2,14,1,2,5,652,18.8976,1.4618,0.9852,A,0.8113,B,0.0,A,0.9183,B,4,0,0,0,3,0,1.254,1.0,1
10,22,0,0,11,0,0,10,671,17.3645,1.5835,0.9544,A,0.8631,B,0.8113,A,0.9544,B,4,0,0,0,0,0,0,0,0
10,23,1,2,16,0,0,9,681,19.7284,1.546,0.8113,A,0.9544,B,0.5436,A,0.9911,B,4,0,0,0,3,0,1.175,1.0,1
10,24,0,0,21,0,0,11,674,18.5538,1.5324,0.8366,A,0.9183,B,0.7793,A,0.9911,B,3,1,0,0,0,0,0,0,0
10,25,0,0,11,0,0,6,703,19.0221,1.5413,0.7219,A,1.0,B,0.7642,A,0.9852,B,4,0,0,0,1,0,0.1633,1.0,1
