seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
14,1,0,0,870,0,0,826,688,20.3022,1.5846,0.9188,A,0.9114,B,0.9178,A,0.9445,B,0,0,0,0,5,0,1.8835,1.0,1
14,2,0,0,276,0,0,266,670,19.1904,1.5844,0.9214,A,0.8936,B,0.8709,A,0.9345,B,1,1,0,0,2,0,0.4093,1.0,1
14,3,0,0,47,0,0,35,691,18.8816,1.5688,0.8524,A,1.0,B,0.7642,A,0.9995,B,4,1,0,0,0,0,0,0,0
14,4,0,0,26,0,0,17,677,20.6137,1.4842,0.3373,A,0.9957,B,0.6194,A,0.4395,B,1,1,0,0,6,0,2.6291,1.0,1
14,5,0,0,7,0,0,13,702,19.581,1.5303,0.0,A,0.7219,B,0.9852,A,0.9544,B,3,1,0,0,0,0,0,0,0
14,6,0,0,8,0,0,9,658,17.9556,1.5653,0.5917,A,0.0,B,0.971,A,0.8113,B,1,1,0,0,0,0,0,0,0
14,7,0,0,9,0,0,10,713,19.4352,1.579,1.0,A,0.0,B,0.8113,A,0.9544,B,1,1,0,0,0,0,0,0,0
14,8,0,0,5,0,0,13,652,18.2366,1.4824,0.9544,A,0.0,B,0.971,A,0.9911,B,3,1,0,0,1,0,0.1924,1.0,1
14,9,0,0,10,0,0,18,682,19.2889,1.5395,0.9544,A,0.65,B,0.9911,A,0.8454,B,4,0,0,0,1,0,0.224,1.0,1
14,10,0,0,7,0,0,17,623,17.2407,1.3839,0.9183,A,0.7219,B,0.0,A,0.469,B,4,0,0,0,0,0,0,0,0
14,11,0,0,5,0,0,10,684,18.6368,1.5285,0.8113,A,0.9183,B,0.971,A,0.5917,B,1,1,0,0,1,0,0.198,1.0,1
14,12,1,2,14,0,0,4,705,19.5445,1.4319,0.5917,A,0.971,B,0.9612,A,1.0,B,4,0,0,0,1,0,0.1601,1.0,1
14,13,0,0,20,0,0,12,706,19.9091,1.5546,0.8631,A,0.971,B,0.9183,A,0.971,B,3,1,0,0,1,0,0.7706,1.0,1
14,14,0,0,15,0,0,8,653,18.0565,1.532,0.8454,A,0.9852,B,0.9799,A,1.0,B,4,0,0,0,0,0,0,0,0
14,15,0,0,12,0,0,8,701,19.8423,1.5401,0.9183,A,0.971,B,0.9957,A,0.9544,B,4,0,0,0,1,0,0.317,1.0,1
14,16,0,0,9,0,0,10,711,19.4128,1.5245,0.9544,A,0.9544,B,0.9183,A,0.5436,B,4,0,0,0,1,0,0.2942,1.0,1
14,17,0,0,10,0,0,11,674,18.3555,1.5333,0.9911,A,0.9911,B,1.0,A,0.9457,B,4,0,0,0,0,0,0,0,0
14,18,0,0,3,0,0,10,711,18.3502,1.4153,0.9183,A,0.5917,B,0.9183,A,0.7219,B,4,0,0,0,0,0,0,0,0
14,19,0,0,3,0,0,6,661,17.7377,1.5306,0.8113,neutral,0.0,B,0.9183,A,0.8113,B,4,0,0,0,2,0,0.4583,1.0,1
14,20,1,1,9,0,0,10,699,19.5576,1.5832,0.971,A,0.8113,B,0.971,A,0.9183,B,4,0,0,0,1,0,0.2639,1.0,1
14,21,1,2,18,0,0,11,689,19.7124,1.554,0.9887,A,0.9544,B,0.9403,A,0.8113,B,4,0,0,0,3,0,1.0388,1.0,1
14,22,1,2,20,0,0,14,647,17.6105,1.569,0.8524,A,0.9183,B,0.9799,A,0.8454,B,1,1,0,0,0,0,0,0,0
14,23,0,0,10,0,0,5,692,19.3647,1.4883,0.9544,A,0.971,B,0.8631,A,0.9544,B,2,1,0,0,1,0,0.3021,1.0,1
14,24,0,0,6,0,0,9,674,18.1192,1.4691,0.9852,A,0.8631,B,0.8631,neutral,0.971,B,1,1,0,0,0,0,0,0,0
14,25,0,0,9,0,0,12,648,17.6964,1.5726,0.9183,A,0.7219,B,0.9911,A,1.0,B,0,1,0,0,1,0,0.6011,1.0,1
