seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
12,1,0,0,908,0,0,852,698,18.7587,1.5843,0.9281,A,0.9317,B,0.9207,A,0.9199,B,0,0,0,0,0,0,0,0,0
12,2,0,0,304,0,0,307,710,18.6109,1.5837,0.9652,A,0.9353,B,0.9348,A,0.899,B,0,1,0,0,0,0,0,0,0
12,3,0,0,62,0,0,53,690,19.631,1.582,0.9457,A,0.8419,B,0.9097,A,0.9474,B,0,1,0,0,0,0,0,0,0
12,4,0,0,15,0,0,14,658,18.2371,1.5842,0.0,A,0.9457,B,0.9968,A,0.7642,B,4,0,0,0,2,0,0.6123,1.0,1
12,5,0,0,9,0,0,8,652,17.8853,1.579,0.0,A,0.8631,neutral,0.971,A,0.8113,B,4,0,0,0,1,0,0.4228,1.0,1
12,6,0,0,11,0,0,8,660,18.6338,1.5277,0.0,A,0.9911,B,1.0,A,0.971,B,4,0,0,0,2,0,0.5724,1.0,1
12,7,0,0,7,0,0,8,674,17.7423,1.5303,0.971,A,0.9544,B,1.0,A,0.9852,B,4,0,0,0,0,0,0,0,0
12,8,0,0,8,0,0,7,641,16.8857,1.569,0.5917,A,0.9852,B,0.8631,neutral,0.8113,B,4,0,0,0,0,0,0,0,0
12,9,0,0,9,0,0,12,700,18.8166,1.546,1.0,A,0.9544,B,0.9544,A,0.7642,B,4,0,0,0,0,0,0,0,0
12,10,0,0,13,0,0,19,713,19.1326,1.5015,0.994,A,0.5033,B,0.5436,A,0.4138,B,4,0,0,0,2,0,0.4052,1.0,1
12,11,0,0,11,0,0,11,720,20.5817,1.5061,0.9183,A,0.5917,B,0.65,A,0.0,B,3,1,0,0,2,0,1.1504,1.0,1
12,12,1,2,6,0,0,3,704,19.4737,1.5052,0.7219,A,0.971,B,0.971,A,0.0,neutral,4,0,0,0,1,0,0.271,1.0,1
12,13,0,0,12,0,0,4,657,17.728,1.4354,0.5033,A,0.0,B,1.0,A,0.9183,B,4,0,0,0,0,0,0,0,0
12,14,0,0,13,0,0,15,697,19.7329,1.5764,0.65,A,0.994,B,0.9968,A,0.8905,B,3,1,0,0,2,0,0.7525,1.0,1
12,15,0,0,14,0,0,9,673,19.4143,1.5571,0.7642,A,1.0,B,0.9799,A,0.9544,B,1,1,0,0,3,0,1.2931,1.0,1
12,16,0,0,10,0,0,8,674,19.5934,1.5766,0.9183,A,0.9852,B,0.5917,A,0.9183,B,1,1,0,0,4,0,1.1305,1.0,1
12,17,0,0,4,0,0,5,708,19.3629,1.5656,0.0,A,0.8113,B,1.0,A,0.971,B,1,1,0,0,3,0,0.934,1.0,1
12,18,0,0,5,0,0,7,685,18.9776,1.5657,1.0,A,0.7219,B,0.7219,A,0.971,B,1,1,0,0,0,0,0,0,0
12,19,0,0,6,0,0,6,643,18.0459,1.581,1.0,A,0.971,B,0.9183,A,0.8113,B,3,1,0,0,1,0,0.5339,1.0,1
12,20,1,2,11,1,3,10,720,21.4943,1.5727,0.0,A,1.0,B,0.9544,A,0.0,B,3,1,0,0,4,0,1.5634,1.0,1
12,21,0,0,12,0,0,10,671,17.7181,1.5514,0.7642,A,0.971,B,0.0,A,0.7219,B,3,1,0,0,0,0,0,0,0
12,22,0,0,7,0,0,15,691,18.5611,1.519,0.994,A,0.6194,B,0.971,A,0.9183,B,4,0,0,0,2,0,0.5466,1.0,1
12,23,0,0,11,0,0,14,709,20.3194,1.5069,0.65,A,0.4395,B,0.0,A,0.9852,B,3,1,0,0,1,0,0.224,1.0,1
12,24,0,0,8,0,0,10,711,18.4926,1.531,0.9183,A,0.0,B,0.0,A,0.9544,B,4,0,0,0,0,0,0,0,0
12,25,0,0,15,0,0,12,667,17.335,1.5206,0.8813,A,0.8631,B,0.0,A,0.7642,B,4,0,0,0,0,0,0,0,0
