seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
19,1,0,0,882,0,0,838,700,20.1553,1.5841,0.9439,A,0.9261,B,0.9198,A,0.9346,B,0,0,0,0,1,0,0.2572,1.0,1
19,2,0,0,281,0,0,223,638,18.3341,1.5783,0.8574,A,0.9304,B,0.9046,A,0.9479,B,0,1,0,0,2,0,0.7655,1.0,1
19,3,0,0,41,0,0,31,703,18.5916,1.5754,0.9911,A,0.9457,B,0.878,A,0.8709,B,1,1,0,0,0,0,0,0,0
19,4,0,0,13,0,0,21,684,18.9388,1.5374,0.971,A,0.684,B,0.9183,A,0.7219,B,3,1,0,0,2,0,0.8199,1.0,1
19,5,0,0,15,1,1,22,693,18.3047,1.566,0.8454,A,0.9341,B,0.9457,A,0.8113,B,4,1,0,0,2,0,0.5361,1.0,1
19,6,1,1,19,0,0,12,674,18.8476,1.555,0.9183,A,0.9968,B,0.5436,A,0.9911,B,1,1,0,0,1,0,0.6114,1.0,1
19,7,0,0,11,0,0,15,642,17.9821,1.5686,0.8113,A,0.8631,B,0.8631,A,0.9544,B,4,0,0,0,2,0,0.5448,1.0,1
19,8,0,0,5,0,0,7,718,19.4677,1.5452,0.971,A,0.971,B,0.9183,A,0.7219,B,4,0,0,0,0,0,0,0,0
19,9,0,0,7,0,0,15,636,16.1225,1.4984,1.0,A,0.684,B,0.0,A,0.9183,B,4,0,0,0,0,0,0,0,0
19,10,0,0,9,0,0,12,666,18.3268,1.502,0.8631,A,0.7219,B,0.7219,A,0.5033,B,4,0,0,0,0,0,0,0,0
19,11,0,0,10,0,0,11,743,21.6402,1.4729,0.0,A,0.65,B,0.5917,A,0.8113,B,4,0,0,0,5,0,1.631,1.0,1
19,12,1,2,19,0,0,19,718,20.5261,1.5131,0.6962,A,0.7219,B,0.5917,A,0.7496,B,1,1,0,0,3,0,0.7272,1.0,1
19,13,0,0,10,0,0,9,682,18.7073,1.5671,0.9457,A,0.9544,B,0.971,A,1.0,B,3,1,0,0,0,0,0,0,0
19,14,0,0,11,0,0,5,677,20.0144,1.5061,0.9911,A,1.0,B,0.8113,A,1.0,B,3,1,0,0,3,0,1.1281,1.0,1
19,15,0,0,21,0,0,15,706,19.612,1.5355,0.5665,A,0.9183,B,0.8454,A,0.8113,B,1,1,0,0,2,0,0.5018,1.0,1
19,16,0,0,12,0,0,17,628,16.9939,1.5682,0.7642,A,0.971,B,0.8631,A,0.896,B,1,1,0,0,0,0,0,0,0
19,17,1,1,2,0,0,8,674,18.2973,1.4021,1.0,A,0.8631,B,1.0,A,1.0,B,3,1,0,0,2,0,0.5885,1.0,1
19,18,0,0,10,0,0,16,664,20.6707,1.5574,0.971,A,0.9968,B,0.5033,A,0.5033,B,3,1,0,0,4,0,1.3457,1.0,1
19,19,0,0,10,0,0,21,686,18.8117,1.4722,0.7219,A,0.9544,B,0.5917,A,0.4138,B,4,0,0,0,0,0,0,0,0
19,20,0,0,14,0,0,10,677,18.7464,1.558,0.9612,A,0.9183,B,0.8113,A,0.0,B,4,0,0,0,3,0,0.7343,1.0,1
19,21,0,0,11,0,0,17,658,17.543,1.5319,0.8113,A,0.8113,B,0.9544,A,0.5033,B,4,0,0,0,0,0,0,0,0
19,22,0,0,14,0,0,9,638,17.4904,1.5403,0.65,A,0.9183,B,0.469,A,0.9911,B,4,0,0,0,2,0,0.4335,1.0,1
19,23,0,0,16,0,0,2,655,18.0059,1.2699,0.9403,A,0.0,neutral,0.8813,A,1.0,B,4,0,0,0,1,0,0.4119,1.0,1
19,24,0,0,10,0,0,6,695,19.1253,1.5546,0.9183,A,0.9183,B,0.7219,A,1.0,B,3,1,0,0,0,0,0,0,0
19,25,0,0,9,0,0,1,638,18.3958,1.1916,0.9852,A,0.8113,neutral,0.9911,A,0.0,neutral,4,0,0,0,2,0,0.6912,1.0,1
