seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
3,1,0,0,903,0,0,856,652,19.5295,1.5845,0.9043,A,0.9369,B,0.9193,A,0.9313,B,0,0,0,0,3,0,1.3113,1.0,1
3,2,0,0,380,0,0,316,694,19.9972,1.5809,0.9002,A,0.9371,B,0.8808,A,0.9516,B,0,0,0,0,3,0,1.0916,1.0,1
3,3,1,1,54,0,0,45,682,19.6888,1.5779,0.971,A,0.9852,B,0.9183,A,0.8631,B,0,1,0,0,3,0,1.1338,1.0,1
3,4,1,1,16,0,0,11,673,18.8559,1.5137,0.9774,A,0.971,B,0.8905,A,0.994,B,3,1,0,0,1,0,0.2147,1.0,1
3,5,0,0,15,0,0,13,668,18.1202,1.5401,0.9612,A,0.994,B,0.7793,A,1.0,B,4,1,0,0,0,0,0,0,0
3,6,0,0,15,0,0,15,662,21.5311,1.571,0.9457,A,0.9457,B,0.9968,A,0.9612,B,4,1,0,0,6,0,3.4358,1.0,1
3,7,0,0,13,0,0,20,690,18.2967,1.5632,0.8454,A,0.9403,B,0.9911,A,0.896,B,4,0,0,0,0,0,0,0,0
3,8,0,0,9,0,0,14,658,17.7821,1.5605,0.9852,A,0.971,B,0.8631,A,0.9183,B,4,0,0,0,0,0,0,0,0
3,9,0,0,15,1,3,13,733,19.7327,1.5656,0.65,A,0.8631,B,0.8631,A,0.9183,B,3,1,0,0,2,0,0.6464,1.0,1
3,10,0,0,16,0,0,20,681,17.8743,1.5628,0.5436,A,0.7219,B,0.8905,A,0.9612,B,4,0,0,0,0,0,0,0,0
3,11,0,0,14,0,0,8,646,17.8687,1.5403,0.5436,A,0.971,B,0.9457,A,0.0,B,4,0,0,0,0,0,0,0,0
3,12,0,0,11,1,2,6,648,17.3868,1.5204,0.7219,A,0.971,B,0.5436,A,0.7219,B,4,0,0,0,0,0,0,0,0
3,13,0,0,14,0,0,9,677,18.2369,1.558,0.7642,A,0.9183,B,0.9457,A,0.8631,B,4,0,0,0,1,0,0.2685,1.0,1
3,14,0,0,17,0,0,9,674,18.901,1.4523,0.469,A,0.7219,B,0.9183,A,0.0,B,1,1,0,0,2,0,0.5904,1.0,1
3,15,0,0,15,0,0,16,694,19.4852,1.557,0.8454,A,0.5033,B,0.7642,A,0.9183,B,4,0,0,0,3,0,0.8593,1.0,1
3,16,0,0,18,0,0,13,663,17.7118,1.5433,0.4395,A,0.5917,B,0.8454,A,0.9799,B,4,0,0,0,1,0,0.2255,1.0,1
3,17,0,0,12,0,0,9,659,18.4341,1.571,0.5917,A,0.7219,B,0.971,A,0.9544,B,4,0,0,0,0,0,0,0,0
3,18,0,0,11,0,0,12,612,16.9998,1.581,0.9911,A,0.5436,B,0.9183,A,0.8631,B,4,0,0,0,1,0,0.4749,1.0,1
3,19,0,0,7,0,0,7,642,18.2849,1.5683,0.0,A,0.0,B,0.9911,A,0.65,B,4,0,0,0,1,0,0.4076,1.0,1
3,20,0,0,12,0,0,16,691,19.7296,1.5751,0.9183,A,0.9544,B,0.971,A,0.5665,B,3,1,0,0,3,0,0.8795,1.0,1
3,21,0,0,9,0,0,16,647,18.1043,1.5461,0.971,A,1.0,B,0.971,A,0.7496,B,4,0,0,0,1,0,0.5737,1.0,1
3,22,0,0,13,0,0,18,685,18.9014,1.5669,0.9183,A,0.8113,B,0.7642,A,0.971,B,4,0,0,0,1,0,0.5091,1.0,1
3,23,0,0,11,1,3,16,654,18.5026,1.5609,0.9852,A,0.65,B,0.5436,A,0.994,B,4,0,0,0,2,0,0.633,1.0,1
3,24,0,0,11,0,0,8,660,17.9967,1.5722,0.9183,A,1.0,B,0.65,A,0.8631,B,4,0,0,0,1,0,0.2694,1.0,1
3,25,0,0,6,0,0,7,682,18.5522,1.5505,0.9852,A,1.0,B,0.9183,A,0.9852,B,4,0,0,0,0,0,0,0,0
