seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r0_concept,r1_entropy,r1_concept,r2_entropy,r2_concept,r3_entropy,r3_concept,global_k,div_flag,merge_count,split_count,n_bridges,persistent_bridges,bridge_weight,bridge_mean_life,bridge_max_life
9,1,0,0,905,1,2,798,755,21.2872,1.5827,0.9253,A,0.9447,B,0.9122,A,0.9304,B,0,0,0,0,4,0,0.9105,1.0,1
9,2,0,0,220,0,0,220,694,20.0875,1.5849,0.9317,A,0.9431,B,0.9086,A,0.9008,B,0,1,0,0,4,0,1.0157,1.0,1
9,3,0,0,26,0,0,26,651,17.5598,1.5529,0.9656,A,0.9984,B,0.9988,A,0.9321,B,4,0,0,0,0,0,0,0,0
9,4,0,0,14,0,0,8,697,18.7492,1.5487,0.0,A,0.8113,B,0.8454,A,0.8113,neutral,4,0,0,0,0,0,0,0,0
9,5,0,0,13,0,0,16,654,18.0284,1.568,0.9403,A,0.971,B,0.9852,A,0.9774,B,4,0,0,0,0,0,0,0,0
9,6,0,0,16,0,0,20,694,18.9751,1.5784,0.896,A,0.8366,B,0.65,A,0.9887,B,4,0,0,0,3,0,0.751,1.0,1
9,7,0,0,11,0,0,9,639,17.3767,1.5722,0.7219,A,0.9183,B,0.0,A,1.0,B,4,0,0,0,1,0,0.168,1.0,1
9,8,0,0,4,0,0,13,629,18.264,1.4098,0.0,A,0.8454,B,0.0,A,0.9544,B,4,0,0,0,1,0,0.7172,1.0,1
9,9,0,0,6,0,0,7,693,18.6937,1.581,0.0,A,0.9544,B,0.8113,A,1.0,B,4,0,0,0,0,0,0,0,0
9,10,0,0,7,0,0,11,689,19.136,1.5559,0.0,neutral,0.7642,B,0.8813,A,0.9852,B,4,0,0,0,0,0,0,0,0
9,11,0,0,19,0,0,10,696,19.2166,1.5371,0.7219,A,0.8113,B,0.9457,A,0.9957,B,4,0,0,0,1,0,0.2604,1.0,1
9,12,0,0,10,0,0,15,703,19.7052,1.5622,0.7219,A,0.9457,B,0.5917,A,0.9612,B,4,0,0,0,1,0,0.3074,1.0,1
9,13,0,0,17,0,0,15,667,18.6794,1.5825,0.5917,A,0.9641,B,0.8366,A,0.9911,B,4,0,0,0,1,0,0.8581,1.0,1
9,14,0,0,12,0,0,9,725,19.9689,1.5682,0.9183,A,0.9183,B,0.9183,A,0.9852,B,1,1,0,0,2,0,0.5978,1.0,1
9,15,0,0,16,0,0,11,651,18.4401,1.5277,0.7219,A,0.65,B,0.8454,A,0.8113,B,1,1,0,0,1,0,0.3787,1.0,1
9,16,0,0,15,0,0,6,680,17.8763,1.4586,0.8454,A,0.971,B,0.5436,A,0.8113,B,0,1,0,0,0,0,0,0,0
9,17,0,0,11,0,0,9,687,20.8179,1.5722,0.0,A,0.9544,B,0.8813,A,0.9183,B,1,1,0,0,4,0,1.5149,1.0,1
9,18,0,0,11,0,0,13,688,18.237,1.5763,0.0,A,0.9457,B,0.7219,A,0.971,B,1,1,0,0,1,0,0.2869,1.0,1
9,19,0,0,18,0,0,10,672,18.6453,1.5453,0.4395,A,0.971,B,0.9612,A,0.9183,B,4,0,0,0,1,0,0.179,1.0,1
9,20,0,0,14,0,0,15,677,17.6181,1.5729,0.9544,A,0.8905,B,0.8113,A,0.5917,B,4,0,0,0,0,0,0,0,0
9,21,0,0,9,0,0,12,663,18.0165,1.5746,0.7219,neutral,0.9544,B,0.5033,A,0.7642,B,4,0,0,0,0,0,0,0,0
9,22,0,0,5,0,0,6,682,18.4543,1.5799,0.971,A,1.0,B,0.8113,A,0.0,B,4,0,0,0,0,0,0,0,0
9,23,0,0,4,0,0,6,706,20.4968,1.4607,0.971,A,1.0,B,0.9183,A,0.9183,B,3,1,0,0,2,0,0.8237,1.0,1
9,24,1,3,13,0,0,8,621,18.2167,1.5518,0.9612,A,0.8113,B,0.9911,A,0.9544,B,3,1,0,0,5,0,1.9155,1.0,1
9,25,0,0,15,1,2,12,710,20.3961,1.5774,0.994,A,0.9544,B,0.8113,A,0.9457,B,4,0,0,0,2,0,0.6384,1.0,1
