seed,rate,window,k_star,J_star,eta,type_count_kstar,H_kstar,drift_kstar,flags
314,0.0005,20,2,0.893,0.4748,4,1.6574,0.3966,low_eta
314,0.0005,21,2,0.0392,0.4748,1,-0.0,0.5392,low_eta
314,0.0005,22,0,-0.5,0.4748,1,-0.0,0.0,low_eta
314,0.0005,23,2,0.7419,0.4748,3,1.2871,0.4548,low_eta
314,0.0005,24,2,-0.0452,0.4748,1,-0.0,0.4548,low_eta
314,0.0005,25,2,0.6885,0.4748,3,1.2516,0.4369,low_eta
456,0.0005,1,2,-0.4776,0.4591,4,0.6834,,"drift_missing,low_eta"
456,0.0005,2,0,-0.5,0.4591,1,-0.0,0.0,low_eta
456,0.0005,3,2,0.2904,0.4591,4,1.2087,0.2427,low_eta
456,0.0005,4,2,0.2608,0.4591,4,1.352,0.0698,low_eta
456,0.0005,5,4,0.3259,0.4591,4,1.1451,0.3418,low_eta
456,0.0005,6,4,0.4988,0.4591,4,1.3568,0.303,low_eta
456,0.0005,7,4,0.3186,0.4591,4,1.1863,0.2933,low_eta
456,0.0005,8,4,0.6424,0.4591,3,1.1995,0.4429,low_eta
456,0.0005,9,4,0.7072,0.4591,4,1.4183,0.4499,low_eta
456,0.0005,10,4,0.0604,0.4591,2,0.5436,0.3093,low_eta
456,0.0005,11,4,1.0784,0.4591,4,1.682,0.5574,low_eta
456,0.0005,12,4,0.1473,0.4591,3,0.6999,0.4474,low_eta
456,0.0005,13,4,0.2205,0.4591,4,1.0975,0.284,low_eta
456,0.0005,14,2,-0.1519,0.4591,1,-0.0,0.3481,low_eta
456,0.0005,15,0,-0.5,0.4591,1,-0.0,0.0,low_eta
456,0.0005,16,2,0.4327,0.4591,3,1.0613,0.3714,low_eta
456,0.0005,17,2,0.1129,0.4591,3,1.0409,0.072,low_eta
456,0.0005,18,4,0.2006,0.4591,4,1.2087,0.1529,low_eta
456,0.0005,19,4,0.7615,0.4591,4,1.6327,0.2898,low_eta
456,0.0005,20,2,0.3437,0.4591,2,0.6962,0.44,low_eta
456,0.0005,21,2,1.2651,0.4591,4,1.8892,0.5369,low_eta
456,0.0005,22,2,0.1291,0.4591,1,-0.0,0.6291,low_eta
456,0.0005,23,2,0.2343,0.4591,3,0.9056,0.3287,low_eta
456,0.0005,24,2,-0.1713,0.4591,1,-0.0,0.3287,low_eta
456,0.0005,25,2,-0.2749,0.4591,3,0.5132,0.2119,low_eta
789,0.0005,1,2,-0.4585,0.4714,4,0.7025,,"drift_missing,low_eta"
789,0.0005,2,0,-0.5,0.4714,1,-0.0,0.0,low_eta
789,0.0005,3,4,-0.2373,0.4714,4,0.699,0.2247,low_eta
789,0.0005,4,4,-0.2155,0.4714,2,0.3534,0.2236,low_eta
789,0.0005,5,1,-0.3152,0.4714,1,-0.0,0.1848,low_eta
789,0.0005,6,1,-0.3146,0.4714,2,0.3095,0.1684,low_eta
789,0.0005,7,1,0.118,0.4714,2,0.7219,0.1886,low_eta
789,0.0005,8,2,0.446,0.4714,3,0.9864,0.4596,low_eta
789,0.0005,9,2,-0.0745,0.4714,4,0.9,0.1865,low_eta
789,0.0005,10,2,0.0899,0.4714,4,1.1542,0.0967,low_eta
789,0.0005,11,2,0.3978,0.4714,4,1.4466,0.1122,low_eta
789,0.0005,12,2,-0.0631,0.4714,1,-0.0,0.4369,low_eta
789,0.0005,13,0,-0.5,0.4714,1,-0.0,0.0,low_eta
789,0.0005,14,2,-0.1119,0.4714,3,0.6402,0.2479,low_eta
789,0.0005,15,2,0.7764,0.4714,4,1.6106,0.3268,low_eta
789,0.0005,16,2,0.6008,0.4714,4,1.659,0.1028,low_eta
789,0.0005,17,2,0.1227,0.4714,3,0.8167,0.306,low_eta
789,0.0005,18,2,0.4983,0.4714,3,1.1488,0.3495,low_eta
789,0.0005,19,4,0.516,0.4714,5,1.5059,0.3026,low_eta
789,0.0005,20,4,0.1027,0.4714,3,0.8167,0.286,low_eta
789,0.0005,21,2,0.2947,0.4714,3,1.1596,0.1351,low_eta
789,0.0005,22,2,-0.0933,0.4714,1,-0.0,0.4067,low_eta
789,0.0005,23,2,0.3383,0.4714,4,1.1401,0.3592,low_eta
789,0.0005,24,2,-0.1408,0.4714,1,-0.0,0.3592,low_eta
789,0.0005,25,2,0.6885,0.4714,3,1.2516,0.4369,low_eta
999,0.0005,1,0,-0.5,0.4987,1,-0.0,,"drift_missing,low_eta"
999,0.0005,2,2,0.6081,0.4987,4,1.441,0.3281,low_eta
999,0.0005,3,2,0.131,0.4987,3,0.8842,0.2468,low_eta
999,0.0005,4,2,0.4487,0.4987,3,1.0613,0.3874,low_eta
999,0.0005,5,4,0.1318,0.4987,4,1.0975,0.1953,low_eta
999,0.0005,6,4,-0.047,0.4987,3,0.7732,0.1798,low_eta
999,0.0005,7,2,-0.2144,0.4987,1,-0.0,0.2856,low_eta
999,0.0005,8,2,0.5681,0.4987,3,1.1568,0.4113,low_eta
999,0.0005,9,2,0.9021,0.4987,4,1.659,0.4041,low_eta
999,0.0005,10,2,0.2567,0.4987,3,0.8659,0.3908,low_eta
999,0.0005,11,2,-0.1878,0.4987,1,-0.0,0.3122,low_eta
999,0.0005,12,2,1.2075,0.4987,2,1.0,1.0,low_eta
999,0.0005,13,2,1.06,0.4987,3,1.1982,0.8618,low_eta
999,0.0005,14,2,-0.0827,0.4987,1,-0.0,0.4173,low_eta
999,0.0005,15,2,0.9189,0.4987,3,1.361,0.5579,low_eta
999,0.0005,16,2,0.8342,0.4987,3,1.585,0.2492,low_eta
999,0.0005,17,2,0.5566,0.4987,4,1.2917,0.4259,low_eta
999,0.0005,18,2,-0.0999,0.4987,1,-0.0,0.4001,low_eta
999,0.0005,19,0,-0.5,0.4987,1,-0.0,0.0,low_eta
999,0.0005,20,2,0.8573,0.4987,3,1.371,0.4863,low_eta
999,0.0005,21,2,0.5713,0.4987,3,1.1488,0.4225,low_eta
999,0.0005,22,2,0.4283,0.4987,3,1.0613,0.367,low_eta
999,0.0005,23,4,1.192,0.4987,4,1.8424,0.5106,low_eta
999,0.0005,24,2,0.1782,0.4987,2,0.4395,0.5312,low_eta
999,0.0005,25,1,-0.2832,0.4987,1,-0.0,0.2168,low_eta
1337,0.0005,1,0,-0.5,0.4851,1,-0.0,,"drift_missing,low_eta"
1337,0.0005,2,2,0.8314,0.4851,3,1.4499,0.3815,low_eta
1337,0.0005,3,2,0.025,0.4851,3,0.549,0.476,low_eta
1337,0.0005,4,2,0.21,0.4851,3,0.9219,0.2881,low_eta
1337,0.0005,5,2,0.4895,0.4851,3,1.1221,0.3674,low_eta
1337,0.0005,6,4,0.2983,0.4851,3,0.8929,0.4054,low_eta
1337,0.0005,7,4,0.1885,0.4851,3,0.7732,0.4153,low_eta
1337,0.0005,8,4,-0.2144,0.4851,1,-0.0,0.2856,low_eta
1337,0.0005,9,2,0.3383,0.4851,4,1.1401,0.3592,low_eta
1337,0.0005,10,2,-0.1831,0.4851,3,0.6144,0.2025,low_eta
1337,0.0005,11,2,0.8693,0.4851,3,1.5,0.3693,low_eta
1337,0.0005,12,4,0.8751,0.4851,5,1.9143,0.2533,low_eta
1337,0.0005,13,2,0.0721,0.4851,1,-0.0,0.5721,low_eta
1337,0.0005,14,2,0.6885,0.4851,3,1.2516,0.4369,low_eta
1337,0.0005,15,2,0.7376,0.4851,4,1.5738,0.3248,low_eta
1337,0.0005,16,2,0.0015,0.4851,1,-0.0,0.5015,low_eta
1337,0.0005,17,2,0.6788,0.4851,3,1.2419,0.4369,low_eta
1337,0.0005,18,4,-0.0883,0.4851,3,0.6402,0.2715,low_eta
1337,0.0005,19,2,-0.2521,0.4851,1,-0.0,0.2479,low_eta
1337,0.0005,20,2,0.6788,0.4851,3,1.2419,0.4369,low_eta
1337,0.0005,21,2,0.5129,0.4851,3,1.1033,0.4096,low_eta
1337,0.0005,22,2,0.8977,0.4851,4,1.7759,0.2828,low_eta
1337,0.0005,23,2,0.536,0.4851,3,1.1488,0.3872,low_eta
1337,0.0005,24,2,-0.0619,0.4851,3,0.8167,0.1214,low_eta
1337,0.0005,25,2,1.0719,0.4851,4,1.7885,0.4444,low_eta
2024,0.0005,1,2,-0.3304,0.4884,4,0.8306,,"drift_missing,low_eta"
2024,0.0005,2,2,-0.2391,0.4884,3,0.608,0.1529,low_eta
2024,0.0005,3,2,-0.3056,0.4884,3,0.6686,0.0258,low_eta
2024,0.0005,4,4,0.4441,0.4884,4,1.2366,0.3685,low_eta
2024,0.0005,5,4,-0.115,0.4884,1,-0.0,0.385,low_eta
2024,0.0005,6,2,0.7225,0.4884,4,1.4466,0.4369,low_eta
2024,0.0005,7,4,0.6168,0.4884,3,1.1568,0.46,low_eta
2024,0.0005,8,4,0.2513,0.4884,4,1.0219,0.3904,low_eta
2024,0.0005,9,2,-0.1713,0.4884,1,-0.0,0.3287,low_eta
2024,0.0005,10,0,-0.5,0.4884,1,-0.0,0.0,low_eta
2024,0.0005,11,0,-0.5,0.4884,1,-0.0,0.0,low_eta
2024,0.0005,12,2,0.1011,0.4884,3,0.8031,0.298,low_eta
2024,0.0005,13,2,0.5291,0.4884,3,1.1488,0.3803,low_eta
2024,0.0005,14,2,0.2062,0.4884,2,0.7219,0.2768,low_eta
2024,0.0005,15,1,-0.1713,0.4884,1,-0.0,0.3287,low_eta
2024,0.0005,16,2,0.0588,0.4884,3,0.7732,0.2856,low_eta
2024,0.0005,17,4,0.2874,0.4884,3,0.9913,0.2961,low_eta
2024,0.0005,18,2,-0.1447,0.4884,1,-0.0,0.3553,low_eta
2024,0.0005,19,0,-0.5,0.4884,1,-0.0,0.0,low_eta
2024,0.0005,20,2,0.1858,0.4884,3,0.8684,0.3174,low_eta
2024,0.0005,21,2,0.4369,0.4884,4,1.352,0.2459,low_eta
2024,0.0005,22,2,0.4079,0.4884,3,1.1568,0.2511,low_eta
2024,0.0005,23,4,0.3706,0.4884,5,1.432,0.2311,low_eta
2024,0.0005,24,4,0.0389,0.4884,3,0.7732,0.2657,low_eta
2024,0.0005,25,2,0.9848,0.4884,3,1.5613,0.4235,low_eta
7,0.001,1,0,-0.5,0.4679,1,-0.0,,"drift_missing,low_eta"
7,0.001,2,2,-0.2563,0.4679,4,0.712,0.1927,low_eta
7,0.001,3,4,-0.2423,0.4679,4,0.6438,0.2749,low_eta
7,0.001,4,4,-0.2681,0.4679,1,-0.0,0.2319,low_eta
7,0.001,5,4,0.0512,0.4679,4,0.9142,0.298,low_eta
7,0.001,6,4,0.2305,0.4679,4,1.0374,0.3541,low_eta
7,0.001,7,2,0.1313,0.4679,3,0.9864,0.1449,low_eta
7,0.001,8,2,0.272,0.4679,4,1.2366,0.1964,low_eta
7,0.001,9,2,0.9374,0.4679,4,1.7899,0.3085,low_eta
7,0.001,10,4,0.3027,0.4679,4,0.9568,0.5069,low_eta
7,0.001,11,4,0.0372,0.4679,3,0.7229,0.3143,low_eta
7,0.001,12,4,0.487,0.4679,3,1.0409,0.4461,low_eta
7,0.001,13,4,-0.1286,0.4679,1,-0.0,0.3714,low_eta
7,0.001,14,2,1.273,0.4679,4,1.8366,0.5974,low_eta
7,0.001,15,2,0.0974,0.4679,1,-0.0,0.5974,low_eta
7,0.001,16,2,0.2304,0.4679,4,1.0554,0.336,low_eta
7,0.001,17,2,-0.0324,0.4679,2,0.5033,0.2568,low_eta
7,0.001,18,4,0.2602,0.4679,2,0.6723,0.3804,low_eta
7,0.001,19,4,1.2739,0.4679,4,1.7605,0.6744,low_eta
7,0.001,20,2,0.7003,0.4679,3,1.4355,0.2648,low_eta
7,0.001,21,2,0.4282,0.4679,2,0.65,0.5707,low_eta
7,0.001,22,1,0.1335,0.4679,2,0.5436,0.3824,low_eta
7,0.001,23,4,0.8555,0.4679,4,1.5016,0.5149,low_eta
7,0.001,24,4,0.6199,0.4679,4,1.6258,0.1551,low_eta
7,0.001,25,2,0.0579,0.4679,1,-0.0,0.5579,low_eta
42,0.001,1,0,-0.5,0.4806,1,-0.0,,"drift_missing,low_eta"
42,0.001,2,4,-0.0002,0.4806,4,0.8776,0.2832,low_eta
42,0.001,3,2,-0.1331,0.4806,3,0.7533,0.1136,low_eta
42,0.001,4,4,0.6529,0.4806,5,1.6729,0.2725,low_eta
42,0.001,5,4,-0.0505,0.4806,3,0.6144,0.3351,low_eta
42,0.001,6,4,0.4389,0.4806,5,1.4112,0.3202,low_eta
42,0.001,7,4,0.3502,0.4806,5,1.5589,0.0838,low_eta
42,0.001,8,4,0.6148,0.4806,3,1.2516,0.3632,low_eta
42,0.001,9,4,0.6108,0.4806,5,1.5621,0.3412,low_eta
42,0.001,10,4,-0.2072,0.4806,3,0.4822,0.3106,low_eta
42,0.001,11,2,1.2041,0.4806,4,1.8553,0.5098,low_eta
42,0.001,12,4,1.049,0.4806,5,2.0534,0.2881,low_eta
42,0.001,13,2,0.4025,0.4806,4,1.1761,0.3874,low_eta
42,0.001,14,4,0.4783,0.4806,4,1.4256,0.2137,low_eta
42,0.001,15,2,-0.0631,0.4806,1,-0.0,0.4369,low_eta
42,0.001,16,2,1.5439,0.4806,4,1.9726,0.7323,low_eta
42,0.001,17,2,0.2884,0.4806,4,0.952,0.4974,low_eta
42,0.001,18,2,-0.2731,0.4806,3,0.549,0.1779,low_eta
42,0.001,19,2,-0.21,0.4806,3,0.569,0.221,low_eta
42,0.001,20,2,-0.0563,0.4806,2,0.5436,0.1926,low_eta
42,0.001,21,2,-0.0115,0.4806,3,0.6402,0.3483,low_eta
42,0.001,22,4,0.6044,0.4806,5,1.585,0.3119,low_eta
42,0.001,23,4,0.5628,0.4806,4,1.3568,0.367,low_eta
42,0.001,24,4,-0.0887,0.4806,1,-0.0,0.4113,low_eta
42,0.001,25,2,1.015,0.4806,4,1.6577,0.5183,low_eta
55,0.001,1,0,-0.5,0.4774,1,-0.0,,"drift_missing,low_eta"
55,0.001,2,4,-0.3868,0.4774,4,0.6212,0.153,low_eta
55,0.001,3,2,0.2673,0.4774,4,1.2366,0.1917,low_eta
55,0.001,4,2,-0.115,0.4774,1,-0.0,0.385,low_eta
55,0.001,5,2,0.3466,0.4774,3,0.9913,0.3553,low_eta
55,0.001,6,2,-0.1326,0.4774,2,0.4395,0.2204,low_eta
55,0.001,7,2,0.3066,0.4774,3,0.9219,0.3847,low_eta
55,0.001,8,2,-0.1713,0.4774,1,-0.0,0.3287,low_eta
55,0.001,9,0,-0.5,0.4774,1,-0.0,0.0,low_eta
55,0.001,10,0,-0.5,0.4774,1,-0.0,0.0,low_eta
55,0.001,11,2,0.0969,0.4774,4,0.9487,0.3092,low_eta
55,0.001,12,2,-0.1651,0.4774,2,0.3912,0.2362,low_eta
55,0.001,13,2,0.6501,0.4774,4,1.4256,0.3855,low_eta
55,0.001,14,2,0.3573,0.4774,3,1.1568,0.2005,low_eta
55,0.001,15,2,0.2791,0.4774,3,0.8684,0.4107,low_eta
55,0.001,16,2,0.1538,0.4774,3,1.0613,0.0925,low_eta
55,0.001,17,4,1.2077,0.4774,5,2.1047,0.3955,low_eta
55,0.001,18,4,0.0602,0.4774,3,0.569,0.4912,low_eta
55,0.001,19,4,0.2298,0.4774,3,0.9464,0.2834,low_eta
55,0.001,20,4,0.3051,0.4774,5,1.2918,0.3058,low_eta
55,0.001,21,2,0.4195,0.4774,3,1.1568,0.2627,low_eta
55,0.001,22,4,0.1219,0.4774,4,0.8795,0.4034,low_eta
55,0.001,23,4,0.515,0.4774,3,1.0613,0.4537,low_eta
55,0.001,24,2,-0.1286,0.4774,1,-0.0,0.3714,low_eta
55,0.001,25,0,-0.5,0.4774,1,-0.0,0.0,low_eta
123,0.001,1,2,-0.2644,0.4768,3,0.7356,,"drift_missing,low_eta"
123,0.001,2,2,0.5074,0.4768,3,1.1439,0.3635,low_eta
123,0.001,3,4,0.3247,0.4768,3,0.9406,0.3841,low_eta
123,0.001,4,2,0.9631,0.4768,4,1.7798,0.3443,low_eta
123,0.001,5,2,0.0682,0.4768,3,0.6686,0.3996,low_eta
123,0.001,6,2,0.5951,0.4768,3,1.3347,0.2604,low_eta
123,0.001,7,2,0.4488,0.4768,3,1.0224,0.4264,low_eta
123,0.001,8,2,-0.1408,0.4768,1,-0.0,0.3592,low_eta
123,0.001,9,2,0.4883,0.4768,3,1.1033,0.385,low_eta
123,0.001,10,4,0.4126,0.4768,3,0.9913,0.4213,low_eta
123,0.001,11,2,0.128,0.4768,2,0.5033,0.4172,low_eta
123,0.001,12,1,-0.2593,0.4768,1,-0.0,0.2407,low_eta
123,0.001,13,1,-0.2963,0.4768,2,0.3228,0.1734,low_eta
123,0.001,14,2,0.5781,0.4768,3,1.2419,0.3362,low_eta
123,0.001,15,4,0.45,0.4768,2,0.7219,0.5206,low_eta
123,0.001,16,4,-0.1713,0.4768,1,-0.0,0.3287,low_eta
123,0.001,17,0,-0.5,0.4768,1,-0.0,0.0,low_eta
123,0.001,18,0,-0.5,0.4768,1,-0.0,0.0,low_eta
123,0.001,19,2,0.5681,0.4768,3,1.1568,0.4113,low_eta
123,0.001,20,2,-0.0887,0.4768,1,-0.0,0.4113,low_eta
123,0.001,21,0,-0.5,0.4768,1,-0.0,0.0,low_eta
123,0.001,22,2,-0.0316,0.4768,4,0.8476,0.2818,low_eta
123,0.001,23,4,0.7726,0.4768,4,1.571,0.3626,low_eta
123,0.001,24,4,0.9066,0.4768,4,1.5694,0.4982,low_eta
123,0.001,25,2,-0.0218,0.4768,1,-0.0,0.4782,low_eta
314,0.001,1,2,0.0194,0.493,4,1.1804,,"drift_missing,low_eta"
314,0.001,2,4,-0.3145,0.493,4,0.5132,0.3333,low_eta
314,0.001,3,2,0.0089,0.493,4,0.9698,0.2001,low_eta
314,0.001,4,4,-0.2121,0.493,3,0.5907,0.1972,low_eta
314,0.001,5,4,0.7421,0.493,4,1.5546,0.3485,low_eta
314,0.001,6,4,0.9112,0.493,3,1.371,0.5402,low_eta
314,0.001,7,2,-0.0137,0.493,1,-0.0,0.4863,low_eta
314,0.001,8,2,0.8573,0.493,3,1.371,0.4863,low_eta
314,0.001,9,2,-0.0137,0.493,1,-0.0,0.4863,low_eta
314,0.001,10,4,0.0991,0.493,2,0.6098,0.2818,low_eta
314,0.001,11,4,0.2147,0.493,3,0.8167,0.398,low_eta
314,0.001,12,2,-0.2119,0.493,2,0.3712,0.2094,low_eta
314,0.001,13,2,0.976,0.493,3,1.4355,0.5405,low_eta
314,0.001,14,2,0.0183,0.493,1,-0.0,0.5183,low_eta
314,0.001,15,4,0.1896,0.493,4,1.0219,0.3287,low_eta
314,0.001,16,4,-0.1864,0.493,2,0.3712,0.2349,low_eta
314,0.001,17,4,-0.3085,0.493,1,-0.0,0.1915,low_eta
314,0.001,18,4,0.8779,0.493,3,1.3831,0.4948,low_eta
314,0.001,19,4,0.1507,0.493,4,1.0219,0.2898,low_eta
314,0.001,20,4,1.3892,0.493,4,1.8676,0.6826,low_eta
314,0.001,21,4,0.5405,0.493,2,0.5917,0.7413,low_eta
314,0.001,22,4,-0.2254,0.493,1,-0.0,0.2746,low_eta
314,0.001,23,2,1.2191,0.493,4,1.7899,0.5902,low_eta
314,0.001,24,2,0.7645,0.493,3,1.3788,0.3857,low_eta
314,0.001,25,2,0.0069,0.493,1,-0.0,0.5069,low_eta
456,0.001,1,2,-0.4776,0.4747,4,0.6834,,"drift_missing,low_eta"
456,0.001,2,0,-0.5,0.4747,1,-0.0,0.0,low_eta
456,0.001,3,2,0.2904,0.4747,4,1.2087,0.2427,low_eta
456,0.001,4,2,0.2608,0.4747,4,1.352,0.0698,low_eta
456,0.001,5,4,0.3259,0.4747,4,1.1451,0.3418,low_eta
456,0.001,6,4,0.4988,0.4747,4,1.3568,0.303,low_eta
456,0.001,7,4,0.6602,0.4747,4,1.4885,0.3327,low_eta
456,0.001,8,2,0.4632,0.4747,3,1.0958,0.3674,low_eta
456,0.001,9,2,-0.0877,0.4747,3,0.8031,0.1092,low_eta
456,0.001,10,2,-0.202,0.4747,1,-0.0,0.298,low_eta
456,0.001,11,4,-0.2024,0.4747,2,0.3912,0.1989,low_eta
456,0.001,12,4,-0.1489,0.4747,2,0.3712,0.2724,low_eta
456,0.001,13,2,0.7303,0.4747,4,1.5016,0.3897,low_eta
456,0.001,14,2,1.1427,0.4747,3,1.4949,0.6478,low_eta
456,0.001,15,2,0.3916,0.4747,3,0.4972,0.8944,low_eta
456,0.001,16,2,1.122,0.4747,3,1.585,0.537,low_eta
456,0.001,17,4,0.8612,0.4747,2,0.9183,0.7354,low_eta
456,0.001,18,4,0.0456,0.4747,2,0.3712,0.4669,low_eta
456,0.001,19,2,0.7077,0.4747,4,1.5016,0.3671,low_eta
456,0.001,20,2,-0.032,0.4747,1,-0.0,0.468,low_eta
456,0.001,21,2,0.9078,0.4747,4,1.574,0.4948,low_eta
456,0.001,22,2,0.4288,0.4747,3,1.2516,0.1772,low_eta
456,0.001,23,2,-0.0631,0.4747,1,-0.0,0.4369,low_eta
456,0.001,24,2,0.3345,0.4747,3,0.9864,0.3481,low_eta
456,0.001,25,2,0.3197,0.4747,3,0.9864,0.3333,low_eta
789,0.001,1,2,-0.4585,0.4664,4,0.7025,,"drift_missing,low_eta"
789,0.001,2,0,-0.5,0.4664,1,-0.0,0.0,low_eta
789,0.001,3,4,-0.1005,0.4664,4,0.804,0.2565,low_eta
789,0.001,4,4,0.0976,0.4664,3,0.7732,0.3244,low_eta
789,0.001,5,4,0.0318,0.4664,3,0.7742,0.2576,low_eta
789,0.001,6,2,-0.3824,0.4664,3,0.5132,0.1044,low_eta
789,0.001,7,2,-0.2881,0.4664,1,-0.0,0.2119,low_eta
789,0.001,8,2,0.2691,0.4664,4,1.0862,0.3439,low_eta
789,0.001,9,2,-0.1561,0.4664,1,-0.0,0.3439,low_eta
789,0.001,10,2,0.5673,0.4664,4,1.3216,0.4067,low_eta
789,0.001,11,2,-0.0933,0.4664,1,-0.0,0.4067,low_eta
789,0.001,12,2,-0.0322,0.4664,3,0.6999,0.2679,low_eta
789,0.001,13,2,-0.3071,0.4664,2,0.3228,0.1626,low_eta
789,0.001,14,2,1.184,0.4664,3,1.5546,0.6294,low_eta
789,0.001,15,2,0.7761,0.4664,4,1.5645,0.3726,low_eta
789,0.001,16,2,0.0981,0.4664,2,0.5033,0.3873,low_eta
789,0.001,17,1,-0.2593,0.4664,1,-0.0,0.2407,low_eta
789,0.001,18,4,1.3121,0.4664,5,2.0325,0.5721,low_eta
789,0.001,19,2,0.0721,0.4664,1,-0.0,0.5721,low_eta
789,0.001,20,2,0.3345,0.4664,3,0.9864,0.3481,low_eta
789,0.001,21,2,0.9705,0.4664,4,1.7806,0.3509,low_eta
789,0.001,22,4,0.7085,0.4664,4,1.4183,0.4512,low_eta
789,0.001,23,4,0.4439,0.4664,3,1.0949,0.349,low_eta
789,0.001,24,4,1.0713,0.4664,4,1.6172,0.6151,low_eta
789,0.001,25,4,0.5558,0.4664,5,1.4345,0.4138,low_eta
999,0.001,1,0,-0.5,0.4701,1,-0.0,,"drift_missing,low_eta"
999,0.001,2,2,0.6081,0.4701,4,1.441,0.3281,low_eta
999,0.001,3,2,0.131,0.4701,3,0.8842,0.2468,low_eta
999,0.001,4,2,0.4487,0.4701,3,1.0613,0.3874,low_eta
999,0.001,5,4,0.1318,0.4701,4,1.0975,0.1953,low_eta
999,0.001,6,4,-0.047,0.4701,3,0.7732,0.1798,low_eta
999,0.001,7,2,-0.2144,0.4701,1,-0.0,0.2856,low_eta
999,0.001,8,2,0.5681,0.4701,3,1.1568,0.4113,low_eta
999,0.001,9,4,1.04,0.4701,4,1.659,0.542,low_eta
999,0.001,10,2,0.1726,0.4701,3,0.7732,0.3994,low_eta
999,0.001,11,2,-0.2144,0.4701,1,-0.0,0.2856,low_eta
999,0.001,12,2,1.2001,0.4701,3,1.571,0.6291,low_eta
999,0.001,13,2,0.3211,0.4701,4,1.0862,0.3959,low_eta
999,0.001,14,2,0.0145,0.4701,3,0.8659,0.1486,low_eta
999,0.001,15,2,-0.1507,0.4701,3,0.8405,0.0088,low_eta
999,0.001,16,4,0.6717,0.4701,4,1.5645,0.2682,low_eta
999,0.001,17,4,-0.0016,0.4701,3,0.6999,0.2985,low_eta
999,0.001,18,2,-0.2321,0.4701,1,-0.0,0.2679,low_eta
999,0.001,19,0,-0.5,0.4701,1,-0.0,0.0,low_eta
999,0.001,20,2,0.8857,0.4701,3,1.3788,0.5069,low_eta
999,0.001,21,4,1.0971,0.4701,3,1.585,0.5121,low_eta
999,0.001,22,2,0.1776,0.4701,1,-0.0,0.6776,low_eta
999,0.001,23,0,-0.5,0.4701,1,-0.0,0.0,low_eta
999,0.001,24,4,1.6938,0.4701,5,2.217,0.7693,low_eta
999,0.001,25,2,0.2693,0.4701,1,-0.0,0.7693,low_eta
1337,0.001,1,0,-0.5,0.474,1,-0.0,,"drift_missing,low_eta"
1337,0.001,2,2,0.8314,0.474,3,1.4499,0.3815,low_eta
1337,0.001,3,4,0.13,0.474,3,0.569,0.561,low_eta
1337,0.001,4,4,0.3918,0.474,3,0.9864,0.4054,low_eta
1337,0.001,5,2,0.4958,0.474,3,1.1221,0.3737,low_eta
1337,0.001,6,2,0.2579,0.474,3,0.8929,0.365,low_eta
1337,0.001,7,4,0.1885,0.474,3,0.7732,0.4153,low_eta
1337,0.001,9,4,-0.0316,0.474,3,0.6998,0.2686,low_eta
1337,0.001,10,2,-0.0411,0.474,3,0.8929,0.066,low_eta
1337,0.001,11,2,-0.1799,0.474,1,-0.0,0.3201,low_eta
1337,0.001,12,2,0.1416,0.474,3,0.8343,0.3073,low_eta
1337,0.001,13,2,-0.1927,0.474,1,-0.0,0.3073,low_eta
1337,0.001,14,2,0.5256,0.474,3,1.1255,0.4001,low_eta
1337,0.001,15,2,0.0977,0.474,3,1.053,0.0447,low_eta
1337,0.001,16,4,0.4271,0.474,3,1.1033,0.3238,low_eta
1337,0.001,17,2,-0.115,0.474,1,-0.0,0.385,low_eta
1337,0.001,18,2,0.5489,0.474,3,1.1488,0.4001,low_eta
1337,0.001,19,4,0.424,0.474,2,0.7219,0.4946,low_eta
1337,0.001,20,4,-0.025,0.474,2,0.3912,0.3763,low_eta
1337,0.001,21,4,-0.0633,0.474,2,0.4395,0.2897,low_eta
1337,0.001,22,4,-0.0911,0.474,2,0.6194,0.082,low_eta
1337,0.001,23,4,0.9115,0.474,3,1.371,0.5405,low_eta
1337,0.001,24,2,-0.0137,0.474,1,-0.0,0.4863,low_eta
1337,0.001,25,4,1.3218,0.474,5,2.0169,0.5974,low_eta
2024,0.001,1,0,-0.5,0.4743,1,-0.0,,"drift_missing,low_eta"
2024,0.001,2,4,0.1554,0.4743,4,1.0736,0.2428,low_eta
2024,0.001,3,4,0.0086,0.4743,3,0.6402,0.3684,low_eta
2024,0.001,4,4,0.1733,0.4743,3,0.8684,0.3049,low_eta
2024,0.001,5,4,-0.2891,0.4743,2,0.2864,0.217,low_eta
2024,0.001,6,4,-0.3404,0.4743,1,-0.0,0.1596,low_eta
2024,0.001,7,2,1.2954,0.4743,3,1.5546,0.7408,low_eta
2024,0.001,8,4,0.5564,0.4743,2,0.5917,0.7572,low_eta
2024,0.001,9,4,1.1619,0.4743,5,1.8811,0.5733,low_eta
2024,0.001,10,2,0.0306,0.4743,1,-0.0,0.5306,low_eta
2024,0.001,11,2,0.4327,0.4743,3,1.0613,0.3714,low_eta
2024,0.001,12,4,0.8752,0.4743,4,1.5645,0.4717,low_eta
2024,0.001,13,4,0.102,0.4743,3,0.6686,0.4334,low_eta
2024,0.001,14,2,-0.2441,0.4743,1,-0.0,0.2559,low_eta
2024,0.001,15,4,0.7728,0.4743,5,1.6137,0.4516,low_eta
2024,0.001,16,4,0.6229,0.4743,4,1.5332,0.2507,low_eta
