seed,rate,window,k,eta,type_count,H_k,drift_k,J_k,flags
42,0.0005,19,1,0.4702,2,0.4855,0.164,-0.143,low_eta
42,0.0005,19,2,0.4702,3,0.953,0.1642,0.1172,low_eta
42,0.0005,19,3,0.4702,3,0.953,0.1642,0.1172,low_eta
42,0.0005,19,4,0.4702,4,1.0583,0.2444,0.1417,low_eta
42,0.0005,20,0,0.4702,1,-0.0,0.0,-0.5,low_eta
42,0.0005,20,1,0.4702,2,0.5665,0.0368,-0.1892,low_eta
42,0.0005,20,2,0.4702,3,1.1033,0.056,0.1593,low_eta
42,0.0005,20,3,0.4702,3,1.1033,0.056,0.1593,low_eta
42,0.0005,20,4,0.4702,3,1.1033,0.2033,0.3066,low_eta
42,0.0005,21,0,0.4702,1,-0.0,0.0,-0.5,low_eta
42,0.0005,21,1,0.4702,3,1.2244,0.2704,0.4948,low_eta
42,0.0005,21,2,0.4702,4,1.8366,0.3124,0.988,low_eta
42,0.0005,21,3,0.4702,4,1.8366,0.3124,0.988,low_eta
42,0.0005,21,4,0.4702,4,1.8366,0.3124,0.988,low_eta
42,0.0005,22,0,0.4702,1,-0.0,0.0,-0.5,low_eta
42,0.0005,22,1,0.4702,1,-0.0,0.4369,-0.0631,low_eta
42,0.0005,22,2,0.4702,1,-0.0,0.5974,0.0974,low_eta
42,0.0005,22,3,0.4702,1,-0.0,0.5974,0.0974,low_eta
42,0.0005,22,4,0.4702,2,0.5033,0.6227,0.3335,low_eta
42,0.0005,23,0,0.4702,1,-0.0,0.0,-0.5,low_eta
42,0.0005,23,1,0.4702,3,1.0958,0.3898,0.4856,low_eta
42,0.0005,23,2,0.4702,4,1.6858,0.5256,1.0504,low_eta
42,0.0005,23,3,0.4702,4,1.6858,0.5256,1.0504,low_eta
42,0.0005,23,4,0.4702,5,1.8676,0.5593,1.1344,low_eta
42,0.0005,24,0,0.4702,1,-0.0,0.0,-0.5,low_eta
42,0.0005,24,1,0.4702,1,-0.0,0.3898,-0.1102,low_eta
42,0.0005,24,2,0.4702,1,-0.0,0.5256,0.0256,low_eta
42,0.0005,24,3,0.4702,1,-0.0,0.5256,0.0256,low_eta
42,0.0005,24,4,0.4702,1,-0.0,0.5256,0.0256,low_eta
42,0.0005,25,0,0.4702,1,-0.0,0.0,-0.5,low_eta
42,0.0005,25,1,0.4702,2,0.5033,0.2407,-0.0485,low_eta
42,0.0005,25,2,0.4702,3,0.9864,0.3481,0.3345,low_eta
42,0.0005,25,3,0.4702,3,0.9864,0.3481,0.3345,low_eta
42,0.0005,25,4,0.4702,3,0.9864,0.3481,0.3345,low_eta
55,0.0005,1,0,0.4669,1,-0.0,,-0.5,"drift_missing,low_eta"
55,0.0005,1,1,0.4669,3,0.3431,,-0.6569,"drift_missing,low_eta"
55,0.0005,1,2,0.4669,4,0.5132,,-0.6478,"drift_missing,low_eta"
55,0.0005,1,3,0.4669,4,0.5132,,-0.6478,"drift_missing,low_eta"
55,0.0005,1,4,0.4669,5,0.5367,,-0.7558,"drift_missing,low_eta"
55,0.0005,2,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,2,1,0.4669,3,0.3334,0.05,-0.6166,low_eta
55,0.0005,2,2,0.4669,4,0.6212,0.076,-0.4638,low_eta
55,0.0005,2,3,0.4669,4,0.6212,0.076,-0.4638,low_eta
55,0.0005,2,4,0.4669,4,0.6212,0.153,-0.3868,low_eta
55,0.0005,3,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,3,1,0.4669,3,0.6998,0.1361,-0.1641,low_eta
55,0.0005,3,2,0.4669,4,1.2366,0.1917,0.2673,low_eta
55,0.0005,3,3,0.4669,4,1.2366,0.1917,0.2673,low_eta
55,0.0005,3,4,0.4669,4,1.2366,0.1917,0.2673,low_eta
55,0.0005,4,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,4,1,0.4669,1,-0.0,0.2648,-0.2352,low_eta
55,0.0005,4,2,0.4669,1,-0.0,0.385,-0.115,low_eta
55,0.0005,4,3,0.4669,1,-0.0,0.385,-0.115,low_eta
55,0.0005,4,4,0.4669,1,-0.0,0.385,-0.115,low_eta
55,0.0005,5,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,5,1,0.4669,2,0.4395,0.2168,-0.1362,low_eta
55,0.0005,5,2,0.4669,2,0.4395,0.2168,-0.1362,low_eta
55,0.0005,5,3,0.4669,2,0.4395,0.2168,-0.1362,low_eta
55,0.0005,5,4,0.4669,2,0.4395,0.2168,-0.1362,low_eta
55,0.0005,6,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,6,1,0.4669,2,0.6194,0.351,0.1779,low_eta
55,0.0005,6,2,0.4669,2,0.6194,0.351,0.1779,low_eta
55,0.0005,6,3,0.4669,2,0.6194,0.351,0.1779,low_eta
55,0.0005,6,4,0.4669,2,0.6194,0.351,0.1779,low_eta
55,0.0005,7,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,7,1,0.4669,3,0.8167,0.2222,0.0389,low_eta
55,0.0005,7,2,0.4669,4,1.4183,0.3747,0.632,low_eta
55,0.0005,7,3,0.4669,4,1.4183,0.3747,0.632,low_eta
55,0.0005,7,4,0.4669,5,1.585,0.3747,0.6672,low_eta
55,0.0005,8,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,8,1,0.4669,2,0.4138,0.2076,-0.1711,low_eta
55,0.0005,8,2,0.4669,3,0.8167,0.242,0.0587,low_eta
55,0.0005,8,3,0.4669,3,0.8167,0.242,0.0587,low_eta
55,0.0005,8,4,0.4669,3,0.8167,0.3,0.1167,low_eta
55,0.0005,9,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,9,1,0.4669,2,0.7219,0.1439,0.0733,low_eta
55,0.0005,9,2,0.4669,3,1.371,0.2224,0.5934,low_eta
55,0.0005,9,3,0.4669,3,1.371,0.2224,0.5934,low_eta
55,0.0005,9,4,0.4669,3,1.371,0.2224,0.5934,low_eta
55,0.0005,10,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,10,1,0.4669,3,0.7345,0.2435,-0.022,low_eta
55,0.0005,10,2,0.4669,4,1.2917,0.2562,0.3869,low_eta
55,0.0005,10,3,0.4669,4,1.2917,0.2562,0.3869,low_eta
55,0.0005,10,4,0.4669,4,1.2917,0.2562,0.3869,low_eta
55,0.0005,11,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,11,1,0.4669,2,0.2975,0.1959,-0.2991,low_eta
55,0.0005,11,2,0.4669,3,0.5907,0.2443,-0.165,low_eta
55,0.0005,11,3,0.4669,3,0.5907,0.2443,-0.165,low_eta
55,0.0005,11,4,0.4669,3,0.5907,0.2443,-0.165,low_eta
55,0.0005,12,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,12,1,0.4669,2,0.5665,0.1198,-0.1062,low_eta
55,0.0005,12,2,0.4669,3,1.1033,0.1786,0.2819,low_eta
55,0.0005,12,3,0.4669,3,1.1033,0.1786,0.2819,low_eta
55,0.0005,12,4,0.4669,3,1.1033,0.1786,0.2819,low_eta
55,0.0005,13,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,13,1,0.4669,2,0.5033,0.0288,-0.2604,low_eta
55,0.0005,13,2,0.4669,3,0.8031,0.1222,-0.0747,low_eta
55,0.0005,13,3,0.4669,3,0.8031,0.1222,-0.0747,low_eta
55,0.0005,13,4,0.4669,3,0.8031,0.1222,-0.0747,low_eta
55,0.0005,14,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,14,1,0.4669,3,0.9464,0.1986,0.145,low_eta
55,0.0005,14,2,0.4669,4,1.4838,0.2457,0.5685,low_eta
55,0.0005,14,3,0.4669,4,1.4838,0.2457,0.5685,low_eta
55,0.0005,14,4,0.4669,4,1.4838,0.2457,0.5685,low_eta
55,0.0005,15,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,15,1,0.4669,3,0.4096,0.1934,-0.397,low_eta
55,0.0005,15,2,0.4669,4,0.7483,0.2368,-0.1759,low_eta
55,0.0005,15,3,0.4669,4,0.7483,0.2368,-0.1759,low_eta
55,0.0005,15,4,0.4669,4,0.7483,0.2368,-0.1759,low_eta
55,0.0005,16,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,16,1,0.4669,2,0.3912,0.1515,-0.2498,low_eta
55,0.0005,16,2,0.4669,3,0.7732,0.1531,-0.0737,low_eta
55,0.0005,16,3,0.4669,3,0.7732,0.1531,-0.0737,low_eta
55,0.0005,16,4,0.4669,3,0.7732,0.1531,-0.0737,low_eta
55,0.0005,17,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,17,1,0.4669,1,-0.0,0.1989,-0.3011,low_eta
55,0.0005,17,2,0.4669,1,-0.0,0.2856,-0.2144,low_eta
55,0.0005,17,3,0.4669,1,-0.0,0.2856,-0.2144,low_eta
55,0.0005,17,4,0.4669,1,-0.0,0.2856,-0.2144,low_eta
55,0.0005,18,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,18,1,0.4669,2,0.6194,0.2856,0.1125,low_eta
55,0.0005,18,2,0.4669,3,0.9913,0.3553,0.3466,low_eta
55,0.0005,18,3,0.4669,3,0.9913,0.3553,0.3466,low_eta
55,0.0005,18,4,0.4669,4,1.352,0.4173,0.6083,low_eta
55,0.0005,19,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,19,1,0.4669,2,0.3228,0.3289,-0.1408,low_eta
55,0.0005,19,2,0.4669,3,0.6402,0.3317,-0.0281,low_eta
55,0.0005,19,3,0.4669,3,0.6402,0.3317,-0.0281,low_eta
55,0.0005,19,4,0.4669,3,0.6402,0.4701,0.1103,low_eta
55,0.0005,20,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,20,1,0.4669,1,-0.0,0.1734,-0.3266,low_eta
55,0.0005,20,2,0.4669,1,-0.0,0.2479,-0.2521,low_eta
55,0.0005,20,3,0.4669,1,-0.0,0.2479,-0.2521,low_eta
55,0.0005,20,4,0.4669,1,-0.0,0.2479,-0.2521,low_eta
55,0.0005,21,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,21,1,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,21,2,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,21,3,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,21,4,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,22,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,22,1,0.4669,3,1.5305,0.5974,1.1279,low_eta
55,0.0005,22,2,0.4669,3,1.5305,1.0,1.5305,low_eta
55,0.0005,22,3,0.4669,3,1.5305,1.0,1.5305,low_eta
55,0.0005,22,4,0.4669,3,1.5305,1.0,1.5305,low_eta
55,0.0005,23,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,23,1,0.4669,3,1.0949,0.2987,0.3936,low_eta
55,0.0005,23,2,0.4669,4,1.6106,0.6409,1.0905,low_eta
55,0.0005,23,3,0.4669,4,1.6106,0.6409,1.0905,low_eta
55,0.0005,23,4,0.4669,5,1.7534,0.7043,1.1652,low_eta
55,0.0005,24,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,24,1,0.4669,1,-0.0,0.4001,-0.0999,low_eta
55,0.0005,24,2,0.4669,1,-0.0,0.5069,0.0069,low_eta
55,0.0005,24,3,0.4669,1,-0.0,0.5069,0.0069,low_eta
55,0.0005,24,4,0.4669,1,-0.0,0.5069,0.0069,low_eta
55,0.0005,25,0,0.4669,1,-0.0,0.0,-0.5,low_eta
55,0.0005,25,1,0.4669,2,0.65,0.298,0.1555,low_eta
55,0.0005,25,2,0.4669,3,1.2516,0.4369,0.6885,low_eta
55,0.0005,25,3,0.4669,3,1.2516,0.4369,0.6885,low_eta
55,0.0005,25,4,0.4669,3,1.2516,0.4369,0.6885,low_eta
123,0.0005,1,0,0.464,1,-0.0,,-0.5,"drift_missing,low_eta"
123,0.0005,1,1,0.464,2,0.4187,,-0.3738,"drift_missing,low_eta"
123,0.0005,1,2,0.464,3,0.7356,,-0.2644,"drift_missing,low_eta"
123,0.0005,1,3,0.464,3,0.7356,,-0.2644,"drift_missing,low_eta"
123,0.0005,1,4,0.464,3,0.7356,,-0.2644,"drift_missing,low_eta"
123,0.0005,2,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,2,1,0.464,2,0.6064,0.3428,0.1567,low_eta
123,0.0005,2,2,0.464,3,1.1439,0.3635,0.5074,low_eta
123,0.0005,2,3,0.464,3,1.1439,0.3635,0.5074,low_eta
123,0.0005,2,4,0.464,3,1.1439,0.3635,0.5074,low_eta
123,0.0005,3,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,3,1,0.464,2,0.5436,0.3701,0.1212,low_eta
123,0.0005,3,2,0.464,3,0.9406,0.3777,0.3183,low_eta
123,0.0005,3,3,0.464,3,0.9406,0.3777,0.3183,low_eta
123,0.0005,3,4,0.464,3,0.9406,0.3777,0.3183,low_eta
123,0.0005,4,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,4,1,0.464,3,1.087,0.2414,0.3284,low_eta
123,0.0005,4,2,0.464,4,1.7798,0.3443,0.9631,low_eta
123,0.0005,4,3,0.464,4,1.7798,0.3443,0.9631,low_eta
123,0.0005,4,4,0.464,4,1.7798,0.3443,0.9631,low_eta
123,0.0005,5,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,5,1,0.464,1,-0.0,0.3821,-0.1179,low_eta
123,0.0005,5,2,0.464,1,-0.0,0.5766,0.0766,low_eta
123,0.0005,5,3,0.464,1,-0.0,0.5766,0.0766,low_eta
123,0.0005,5,4,0.464,1,-0.0,0.5766,0.0766,low_eta
123,0.0005,6,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,6,1,0.464,2,0.6666,0.3049,0.179,low_eta
123,0.0005,6,2,0.464,3,1.2799,0.4478,0.7277,low_eta
123,0.0005,6,3,0.464,3,1.2799,0.4478,0.7277,low_eta
123,0.0005,6,4,0.464,3,1.2799,0.4478,0.7277,low_eta
123,0.0005,7,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,7,1,0.464,2,0.3373,0.1492,-0.306,low_eta
123,0.0005,7,2,0.464,3,0.6686,0.2262,-0.1052,low_eta
123,0.0005,7,3,0.464,3,0.6686,0.2262,-0.1052,low_eta
123,0.0005,7,4,0.464,3,0.6686,0.2262,-0.1052,low_eta
123,0.0005,8,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,8,1,0.464,2,0.5665,0.3145,0.0885,low_eta
123,0.0005,8,2,0.464,3,1.1033,0.3345,0.4378,low_eta
123,0.0005,8,3,0.464,3,1.1033,0.3345,0.4378,low_eta
123,0.0005,8,4,0.464,3,1.1033,0.3345,0.4378,low_eta
123,0.0005,9,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,9,1,0.464,1,-0.0,0.2648,-0.2352,low_eta
123,0.0005,9,2,0.464,1,-0.0,0.385,-0.115,low_eta
123,0.0005,9,3,0.464,1,-0.0,0.385,-0.115,low_eta
123,0.0005,9,4,0.464,1,-0.0,0.385,-0.115,low_eta
123,0.0005,10,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,10,1,0.464,3,1.1589,0.4369,0.5958,low_eta
123,0.0005,10,2,0.464,4,1.7465,0.5816,1.1671,low_eta
123,0.0005,10,3,0.464,4,1.7465,0.5816,1.1671,low_eta
123,0.0005,10,4,0.464,4,1.7465,0.5816,1.1671,low_eta
123,0.0005,11,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,11,1,0.464,2,0.7793,0.413,0.3998,low_eta
123,0.0005,11,2,0.464,3,1.1401,0.452,0.5921,low_eta
123,0.0005,11,3,0.464,3,1.1401,0.452,0.5921,low_eta
123,0.0005,11,4,0.464,4,1.4885,0.5935,0.921,low_eta
123,0.0005,12,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,12,1,0.464,1,-0.0,0.3553,-0.1447,low_eta
123,0.0005,12,2,0.464,1,-0.0,0.4173,-0.0827,low_eta
123,0.0005,12,3,0.464,1,-0.0,0.4173,-0.0827,low_eta
123,0.0005,12,4,0.464,1,-0.0,0.475,-0.025,low_eta
123,0.0005,13,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,13,1,0.464,2,0.4855,0.234,-0.073,low_eta
123,0.0005,13,2,0.464,3,0.953,0.338,0.291,low_eta
123,0.0005,13,3,0.464,3,0.953,0.338,0.291,low_eta
123,0.0005,13,4,0.464,3,0.953,0.338,0.291,low_eta
123,0.0005,14,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,14,1,0.464,1,-0.0,0.234,-0.266,low_eta
123,0.0005,14,2,0.464,1,-0.0,0.338,-0.162,low_eta
123,0.0005,14,3,0.464,1,-0.0,0.338,-0.162,low_eta
123,0.0005,14,4,0.464,1,-0.0,0.338,-0.162,low_eta
123,0.0005,15,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,15,1,0.464,2,0.4395,0.2168,-0.1362,low_eta
123,0.0005,15,2,0.464,3,0.8659,0.3122,0.1781,low_eta
123,0.0005,15,3,0.464,3,0.8659,0.3122,0.1781,low_eta
123,0.0005,15,4,0.464,3,0.8659,0.3122,0.1781,low_eta
123,0.0005,16,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,16,1,0.464,2,0.3712,0.0303,-0.391,low_eta
123,0.0005,16,2,0.464,2,0.3712,0.2209,-0.2004,low_eta
123,0.0005,16,3,0.464,2,0.3712,0.2209,-0.2004,low_eta
123,0.0005,16,4,0.464,3,0.7345,0.287,0.0215,low_eta
123,0.0005,17,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,17,1,0.464,2,0.4395,0.285,-0.068,low_eta
123,0.0005,17,2,0.464,3,0.8659,0.3594,0.2253,low_eta
123,0.0005,17,3,0.464,3,0.8659,0.3594,0.2253,low_eta
123,0.0005,17,4,0.464,3,0.8659,0.4033,0.2692,low_eta
123,0.0005,18,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,18,1,0.464,2,0.2423,0.2568,-0.2934,low_eta
123,0.0005,18,2,0.464,3,0.4822,0.2738,-0.244,low_eta
123,0.0005,18,3,0.464,3,0.4822,0.2738,-0.244,low_eta
123,0.0005,18,4,0.464,3,0.4822,0.2738,-0.244,low_eta
123,0.0005,19,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,19,1,0.464,2,0.2864,0.0205,-0.4856,low_eta
123,0.0005,19,2,0.464,2,0.2864,0.1434,-0.3627,low_eta
123,0.0005,19,3,0.464,2,0.2864,0.1434,-0.3627,low_eta
123,0.0005,19,4,0.464,2,0.2864,0.1434,-0.3627,low_eta
123,0.0005,20,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,20,1,0.464,2,0.3373,0.0231,-0.4321,low_eta
123,0.0005,20,2,0.464,3,0.6686,0.1813,-0.1501,low_eta
123,0.0005,20,3,0.464,3,0.6686,0.1813,-0.1501,low_eta
123,0.0005,20,4,0.464,3,0.6686,0.1813,-0.1501,low_eta
123,0.0005,21,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,21,1,0.464,3,1.3222,0.4101,0.7323,low_eta
123,0.0005,21,2,0.464,4,1.8231,0.6275,1.2896,low_eta
123,0.0005,21,3,0.464,4,1.8231,0.6275,1.2896,low_eta
123,0.0005,21,4,0.464,5,2.1181,0.6368,1.4624,low_eta
123,0.0005,22,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,22,1,0.464,1,-0.0,0.5256,0.0256,low_eta
123,0.0005,22,2,0.464,1,-0.0,0.7962,0.2962,low_eta
123,0.0005,22,3,0.464,1,-0.0,0.7962,0.2962,low_eta
123,0.0005,22,4,0.464,1,-0.0,0.7962,0.2962,low_eta
123,0.0005,23,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,23,1,0.464,3,1.023,0.3615,0.3845,low_eta
123,0.0005,23,2,0.464,4,1.6412,0.5069,0.9871,low_eta
123,0.0005,23,3,0.464,4,1.6412,0.5069,0.9871,low_eta
123,0.0005,23,4,0.464,4,1.6412,0.5069,0.9871,low_eta
123,0.0005,24,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,24,1,0.464,2,0.3095,0.2627,-0.2203,low_eta
123,0.0005,24,2,0.464,3,0.6144,0.3395,-0.0461,low_eta
123,0.0005,24,3,0.464,3,0.6144,0.3395,-0.0461,low_eta
123,0.0005,24,4,0.464,3,0.6144,0.3395,-0.0461,low_eta
123,0.0005,25,0,0.464,1,-0.0,0.0,-0.5,low_eta
123,0.0005,25,1,0.464,2,0.5033,0.0861,-0.2031,low_eta
123,0.0005,25,2,0.464,2,0.5033,0.186,-0.1032,low_eta
123,0.0005,25,3,0.464,2,0.5033,0.186,-0.1032,low_eta
123,0.0005,25,4,0.464,2,0.5033,0.186,-0.1032,low_eta
314,0.0005,1,0,0.4748,1,-0.0,,-0.5,"drift_missing,low_eta"
314,0.0005,1,1,0.4748,3,0.744,,-0.256,"drift_missing,low_eta"
314,0.0005,1,2,0.4748,4,1.1804,,0.0194,"drift_missing,low_eta"
314,0.0005,1,3,0.4748,4,1.1804,,0.0194,"drift_missing,low_eta"
314,0.0005,1,4,0.4748,4,1.1804,,0.0194,"drift_missing,low_eta"
314,0.0005,2,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,2,1,0.4748,2,0.422,0.2008,-0.1697,low_eta
314,0.0005,2,2,0.4748,3,0.7304,0.2135,-0.0561,low_eta
314,0.0005,2,3,0.4748,3,0.7304,0.2135,-0.0561,low_eta
314,0.0005,2,4,0.4748,3,0.7304,0.2135,-0.0561,low_eta
314,0.0005,3,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,3,1,0.4748,2,0.5033,0.0363,-0.2529,low_eta
314,0.0005,3,2,0.4748,3,0.8031,0.0363,-0.1606,low_eta
314,0.0005,3,3,0.4748,3,0.8031,0.0363,-0.1606,low_eta
314,0.0005,3,4,0.4748,4,1.0975,0.2945,0.231,low_eta
314,0.0005,4,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,4,1,0.4748,2,0.3095,0.0861,-0.3969,low_eta
314,0.0005,4,2,0.4748,2,0.3095,0.1926,-0.2904,low_eta
314,0.0005,4,3,0.4748,2,0.3095,0.1926,-0.2904,low_eta
314,0.0005,4,4,0.4748,2,0.3095,0.2611,-0.2219,low_eta
314,0.0005,5,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,5,1,0.4748,3,0.6999,0.1647,-0.1354,low_eta
314,0.0005,5,2,0.4748,4,1.2433,0.3228,0.4051,low_eta
314,0.0005,5,3,0.4748,4,1.2433,0.3228,0.4051,low_eta
314,0.0005,5,4,0.4748,4,1.2433,0.3228,0.4051,low_eta
314,0.0005,6,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,6,1,0.4748,1,-0.0,0.2679,-0.2321,low_eta
314,0.0005,6,2,0.4748,1,-0.0,0.3898,-0.1102,low_eta
314,0.0005,6,3,0.4748,1,-0.0,0.3898,-0.1102,low_eta
314,0.0005,6,4,0.4748,1,-0.0,0.3898,-0.1102,low_eta
314,0.0005,7,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,7,1,0.4748,2,0.6962,0.3174,0.2211,low_eta
314,0.0005,7,2,0.4748,3,1.1995,0.421,0.6205,low_eta
314,0.0005,7,3,0.4748,3,1.1995,0.421,0.6205,low_eta
314,0.0005,7,4,0.4748,4,1.3245,0.421,0.5845,low_eta
314,0.0005,8,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,8,1,0.4748,1,-0.0,0.3174,-0.1826,low_eta
314,0.0005,8,2,0.4748,1,-0.0,0.421,-0.079,low_eta
314,0.0005,8,3,0.4748,1,-0.0,0.421,-0.079,low_eta
314,0.0005,8,4,0.4748,1,-0.0,0.421,-0.079,low_eta
314,0.0005,9,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,9,1,0.4748,2,0.3228,0.1734,-0.2963,low_eta
314,0.0005,9,2,0.4748,3,0.6402,0.2479,-0.1119,low_eta
314,0.0005,9,3,0.4748,3,0.6402,0.2479,-0.1119,low_eta
314,0.0005,9,4,0.4748,3,0.6402,0.2479,-0.1119,low_eta
314,0.0005,10,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,10,1,0.4748,1,-0.0,0.1734,-0.3266,low_eta
314,0.0005,10,2,0.4748,1,-0.0,0.2479,-0.2521,low_eta
314,0.0005,10,3,0.4748,1,-0.0,0.2479,-0.2521,low_eta
314,0.0005,10,4,0.4748,2,0.2864,0.2911,-0.215,low_eta
314,0.0005,11,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,11,1,0.4748,3,1.241,0.468,0.709,low_eta
314,0.0005,11,2,0.4748,4,1.8149,0.6172,1.2711,low_eta
314,0.0005,11,3,0.4748,4,1.8149,0.6172,1.2711,low_eta
314,0.0005,11,4,0.4748,4,1.8149,0.6275,1.2814,low_eta
314,0.0005,12,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,12,1,0.4748,2,0.5226,0.2918,0.0219,low_eta
314,0.0005,12,2,0.4748,2,0.5226,0.4847,0.2148,low_eta
314,0.0005,12,3,0.4748,2,0.5226,0.4847,0.2148,low_eta
314,0.0005,12,4,0.4748,2,0.5226,0.4847,0.2148,low_eta
314,0.0005,13,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,13,1,0.4748,3,0.7476,0.1604,-0.092,low_eta
314,0.0005,13,2,0.4748,4,1.319,0.3288,0.4868,low_eta
314,0.0005,13,3,0.4748,4,1.319,0.3288,0.4868,low_eta
314,0.0005,13,4,0.4748,5,1.4568,0.3288,0.4931,low_eta
314,0.0005,14,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,14,1,0.4748,3,1.1488,0.1543,0.3031,low_eta
314,0.0005,14,2,0.4748,4,1.6645,0.1559,0.6594,low_eta
314,0.0005,14,3,0.4748,4,1.6645,0.1559,0.6594,low_eta
314,0.0005,14,4,0.4748,4,1.6645,0.228,0.7315,low_eta
314,0.0005,15,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,15,1,0.4748,1,-0.0,0.4001,-0.0999,low_eta
314,0.0005,15,2,0.4748,1,-0.0,0.5069,0.0069,low_eta
314,0.0005,15,3,0.4748,1,-0.0,0.5069,0.0069,low_eta
314,0.0005,15,4,0.4748,1,-0.0,0.5069,0.0069,low_eta
314,0.0005,16,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,16,1,0.4748,2,0.874,0.4067,0.4882,low_eta
314,0.0005,16,2,0.4748,3,1.5657,0.6207,1.1864,low_eta
314,0.0005,16,3,0.4748,3,1.5657,0.6207,1.1864,low_eta
314,0.0005,16,4,0.4748,3,1.5657,0.6207,1.1864,low_eta
314,0.0005,17,0,0.4748,1,-0.0,0.0,-0.5,low_eta
314,0.0005,17,1,0.4748,2,0.7642,0.0699,0.0416,low_eta
314,0.0005,17,2,0.4748,3,1.3472,0.1749,0.5221,low_eta
314,0.0005,17,3,0.4748,3,1.3472,0.1749,0.5221,low_eta
314,0.0005,17,4,0.4748,3,1.3472,0.1749,0.5221,low_eta
314,0.0005,18,0,0.4748,1,-0.0,0.0,-0.5,low_eta
