seed,rate,window,k,eta,type_count,H_k,drift_k,J_k,flags
1337,0.001,17,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,17,1,0.474,1,-0.0,0.2648,-0.2352,low_eta
1337,0.001,17,2,0.474,1,-0.0,0.385,-0.115,low_eta
1337,0.001,17,3,0.474,1,-0.0,0.385,-0.115,low_eta
1337,0.001,17,4,0.474,1,-0.0,0.385,-0.115,low_eta
1337,0.001,18,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,18,1,0.474,2,0.5917,0.2746,0.0738,low_eta
1337,0.001,18,2,0.474,3,1.1488,0.4001,0.5489,low_eta
1337,0.001,18,3,0.474,3,1.1488,0.4001,0.5489,low_eta
1337,0.001,18,4,0.474,3,1.1488,0.4001,0.5489,low_eta
1337,0.001,19,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,19,1,0.474,1,-0.0,0.2746,-0.2254,low_eta
1337,0.001,19,2,0.474,1,-0.0,0.4001,-0.0999,low_eta
1337,0.001,19,3,0.474,1,-0.0,0.4001,-0.0999,low_eta
1337,0.001,19,4,0.474,2,0.7219,0.4946,0.424,low_eta
1337,0.001,20,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,20,1,0.474,2,0.3912,0.1989,-0.2024,low_eta
1337,0.001,20,2,0.474,2,0.3912,0.1989,-0.2024,low_eta
1337,0.001,20,3,0.474,2,0.3912,0.1989,-0.2024,low_eta
1337,0.001,20,4,0.474,2,0.3912,0.3763,-0.025,low_eta
1337,0.001,21,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,21,1,0.474,1,-0.0,0.1989,-0.3011,low_eta
1337,0.001,21,2,0.474,1,-0.0,0.1989,-0.3011,low_eta
1337,0.001,21,3,0.474,1,-0.0,0.1989,-0.3011,low_eta
1337,0.001,21,4,0.474,2,0.4395,0.2897,-0.0633,low_eta
1337,0.001,22,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,22,1,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,22,2,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,22,3,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,22,4,0.474,2,0.6194,0.082,-0.0911,low_eta
1337,0.001,23,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,23,1,0.474,2,0.7219,0.3287,0.2581,low_eta
1337,0.001,23,2,0.474,3,1.371,0.4863,0.8573,low_eta
1337,0.001,23,3,0.474,3,1.371,0.4863,0.8573,low_eta
1337,0.001,23,4,0.474,3,1.371,0.5405,0.9115,low_eta
1337,0.001,24,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,24,1,0.474,1,-0.0,0.3287,-0.1713,low_eta
1337,0.001,24,2,0.474,1,-0.0,0.4863,-0.0137,low_eta
1337,0.001,24,3,0.474,1,-0.0,0.4863,-0.0137,low_eta
1337,0.001,24,4,0.474,1,-0.0,0.4863,-0.0137,low_eta
1337,0.001,25,0,0.474,1,-0.0,0.0,-0.5,low_eta
1337,0.001,25,1,0.474,3,1.1221,0.3939,0.516,low_eta
1337,0.001,25,2,0.474,4,1.8163,0.5974,1.2527,low_eta
1337,0.001,25,3,0.474,4,1.8163,0.5974,1.2527,low_eta
1337,0.001,25,4,0.474,5,2.0169,0.5974,1.3218,low_eta
2024,0.001,1,0,0.4743,1,-0.0,,-0.5,"drift_missing,low_eta"
2024,0.001,1,1,0.4743,3,0.1969,,-0.8031,"drift_missing,low_eta"
2024,0.001,1,2,0.4743,4,0.3691,,-0.7919,"drift_missing,low_eta"
2024,0.001,1,3,0.4743,4,0.3691,,-0.7919,"drift_missing,low_eta"
2024,0.001,1,4,0.4743,5,0.3929,,-0.8996,"drift_missing,low_eta"
2024,0.001,2,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,2,1,0.4743,3,0.6283,0.1661,-0.2056,low_eta
2024,0.001,2,2,0.4743,4,1.0736,0.2196,0.1322,low_eta
2024,0.001,2,3,0.4743,4,1.0736,0.2196,0.1322,low_eta
2024,0.001,2,4,0.4743,4,1.0736,0.2428,0.1554,low_eta
2024,0.001,3,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,3,1,0.4743,2,0.3228,0.2354,-0.2343,low_eta
2024,0.001,3,2,0.4743,3,0.6402,0.2462,-0.1136,low_eta
2024,0.001,3,3,0.4743,3,0.6402,0.2462,-0.1136,low_eta
2024,0.001,3,4,0.4743,3,0.6402,0.3684,0.0086,low_eta
2024,0.001,4,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,4,1,0.4743,2,0.3373,0.0065,-0.4487,low_eta
2024,0.001,4,2,0.4743,2,0.3373,0.1734,-0.2818,low_eta
2024,0.001,4,3,0.4743,2,0.3373,0.1734,-0.2818,low_eta
2024,0.001,4,4,0.4743,3,0.8684,0.3049,0.1733,low_eta
2024,0.001,5,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,5,1,0.4743,1,-0.0,0.1788,-0.3212,low_eta
2024,0.001,5,2,0.4743,1,-0.0,0.1788,-0.3212,low_eta
2024,0.001,5,3,0.4743,1,-0.0,0.1788,-0.3212,low_eta
2024,0.001,5,4,0.4743,2,0.2864,0.217,-0.2891,low_eta
2024,0.001,6,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,6,1,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,6,2,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,6,3,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,6,4,0.4743,1,-0.0,0.1596,-0.3404,low_eta
2024,0.001,7,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,7,1,0.4743,2,0.9799,0.4983,0.6857,low_eta
2024,0.001,7,2,0.4743,3,1.5546,0.7408,1.2954,low_eta
2024,0.001,7,3,0.4743,3,1.5546,0.7408,1.2954,low_eta
2024,0.001,7,4,0.4743,3,1.5546,0.7408,1.2954,low_eta
2024,0.001,8,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,8,1,0.4743,1,-0.0,0.4983,-0.0017,low_eta
2024,0.001,8,2,0.4743,1,-0.0,0.7408,0.2408,low_eta
2024,0.001,8,3,0.4743,1,-0.0,0.7408,0.2408,low_eta
2024,0.001,8,4,0.4743,2,0.5917,0.7572,0.5564,low_eta
2024,0.001,9,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,9,1,0.4743,3,0.9913,0.3553,0.3466,low_eta
2024,0.001,9,2,0.4743,4,1.6692,0.5306,1.0388,low_eta
2024,0.001,9,3,0.4743,4,1.6692,0.5306,1.0388,low_eta
2024,0.001,9,4,0.4743,5,1.8811,0.5733,1.1619,low_eta
2024,0.001,10,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,10,1,0.4743,1,-0.0,0.3553,-0.1447,low_eta
2024,0.001,10,2,0.4743,1,-0.0,0.5306,0.0306,low_eta
2024,0.001,10,3,0.4743,1,-0.0,0.5306,0.0306,low_eta
2024,0.001,10,4,0.4743,1,-0.0,0.5306,0.0306,low_eta
2024,0.001,11,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,11,1,0.4743,2,0.5436,0.2559,0.007,low_eta
2024,0.001,11,2,0.4743,3,1.0613,0.3714,0.4327,low_eta
2024,0.001,11,3,0.4743,3,1.0613,0.3714,0.4327,low_eta
2024,0.001,11,4,0.4743,3,1.0613,0.3714,0.4327,low_eta
2024,0.001,12,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,12,1,0.4743,3,0.9665,0.2637,0.2302,low_eta
2024,0.001,12,2,0.4743,4,1.5645,0.2755,0.679,low_eta
2024,0.001,12,3,0.4743,4,1.5645,0.2755,0.679,low_eta
2024,0.001,12,4,0.4743,4,1.5645,0.4717,0.8752,low_eta
2024,0.001,13,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,13,1,0.4743,2,0.3373,0.2394,-0.2158,low_eta
2024,0.001,13,2,0.4743,3,0.6686,0.2989,-0.0325,low_eta
2024,0.001,13,3,0.4743,3,0.6686,0.2989,-0.0325,low_eta
2024,0.001,13,4,0.4743,3,0.6686,0.4334,0.102,low_eta
2024,0.001,14,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,14,1,0.4743,1,-0.0,0.1788,-0.3212,low_eta
2024,0.001,14,2,0.4743,1,-0.0,0.2559,-0.2441,low_eta
2024,0.001,14,3,0.4743,1,-0.0,0.2559,-0.2441,low_eta
2024,0.001,14,4,0.4743,1,-0.0,0.2559,-0.2441,low_eta
2024,0.001,15,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,15,1,0.4743,3,0.8343,0.3073,0.1416,low_eta
2024,0.001,15,2,0.4743,4,1.4517,0.4516,0.7423,low_eta
2024,0.001,15,3,0.4743,4,1.4517,0.4516,0.7423,low_eta
2024,0.001,15,4,0.4743,5,1.6137,0.4516,0.7728,low_eta
2024,0.001,16,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,16,1,0.4743,3,0.8842,0.1585,0.0427,low_eta
2024,0.001,16,2,0.4743,4,1.5332,0.1617,0.5339,low_eta
2024,0.001,16,3,0.4743,4,1.5332,0.1617,0.5339,low_eta
2024,0.001,16,4,0.4743,4,1.5332,0.2507,0.6229,low_eta
2024,0.001,17,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,17,1,0.4743,2,0.8113,0.1863,0.2051,low_eta
2024,0.001,17,2,0.4743,3,1.2988,0.2015,0.5003,low_eta
2024,0.001,17,3,0.4743,3,1.2988,0.2015,0.5003,low_eta
2024,0.001,17,4,0.4743,3,1.2988,0.2015,0.5003,low_eta
2024,0.001,18,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,18,1,0.4743,1,-0.0,0.3714,-0.1286,low_eta
2024,0.001,18,2,0.4743,1,-0.0,0.468,-0.032,low_eta
2024,0.001,18,3,0.4743,1,-0.0,0.468,-0.032,low_eta
2024,0.001,18,4,0.4743,1,-0.0,0.468,-0.032,low_eta
2024,0.001,19,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,19,1,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,19,2,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,19,3,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,19,4,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,20,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,20,1,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,20,2,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,20,3,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,20,4,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,21,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,21,1,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,21,2,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,21,3,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,21,4,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,22,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,22,1,0.4743,2,0.4395,0.2168,-0.1362,low_eta
2024,0.001,22,2,0.4743,3,0.8659,0.3122,0.1781,low_eta
2024,0.001,22,3,0.4743,3,0.8659,0.3122,0.1781,low_eta
2024,0.001,22,4,0.4743,3,0.8659,0.3122,0.1781,low_eta
2024,0.001,23,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,23,1,0.4743,2,0.7642,0.1555,0.1272,low_eta
2024,0.001,23,2,0.4743,2,0.7642,0.2575,0.2292,low_eta
2024,0.001,23,3,0.4743,2,0.7642,0.2575,0.2292,low_eta
2024,0.001,23,4,0.4743,3,1.2244,0.3565,0.5809,low_eta
2024,0.001,24,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,24,1,0.4743,3,0.7345,0.2577,-0.0078,low_eta
2024,0.001,24,2,0.4743,4,1.0892,0.3174,0.2456,low_eta
2024,0.001,24,3,0.4743,4,1.0892,0.3174,0.2456,low_eta
2024,0.001,24,4,0.4743,5,1.4345,0.3232,0.4652,low_eta
2024,0.001,25,0,0.4743,1,-0.0,0.0,-0.5,low_eta
2024,0.001,25,1,0.4743,2,0.9183,0.3326,0.4584,low_eta
2024,0.001,25,2,0.4743,3,1.585,0.486,1.071,low_eta
2024,0.001,25,3,0.4743,3,1.585,0.486,1.071,low_eta
2024,0.001,25,4,0.4743,4,1.8911,0.5506,1.2807,low_eta
7,0.002,1,0,0.5029,1,-0.0,,-0.5,"drift_missing,low_eta"
7,0.002,1,1,0.5029,2,0.0736,,-0.7189,"drift_missing,low_eta"
7,0.002,1,2,0.5029,3,0.1471,,-0.8529,"drift_missing,low_eta"
7,0.002,1,3,0.5029,3,0.1471,,-0.8529,"drift_missing,low_eta"
7,0.002,1,4,0.5029,4,0.2759,,-0.8851,"drift_missing,low_eta"
7,0.002,2,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,2,1,0.5029,1,-0.0,0.0669,-0.4331,low_eta
7,0.002,2,2,0.5029,1,-0.0,0.0948,-0.4052,low_eta
7,0.002,2,3,0.5029,1,-0.0,0.0948,-0.4052,low_eta
7,0.002,2,4,0.5029,2,0.3675,0.1457,-0.2793,low_eta
7,0.002,3,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,3,1,0.5029,2,0.5436,0.2559,0.007,low_eta
7,0.002,3,2,0.5029,3,0.9406,0.336,0.2766,low_eta
7,0.002,3,3,0.5029,3,0.9406,0.336,0.2766,low_eta
7,0.002,3,4,0.5029,4,1.1761,0.3373,0.3524,low_eta
7,0.002,4,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,4,1,0.5029,1,-0.0,0.2559,-0.2441,low_eta
7,0.002,4,2,0.5029,1,-0.0,0.336,-0.164,low_eta
7,0.002,4,3,0.5029,1,-0.0,0.336,-0.164,low_eta
7,0.002,4,4,0.5029,1,-0.0,0.3714,-0.1286,low_eta
7,0.002,5,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,5,1,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,5,2,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,5,3,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,5,4,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,6,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,6,1,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,6,2,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,6,3,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,6,4,0.5029,2,0.4395,0.2168,-0.1362,low_eta
7,0.002,7,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,7,1,0.5029,3,1.1033,0.385,0.4883,low_eta
7,0.002,7,2,0.5029,4,1.7232,0.5342,1.0964,low_eta
7,0.002,7,3,0.5029,4,1.7232,0.5342,1.0964,low_eta
7,0.002,7,4,0.5029,5,2.0131,0.5357,1.2563,low_eta
7,0.002,8,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,8,1,0.5029,2,0.3712,0.286,-0.1353,low_eta
7,0.002,8,2,0.5029,3,0.7345,0.3519,0.0864,low_eta
7,0.002,8,3,0.5029,3,0.7345,0.3519,0.0864,low_eta
7,0.002,8,4,0.5029,4,1.0892,0.3551,0.2833,low_eta
7,0.002,9,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,9,1,0.5029,2,0.65,0.1265,-0.016,low_eta
7,0.002,9,2,0.5029,3,1.2516,0.192,0.4436,low_eta
7,0.002,9,3,0.5029,3,1.2516,0.192,0.4436,low_eta
7,0.002,9,4,0.5029,4,1.4183,0.3088,0.5661,low_eta
7,0.002,10,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,10,1,0.5029,2,0.3373,0.1412,-0.314,low_eta
7,0.002,10,2,0.5029,3,0.6686,0.2136,-0.1178,low_eta
7,0.002,10,3,0.5029,3,0.6686,0.2136,-0.1178,low_eta
7,0.002,10,4,0.5029,3,0.6686,0.2658,-0.0656,low_eta
7,0.002,11,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,11,1,0.5029,3,1.105,0.3824,0.4874,low_eta
7,0.002,11,2,0.5029,4,1.6383,0.423,0.9003,low_eta
7,0.002,11,3,0.5029,4,1.6383,0.423,0.9003,low_eta
7,0.002,11,4,0.5029,4,1.6383,0.423,0.9003,low_eta
7,0.002,12,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,12,1,0.5029,3,1.0409,0.2427,0.2836,low_eta
7,0.002,12,2,0.5029,4,1.5284,0.2495,0.6169,low_eta
7,0.002,12,3,0.5029,4,1.5284,0.2495,0.6169,low_eta
7,0.002,12,4,0.5029,4,1.5284,0.4498,0.8172,low_eta
7,0.002,13,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,13,1,0.5029,3,1.3222,0.2971,0.6193,low_eta
7,0.002,13,2,0.5029,4,1.6767,0.5566,1.0723,low_eta
7,0.002,13,3,0.5029,4,1.6767,0.5566,1.0723,low_eta
7,0.002,13,4,0.5029,5,2.0049,0.5721,1.2845,low_eta
7,0.002,14,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,14,1,0.5029,3,1.0057,0.1971,0.2028,low_eta
7,0.002,14,2,0.5029,4,1.6902,0.4113,0.9405,low_eta
7,0.002,14,3,0.5029,4,1.6902,0.4113,0.9405,low_eta
7,0.002,14,4,0.5029,5,1.8331,0.4129,0.9535,low_eta
7,0.002,15,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,15,1,0.5029,3,0.9056,0.1593,0.0649,low_eta
7,0.002,15,2,0.5029,4,1.4256,0.2079,0.4725,low_eta
7,0.002,15,3,0.5029,4,1.4256,0.2079,0.4725,low_eta
7,0.002,15,4,0.5029,4,1.4256,0.2342,0.4988,low_eta
7,0.002,16,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,16,1,0.5029,1,-0.0,0.3287,-0.1713,low_eta
7,0.002,16,2,0.5029,1,-0.0,0.4369,-0.0631,low_eta
7,0.002,16,3,0.5029,1,-0.0,0.4369,-0.0631,low_eta
7,0.002,16,4,0.5029,1,-0.0,0.4369,-0.0631,low_eta
7,0.002,17,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,17,1,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,17,2,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,17,3,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,17,4,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,18,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,18,1,0.5029,3,1.2244,0.4369,0.6613,low_eta
7,0.002,18,2,0.5029,4,1.7652,0.5579,1.1621,low_eta
7,0.002,18,3,0.5029,4,1.7652,0.5579,1.1621,low_eta
7,0.002,18,4,0.5029,4,1.7652,0.5579,1.1621,low_eta
7,0.002,19,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,19,1,0.5029,3,0.7229,0.192,-0.0851,low_eta
7,0.002,19,2,0.5029,4,0.9882,0.2831,0.1103,low_eta
7,0.002,19,3,0.5029,4,0.9882,0.2831,0.1103,low_eta
7,0.002,19,4,0.5029,5,1.6254,0.485,0.8179,low_eta
7,0.002,20,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,20,1,0.5029,1,-0.0,0.2746,-0.2254,low_eta
7,0.002,20,2,0.5029,1,-0.0,0.3201,-0.1799,low_eta
7,0.002,20,3,0.5029,1,-0.0,0.3201,-0.1799,low_eta
7,0.002,20,4,0.5029,1,-0.0,0.4723,-0.0277,low_eta
7,0.002,21,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,21,1,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,21,2,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,21,3,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,21,4,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,22,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,22,1,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,22,2,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,22,3,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,22,4,0.5029,2,0.7219,0.3287,0.2581,low_eta
7,0.002,23,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,23,1,0.5029,2,0.7219,0.3287,0.2581,low_eta
7,0.002,23,2,0.5029,3,1.371,0.4863,0.8573,low_eta
7,0.002,23,3,0.5029,3,1.371,0.4863,0.8573,low_eta
7,0.002,23,4,0.5029,3,1.371,0.5571,0.9281,low_eta
7,0.002,24,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,24,1,0.5029,1,-0.0,0.3287,-0.1713,low_eta
7,0.002,24,2,0.5029,1,-0.0,0.4863,-0.0137,low_eta
7,0.002,24,3,0.5029,1,-0.0,0.4863,-0.0137,low_eta
7,0.002,24,4,0.5029,1,-0.0,0.4863,-0.0137,low_eta
7,0.002,25,0,0.5029,1,-0.0,0.0,-0.5,low_eta
7,0.002,25,1,0.5029,2,0.4395,0.2168,-0.1362,low_eta
7,0.002,25,2,0.5029,3,0.8659,0.3122,0.1781,low_eta
7,0.002,25,3,0.5029,3,0.8659,0.3122,0.1781,low_eta
7,0.002,25,4,0.5029,3,0.8659,0.3122,0.1781,low_eta
42,0.002,1,0,0.4738,1,-0.0,,-0.5,"drift_missing,low_eta"
42,0.002,1,1,0.4738,1,-0.0,,-0.5,"drift_missing,low_eta"
42,0.002,1,2,0.4738,1,-0.0,,-0.5,"drift_missing,low_eta"
42,0.002,1,3,0.4738,1,-0.0,,-0.5,"drift_missing,low_eta"
42,0.002,1,4,0.4738,2,0.3598,,-0.4327,"drift_missing,low_eta"
42,0.002,2,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,2,1,0.4738,3,0.5775,0.2305,-0.192,low_eta
42,0.002,2,2,0.4738,4,0.8831,0.2907,0.0128,low_eta
42,0.002,2,3,0.4738,4,0.8831,0.2907,0.0128,low_eta
42,0.002,2,4,0.4738,5,0.9241,0.3397,-0.0287,low_eta
42,0.002,3,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,3,1,0.4738,3,0.7607,0.0782,-0.1611,low_eta
42,0.002,3,2,0.4738,4,1.3351,0.1631,0.3372,low_eta
42,0.002,3,3,0.4738,4,1.3351,0.1631,0.3372,low_eta
42,0.002,3,4,0.4738,4,1.3351,0.2914,0.4655,low_eta
42,0.002,4,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,4,1,0.4738,2,0.8113,0.3039,0.3227,low_eta
42,0.002,4,2,0.4738,2,0.8113,0.4082,0.427,low_eta
42,0.002,4,3,0.4738,2,0.8113,0.4082,0.427,low_eta
42,0.002,4,4,0.4738,3,1.5,0.5502,1.0502,low_eta
42,0.002,5,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,5,1,0.4738,2,0.4395,0.1826,-0.1704,low_eta
42,0.002,5,2,0.4738,3,0.8659,0.2727,0.1386,low_eta
42,0.002,5,3,0.4738,3,0.8659,0.2727,0.1386,low_eta
42,0.002,5,4,0.4738,3,0.8659,0.4757,0.3416,low_eta
42,0.002,6,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,6,1,0.4738,3,0.7476,0.1608,-0.0916,low_eta
42,0.002,6,2,0.4738,4,1.0219,0.172,0.0329,low_eta
42,0.002,6,3,0.4738,4,1.0219,0.172,0.0329,low_eta
42,0.002,6,4,0.4738,4,1.0219,0.172,0.0329,low_eta
42,0.002,7,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,7,1,0.4738,1,-0.0,0.2818,-0.2182,low_eta
42,0.002,7,2,0.4738,1,-0.0,0.3287,-0.1713,low_eta
42,0.002,7,3,0.4738,1,-0.0,0.3287,-0.1713,low_eta
42,0.002,7,4,0.4738,1,-0.0,0.3287,-0.1713,low_eta
42,0.002,8,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,8,1,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,8,2,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,8,3,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,8,4,0.4738,2,0.8113,0.3714,0.3902,low_eta
42,0.002,9,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,9,1,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,9,2,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,9,3,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,9,4,0.4738,1,-0.0,0.3714,-0.1286,low_eta
42,0.002,10,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,10,1,0.4738,3,0.6584,0.2559,-0.0857,low_eta
42,0.002,10,2,0.4738,4,1.1761,0.3714,0.3865,low_eta
42,0.002,10,3,0.4738,4,1.1761,0.3714,0.3865,low_eta
42,0.002,10,4,0.4738,4,1.1761,0.3714,0.3865,low_eta
42,0.002,11,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,11,1,0.4738,2,0.7496,0.2099,0.167,low_eta
42,0.002,11,2,0.4738,3,1.4138,0.2442,0.658,low_eta
42,0.002,11,3,0.4738,3,1.4138,0.2442,0.658,low_eta
42,0.002,11,4,0.4738,4,1.6106,0.2953,0.7449,low_eta
42,0.002,12,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,12,1,0.4738,3,0.9864,0.26,0.2464,low_eta
42,0.002,12,2,0.4738,4,1.6577,0.2602,0.7569,low_eta
42,0.002,12,3,0.4738,4,1.6577,0.2602,0.7569,low_eta
42,0.002,12,4,0.4738,4,1.6577,0.4103,0.907,low_eta
42,0.002,13,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,13,1,0.4738,3,1.2988,0.1615,0.4603,low_eta
42,0.002,13,2,0.4738,4,1.9056,0.2778,1.0224,low_eta
42,0.002,13,3,0.4738,4,1.9056,0.2778,1.0224,low_eta
42,0.002,13,4,0.4738,5,2.25,0.355,1.3125,low_eta
42,0.002,14,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,14,1,0.4738,2,0.6194,0.3716,0.1985,low_eta
42,0.002,14,2,0.4738,3,1.1982,0.4882,0.6864,low_eta
42,0.002,14,3,0.4738,3,1.1982,0.4882,0.6864,low_eta
42,0.002,14,4,0.4738,3,1.1982,0.5242,0.7224,low_eta
42,0.002,15,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,15,1,0.4738,2,0.9403,0.2001,0.3479,low_eta
42,0.002,15,2,0.4738,3,1.5774,0.2894,0.8668,low_eta
42,0.002,15,3,0.4738,3,1.5774,0.2894,0.8668,low_eta
42,0.002,15,4,0.4738,3,1.5774,0.2894,0.8668,low_eta
42,0.002,16,0,0.4738,1,-0.0,0.0,-0.5,low_eta
42,0.002,16,1,0.4738,2,0.3712,0.4828,0.0615,low_eta
42,0.002,16,2,0.4738,3,0.7345,0.5835,0.318,low_eta
42,0.002,16,3,0.4738,3,0.7345,0.5835,0.318,low_eta
