seed,window,rate,frac_hit_C,drift4_hit,drift4_nohit,ratio
1337,12,0.0,0.0,,0.2648,
1337,13,0.0,0.0,,0.5808,
1337,14,0.0,0.0,,0.5874,
1337,15,0.0,0.0,,0.2235,
1337,16,0.0,0.0,,0.3351,
1337,17,0.0,0.0,,0.5148,
1337,18,0.0,0.0,,0.2864,
1337,19,0.0,0.0,,0.2479,
1337,20,0.0,0.0,,0.3122,
1337,21,0.0,0.0,,0.287,
1337,22,0.0,0.0,,0.6164,
1337,23,0.0,0.0,,0.618,
1337,24,0.0,0.0,,0.3087,
1337,25,0.0,0.0,,0.4201,
2024,2,0.0,0.0,,0.0633,
2024,3,0.0,0.0,,0.0887,
2024,4,0.0,0.0,,0.2407,
2024,5,0.0,0.0,,0.3481,
2024,6,0.0,0.0,,0.2051,
2024,7,0.0,0.0,,0.298,
2024,8,0.0,0.0,,0.0,
2024,9,0.0,0.0,,0.4863,
2024,10,0.0,0.0,,0.239,
2024,11,0.0,0.0,,0.2465,
2024,12,0.0,0.0,,0.385,
2024,13,0.0,0.0,,0.5579,
2024,14,0.0,0.0,,0.3592,
2024,15,0.0,0.0,,0.1936,
2024,16,0.0,0.0,,0.2704,
2024,17,0.0,0.0,,0.3138,
2024,18,0.0,0.0,,0.3878,
2024,19,0.0,0.0,,0.0439,
2024,20,0.0,0.0,,0.2516,
2024,21,0.0,0.0,,0.2523,
2024,22,0.0,0.0,,0.2724,
2024,23,0.0,0.0,,0.4369,
2024,24,0.0,0.0,,0.3174,
2024,25,0.0,0.0,,0.1873,
7,2,0.0005,0.0,,0.2003,
7,3,0.0005,0.0238,,0.2278,
7,4,0.0005,0.0,,0.0748,
7,5,0.0005,0.0,,0.1553,
7,6,0.0005,0.0435,,0.2368,
7,7,0.0005,0.0,,0.2168,
7,8,0.0005,0.1579,,0.2559,
7,9,0.0005,0.1667,0.6776,0.6221,1.089
7,10,0.0005,0.0,,0.7235,
7,11,0.0005,0.1538,,0.4195,
7,12,0.0005,0.0833,0.5579,0.5507,1.013
7,13,0.0005,0.0,,0.3632,
7,14,0.0005,0.0,,0.141,
7,15,0.0005,0.0,,0.3359,
7,16,0.0005,0.0,,0.2123,
7,17,0.0005,0.0,,0.2123,
