seed,window,rate,frac_hit_C,drift4_hit,drift4_nohit,ratio
1337,25,0.001,0.0556,,0.5788,
2024,2,0.001,0.0,,0.2344,
2024,3,0.001,0.0588,,0.332,
2024,4,0.001,0.125,1.0,0.0152,65.789
2024,5,0.001,0.05,0.0,0.1915,
2024,6,0.001,0.0,,0.0,
2024,7,0.001,0.0,,0.7408,
2024,8,0.001,0.1429,,0.7408,
2024,9,0.001,0.0769,1.0,0.4983,2.007
2024,10,0.001,0.0,,0.4983,
2024,11,0.001,0.125,,0.2746,
2024,12,0.001,0.0,,0.4152,
2024,13,0.001,0.0625,,0.4035,
2024,14,0.001,0.0,,0.1848,
2024,15,0.001,0.0588,,0.421,
2024,16,0.001,0.0,,0.1839,
2024,17,0.001,0.0,,0.2015,
2024,18,0.001,0.0,,0.468,
2024,19,0.001,0.0,,0.0,
2024,20,0.001,0.0,,0.0,
2024,21,0.001,0.0,,0.0,
2024,22,0.001,0.0909,,0.2278,
2024,23,0.001,0.1111,1.0,0.1699,5.886
2024,24,0.001,0.1429,0.5579,0.2733,2.041
2024,25,0.001,0.1111,0.5579,0.5508,1.013
7,2,0.002,0.0704,0.4369,0.0678,6.444
7,3,0.002,0.125,0.6776,0.2746,2.468
7,4,0.002,0.0,,0.2746,
7,5,0.002,0.0,,0.0,
7,6,0.002,0.0909,,0.0,
7,7,0.002,0.2667,0.7408,0.4596,1.612
7,8,0.002,0.1429,0.2209,0.3504,0.63
7,9,0.002,0.0833,0.5579,0.2586,2.157
7,10,0.002,0.0625,0.0,0.2733,
7,11,0.002,0.1579,0.0,0.4224,
7,12,0.002,0.0,,0.3622,
7,13,0.002,0.0909,,0.5429,
7,14,0.002,0.0345,0.0,0.4147,
7,15,0.002,0.0,,0.1949,
7,16,0.002,0.0,,0.4369,
7,17,0.002,0.0,,0.0,
7,18,0.002,0.0,,0.5579,
7,19,0.002,0.2381,,0.3541,
7,20,0.002,0.0,,0.3174,
7,21,0.002,0.0,,0.0,
7,22,0.002,0.2,,0.0,
7,23,0.002,0.0,,0.4863,
7,24,0.002,0.0,,0.4863,
7,25,0.002,0.0,,0.3122,
42,2,0.002,0.0455,1.0,0.2495,4.008
42,3,0.002,0.0,,0.2523,
42,4,0.002,0.25,,0.4432,
42,5,0.002,0.0,,0.3227,
42,6,0.002,0.0,,0.172,
42,7,0.002,0.0,,0.3287,
42,8,0.002,0.25,,0.0,
42,9,0.002,0.0,,0.0,
42,10,0.002,0.125,,0.2746,
42,11,0.002,0.1429,0.0,0.3163,
42,12,0.002,0.0,,0.3203,
42,13,0.002,0.125,,0.2545,
42,14,0.002,0.0,,0.4694,
42,15,0.002,0.0,,0.2894,
42,16,0.002,0.0,,0.5835,
42,17,0.002,0.0625,,0.3212,
42,18,0.002,0.0909,0.0,0.2916,
42,19,0.002,0.2,0.0,0.0509,
42,20,0.002,0.0714,0.0,0.3196,
42,21,0.002,0.0588,0.0,0.0838,
42,22,0.002,0.0714,0.0,0.3036,
42,23,0.002,0.2667,0.7408,0.3628,2.042
42,24,0.002,0.1,0.7408,0.3617,2.048
42,25,0.002,0.0,,0.1715,
55,2,0.002,0.0,,0.1223,
55,3,0.002,0.0333,,0.1706,
55,4,0.002,0.0,,0.3642,
55,5,0.002,0.0,,0.0,
55,6,0.002,0.0769,,0.3714,
55,7,0.002,0.2,0.0,0.2255,
55,8,0.002,0.0,,0.5579,
55,9,0.002,0.1579,,0.421,
55,10,0.002,0.0,,0.3262,
55,11,0.002,0.0,,0.1638,
55,12,0.002,0.1875,,0.2856,
55,13,0.002,0.0,,0.2856,
55,14,0.002,0.1053,,0.7524,
55,15,0.002,0.0,,0.2469,
55,16,0.002,0.1667,,0.2762,
55,17,0.002,0.2857,0.3714,0.2855,1.301
55,18,0.002,0.0,,0.5024,
55,19,0.002,0.0,,0.1805,
55,20,0.002,0.1333,,0.0759,
55,21,0.002,0.0526,0.0,0.2166,
55,22,0.002,0.0909,0.0,0.243,
55,23,0.002,0.0833,0.0,0.3316,
55,24,0.002,0.0,,0.3821,
55,25,0.002,0.0,,0.2543,
123,2,0.002,0.0405,0.0,0.404,
123,3,0.002,0.1034,0.0,0.3517,
123,4,0.002,0.0,,0.2856,
123,5,0.002,0.0833,,0.2168,
123,6,0.002,0.0,,0.2168,
123,7,0.002,0.0,,0.3592,
123,8,0.002,0.0,,0.3592,
123,9,0.002,0.0625,,0.3287,
123,10,0.002,0.0,,0.1309,
123,11,0.002,0.0,,0.2855,
123,12,0.002,0.0,,0.5902,
123,13,0.002,0.2,,0.3714,
123,14,0.002,0.0,,0.46,
123,15,0.002,0.0,,0.4685,
123,16,0.002,0.1579,,0.236,
123,17,0.002,0.0526,0.6776,0.288,2.353
123,18,0.002,0.0,,0.1686,
123,19,0.002,0.0,,0.0671,
123,20,0.002,0.0,,0.3122,
123,21,0.002,0.0,,0.5306,
123,22,0.002,0.0,,0.2976,
123,23,0.002,0.0769,,0.5032,
123,24,0.002,0.1304,1.0,0.3981,2.512
123,25,0.002,0.0,,0.2846,
314,2,0.002,0.0704,0.4863,0.1013,4.801
314,3,0.002,0.0625,0.6291,0.176,3.574
314,4,0.002,0.0,,0.0,
314,5,0.002,0.2857,,0.0,
314,6,0.002,0.0,,0.3174,
314,7,0.002,0.1818,,0.3174,
314,8,0.002,0.0,,0.3412,
314,9,0.002,0.0,,0.3412,
314,10,0.002,0.0,,0.0,
314,11,0.002,0.0,,0.3592,
314,12,0.002,0.0,,0.313,
314,13,0.002,0.2105,,0.3354,
314,14,0.002,0.0,,0.2648,
314,15,0.002,0.0526,,0.9182,
314,16,0.002,0.0588,1.0,0.9182,1.089
314,17,0.002,0.125,0.5579,0.3412,1.635
314,18,0.002,0.2667,0.2209,0.3948,0.56
314,19,0.002,0.1818,0.2209,0.3179,0.695
314,20,0.002,0.0,,0.2407,
314,21,0.002,0.2143,,0.0,
314,22,0.002,0.0,,0.2407,
314,23,0.002,0.0,,0.0684,
314,24,0.002,0.0,,0.3984,
314,25,0.002,0.0,,0.3297,
456,2,0.002,0.0,,0.0742,
456,3,0.002,0.0,,0.2427,
456,4,0.002,0.0769,,0.1815,
456,5,0.002,0.125,0.0,0.2205,
456,6,0.002,0.0,,0.4149,
456,7,0.002,0.1765,,0.3604,
456,8,0.002,0.1667,0.5579,0.4102,1.36
456,9,0.002,0.0,,0.2436,
456,10,0.002,0.0,,0.2864,
456,11,0.002,0.0,,0.2343,
456,12,0.002,0.1429,,0.1998,
456,13,0.002,0.0,,0.5183,
456,14,0.002,0.0,,0.421,
456,15,0.002,0.0588,,0.1892,
456,16,0.002,0.0,,0.421,
456,17,0.002,0.0,,0.5902,
456,18,0.002,0.16,,0.4757,
456,19,0.002,0.0625,0.5579,0.2221,2.512
456,20,0.002,0.2222,1.0,0.5069,1.973
456,21,0.002,0.2,0.5579,0.367,1.52
456,22,0.002,0.3077,0.0,0.2695,
456,23,0.002,0.05,0.5579,0.4175,1.336
456,24,0.002,0.4286,1.0,0.4235,2.361
456,25,0.002,0.0,,0.0,
789,2,0.002,0.0135,0.0,0.0584,
789,3,0.002,0.0,,0.1664,
789,4,0.002,0.0,,0.3626,
789,5,0.002,0.0,,0.0087,
789,6,0.002,0.1176,,0.2479,
789,7,0.002,0.1,1.0,0.3481,2.873
789,8,0.002,0.1176,1.0,0.3481,2.873
789,9,0.002,0.0556,1.0,0.537,1.862
789,10,0.002,0.15,0.6776,0.4598,1.474
789,11,0.002,0.0,,0.2899,
789,12,0.002,0.1538,,0.3671,
789,13,0.002,0.0,,0.4596,
789,14,0.002,0.0625,,0.0,
789,15,0.002,0.1,0.0,0.0,
789,16,0.002,0.0,,0.4278,
789,17,0.002,0.0385,,0.1553,
789,18,0.002,0.1154,0.0,0.2172,
789,19,0.002,0.0,,0.2087,
789,20,0.002,0.0,,0.1729,
789,21,0.002,0.0294,,0.265,
789,22,0.002,0.0,,0.2146,
789,23,0.002,0.0588,,0.1942,
789,24,0.002,0.0,,0.3963,
789,25,0.002,0.12,,0.3757,
999,2,0.002,0.0294,0.0,0.2775,
999,3,0.002,0.0,,0.1231,
999,4,0.002,0.0,,0.2693,
999,5,0.002,0.0909,,0.234,
999,6,0.002,0.0556,1.0,0.2479,4.034
999,7,0.002,0.0,,0.2479,
999,8,0.002,0.0,,0.0,
999,9,0.002,0.1579,,0.3174,
999,10,0.002,0.0,,0.3174,
999,11,0.002,0.0667,,0.4001,
999,12,0.002,0.0769,1.0,0.4001,2.499
999,13,0.002,0.0833,1.0,0.5256,1.903
999,14,0.002,0.1875,0.4369,0.3255,1.342
999,15,0.002,0.0,,0.2446,
999,16,0.002,0.0,,0.2234,
999,17,0.002,0.1111,,0.3025,
999,18,0.002,0.0,,0.3718,
999,19,0.002,0.0,,0.242,
999,20,0.002,0.1429,,0.298,
999,21,0.002,0.0,,0.0,
999,22,0.002,0.1111,,0.2559,
999,23,0.002,0.0,,0.2559,
999,24,0.002,0.0,,0.0,
999,25,0.002,0.1,,0.0,
1337,2,0.002,0.0286,0.0,0.3427,
1337,3,0.002,0.0,,0.2698,
1337,4,0.002,0.0909,,0.2514,
1337,5,0.002,0.0,,0.3287,
1337,6,0.002,0.0,,0.0,
1337,7,0.002,0.0,,0.3714,
1337,8,0.002,0.1667,,0.3867,
1337,9,0.002,0.0667,1.0,0.5964,1.677
1337,10,0.002,0.0476,1.0,0.349,2.865
1337,11,0.002,0.2,1.0,0.2278,4.39
1337,12,0.002,0.0,,0.1638,
1337,13,0.002,0.0,,0.5497,
1337,14,0.002,0.1667,,0.5419,
1337,15,0.002,0.069,0.1439,0.0571,2.52
1337,16,0.002,0.0833,0.5579,0.254,2.196
1337,17,0.002,0.1429,1.0,0.0967,10.341
1337,18,0.002,0.0,,0.298,
1337,19,0.002,0.0556,,0.4067,
1337,20,0.002,0.1429,1.0,0.4067,2.459
1337,21,0.002,0.0,,0.5579,
1337,22,0.002,0.0,,0.3882,
1337,23,0.002,0.0,,0.8702,
1337,24,0.002,0.0,,0.7819,
1337,25,0.002,0.1875,,0.3658,
2024,2,0.002,0.0,,0.2344,
2024,3,0.002,0.0882,,0.3326,
2024,4,0.002,0.0,,0.3186,
2024,5,0.002,0.0,,0.2983,
2024,6,0.002,0.0,,0.2573,
2024,7,0.002,0.0952,,0.2691,
2024,8,0.002,0.0556,1.0,0.338,2.959
2024,9,0.002,0.0,,0.4863,
2024,10,0.002,0.0,,0.2494,
2024,11,0.002,0.04,,0.2834,
2024,12,0.002,0.0,,0.4666,
2024,13,0.002,0.0,,0.2919,
2024,14,0.002,0.1579,,0.4892,
2024,15,0.002,0.0,,0.2559,
2024,16,0.002,0.0,,0.0,
2024,17,0.002,0.125,,0.4001,
2024,18,0.002,0.2593,0.4001,0.3009,1.33
2024,19,0.002,0.3333,0.4023,0.2878,1.398
2024,20,0.002,0.25,0.3714,0.2559,1.451
2024,21,0.002,0.0435,1.0,0.152,6.579
2024,22,0.002,0.3333,0.5579,0.3957,1.41
2024,23,0.002,0.0,,0.2374,
2024,24,0.002,0.1333,,0.1388,
2024,25,0.002,0.3,1.0,0.2856,3.501
7,2,0.005,0.0909,0.5078,0.228,2.227
7,3,0.005,0.0333,0.2746,0.1428,1.923
7,4,0.005,0.0769,1.0,0.1321,7.57
7,5,0.005,0.1053,1.0,0.3592,2.784
7,6,0.005,0.1667,0.5579,0.4143,1.347
7,7,0.005,0.0,,0.31,
7,8,0.005,0.0625,,0.2587,
7,9,0.005,0.1724,0.4863,0.3216,1.512
7,10,0.005,0.2778,0.6291,0.298,2.111
7,11,0.005,0.0667,1.0,0.4001,2.499
7,12,0.005,0.0,,0.3383,
7,13,0.005,0.0769,,0.49,
7,14,0.005,0.1,0.0,0.3121,
7,15,0.005,0.3333,0.3714,0.4771,0.778
7,16,0.005,0.2632,0.0509,0.1513,0.336
7,17,0.005,0.4444,0.6027,0.2789,2.161
7,18,0.005,0.087,0.8467,0.4001,2.116
7,19,0.005,0.2222,0.5579,0.4045,1.379
7,20,0.005,0.0,,0.2746,
7,21,0.005,0.0,,0.4001,
7,22,0.005,0.3333,,0.4001,
7,23,0.005,0.1111,1.0,0.5579,1.792
7,24,0.005,0.0,,0.164,
7,25,0.005,0.0,,0.5902,
42,2,0.005,0.0946,0.7408,0.1829,4.05
42,3,0.005,0.0938,0.0,0.0998,
42,4,0.005,0.3333,1.0,0.3348,2.987
42,5,0.005,0.3077,0.0,0.0,
42,6,0.005,0.125,0.0,0.1915,
42,7,0.005,0.0,,0.1915,
42,8,0.005,0.1333,,0.2856,
42,9,0.005,0.1429,0.5579,0.2856,1.953
42,10,0.005,0.0,,0.6776,
42,11,0.005,0.0556,,0.6064,
42,12,0.005,0.2222,0.5579,0.3094,1.803
42,13,0.005,0.0714,0.5579,0.3428,1.627
42,14,0.005,0.1667,1.0,0.4173,2.396
42,15,0.005,0.3333,0.5579,0.4369,1.277
42,16,0.005,0.1818,0.5579,0.108,5.166
42,17,0.005,0.1538,0.5579,0.3748,1.489
42,18,0.005,0.2353,0.5579,0.2168,2.573
42,19,0.005,0.2727,0.0,0.0,
42,20,0.005,0.3571,0.4863,0.4369,1.113
42,21,0.005,0.3333,0.4863,0.2552,1.906
42,22,0.005,0.2222,0.5579,0.1214,4.596
42,23,0.005,0.3333,0.1439,0.4791,0.3
42,24,0.005,0.0,,0.3802,
42,25,0.005,0.25,,0.5134,
55,2,0.005,0.1316,0.1137,0.1177,0.966
55,3,0.005,0.1395,0.4113,0.1538,2.674
55,4,0.005,0.0909,1.0,0.3429,2.916
55,5,0.005,0.0,,0.3714,
55,6,0.005,0.0588,,0.1148,
55,7,0.005,0.0,,0.2836,
55,8,0.005,0.125,,0.4113,
55,9,0.005,0.1176,0.0,0.6295,
55,10,0.005,0.3571,0.781,0.6313,1.237
55,11,0.005,0.0,,0.4063,
55,12,0.005,0.1,,0.4063,
55,13,0.005,0.0476,0.5579,0.2407,2.318
55,14,0.005,0.2308,1.0,0.5579,1.792
55,15,0.005,0.25,1.0,0.3054,3.274
55,16,0.005,0.0833,1.0,0.4715,2.121
55,17,0.005,0.0,,0.1369,
55,18,0.005,0.25,,0.0802,
55,19,0.005,0.0476,0.7408,0.057,12.996
55,20,0.005,0.2222,1.0,0.1596,6.266
55,21,0.005,0.4737,0.2407,0.3287,0.732
55,22,0.005,0.0769,0.2407,0.3287,0.732
55,23,0.005,0.1875,0.6776,0.2856,2.373
55,24,0.005,0.2632,0.4087,0.1998,2.046
55,25,0.005,0.2,0.2704,0.2116,1.278
123,2,0.005,0.137,0.6931,0.2513,2.758
123,3,0.005,0.1333,0.0,0.1436,
123,4,0.005,0.15,0.4369,0.303,1.442
123,5,0.005,0.2857,0.4369,0.8204,0.533
123,6,0.005,0.1111,0.0,0.672,
123,7,0.005,0.0,,0.42,
123,8,0.005,0.2,,0.5318,
123,9,0.005,0.1765,0.3714,0.2559,1.451
123,10,0.005,0.0714,1.0,0.3553,2.815
123,11,0.005,0.3043,0.7133,0.3402,2.097
123,12,0.005,0.0476,0.4001,0.3174,1.261
123,13,0.005,0.0,,0.2407,
123,14,0.005,0.2273,,0.2407,
123,15,0.005,0.0,,0.0,
123,16,0.005,0.1538,,0.0,
123,17,0.005,0.0,,0.0,
123,18,0.005,0.0,,0.0,
123,19,0.005,0.1176,,0.3287,
123,20,0.005,0.3846,0.2704,0.1861,1.453
123,21,0.005,0.0,,0.2407,
123,22,0.005,0.0833,,0.3631,
123,23,0.005,0.625,1.0,0.6554,1.526
123,24,0.005,0.0,,0.2278,
123,25,0.005,0.0,,0.3194,
314,2,0.005,0.1268,0.2242,0.1577,1.422
314,3,0.005,0.3043,0.3768,0.1667,2.26
314,4,0.005,0.2308,0.192,0.0585,3.282
314,5,0.005,0.0,,0.363,
314,6,0.005,0.0833,,0.5069,
314,7,0.005,0.1176,0.5579,0.2648,2.107
314,8,0.005,0.1,0.5579,0.6143,0.908
314,9,0.005,0.0,,0.4856,
314,10,0.005,0.0833,,0.2687,
314,11,0.005,0.0455,0.0,0.073,
314,12,0.005,0.0,,0.4174,
314,13,0.005,0.0,,0.5069,
314,14,0.005,0.1176,,0.1848,
314,15,0.005,0.0714,1.0,0.4531,2.207
314,16,0.005,0.0909,1.0,0.5306,1.885
314,17,0.005,0.3333,0.0,0.0,
314,18,0.005,0.0,,0.298,
314,19,0.005,0.0,,0.298,
314,20,0.005,0.2,,0.0,
314,21,0.005,0.2727,1.0,0.5579,1.792
314,22,0.005,0.6,0.6776,0.3945,1.718
314,23,0.005,0.2222,0.1439,0.5964,0.241
314,24,0.005,0.2308,0.1439,0.0558,2.579
314,25,0.005,0.1818,0.1439,0.0154,9.344
456,2,0.005,0.0423,0.0,0.3364,
456,3,0.005,0.1429,1.0,0.1497,6.68
456,4,0.005,0.0,,0.7133,
456,5,0.005,0.2,,0.5715,
456,6,0.005,0.0769,0.4369,0.298,1.466
456,7,0.005,0.0455,0.0,0.0,
456,8,0.005,0.1538,0.0,0.0,
456,9,0.005,0.25,0.0,0.0,
456,10,0.005,0.3846,0.0,0.0,
456,11,0.005,0.1667,0.4369,0.1848,2.364
456,12,0.005,0.1111,0.4369,0.1848,2.364
456,13,0.005,0.0833,1.0,0.3122,3.203
456,14,0.005,0.3077,0.7408,0.2493,2.972
456,15,0.005,0.3333,0.3714,0.3481,1.067
456,16,0.005,0.4286,0.6776,0.5579,1.215
456,17,0.005,0.0,,0.4204,
456,18,0.005,0.1818,,0.3517,
456,19,0.005,0.3529,0.0874,0.2711,0.322
456,20,0.005,0.1,0.298,0.3179,0.937
456,21,0.005,0.0,,0.3908,
456,22,0.005,0.3333,,0.5183,
456,23,0.005,0.0,,0.3714,
456,24,0.005,0.6,,0.5016,
456,25,0.005,0.1176,0.1439,0.4281,0.336
789,2,0.005,0.1279,0.0636,0.143,0.445
789,3,0.005,0.06,0.5256,0.1044,5.034
789,4,0.005,0.2381,0.3287,0.338,0.972
789,5,0.005,0.12,0.3287,0.5114,0.643
789,6,0.005,0.1905,0.3714,0.1611,2.305
789,7,0.005,0.0,,0.3482,
789,8,0.005,0.2857,,0.5183,
789,9,0.005,0.2857,0.5579,0.3287,1.697
789,10,0.005,0.2941,0.0854,0.3837,0.223
789,11,0.005,0.3182,0.6291,0.4369,1.44
789,12,0.005,0.0,,0.6291,
789,13,0.005,0.0909,,0.3083,
789,14,0.005,0.1667,0.7408,0.4344,1.705
789,15,0.005,0.0,,0.1596,
789,16,0.005,0.1304,,0.2278,
789,17,0.005,0.2727,0.1647,0.1606,1.026
789,18,0.005,0.0909,0.8092,0.2389,3.387
789,19,0.005,0.1,1.0,0.3287,3.042
789,20,0.005,0.0,,0.4863,
789,21,0.005,0.1053,,0.4863,
789,22,0.005,0.0,,0.6087,
789,23,0.005,0.2857,,0.548,
789,24,0.005,0.0,,0.4115,
789,25,0.005,0.2143,,0.2617,
999,2,0.005,0.0882,0.3281,0.1825,1.798
999,3,0.005,0.125,0.078,0.1675,0.466
999,4,0.005,0.0,,0.3218,
999,5,0.005,0.1875,,0.1649,
999,6,0.005,0.2143,0.4369,0.1989,2.197
999,7,0.005,0.2143,0.0,0.3122,
999,8,0.005,0.12,1.0,0.3159,3.166
999,9,0.005,0.0,,0.2269,
999,10,0.005,0.0714,,0.2112,
999,11,0.005,0.1667,0.0,0.5487,
999,12,0.005,0.1765,0.0,0.3359,
999,13,0.005,0.0476,0.0,0.0521,
999,14,0.005,0.0625,0.0,0.28,
999,15,0.005,0.2222,1.0,0.385,2.597
999,16,0.005,0.1111,1.0,0.6472,1.545
999,17,0.005,0.2727,0.6776,0.5263,1.287
999,18,0.005,0.1667,0.1439,0.2285,0.63
999,19,0.005,0.1667,0.5579,0.3287,1.697
999,20,0.005,0.1667,0.7408,0.2818,2.629
999,21,0.005,0.2,0.078,0.0194,4.021
999,22,0.005,0.1579,0.4369,0.2539,1.721
999,23,0.005,0.3333,1.0,0.5134,1.948
999,24,0.005,0.3846,0.4863,0.3714,1.309
999,25,0.005,0.3684,0.4863,0.2574,1.889
1337,2,0.005,0.0548,1.0,0.1833,5.456
1337,3,0.005,0.08,1.0,0.2772,3.608
1337,4,0.005,0.1765,0.4369,0.0275,15.887
1337,5,0.005,0.1667,0.6776,0.3412,1.986
1337,6,0.005,0.125,0.0,0.2746,
1337,7,0.005,0.0,,0.2746,
1337,8,0.005,0.0,,0.0,
1337,9,0.005,0.1667,,0.4494,
1337,10,0.005,0.1579,0.4369,0.2176,2.008
1337,11,0.005,0.2963,0.2498,0.0425,5.878
1337,12,0.005,0.0,,0.2845,
1337,13,0.005,0.1538,,0.5264,
1337,14,0.005,0.0667,0.5579,0.2994,1.863
1337,15,0.005,0.0526,0.0,0.3048,
1337,16,0.005,0.125,0.0,0.5308,
1337,17,0.005,0.0769,0.0,0.2311,
1337,18,0.005,0.1429,0.0,0.4584,
1337,19,0.005,0.1667,0.0,0.304,
1337,20,0.005,0.2,1.0,0.3287,3.042
1337,21,0.005,0.0,,0.3714,
1337,22,0.005,0.1667,,0.2634,
1337,23,0.005,0.125,0.0,0.4146,
1337,24,0.005,0.25,0.5579,0.2872,1.943
1337,25,0.005,0.1579,0.5579,0.3362,1.659
2024,2,0.005,0.1566,0.0903,0.0672,1.344
2024,3,0.005,0.1842,0.2195,0.1709,1.284
2024,4,0.005,0.2,0.3281,0.2113,1.553
2024,5,0.005,0.1667,0.6776,0.298,2.274
2024,6,0.005,0.1579,0.0,0.0,
2024,7,0.005,0.2,0.7408,0.3714,1.995
2024,8,0.005,0.0526,0.7408,0.3714,1.995
2024,9,0.005,0.3333,0.0,0.0,
2024,10,0.005,0.3889,0.5069,0.4596,1.103
2024,11,0.005,0.0556,0.6087,0.3311,1.838
2024,12,0.005,0.0625,0.0,0.2683,
2024,13,0.005,0.0556,0.0,0.0993,
2024,14,0.005,0.1579,1.0,0.3073,3.254
2024,15,0.005,0.2308,1.0,0.6291,1.59
2024,16,0.005,0.0,,0.2636,
2024,17,0.005,0.0,,0.4433,
2024,18,0.005,0.0,,0.4369,
2024,19,0.005,0.1429,,0.2073,
2024,20,0.005,0.0,,0.2989,
2024,21,0.005,0.05,,0.2221,
2024,22,0.005,0.1364,1.0,0.3821,2.617
2024,23,0.005,0.0909,0.0,0.4344,
2024,24,0.005,0.2222,0.5579,0.5412,1.031
2024,25,0.005,0.0769,0.5579,0.1214,4.596
