window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,k_star,entropy,entropy_delta,milestone,physics_seconds,stressed,calcified,suppressed,mean_omega,total_rplus,v_energy,v_labels,v_born,v_died,v_torque_n,v_torque_mean
1,5000,6177,14,0,14,5,0.6,0,0,0,0,0,1.9992,1.9992,0,15.1,0,0,0,0.0,665,0,0,0,0,0,0
