window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6188,14,5,0,1.9992,0,14.2,0,0,6.68,1.0,6188.0,721,1.0,453,694,241,2333,0.000809,0.0061,410.0228,0,0.0,0.0052,0.0009,2,0,0,0,0.03,0.015625,64,0.4792,0.03,0.2082,0.003
2,5000,3787,3,5,0,1.9992,0,13.3,532,3229,5.25,0.8287,4608.7,558,1.0,432,18,39,2383,0.000905,0.0069,391.3043,1,1.0,0.0058,0.001,1,0,0,0,0.03321,0.015625,64,0.5295,0.0602,0.2209,0.003
3,5000,3419,6,5,0,1.9991,0,13.1,291,3130,4.89,0.8559,4028.3,289,1.0,345,16,103,2381,0.000943,0.0093,262.0127,2,1.9,0.0067,0.0014,3,0,0,0,0.032857,0.015625,64,0.5245,0.0845,0.2198,0.003
4,5000,3178,1,5,0,1.9991,0,13.0,62,3134,4.6,0.8666,3699.4,44,1.0,302,1,44,2081,0.001122,0.0152,56.1224,3,2.9,0.0082,0.0021,1,0,0,0,0.037383,0.015625,64,0.582,0.1089,0.2243,0.003
5,5000,3122,1,4,0,1.9991,0,13.0,7,3105,4.48,0.8902,3506.9,17,1.0,265,1,38,1953,0.001169,0.0159,24.0793,4,3.9,0.0091,0.0023,0,0,0,0,0.037185,0.015625,64,0.5798,0.1461,0.226,0.003
6,5000,3111,0,0,3,1.999,2,13.0,3,3103,4.5,0.9167,3393.8,8,1.0,230,0,35,1815,0.001216,0.0207,13.3333,5,4.9,0.0114,0.0028,0,0,0,0,0.046105,0.015625,64,0.6611,0.1738,0.2264,0.003
7,5000,3113,2,5,0,1.9966,1,13.0,0,3103,4.53,0.9366,3323.6,10,1.0,210,5,25,1745,0.001268,0.0195,15.8983,6,5.7,0.0137,0.0032,1,0,0,0,0.052553,0.015625,62,0.7027,0.2026,0.238,0.003
8,5000,3065,1,4,0,1.9962,1,13.0,4,3051,4.41,0.9384,3266.1,14,1.0,195,2,17,1668,0.001214,0.0262,25.2708,7,6.6,0.0127,0.0031,0,0,0,0,0.061082,0.015625,62,0.7442,0.2637,0.2422,0.003
9,5000,3079,2,5,0,1.9913,2,12.9,7,3062,4.48,0.9536,3228.7,17,1.0,181,5,19,1606,0.001313,0.0201,30.7692,8,7.5,0.0124,0.0037,1,0,0,0,0.064103,0.015625,63,0.7562,0.3278,0.25,0.003
10,5000,3084,0,0,1,1.9771,2,12.9,0,3071,4.5,0.963,3202.4,13,1.0,168,5,18,1538,0.001341,0.0186,25.4403,9,8.4,0.0143,0.0035,0,0,0,0,0.044693,0.015625,62,0.6504,0.3725,0.2531,0.003
11,5000,3141,0,0,0,1.9294,1,13.0,3,3128,4.54,0.984,3192.2,13,1.0,161,3,10,1481,0.00134,0.0266,27.7778,10,9.3,0.0132,0.004,0,0,0,0,0.043033,0.015625,61,0.6369,0.4094,0.2567,0.003
12,5000,3066,1,4,3,1.9095,1,13.0,6,3055,4.47,0.9664,3172.8,11,1.0,148,4,17,1407,0.00132,0.0181,25.641,11,10.0,0.0118,0.0039,0,0,0,0,0.043084,0.015625,61,0.6373,0.4457,0.2573,0.003
13,5000,3085,1,5,0,1.9698,1,12.9,0,3080,4.55,0.9762,3160.2,5,1.0,138,1,11,1376,0.001385,0.023,10.917,12,11.1,0.0129,0.0042,1,0,0,0,0.05428,0.015625,60,0.7121,0.4999,0.264,0.003
14,5000,3136,0,0,1,1.9493,2,12.9,0,3131,4.48,0.9934,3157.0,5,1.0,124,0,14,1268,0.001452,0.0266,12.5628,13,12.2,0.0179,0.005,0,0,0,0,0.05569,0.015625,58,0.7194,0.5484,0.2702,0.003
15,5000,3141,0,0,0,1.968,1,12.9,0,3136,4.51,0.9956,3155.0,5,1.0,115,0,9,1201,0.001503,0.0329,14.245,14,13.1,0.0159,0.0051,0,0,0,0,0.052055,0.015625,58,0.6998,0.5922,0.2738,0.003
16,5000,3003,0,0,0,1.9525,1,12.9,0,2998,4.41,0.9573,3137.1,5,1.0,111,5,9,1172,0.001434,0.0238,13.7363,15,13.7,0.0151,0.0045,0,0,0,0,0.082011,0.015625,58,0.8095,0.6742,0.2785,0.003
17,5000,3085,1,3,3,1.9764,1,12.9,3,3077,4.48,0.9852,3131.3,8,1.0,103,1,9,1119,0.001564,0.0355,22.7273,16,14.5,0.0221,0.0063,0,0,0,0,0.07377,0.015625,55,0.7882,0.748,0.2866,0.003
18,5000,3162,0,0,3,1.9668,1,13.0,3152,0,4.56,1.0088,3134.5,10,1.0,100,3,6,1097,0.001549,0.0345,27.3224,17,15.1,0.0188,0.0058,0,0,0,0,0.066313,0.015625,54,0.7644,0.8143,0.2913,0.003
19,5000,3063,1,3,3,1.9841,1,12.9,13,3050,4.4,0.9794,3127.4,13,1.0,100,6,6,1095,0.001601,0.0313,38.3481,18,15.3,0.016,0.006,0,0,0,0,0.08547,0.015625,52,0.8172,0.8912,0.2997,0.003
20,5000,3171,1,4,3,1.9506,1,12.9,3168,0,4.52,1.0126,3131.5,3,1.0,95,1,6,1067,0.001554,0.0282,8.6455,19,16.2,0.018,0.0058,0,0,0,0,0.059155,0.015625,50,0.7359,0.9504,0.3071,0.003
21,5000,3123,1,5,3,1.8812,2,12.9,5,3113,4.53,0.9975,3130.7,10,1.0,91,3,7,1066,0.001587,0.0364,25.641,20,17.2,0.0191,0.0067,1,0,0,0,0.061625,0.015625,50,0.7464,1.0064,0.312,0.003
22,5000,3130,0,0,3,1.8843,2,13.0,4,3121,4.46,0.9998,3130.7,9,1.0,85,1,7,1011,0.001798,0.0415,28.9855,21,18.6,0.0198,0.0079,0,0,0,0,0.069204,0.015625,47,0.7742,1.0756,0.3184,0.003
23,5000,3095,1,4,1,1.8704,1,13.0,2,3090,4.5,0.9897,3127.3,5,1.0,81,2,6,971,0.001711,0.0432,12.6984,22,19.3,0.0222,0.0082,0,0,0,0,0.061728,0.015625,47,0.7469,1.1373,0.3247,0.003
24,5000,3064,0,0,1,1.8775,1,12.9,0,3064,4.5,0.9817,3121.2,0,1.0,74,0,7,905,0.001648,0.04,0.0,23,20.1,0.0225,0.0077,0,0,0,0,0.076364,0.015625,44,0.7954,1.2137,0.33,0.003
25,5000,3037,1,3,0,1.864,1,13.0,0,3033,4.49,0.9755,3113.2,4,1.0,74,3,3,899,0.001653,0.0323,14.7059,24,20.1,0.0225,0.0069,0,0,0,0,0.064516,0.015625,43,0.7578,1.2603,0.3346,0.003
26,4998,3003,3,5,1,1.8164,1,12.9,7,2991,4.36,0.9679,3102.7,12,1.0,75,4,3,951,0.001805,0.0307,39.1459,25,20.4,0.0239,0.0071,1,0,0,0,0.064846,0.015625,45,0.759,1.3081,0.3398,0.003
27,4998,3126,0,0,3,1.8506,2,13.0,3118,0,4.51,1.0068,3104.9,8,1.0,69,0,6,898,0.00187,0.0468,29.5203,26,21.7,0.0249,0.0085,0,0,0,0,0.068345,0.015625,44,0.7714,1.3764,0.3436,0.003
28,4998,3015,1,4,3,1.9054,1,12.9,3,3003,4.38,0.9737,3096.4,12,1.0,69,2,2,885,0.001965,0.0447,50.4202,27,21.9,0.0264,0.0099,0,0,0,0,0.073171,0.015625,46,0.7865,1.4496,0.3465,0.003
29,4996,3049,2,3,3,1.8473,1,12.9,6,3035,4.41,0.9861,3091.9,14,1.0,67,4,6,881,0.001962,0.0347,56.6802,28,21.9,0.019,0.0087,0,0,0,0,0.061776,0.015625,45,0.7471,1.4766,0.3474,0.003
30,4995,3086,2,5,3,1.9649,2,13.0,6,3066,4.45,0.9983,3091.3,20,1.0,67,4,4,881,0.002148,0.0372,69.9301,29,21.2,0.0205,0.0083,1,0,0,0,0.057432,0.015625,43,0.7279,1.5172,0.3487,0.003
31,4995,3099,0,0,3,1.9837,2,12.9,3088,0,4.47,1.0023,3092.0,11,1.0,65,0,2,876,0.001953,0.0702,40.0,30,22.4,0.0259,0.0112,0,0,0,0,0.084211,0.015625,41,0.8145,1.5593,0.3519,0.003
32,4995,3115,0,0,3,1.9861,1,12.9,3111,0,4.51,1.0067,3094.2,4,1.0,65,4,4,878,0.001817,0.0377,14.5985,31,23.1,0.0219,0.008,0,0,0,0,0.085616,0.015625,40,0.8175,1.6243,0.3551,0.003
33,4994,3021,0,0,3,1.9528,1,12.9,4,3017,4.43,0.9785,3087.2,4,1.0,63,0,2,878,0.001709,0.051,16.5289,32,24.7,0.0284,0.0103,0,0,0,0,0.066667,0.015625,40,0.7656,1.6871,0.3599,0.003
34,4994,3062,1,3,3,1.9438,1,12.9,6,3056,4.39,0.9926,3084.8,6,1.0,63,1,1,857,0.001757,0.0413,28.436,33,25.2,0.0254,0.0093,0,0,0,0,0.06422,0.015625,37,0.7567,1.7513,0.3643,0.003
35,4992,3175,3,5,3,1.919,1,12.8,3165,0,4.5,1.029,3094.3,19,1.0,64,4,3,922,0.002007,0.0603,65.9341,34,25.6,0.0259,0.0098,3,0,0,0,0.060284,0.015625,39,0.7408,1.8009,0.3641,0.003
36,4991,3021,0,0,3,1.9329,2,12.9,0,3021,4.45,0.9785,3087.3,0,1.0,60,0,4,864,0.002054,0.0418,0.0,35,26.6,0.0254,0.0091,0,0,0,0,0.068441,0.015625,39,0.7717,1.8618,0.3668,0.003
