seed,from,to,familiarity
1,23,187,7.2819
1,23,195,8.0957
1,23,201,16.5058
1,23,273,3.1139
1,23,259,24.4759
1,23,284,16.093
1,23,326,2.0457
1,23,120,1.1257
1,23,298,7.158
1,23,344,25.9844
1,23,283,0.8436
1,23,374,38.0081
1,23,157,3.0983
1,23,378,0.7418
1,23,116,31.8827
1,23,397,6.4598
1,23,392,1.1463
1,23,212,7.9215
1,92,23,11.1961
1,92,116,14.2577
1,92,120,44.8377
1,92,157,19.737
1,92,178,9.7478
1,92,187,69.1173
1,92,195,14.4712
1,92,201,56.0384
1,92,211,71.0349
1,92,212,35.2548
1,92,216,16.993
1,92,250,12.7507
1,92,253,11.9832
1,92,259,10.091
1,92,273,37.5978
1,92,281,28.6077
1,92,283,18.5513
1,92,284,16.7416
1,92,298,18.8985
1,92,326,6.8237
1,92,344,1.76
1,92,350,6.5044
1,92,365,4.1399
1,92,374,15.7712
1,92,381,4.1815
1,92,380,0.8998
1,92,388,0.7098
1,92,378,15.089
1,92,389,9.2061
1,92,392,36.6376
1,92,395,25.5246
1,92,398,1.29
1,92,397,4.1237
1,92,396,5.773
1,92,402,12.2437
1,92,403,30.3372
1,92,401,0.7647
1,120,23,2.866
1,120,116,10.6419
1,120,92,44.5855
1,120,157,28.4158
1,120,178,1.3542
1,120,187,4.979
1,120,195,22.0475
1,120,201,8.3078
1,120,211,5.5297
1,120,212,4.1711
1,120,216,32.0384
1,120,250,39.0819
1,120,259,38.389
1,120,253,15.1974
1,120,273,25.6352
1,120,281,35.3659
1,120,283,7.9294
1,120,284,4.4508
1,120,298,22.6609
1,120,326,12.2085
1,120,331,0.5959
1,120,344,8.3746
1,120,350,7.8879
1,120,365,18.9057
1,120,374,20.3954
1,120,381,1.7529
1,120,378,11.1377
1,120,387,1.0705
1,120,392,27.295
1,120,395,11.1188
1,120,397,7.6153
1,120,398,17.074
1,120,402,5.4654
1,120,403,9.5368
1,120,396,19.808
1,120,407,1.9743
1,157,116,13.8974
1,157,120,19.8194
1,157,92,18.8495
1,157,178,1.3101
1,157,187,16.3713
1,157,201,42.2883
1,157,211,8.6644
1,157,216,22.3511
1,157,212,11.544
1,157,250,8.1978
1,157,253,2.1567
1,157,259,2.7139
1,157,284,10.6652
1,157,283,18.1042
1,157,298,1.1209
1,157,273,13.9814
1,157,326,29.9209
1,157,344,26.414
1,157,23,4.0458
1,157,350,4.4725
1,157,374,0.5455
1,157,381,0.7203
1,157,380,0.5267
1,157,378,3.0997
1,157,389,0.5844
1,157,397,0.994
1,157,396,15.9043
1,157,395,11.63
1,157,402,34.8722
1,157,405,12.5402
1,187,178,26.8288
1,187,23,7.906
1,187,157,16.3901
1,187,116,21.6507
1,187,92,20.6014
1,187,120,4.979
1,187,195,15.7197
1,187,201,22.1403
1,187,211,13.907
1,187,212,14.8472
1,187,216,43.3424
1,187,250,2.8185
1,187,253,4.9987
1,187,259,7.0883
1,187,273,13.5264
1,187,281,3.9445
1,187,283,12.7632
1,187,284,13.103
1,187,298,16.4068
1,187,326,27.5735
1,187,344,32.833
1,187,331,1.115
1,187,350,50.3182
1,187,365,1.1111
1,187,374,30.2938
1,187,378,37.9049
1,187,389,3.8342
1,187,387,0.6877
1,187,395,5.6272
1,187,392,52.2349
1,187,396,5.6882
1,187,397,10.2363
1,187,401,5.727
1,187,398,2.2858
1,187,402,28.5802
1,195,120,22.0475
1,195,178,11.7753
1,195,23,12.5563
1,195,116,16.5076
1,195,187,15.7197
1,195,92,7.7466
1,195,201,21.0816
1,195,212,28.7789
1,195,211,51.4899
1,195,216,17.5347
1,195,250,23.7347
1,195,253,23.1542
1,195,259,45.2211
1,195,273,28.0101
1,195,281,4.948
1,195,284,18.1771
1,195,283,11.4081
1,195,298,15.3917
1,195,326,23.3589
1,195,344,7.045
1,195,350,58.78
1,195,365,28.9558
1,195,374,25.8466
1,195,381,1.2592
1,195,378,12.6899
1,195,392,25.8494
1,195,396,19.9938
1,195,397,17.9356
1,195,389,11.351
1,195,401,11.0283
1,195,403,7.5824
1,195,395,5.9596
1,195,398,4.6455
1,201,92,46.6896
1,201,23,26.6255
1,201,120,8.3078
1,201,157,65.192
1,201,187,22.1403
1,201,195,21.0816
1,201,116,33.1991
1,201,212,25.4708
1,201,211,31.6621
1,201,216,7.0438
1,201,250,28.4691
1,201,253,28.1263
1,201,259,7.4496
1,201,273,20.6443
1,201,281,21.364
1,201,284,20.4381
1,201,283,23.0675
1,201,298,79.8475
1,201,326,12.7739
1,201,344,15.9614
1,201,343,0.6691
1,201,178,30.415
1,201,350,4.8852
1,201,365,8.1911
1,201,374,27.1806
1,201,378,25.8369
1,201,389,10.0523
1,201,392,40.3976
1,201,397,6.8736
1,201,396,5.3642
1,201,398,38.191
1,201,410,1.107
1,201,406,1.107
1,201,414,10.0655
1,201,401,8.5393
1,201,405,1.4418
