seed,from,to,familiarity
2,32,59,1.5971
2,32,140,4.8473
2,32,74,25.3335
2,32,17,9.3032
2,32,102,5.6054
2,32,262,5.9021
2,32,207,5.5273
2,32,37,0.7437
2,32,149,3.9044
2,32,114,0.8852
2,32,160,1.98
2,32,343,0.6141
2,32,170,2.0386
2,32,33,6.1877
2,32,219,3.4599
2,32,363,0.7297
2,32,281,15.4138
2,32,104,12.453
2,32,111,27.2615
2,32,300,0.5958
2,32,464,1.082
2,32,446,0.5162
2,32,416,5.2666
2,32,442,1.8788
2,32,463,1.4981
2,32,214,1.9704
2,32,449,11.707
2,32,452,10.241
2,32,141,7.1243
2,32,475,4.4763
2,32,437,0.7693
2,33,104,3.2609
2,33,59,7.208
2,33,111,4.6684
2,33,52,30.5021
2,33,37,17.169
2,33,102,11.9131
2,33,17,6.7749
2,33,74,3.7693
2,33,114,17.4369
2,33,53,12.1267
2,33,140,34.4324
2,33,149,15.3055
2,33,160,5.8068
2,33,164,62.596
2,33,141,12.8053
2,33,170,13.9429
2,33,207,5.5624
2,33,214,12.5535
2,33,219,2.289
2,33,262,50.7735
2,33,281,27.2024
2,33,300,62.4287
2,33,318,16.3239
2,33,343,6.7906
2,33,354,13.7036
2,33,32,7.2608
2,33,363,12.0012
2,33,411,2.4092
2,33,416,26.8396
2,33,418,9.2417
2,33,456,0.9358
2,33,449,17.3781
2,33,463,0.8764
2,33,467,12.4
2,33,469,4.4845
2,33,437,14.8837
2,33,466,1.8943
2,33,475,3.2632
2,33,480,5.3075
2,33,452,23.3623
2,37,74,28.7918
2,37,59,16.8698
2,37,33,22.4961
2,37,32,20.0344
2,37,114,22.3118
2,37,17,28.5648
2,37,53,5.644
2,37,111,60.8007
2,37,102,21.0556
2,37,52,41.625
2,37,140,13.5761
2,37,141,5.3184
2,37,149,19.623
2,37,164,8.539
2,37,170,25.2182
2,37,160,4.3314
2,37,207,5.7308
2,37,214,41.2875
2,37,219,36.1822
2,37,262,11.8771
2,37,281,19.7611
2,37,300,18.5619
2,37,318,17.4913
2,37,343,23.7291
2,37,354,22.5122
2,37,363,62.0208
2,37,399,1.5054
2,37,411,10.2133
2,37,416,15.8023
2,37,418,24.7949
2,37,419,7.9724
2,37,437,20.0817
2,37,442,0.9383
2,37,445,0.902
2,37,449,29.9087
2,37,463,17.1512
2,37,446,35.1233
2,37,466,1.3735
2,37,475,40.3615
2,37,474,25.117
2,37,480,12.2864
2,37,469,4.8766
2,37,467,7.9274
2,52,102,5.8946
2,52,104,5.1736
2,52,33,30.5019
2,52,17,1.0031
2,52,37,32.5752
2,52,111,5.1738
2,52,59,0.8984
2,52,74,24.6729
2,52,149,4.0681
2,52,140,21.6282
2,52,141,22.6508
2,52,114,26.9654
2,52,164,5.6393
2,52,170,13.8823
2,52,214,31.6878
2,52,207,30.6264
2,52,219,4.5003
2,52,262,46.9602
2,52,53,1.8892
2,52,281,39.1708
2,52,300,31.5647
2,52,318,36.8225
2,52,343,2.9144
2,52,354,6.68
2,52,363,39.4582
2,52,418,27.452
2,52,416,11.7296
2,52,399,4.1576
2,52,437,0.844
2,52,445,2.0884
2,52,419,2.4122
2,52,452,14.6385
2,52,456,0.7444
2,52,449,2.7439
2,52,446,1.7301
2,52,480,7.3281
2,52,467,1.998
2,52,466,30.5303
2,52,474,7.3269
2,52,469,3.2512
2,52,475,33.4704
2,53,59,6.5776
2,53,74,1.3969
2,53,37,5.5823
2,53,111,14.8163
2,53,114,4.8293
2,53,33,12.1267
2,53,140,1.4313
2,53,149,2.3183
2,53,17,4.5994
2,53,32,0.812
2,53,141,13.7864
2,53,164,8.3617
2,53,160,2.487
2,53,170,1.0185
2,53,207,2.1983
2,53,214,14.0613
2,53,102,4.0997
2,53,219,0.9411
2,53,262,14.9932
2,53,52,2.3474
2,53,281,21.6372
2,53,300,12.2923
2,53,104,0.8785
2,53,318,1.5868
2,53,354,2.3372
2,53,363,1.2943
2,53,343,21.7184
2,53,399,1.0875
2,53,416,35.1059
2,53,411,3.5512
2,53,437,13.9541
2,53,446,1.2019
2,53,466,7.7548
2,53,463,18.7424
2,53,473,13.746
2,53,467,2.2039
2,53,449,30.1033
2,53,480,6.3042
2,53,475,17.6691
2,53,418,1.9196
2,59,37,16.8699
2,59,74,14.1462
2,59,33,8.803
2,59,111,36.5584
2,59,104,13.2727
2,59,32,15.4968
2,59,17,9.2382
2,59,114,10.1599
2,59,52,6.7749
2,59,102,12.4223
2,59,141,19.4594
2,59,140,23.7217
2,59,149,17.4938
2,59,160,5.756
2,59,164,31.287
2,59,170,8.1873
2,59,207,5.703
2,59,214,17.4253
2,59,219,30.9397
2,59,262,2.6646
2,59,281,12.7848
2,59,300,17.9314
2,59,318,14.228
2,59,343,1.7811
2,59,354,27.8087
2,59,363,17.4586
2,59,411,2.1007
2,59,416,36.382
2,59,419,7.3657
2,59,418,7.3066
2,59,446,0.8099
2,59,437,51.1419
2,59,442,1.2075
2,59,452,8.955
2,59,454,7.1378
2,59,459,3.085
2,59,463,0.8813
2,59,449,3.6048
2,59,460,1.2064
2,59,466,10.3574
2,59,474,8.7755
2,59,445,1.6587
2,59,480,1.7996
2,59,467,24.9917
2,59,473,3.7391
2,59,469,3.2162
2,59,475,40.7128
2,74,102,57.7856
2,74,59,13.6668
2,74,53,1.1931
2,74,33,3.7688
2,74,114,17.844
