seed,from,to,familiarity
4,0,92,29.0971
4,0,80,43.8769
4,0,90,12.3013
4,0,15,5.1372
4,0,91,20.3545
4,0,2,13.2083
4,0,86,37.1266
4,0,56,12.701
4,0,126,30.4445
4,0,139,12.641
4,0,155,20.9705
4,0,179,9.6306
4,0,204,16.2359
4,0,203,5.0806
4,0,210,3.5805
4,0,237,2.0341
4,0,250,15.3058
4,0,295,3.8911
4,0,308,9.6675
4,0,309,17.2947
4,0,326,28.2656
4,0,324,25.4982
4,0,325,0.8958
4,0,338,6.2716
4,0,354,20.0044
4,0,370,45.4931
4,0,383,0.6
4,0,379,18.8082
4,0,381,2.9741
4,0,369,14.0192
4,0,380,4.9103
4,0,389,12.8518
4,0,401,3.4428
4,0,396,5.1223
4,0,399,25.9053
4,2,86,6.5823
4,2,90,9.0786
4,2,15,21.1384
4,2,0,11.8637
4,2,91,31.3235
4,2,80,12.7225
4,2,56,18.7318
4,2,92,5.3413
4,2,126,14.3726
4,2,139,10.9532
4,2,179,18.1458
4,2,204,18.0363
4,2,250,9.2072
4,2,237,10.7686
4,2,286,8.3359
4,2,295,6.049
4,2,296,27.878
4,2,309,9.6852
4,2,310,1.1171
4,2,338,48.7162
4,2,155,8.2551
4,2,326,19.5285
4,2,324,23.8274
4,2,308,17.9165
4,2,370,8.5075
4,2,354,18.9812
4,2,369,24.0635
4,2,379,23.6807
4,2,381,18.1932
4,2,380,20.9543
4,2,389,7.2919
4,2,386,0.8243
4,15,0,34.6975
4,15,56,2.7075
4,15,86,21.4093
4,15,2,21.2778
4,15,90,15.594
4,15,91,3.5328
4,15,92,2.2289
4,15,80,25.2679
4,15,126,11.7542
4,15,139,27.6455
4,15,155,5.0277
4,15,179,38.9232
4,15,204,78.9055
4,15,203,25.8846
4,15,237,39.5556
4,15,250,49.3552
4,15,286,10.9952
4,15,295,52.4921
4,15,296,6.0415
4,15,310,1.6359
4,15,309,56.7029
4,15,308,29.2645
4,15,324,17.5632
4,15,326,37.0798
4,15,338,31.0599
4,15,354,33.1008
4,15,370,53.923
4,15,369,14.299
4,15,381,14.6864
4,15,380,26.3251
4,15,379,41.1225
4,15,389,1.6758
4,15,386,0.588
4,15,397,0.7907
4,15,392,16.5744
4,15,398,5.7504
4,15,399,26.7474
4,15,396,14.1471
4,15,401,21.2744
4,56,15,2.5381
4,56,86,5.5438
4,56,80,17.2122
4,56,91,7.3645
4,56,90,11.1658
4,56,92,18.7619
4,56,0,11.7583
4,56,2,18.7318
4,56,179,0.7574
4,56,204,18.7748
4,56,203,10.8241
4,56,210,0.7963
4,56,237,9.3328
4,56,250,30.2506
4,56,126,11.6007
4,56,139,10.9698
4,56,286,18.6721
4,56,295,10.4564
4,56,296,3.1463
4,56,309,28.9321
4,56,308,0.5112
4,56,324,6.9316
4,56,338,3.6141
4,56,354,4.8569
4,56,369,14.5871
4,56,370,27.5765
4,56,382,0.7823
4,56,379,5.2474
4,56,386,2.0514
4,56,401,3.1504
4,56,389,13.6133
4,56,396,17.9134
4,56,381,34.485
4,56,392,38.0625
4,56,380,17.2645
4,80,92,10.0576
4,80,0,43.7127
4,80,56,17.2122
4,80,86,3.314
4,80,2,12.7225
4,80,91,9.8294
4,80,15,19.1008
4,80,126,18.3759
4,80,139,3.362
4,80,155,3.8658
4,80,204,24.7846
4,80,203,0.5146
4,80,237,24.3216
4,80,250,38.233
4,80,296,34.6026
4,80,295,4.4734
4,80,308,2.4356
4,80,309,43.2526
4,80,326,7.1453
4,80,338,19.0521
4,80,324,16.4764
4,80,354,5.5507
4,80,179,6.2045
4,80,369,25.5737
4,80,380,8.108
4,80,381,9.8949
4,80,370,15.3341
4,80,379,13.3052
4,80,383,1.1687
4,80,389,1.9907
4,80,286,1.8785
4,80,399,2.2804
4,86,2,13.597
4,86,56,17.2322
4,86,90,24.387
4,86,15,21.4093
4,86,80,11.8737
4,86,0,37.1266
4,86,91,4.1498
4,86,92,18.1233
4,86,139,4.5076
4,86,126,3.2369
4,86,155,3.1158
4,86,179,20.7088
4,86,204,43.7237
4,86,203,16.1465
4,86,210,2.5132
4,86,237,12.2916
4,86,250,47.4708
4,86,286,5.2836
4,86,295,17.9507
4,86,296,20.5501
4,86,309,8.2069
4,86,308,16.0401
4,86,326,23.8021
4,86,324,18.1299
4,86,338,31.3814
4,86,354,17.1293
4,86,369,16.9944
4,86,370,13.7982
4,86,383,0.7219
4,86,381,47.9404
4,86,380,38.8514
4,86,379,18.2494
4,86,389,15.0743
4,86,386,4.0827
4,86,396,31.4534
4,86,392,6.2673
4,90,0,12.1826
4,90,86,15.5761
4,90,2,9.079
4,90,15,15.2419
4,90,91,14.3297
4,90,56,11.1658
4,90,126,43.5798
4,90,139,28.2921
4,90,155,37.2197
4,90,204,15.0298
4,90,203,8.0597
4,90,210,1.7111
4,90,237,11.0763
4,90,250,22.554
4,90,295,4.9837
4,90,296,2.4618
4,90,308,3.9317
4,90,324,1.7964
4,90,326,72.5067
4,90,338,23.1028
4,90,354,13.0132
4,90,369,4.6987
4,90,371,0.5061
4,90,379,1.9448
4,90,370,21.6185
4,90,380,1.3554
4,90,381,42.2078
4,90,389,9.3982
4,90,387,0.8384
4,90,392,9.7701
4,90,386,1.9702
4,91,92,22.5192
4,91,0,24.1526
4,91,86,4.1498
4,91,90,18.3678
4,91,56,7.9519
4,91,2,35.9619
4,91,15,3.5328
4,91,80,13.8311
4,91,126,23.667
4,91,139,11.6877
4,91,155,42.5236
4,91,179,3.8249
4,91,204,61.7162
4,91,203,48.2337
4,91,210,3.3916
4,91,237,16.5539
4,91,250,14.9747
4,91,286,12.5256
4,91,296,32.5203
4,91,295,19.7163
4,91,309,40.4085
4,91,308,30.0533
4,91,326,41.7003
4,91,325,0.9809
4,91,324,37.2812
4,91,338,28.7317
4,91,310,1.4087
4,91,354,30.869
4,91,370,17.4349
4,91,369,50.6006
4,91,380,28.8306
4,91,379,35.6085
4,91,381,21.4534
4,91,389,11.3785
4,91,397,1.4834
4,91,399,68.189
4,91,392,34.2974
4,92,0,24.6621
4,92,56,14.5944
4,92,139,21.5944
4,92,91,14.062
4,92,295,13.3413
4,92,308,9.3054
4,92,324,26.206
4,92,326,20.2152
4,92,2,5.0759
4,92,354,17.947
4,92,86,4.7483
4,92,237,1.2588
4,92,250,14.397
4,92,369,2.5581
4,92,126,0.7084
4,92,379,23.8558
4,92,381,6.8841
4,92,309,1.2282
4,92,15,0.6707
4,92,203,4.8791
4,92,392,44.0586
4,92,155,26.9355
4,92,370,34.167
4,92,399,4.9065
4,126,92,0.7546
4,126,0,29.8944
4,126,80,18.3759
4,126,2,14.3726
4,126,91,14.0818
4,126,139,4.328
4,126,86,2.6477
4,126,90,43.5756
4,126,179,0.6904
4,126,204,1.0689
4,126,203,18.5708
4,126,237,17.2728
4,126,250,7.2571
4,126,56,11.6007
4,126,286,2.6818
4,126,295,2.131
4,126,15,7.483
4,126,309,46.9752
4,126,310,1.6067
4,126,324,14.3206
4,126,296,13.5189
4,126,308,7.5081
4,126,210,2.7839
4,126,326,15.77
4,126,338,15.6399
4,126,354,10.2508
4,126,370,38.1766
4,126,381,4.2024
4,126,380,5.3735
4,126,369,12.9408
4,126,387,1.4018
4,126,389,4.6531
4,126,379,12.6364
4,126,397,3.4428
4,139,90,43.3747
4,139,80,3.3716
4,139,2,11.6677
4,139,86,8.2085
4,139,0,22.6284
4,139,56,21.5225
4,139,91,32.1383
4,139,126,7.5305
4,139,15,42.2643
4,139,92,44.927
4,139,155,33.9814
4,139,179,26.1444
4,139,204,32.4596
4,139,203,29.8329
4,139,237,20.2471
4,139,250,84.5641
4,139,286,21.9149
4,139,295,12.6991
4,139,296,15.1889
4,139,308,5.9877
4,139,309,19.7974
4,139,310,0.6054
4,139,326,27.2686
4,139,324,50.8487
4,139,338,24.1851
4,139,354,8.9226
4,139,370,24.4421
4,139,369,44.7401
4,139,381,35.4721
4,139,379,19.0609
4,139,380,1.0774
4,139,386,13.7722
4,139,387,1.1382
4,139,389,42.7773
4,139,401,9.6091
4,139,396,9.6091
4,139,392,41.8939
4,139,398,4.4341
4,139,399,4.7846
4,155,80,2.539
4,155,0,20.0895
4,155,15,2.9027
4,155,204,1.4837
4,155,86,0.8913
4,155,250,11.3591
4,155,296,0.8076
4,155,308,21.5843
4,155,326,10.3016
4,155,2,8.2178
4,155,354,6.6612
4,155,324,1.134
4,155,370,0.7286
4,155,237,3.2641
4,155,379,17.0948
4,155,139,25.7795
4,155,286,1.388
4,155,203,3.9646
4,155,91,13.2277
4,155,392,30.5434
4,155,92,26.9355
4,155,389,27.4802
4,155,90,26.9506
4,155,381,15.4448
4,179,204,14.1067
4,179,237,4.7863
4,179,309,7.1398
4,179,308,9.6852
4,179,139,12.0786
4,179,80,6.2045
4,179,86,1.2955
4,179,369,14.3912
4,179,354,0.5216
4,179,210,1.6692
4,179,381,3.5797
4,179,2,17.5254
4,179,15,7.2313
4,179,392,4.6998
4,179,386,22.1879
4,203,91,47.4763
4,203,90,8.0597
4,203,86,13.0201
4,203,80,0.5146
4,203,204,12.0284
4,203,155,15.4473
4,203,0,4.3447
4,203,139,29.7988
4,203,15,23.2668
4,203,126,18.5708
4,203,179,6.0742
4,203,92,7.8491
4,203,56,10.8241
4,203,210,1.4225
4,203,237,1.6231
4,203,250,7.0559
4,203,295,24.5308
4,203,296,2.2658
4,203,309,26.5637
4,203,310,0.5107
4,203,324,19.0992
4,203,326,33.3029
4,203,338,17.4004
4,203,308,2.2537
4,203,354,5.11
4,203,370,1.5262
4,203,369,24.6586
4,203,379,6.8327
4,203,286,0.6611
4,203,381,2.8072
4,203,383,0.6091
4,203,380,24.3952
4,203,387,0.7686
4,203,392,1.7648
4,204,91,61.7989
4,204,90,16.2433
4,204,0,18.5542
4,204,86,43.7402
4,204,92,13.4365
4,204,2,34.7003
4,204,56,37.9062
4,204,15,79.0167
4,204,80,37.0981
4,204,203,14.7531
4,204,126,9.9536
4,204,179,15.7303
4,204,139,30.3019
4,204,155,1.7004
4,204,210,0.7118
4,204,237,5.1338
4,204,250,19.0298
4,204,286,6.4669
4,204,295,41.1485
4,204,296,21.5506
4,204,308,23.1868
4,204,326,35.1753
4,204,324,23.1457
4,204,309,17.9471
4,204,338,52.6779
4,204,354,18.8474
4,204,371,0.6172
4,204,369,46.6295
4,204,382,0.5435
4,204,383,0.6959
4,204,379,39.5757
4,204,381,33.0792
4,204,380,21.6408
4,204,370,19.9883
4,204,389,37.1849
4,204,387,1.1382
4,204,386,4.7832
4,204,399,5.6395
4,204,398,3.9008
4,204,392,4.4252
4,237,203,1.6231
4,237,80,24.3216
4,237,91,15.9832
4,237,179,16.4233
4,237,86,7.0464
4,237,0,1.2304
4,237,15,34.4024
4,237,126,17.2728
4,237,139,17.0983
4,237,204,4.7215
4,237,92,1.259
4,237,90,11.049
4,237,56,9.3328
4,237,250,16.5483
4,237,2,10.7686
4,237,155,3.3272
4,237,296,7.276
4,237,295,30.8953
4,237,286,2.1063
4,237,308,9.7794
4,237,309,3.6697
4,237,326,11.2988
4,237,324,37.256
4,237,338,8.6797
4,237,354,12.0042
4,237,381,25.7605
4,237,370,18.5527
4,237,379,15.7447
4,237,380,2.6467
4,237,369,44.8471
4,237,389,2.0632
4,237,386,1.4791
4,250,86,47.4708
4,250,203,7.1304
4,250,80,39.7293
4,250,56,30.3384
4,250,126,10.9859
4,250,90,26.9138
4,250,155,24.6178
4,250,91,14.9747
4,250,204,18.9492
4,250,15,49.3552
4,250,0,24.6345
4,250,2,12.5258
4,250,92,31.5048
4,250,139,73.1949
4,250,179,1.7341
4,250,237,22.9989
4,250,286,12.871
4,250,295,24.4319
4,250,296,4.1924
4,250,308,10.5619
4,250,310,0.707
4,250,309,31.2758
4,250,324,73.8525
4,250,338,9.9393
4,250,326,36.4453
4,250,354,21.4576
4,250,382,0.7521
4,250,381,51.572
4,250,380,33.6801
4,250,370,30.6887
4,250,379,71.624
4,250,369,22.284
4,250,386,3.6143
4,250,387,0.7506
4,250,389,10.763
4,250,398,5.0238
4,250,392,3.2189
4,250,396,2.9272
4,250,401,20.1776
4,250,399,15.048
4,286,237,0.8225
4,286,380,17.6575
4,286,126,0.6999
4,286,2,4.5533
4,286,381,2.8772
4,286,309,11.6876
4,295,15,48.6408
4,295,204,40.2175
4,295,250,8.8063
4,295,203,24.5312
4,295,56,10.4635
4,295,80,4.4734
4,295,90,4.9984
4,295,91,5.2033
4,295,296,12.9711
4,295,2,6.0543
4,295,86,17.2794
4,295,0,1.0252
4,295,237,30.8953
4,295,92,18.5526
4,295,139,9.8906
4,295,126,2.1344
4,295,308,4.9701
4,295,179,14.3895
4,295,310,2.058
4,295,309,7.6157
4,295,324,34.5402
4,295,326,4.2085
4,295,338,16.7645
4,295,354,6.6733
4,295,370,39.0512
4,295,369,3.5546
4,295,381,3.4271
4,295,379,23.9378
4,295,396,2.407
4,295,389,34.0239
4,296,155,1.1047
4,296,237,7.276
4,296,80,34.6026
4,296,91,26.1674
4,296,295,12.9707
4,296,15,3.8024
4,296,86,5.992
4,296,203,2.2658
4,296,204,8.5237
4,296,2,27.878
4,296,139,6.5406
4,296,90,2.4618
4,296,250,3.6178
4,296,56,3.1463
4,296,286,2.3039
4,296,309,45.0914
4,296,308,12.258
4,296,324,38.2044
4,296,126,13.5189
4,296,326,15.2698
4,296,338,9.0958
4,296,354,7.7047
4,296,369,38.8791
4,296,370,4.994
4,296,379,50.2074
4,296,381,4.6709
4,296,380,20.0181
4,296,389,8.1346
4,296,386,3.8531
4,296,397,7.52
4,296,398,7.52
4,296,399,7.52
4,308,0,8.8237
4,308,204,13.7344
4,308,295,4.9689
4,308,80,2.4356
4,308,92,9.308
4,308,91,16.7147
4,308,90,3.9317
4,308,139,0.952
4,308,237,9.7794
4,308,296,12.258
4,308,250,6.0203
4,308,86,9.1563
4,308,155,21.5847
4,308,179,9.7096
4,308,126,7.5081
4,308,56,0.5112
4,308,210,2.7012
4,308,324,6.8557
4,308,326,12.6608
4,308,338,32.7281
4,308,309,7.5922
4,308,15,17.7287
4,308,203,2.2537
4,308,2,17.9165
4,308,354,38.6661
4,308,361,0.8035
4,308,370,1.5137
4,308,369,9.6095
4,308,379,9.6397
4,308,380,6.3781
4,308,383,1.0865
4,308,381,36.6255
4,308,386,13.4321
4,308,389,6.3108
4,308,392,23.1242
4,308,399,14.8902
4,309,203,27.8932
4,309,91,40.4085
4,309,56,32.1044
4,309,179,30.1683
4,309,286,12.398
4,309,2,11.76
4,309,80,53.0494
4,309,296,45.3519
4,309,15,56.7029
4,309,86,8.2069
4,309,90,3.0372
4,309,126,51.3634
4,309,139,12.3335
4,309,0,25.0378
4,309,92,4.3462
4,309,237,24.2705
4,309,250,31.2758
4,309,295,8.6249
4,309,204,17.8206
4,309,324,28.4926
4,309,326,12.2113
4,309,338,39.2308
4,309,308,18.197
4,309,354,18.1859
4,309,369,48.8552
4,309,370,19.701
4,309,381,11.3106
4,309,379,44.1675
4,309,380,16.5414
4,309,386,5.3159
4,309,392,18.7811
4,309,396,14.7918
4,324,92,48.441
4,324,126,15.3972
4,324,296,48.2346
4,324,203,20.3677
4,324,204,23.0137
4,324,237,41.2846
4,324,155,4.0233
4,324,179,22.938
4,324,326,32.1538
4,324,310,1.446
4,324,210,0.9579
4,324,0,30.8963
4,324,56,20.1699
4,324,90,6.1863
4,324,80,16.846
4,324,15,17.5632
4,324,295,40.7154
4,324,250,73.8525
4,324,139,45.1982
4,324,308,22.4261
4,324,309,28.4926
4,324,286,1.7469
4,324,91,37.2812
4,324,86,18.1299
4,324,338,14.8137
4,324,2,24.9427
4,324,354,17.4598
4,324,370,54.9435
4,324,369,17.6804
4,324,379,52.9945
4,324,381,14.6669
4,324,380,32.3707
4,324,383,0.8155
4,324,392,1.9203
4,324,397,8.3472
4,324,399,8.3472
4,324,386,24.2621
4,324,398,7.3478
4,324,401,22.5224
4,324,389,10.153
4,326,204,35.1515
4,326,86,23.8052
4,326,237,18.4087
4,326,80,7.2169
4,326,0,37.0986
4,326,56,3.1364
4,326,296,26.1599
4,326,310,1.5961
4,326,91,41.7003
4,326,203,33.6293
4,326,210,1.6791
4,326,324,32.154
4,326,2,30.6386
4,326,295,11.3369
4,326,139,9.4298
4,326,15,37.0811
4,326,179,10.9893
4,326,308,13.3645
4,326,92,43.1776
4,326,309,12.2113
4,326,90,74.6719
4,326,286,3.8402
4,326,338,6.0125
4,326,250,36.4453
4,326,126,19.8678
4,326,155,29.0009
4,326,354,4.2237
4,326,369,13.1613
4,326,370,31.7776
4,326,381,33.3713
4,326,379,1.0877
4,326,383,1.3866
4,326,380,68.5435
4,326,387,1.0581
4,326,386,21.7738
4,326,389,34.332
4,326,396,6.7426
4,326,397,9.0447
4,326,398,9.0447
4,326,399,27.4837
4,326,401,6.7426
4,338,56,9.7867
4,338,296,11.5252
4,338,250,9.9393
4,338,80,21.625
4,338,310,0.9575
4,338,2,53.8621
4,338,91,28.7317
4,338,295,21.8418
4,338,86,31.3814
4,338,92,2.4305
4,338,90,23.5766
