atom,category,finding_direction,observed_rank1_sim_mean,observed_n_strong_seeds,observed_n_weak_seeds,uniform_baseline_mean,uniform_baseline_std,shuffled_baseline_mean,shuffled_baseline_std,delta_uniform,delta_shuffled,z_score_uniform,z_score_shuffled,direction_consistency_24,true_finding_uniform,true_finding_shuffled,true_finding_both
SOC.individual,SOC,above_baseline,0.44978248700499535,0,0,0.3629600654045741,0.035868724025578995,0.44485988716284436,0.011061863447071428,0.08682242160042125,0.0049225998421509876,2.420560640476247,0.4450063830298159,True,True,False,False
COG.mindless,COG,above_baseline,0.4519152007997036,0,0,0.3606051181753476,0.03740151412124994,0.47459347049395245,0.020228511777291444,0.09131008262435597,-0.022678269694248854,2.4413472226911126,-1.1211042089466765,True,True,False,False
PER.deaf,PER,above_baseline,0.5232524623473486,24,0,0.46530773242314655,0.023613139525252964,0.5659194886684418,0.03102029653954556,0.05794472992420202,-0.042667026321093204,2.453918923497373,-1.3754551400467774,True,True,False,False
WLD.unskilled,WLD,above_baseline,0.45270053048928577,0,0,0.35676541924476624,0.038039552552082585,0.45852220182617504,0.014771528600823468,0.09593511124451953,-0.005821671336889267,2.5219831677349025,-0.3941143462000762,True,True,False,False
PRP.weak,PRP,above_baseline,0.4683032346268495,0,0,0.39593931784232456,0.02761883592741942,0.4548144203921159,0.028511670869237855,0.07236391678452492,0.013488814234733582,2.6200929313129917,0.47309799192747737,True,True,False,False
STA.healing,STA,above_baseline,0.6253697300950686,24,0,0.5579688474535942,0.025436419512766432,0.5694758382936319,0.03302138454722295,0.06740088264147437,0.05589389180143667,2.6497787004828313,1.6926574269320656,True,True,False,False
BOD.head,BOD,above_baseline,0.542159803211689,24,0,0.4731476741532485,0.02491469897932944,0.5272050152222315,0.021394721243720313,0.06901212905844051,0.014954787989457485,2.7699362980743474,0.6989942901848721,True,True,False,False
SOC.nation,SOC,above_baseline,0.4829496157666047,5,0,0.39663183440764743,0.030852152459038135,0.46727948014934856,0.011971149915428967,0.08631778135895729,0.015670135617256165,2.7977879816832845,1.3089916781561457,True,True,False,False
BOD.face,BOD,above_baseline,0.5809586470325788,24,0,0.5111877123514811,0.02478425949196433,0.4846899633606275,0.031421804420367676,0.06977093468109774,0.09626868367195135,2.8151308980491914,3.0637541493177203,True,True,True,True
ACT.stand,ACT,above_baseline,0.5372420648733774,24,0,0.4542007880906264,0.027138185440377917,0.47605181485414505,0.03532596559008094,0.08304127678275103,0.061190250019232395,3.059942123440462,1.7321607207932568,True,True,False,False
