seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
12,1,0,2112,1.5845,6,0,1,0,0,0,1.579656,1.619468,0.776173,3,0.0,1.95,0,1.534785,1.573787,1.771254,4,0.0,1.96,0,1.585541,1.667073,1.398565,4,0.0,2.0
12,2,0,2116,1.5824,1,0,1,3,0,0,1.551799,1.511561,1.28327,3,0.0,1.89,0,1.549983,1.612533,1.321844,3,0.0,1.94,0,1.54982,1.46595,1.654054,5,0.0,1.88
12,3,0,2059,1.5431,9,0,1,0,1,0,1.595229,1.53427,1.181505,3,0.0,1.87,0,1.580577,1.472865,1.380374,3,0.0,1.88,0,1.591673,1.612212,0,2,1.0,1.86
12,4,0,2029,1.5574,3,0,1,1,1,0,1.586167,1.56119,2.059939,3,0.0,1.87,0,1.625375,1.614479,1.346078,3,0.0,1.85,0,1.54327,1.462962,1.341951,3,0.0,1.86
12,5,0,2084,1.5735,1,0,1,4,1,0,1.515752,1.539507,0,2,1.0,1.87,0,1.53245,1.512312,1.39088,3,0.0,1.91,0,1.520583,1.647177,1.137228,3,0.3333,1.85
12,6,0,2095,1.4803,6,0,1,4,1,0,1.543784,1.586778,1.20023,3,0.0,1.87,0,1.493957,1.407904,0.055337,3,0.0,1.9,0,1.560081,1.490057,1.664447,3,0.0,1.89
12,7,0,2132,1.5189,0,0,0,4,1,0,1.574331,1.565953,1.356721,3,0.0,1.85,0,1.629005,1.462738,0,2,1.0,1.89,0,1.576656,1.681211,1.748717,3,0.0,1.9
12,8,0,2150,1.5269,5,0,1,4,0,0,1.498606,1.535853,0.942478,3,0.0,1.82,0,1.584735,1.592407,0.466028,3,0.3333,1.9,0,1.579579,1.615427,1.392321,3,0.0,1.91
12,9,0,2078,1.427,4,0,1,3,1,0,1.627964,1.631659,1.506333,3,0.25,1.88,0,1.578581,1.573518,0,2,1.0,1.89,0,1.59441,1.709405,1.459054,3,0.0,1.86
12,10,0,2060,1.5371,4,0,1,1,1,0,1.53151,1.58944,1.577943,3,0.0,1.82,0,1.566595,1.625036,1.581971,4,0.0,1.84,0,1.527278,1.581311,0.822593,3,0.0,1.9
12,11,0,2047,1.5728,3,0,1,3,1,0,1.599022,1.682202,1.286707,3,0.0,1.86,0,1.507416,1.63487,1.25043,3,0.0,1.86,0,1.515923,1.68147,1.760712,3,0.0,1.85
12,12,0,2054,1.5432,6,0,1,3,1,0,1.557336,1.605908,0.902893,3,0.0,1.89,0,1.627826,1.529146,1.264264,3,0.0,1.86,0,1.629218,1.604476,1.061057,3,0.0,1.9
12,13,0,2115,1.5299,6,0,1,3,1,0,1.582807,1.655418,2.361208,3,0.0,1.9,0,1.597995,1.547715,1.77867,4,0.0,1.88,0,1.593568,1.576364,1.691009,3,0.0,1.89
12,14,0,2072,1.5821,4,0,1,3,1,0,1.57864,1.545529,1.76834,3,0.0,1.9,0,1.558533,1.555106,1.453997,4,0.0,1.89,0,1.572574,1.45385,2.611854,3,0.0,1.92
12,15,0,2024,1.5632,2,0,1,4,0,0,1.566425,1.791006,1.244442,4,0.25,1.87,0,1.595096,1.560143,1.536464,4,0.0,1.88,0,1.594915,1.486263,2.490831,3,0.0,1.87
12,16,0,1972,1.5166,2,0,1,4,0,0,1.572335,1.499111,1.491777,3,0.0,1.83,0,1.616916,1.52842,2.525483,3,0.0,1.85,0,1.598499,1.600906,1.87561,3,0.0,1.84
12,17,0,2062,1.5391,2,0,1,3,1,0,1.575475,1.606714,2.106116,3,0.0,1.91,0,1.595547,1.574556,1.321692,3,0.0,1.87,0,1.564751,1.562179,1.478446,3,0.0,1.9
12,18,1,2003,1.4722,12,0,1,4,0,0,1.631335,1.56996,2.33601,3,0.0,1.87,0,1.551322,1.565846,0.641703,3,0.0,1.85,0,1.626715,1.662549,1.54512,3,0.0,1.88
12,19,0,2032,1.5264,4,0,1,4,0,0,1.573147,1.62755,1.2302,4,0.0,1.91,0,1.575003,1.487805,0.689467,4,0.25,1.81,0,1.573185,1.624844,2.019746,3,0.0,1.85
12,20,0,2006,1.5825,8,0,1,1,1,0,1.544692,1.766168,0.92346,3,0.0,1.89,0,1.515497,1.607705,2.534161,3,0.0,1.86,0,1.558113,1.629652,2.193298,3,0.0,1.87
