seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
9,12,0,2062,1.5618,1,0,1,4,1,0,1.571464,1.507665,0,2,1.0,1.88,0,1.542719,1.42187,2.396732,3,0.0,1.86,0,1.525266,1.481434,1.196485,4,0.0,1.84
9,13,0,2109,1.5827,1,0,1,3,1,0,1.570515,1.576345,1.457129,3,0.0,1.93,0,1.615996,1.551754,0.963835,3,0.3333,1.87,0,1.588701,1.625478,1.313508,3,0.0,1.88
9,14,0,2108,1.5813,11,0,1,4,0,0,1.585157,1.641515,1.801893,3,0.0,1.9,0,1.557769,1.553078,1.456266,3,0.0,1.89,0,1.579101,1.489636,1.970794,3,0.0,1.95
9,15,0,2103,1.5721,2,0,1,3,1,0,1.579045,1.461804,1.185587,3,0.0,1.91,0,1.596095,1.592433,1.365842,3,0.0,1.88,0,1.555595,1.671226,0.821836,3,0.0,1.91
9,16,0,1978,1.547,0,0,0,1,1,0,1.549251,1.656102,1.740161,5,0.0,1.86,1,1.60262,1.543079,0.411835,3,0.0,1.85,0,1.602112,1.52901,0,2,1.0,1.88
9,17,0,1971,1.5376,2,0,1,1,1,0,1.553505,1.587949,0.743745,3,0.0,1.92,0,1.548472,1.395348,0.670898,3,0.0,1.83,0,1.552071,1.60712,2.894778,3,0.0,1.82
9,18,0,2043,1.5813,1,0,1,3,1,0,1.52817,1.575156,0.647053,4,0.0,1.84,0,1.58696,1.655112,0.579254,3,0.0,1.83,0,1.554467,1.576386,1.543775,4,0.0,1.87
9,19,0,2115,1.491,2,0,1,3,1,0,1.595081,1.497227,1.959041,3,0.0,1.86,0,1.535279,1.673963,1.004642,3,0.0,1.87,0,1.549446,1.545178,1.41855,3,0.0,1.92
9,20,0,2020,1.5632,7,0,1,3,1,0,1.572585,1.604415,1.208819,4,0.0,1.81,0,1.519498,1.551122,1.663817,4,0.0,1.83,0,1.605629,1.636873,1.567417,4,0.0,1.86
9,21,0,1997,1.5609,4,0,1,3,1,0,1.62291,1.594649,1.311546,3,0.0,1.84,0,1.590068,1.572334,1.715685,3,0.0,1.85,0,1.595668,1.58685,2.295158,4,0.0,1.88
9,22,1,2039,1.5591,8,0,1,1,1,0,1.54915,1.575441,1.151683,3,0.0,1.94,0,1.561298,1.550563,1.537313,4,0.0,1.83,0,1.508626,1.598524,1.35789,3,0.0,1.84
9,23,0,2075,1.5101,4,0,1,2,1,0,1.506463,1.513225,1.076417,4,0.0,1.9,0,1.566745,1.525183,1.662922,4,0.0,1.85,0,1.607903,1.578844,1.923417,4,0.0,1.85
9,24,0,2107,1.5794,6,0,1,3,1,0,1.579463,1.644348,2.045309,4,0.0,1.91,0,1.602502,1.626081,1.625682,3,0.0,1.85,0,1.586983,1.539632,0,2,1.0,1.9
9,25,0,1988,1.4748,4,0,1,4,0,0,1.504624,1.627881,2.184799,4,0.0,1.88,0,1.55166,1.673689,1.653969,3,0.0,1.89,0,1.57619,1.535933,0.480323,3,0.0,1.91
