seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
9,1,0,2149,1.5831,6,0,1,0,0,0,1.607398,1.584917,1.236954,3,0.0,1.94,0,1.551374,1.50591,1.796251,3,0.0,2.04,1,1.56935,1.654945,1.532957,4,0.0,2.04
9,2,0,2064,1.5847,6,0,1,0,1,0,1.570391,1.470437,1.629869,3,0.0,1.93,0,1.553968,1.539284,1.891778,3,0.0,1.86,0,1.567422,1.53301,0,2,1.0,1.85
9,3,0,2013,1.5798,5,0,1,1,1,0,1.526383,1.561376,2.198471,3,0.0,1.88,0,1.604847,1.628431,0.620481,3,0.0,1.87,0,1.562548,1.446026,1.770254,3,0.0,1.86
9,4,0,2075,1.5816,8,0,1,1,1,0,1.618169,1.608344,0.577647,3,0.0,1.87,1,1.497081,1.661424,0.745064,3,0.0,1.91,0,1.551182,1.52461,0.21397,3,0.0,1.85
9,5,0,2040,1.5389,4,0,1,4,1,0,1.559236,1.576058,1.344867,4,0.0,1.89,0,1.534569,1.525959,1.366711,4,0.0,1.86,1,1.583294,1.436634,1.330461,3,0.0,1.95
9,6,0,2064,1.5621,1,0,1,4,1,0,1.530584,1.522611,1.733669,3,0.0,1.95,0,1.561499,1.619623,0.26838,3,0.0,1.94,0,1.610972,1.725803,0.65626,4,0.0,1.88
9,7,0,2021,1.5303,3,0,1,4,1,0,1.582723,1.449315,1.827813,3,0.0,1.89,0,1.555422,1.534817,1.977145,3,0.0,1.9,0,1.639227,1.560277,1.332901,5,0.0,1.92
9,8,0,2047,1.5651,15,0,1,4,1,0,1.582696,1.524223,1.753171,3,0.0,1.9,0,1.599282,1.568745,2.253799,3,0.0,1.88,0,1.584842,1.603729,0.974664,4,0.1429,1.85
9,9,0,2083,1.5724,3,0,1,4,1,0,1.564876,1.69355,1.51701,4,0.0,1.89,0,1.608091,1.579051,1.992984,3,0.0,1.85,0,1.584514,1.684512,0.842067,3,0.0,1.91
9,10,0,2120,1.569,5,0,1,4,1,0,1.481783,1.568473,1.469657,3,0.0,1.92,0,1.598824,1.507117,1.136745,4,0.0,1.88,0,1.599785,1.568236,2.424902,3,0.0,1.91
9,11,0,2076,1.571,1,0,1,3,1,0,1.561578,1.737858,1.389006,3,0.0,1.83,0,1.573119,1.62986,2.652965,3,0.0,1.9,0,1.548484,1.625038,1.481931,3,0.0,1.85
