seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
1,1,0,1998,1.5842,0,0,0,0,0,0,1.626298,1.501795,1.84363,4,0.0,2.1,0,1.571975,1.58816,0,2,1.0,1.88,0,1.60646,1.642968,2.498248,3,0.0,1.92
1,2,0,2050,1.5826,5,0,1,0,0,0,1.566918,1.453144,2.014903,3,0.0,1.94,0,1.615274,1.617169,0.440182,3,0.0,1.9,0,1.547519,1.546785,1.26481,4,0.0,1.88
1,3,0,2095,1.5576,2,0,1,4,1,0,1.558514,1.475883,0.538931,3,0.0,1.8,0,1.606913,1.615544,2.579704,4,0.0,1.85,0,1.585223,1.616541,2.237833,3,0.0,1.88
1,4,0,2143,1.5012,6,0,1,3,1,0,1.569606,1.473958,1.811687,3,0.0,1.91,0,1.542067,1.627235,1.374005,3,0.0,1.92,0,1.56966,1.608516,0,2,1.0,1.89
1,5,0,2050,1.5789,2,0,1,4,0,0,1.541469,1.396109,2.035688,4,0.0,1.85,0,1.561487,1.521912,2.348324,5,0.0,1.88,0,1.595307,1.520205,0.86618,3,0.0,1.85
1,6,0,2026,1.5343,4,0,1,4,0,0,1.610921,1.612137,1.152269,3,0.0,1.86,0,1.556559,1.636616,1.087933,4,0.0,1.84,0,1.539712,1.452491,1.701065,3,0.0,1.81
1,7,0,2020,1.5222,7,0,1,4,0,0,1.558423,1.615722,1.545386,4,0.25,1.86,0,1.575442,1.516842,1.523198,3,0.0,1.91,0,1.557128,1.615471,1.411783,5,0.0,1.85
1,8,0,2111,1.57,4,0,1,4,0,0,1.602616,1.489316,1.149973,3,0.0,1.94,0,1.568153,1.5338,1.389276,3,0.0,1.94,0,1.561969,1.547779,0,2,1.0,1.88
1,9,0,2086,1.5774,3,0,1,3,1,0,1.610502,1.598087,0.750221,3,0.0,1.9,0,1.578113,1.608175,2.527774,3,0.0,1.89,0,1.545149,1.537577,1.398187,3,0.2,1.89
1,10,0,2028,1.3328,3,0,1,4,0,0,1.53245,1.506585,0,2,1.0,1.89,0,1.566121,1.606026,1.698456,3,0.0,1.87,0,1.566605,1.578139,0,2,1.0,1.86
1,11,1,2052,1.5546,9,0,1,4,0,0,1.556331,1.50212,2.760028,3,0.0,1.83,0,1.530153,1.662926,1.754175,3,0.0,1.86,0,1.576784,1.571291,2.574253,3,0.0,1.91
1,12,0,2076,1.5309,3,0,1,4,0,0,1.577761,1.47113,0.835814,3,0.0,1.91,0,1.570327,1.652956,1.734476,5,0.0,1.87,0,1.596541,1.511472,0.924947,3,0.0,1.89
1,13,0,1978,1.5544,5,0,1,4,0,0,1.559231,1.729171,1.730781,3,0.0,1.83,0,1.5598,1.538924,2.446579,3,0.0,1.84,0,1.568904,1.548292,0.692172,4,0.0,1.82
1,14,0,2127,1.5462,3,0,1,4,0,0,1.615529,1.429423,0,2,1.0,1.92,0,1.552453,1.683865,1.315754,3,0.0,1.88,0,1.55326,1.546398,2.582268,3,0.0,1.88
1,15,0,2055,1.5524,6,0,1,4,0,0,1.573924,1.58378,1.673728,3,0.0,1.93,0,1.566078,1.432313,2.619697,3,0.0,1.82,0,1.611743,1.625649,0.693552,3,0.0,1.88
1,16,0,2010,1.5822,4,0,1,4,0,0,1.564686,1.477041,0.898092,4,0.0,1.85,0,1.58532,1.550147,1.601778,4,0.0,1.82,0,1.540847,1.602575,2.682417,4,0.0,1.9
1,17,0,2069,1.499,2,0,1,4,0,0,1.592222,1.58141,2.810321,3,0.0,1.88,0,1.55936,1.513755,1.867366,4,0.0,1.91,0,1.61929,1.521862,2.145678,3,0.0,1.86
1,18,1,2025,1.5292,3,0,1,4,0,0,1.56309,1.687358,2.338264,3,0.0,1.88,0,1.523256,1.625328,2.301927,3,0.0,1.92,0,1.566156,1.672165,1.715779,5,0.0,1.88
1,19,0,2056,1.5579,0,0,0,4,0,0,1.608431,1.61751,1.299391,3,0.0,1.88,0,1.578986,1.417231,1.963829,3,0.0,1.87,0,1.546056,1.560659,1.674803,3,0.0,1.87
1,20,0,2071,1.5792,7,0,1,4,0,0,1.535811,1.675219,1.390454,3,0.0,1.9,0,1.58803,1.527805,1.751928,4,0.0,1.82,0,1.601561,1.504313,0,2,1.0,1.85
1,21,0,1953,1.5763,1,0,1,4,0,0,1.579118,1.525319,1.673882,4,0.0909,1.82,0,1.554248,1.595397,1.922414,3,0.0,1.85,0,1.565112,1.615716,1.250558,3,0.0,1.85
1,22,1,2062,1.5524,11,0,1,4,0,0,1.581331,1.644824,1.633274,3,0.0,1.91,0,1.565588,1.559682,2.133109,4,0.0,1.88,0,1.575855,1.603199,1.228818,3,0.0,1.85
1,23,0,2041,1.5841,13,0,1,4,0,0,1.501461,1.541789,2.127021,3,0.0,1.88,0,1.546462,1.532223,1.215429,3,0.0,1.84,0,1.553444,1.601916,0.69578,4,0.0,1.88
1,24,0,2019,1.5779,2,0,1,4,0,0,1.493473,1.523817,1.575021,3,0.0,1.9,0,1.547117,1.42554,2.251842,4,0.0,1.84,0,1.634615,1.502065,1.929369,3,0.0,1.85
1,25,0,2057,1.5516,1,0,1,4,0,0,1.542072,1.631941,2.046636,3,0.0,1.86,0,1.556391,1.55827,1.429672,4,0.0,1.85,0,1.563352,1.608266,0,2,1.0,1.91
