seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
4,1,0,2155,1.584,7,0,1,0,0,0,1.57508,1.547469,1.633602,4,0.0,2.06,0,1.583433,1.589679,2.082913,3,0.0,2.02,0,1.632324,1.584122,1.757583,3,0.0,1.98
4,2,0,2001,1.5822,5,0,1,0,1,0,1.588217,1.626384,1.643841,3,0.0,1.88,0,1.532362,1.571535,0.067184,3,0.0,1.9,0,1.586711,1.571273,3.101578,3,0.0,1.82
4,3,0,2060,1.5838,3,0,1,1,1,0,1.623358,1.716789,1.341592,4,0.0,1.92,0,1.562016,1.50026,1.382763,3,0.0,1.95,0,1.537114,1.628372,0.362539,3,0.5,1.89
4,4,0,2040,1.5654,1,0,1,4,1,0,1.574389,1.671712,1.115546,3,0.0,1.95,0,1.586762,1.475102,2.089011,4,0.0,1.82,0,1.584464,1.709275,2.219341,3,0.0,1.82
4,5,0,1993,1.5774,2,0,1,4,1,0,1.583053,1.519458,2.835918,3,0.0,1.9,0,1.546673,1.562333,2.927362,3,0.0,1.83,0,1.583298,1.652446,1.924119,3,0.0,1.91
4,6,0,2103,1.5069,11,0,1,4,1,0,1.581957,1.559739,0.920913,3,0.0,1.85,0,1.550076,1.557637,0.671836,3,0.0,1.84,0,1.637189,1.464671,2.990136,3,0.0,1.91
4,7,0,2127,1.5284,0,0,0,4,1,0,1.569692,1.637571,0.749992,3,0.0,1.84,0,1.596986,1.767228,0.851005,3,0.0,1.91,0,1.565672,1.610247,1.3227,3,0.5,1.91
4,8,0,1978,1.5486,0,0,0,4,1,0,1.585796,1.562616,0,2,1.0,1.85,0,1.612578,1.594809,1.960623,4,0.0,1.89,0,1.549516,1.701886,0.586787,3,0.0,1.82
4,9,0,2005,1.581,6,0,1,4,1,0,1.556263,1.582156,0.461212,3,0.0,1.88,0,1.563179,1.636321,1.829359,4,0.0,1.79,0,1.59467,1.628377,2.868026,3,0.0,1.9
4,10,0,2065,1.5679,6,0,1,4,1,0,1.601106,1.617203,1.418186,3,0.0,1.9,0,1.644291,1.541931,2.405896,3,0.0,1.86,0,1.570843,1.632348,1.3086,4,0.0,1.9
4,11,0,1995,1.5052,5,0,1,3,1,0,1.577128,1.63825,1.503046,6,0.1111,1.86,0,1.521415,1.660366,1.763588,4,0.0,1.82,0,1.639058,1.635212,1.109505,4,0.0,1.87
4,12,0,2139,1.581,5,0,1,1,1,0,1.554648,1.560706,2.380232,3,0.0,1.92,0,1.531749,1.424206,0,2,1.0,1.86,0,1.591486,1.542921,1.709593,3,0.0,1.94
4,13,0,2082,1.5657,5,0,1,4,1,0,1.581468,1.676051,1.321866,3,0.0,1.9,0,1.547851,1.563836,0,2,1.0,1.91,0,1.585785,1.610514,1.620358,3,0.0,1.92
4,14,0,2082,1.5014,0,0,0,4,1,0,1.585579,1.493711,1.879467,3,0.0,1.91,0,1.535328,1.661593,2.5644,3,0.0,1.9,0,1.576363,1.641829,1.587476,4,0.0,1.86
4,15,0,2060,1.558,1,0,1,4,1,0,1.606278,1.573987,2.110446,3,0.0,1.88,0,1.617881,1.458365,0,2,1.0,1.88,0,1.60411,1.536642,1.676142,4,0.0,1.89
4,16,1,1997,1.4678,2,0,1,4,1,0,1.561754,1.556417,0.927883,4,0.1667,1.88,0,1.579335,1.559071,1.258356,4,0.0,1.88,0,1.537511,1.427703,0.757315,4,0.0,1.84
4,17,0,1994,1.4746,7,0,1,4,1,0,1.512986,1.514553,2.09127,5,0.0,1.89,0,1.583148,1.471466,2.520429,3,0.0,1.88,0,1.573752,1.473538,1.810316,3,0.0,1.88
4,18,0,1962,1.5486,2,0,1,4,0,0,1.571711,1.508957,1.551508,4,0.0,1.82,0,1.501832,1.662254,0,2,1.0,1.92,0,1.593779,1.517967,2.334238,3,0.0,1.83
4,19,0,2049,1.5601,1,0,1,4,0,0,1.602366,1.610374,1.986424,3,0.0,1.88,0,1.558722,1.651551,2.730658,3,0.0,1.86,0,1.562061,1.472285,1.968981,3,0.0,1.86
4,20,0,2041,1.5726,6,0,1,4,0,0,1.635837,1.613065,1.801652,3,0.0,1.83,0,1.635718,1.568976,0.928524,3,0.0,1.96,0,1.559374,1.572088,1.364293,3,0.0,1.88
4,21,0,2004,1.5777,4,0,1,4,0,0,1.600023,1.637467,1.812139,4,0.0,1.82,0,1.636483,1.644525,1.31282,4,0.0,1.87,0,1.556316,1.459851,1.451913,4,0.0,1.88
4,22,0,2040,1.3213,2,0,1,4,0,0,1.561725,1.493312,1.92241,3,0.0,1.81,0,1.535379,1.580565,2.022518,4,0.0,1.89,0,1.616667,1.732033,1.38017,4,0.0,1.87
4,23,0,2056,1.4319,3,0,1,4,0,0,1.497118,1.560148,1.99827,3,0.0,1.89,0,1.583218,1.565891,1.60307,3,0.0,1.91,0,1.566111,1.484525,2.236795,3,0.0,1.88
4,24,0,2079,1.4819,1,0,1,4,0,0,1.564103,1.584503,1.014259,4,0.0,1.91,0,1.58212,1.482292,2.421127,3,0.0,1.84,0,1.569772,1.681251,0.934029,3,0.0,1.89
4,25,0,2061,1.433,3,0,1,4,0,1,1.613497,1.626925,1.591543,4,0.0,1.88,0,1.589309,1.435521,2.649867,3,0.0,1.86,0,1.541093,1.674662,0,2,1.0,1.84
