seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
18,1,0,2114,1.5838,5,0,1,0,0,0,1.563613,1.636385,1.276211,3,0.0,1.97,0,1.524823,1.613734,1.861442,3,0.0,1.94,0,1.597816,1.539458,2.026805,3,0.0,1.97
18,2,0,2101,1.5839,3,0,1,0,0,1,1.57446,1.490919,0.894254,3,0.0,1.84,0,1.566407,1.49191,1.345742,3,0.0,1.92,0,1.52059,1.626395,2.084577,3,0.0,1.86
18,3,0,2138,1.5848,2,0,1,3,1,0,1.593155,1.500953,1.85327,3,0.0,1.91,0,1.571631,1.60107,2.451264,3,0.0,1.89,0,1.532198,1.692794,1.290409,3,0.0,1.94
18,4,0,2111,1.5722,2,0,1,3,1,0,1.576168,1.51512,0.827426,3,0.0,1.89,0,1.606906,1.562359,1.271421,4,0.0,1.91,0,1.581167,1.583845,1.007608,3,0.0,1.91
18,5,0,2047,1.5736,5,0,1,4,0,0,1.647933,1.614221,2.718957,3,0.0,1.88,0,1.588848,1.616833,0.997645,3,0.0,1.91,0,1.558168,1.511473,2.783073,3,0.0,1.87
18,6,0,2111,1.513,6,0,1,4,0,0,1.548412,1.535458,1.473097,5,0.0,1.93,0,1.564589,1.676123,0.657648,3,0.0,1.84,0,1.572644,1.488348,0.248093,3,0.0,1.83
18,7,1,2060,1.5474,4,0,1,1,1,0,1.564191,1.477202,0.789075,3,0.0,1.87,0,1.581611,1.633899,2.195302,4,0.0,1.82,0,1.59155,1.661971,2.553181,3,0.0,1.89
18,8,0,2033,1.5774,1,0,1,4,1,0,1.610269,1.566987,1.153932,5,0.0,1.87,0,1.615786,1.531394,1.302808,5,0.0,1.87,0,1.572319,1.496952,1.247787,5,0.0,1.84
18,9,0,2031,1.2516,0,0,0,4,1,0,1.549879,1.637722,2.369611,4,0.0,1.85,0,1.54937,1.566465,0.40433,3,0.0,1.88,0,1.576613,1.496709,1.908804,3,0.0,1.87
18,10,0,2024,1.569,4,0,1,4,1,0,1.538915,1.628913,1.062459,3,0.0,1.86,0,1.593912,1.549336,0.468005,4,0.5,1.89,0,1.508996,1.67394,0,2,1.0,1.83
18,11,0,2079,1.4618,2,0,1,4,1,0,1.602362,1.539198,1.767493,3,0.0,1.88,0,1.586252,1.595581,0.435607,3,0.0,1.88,0,1.587949,1.513102,0.573407,3,0.0,1.9
18,12,0,2082,1.4888,6,0,1,4,1,0,1.569495,1.546263,0.895177,3,0.0,1.86,1,1.568013,1.510082,1.281593,3,0.0,1.87,0,1.567363,1.696791,1.630949,3,0.0,1.83
18,13,0,2008,1.5353,6,0,1,4,1,0,1.578139,1.626121,0.664857,3,0.0,1.89,0,1.573506,1.56129,1.711542,3,0.0,1.85,0,1.601664,1.59358,2.37959,3,0.0,1.86
18,14,0,2077,1.5726,3,0,1,4,1,0,1.542445,1.559673,1.1471,3,0.0,1.91,0,1.521526,1.475418,1.754523,3,0.0,1.92,0,1.540283,1.629594,0.452564,3,0.0,1.89
18,15,0,2098,1.4655,3,0,1,4,1,0,1.590227,1.623254,1.647842,3,0.0,1.93,0,1.575309,1.590955,0,2,1.0,1.89,0,1.586694,1.713372,1.331912,3,0.0,1.86
18,16,1,2010,1.4496,5,0,1,4,1,0,1.522326,1.544625,2.166273,4,0.0,1.86,0,1.579517,1.559698,0.476033,3,0.0,1.84,0,1.598841,1.597747,2.134436,3,0.0,1.82
18,17,0,2072,1.5387,0,0,0,4,1,0,1.610035,1.557855,1.716704,4,0.1429,1.95,0,1.589881,1.655356,0,2,1.0,1.8,0,1.547913,1.540777,2.11168,3,0.0,1.93
18,18,0,1987,1.5644,4,0,1,4,0,0,1.522687,1.52494,1.249112,3,0.0,1.86,0,1.567297,1.439231,1.49342,3,0.0,1.9,0,1.554106,1.438128,1.431403,3,0.0,1.87
18,19,0,1969,1.5656,0,0,0,4,0,0,1.566584,1.55036,1.83436,4,0.1429,1.88,0,1.598357,1.644517,0,2,1.0,1.81,0,1.530649,1.518304,2.000761,3,0.0,1.83
18,20,0,2075,1.5262,2,0,1,4,0,0,1.556859,1.538311,1.813275,3,0.0,1.91,0,1.559196,1.436484,0.9466,3,0.0,1.88,0,1.55964,1.613345,1.198203,3,0.0,1.9
18,21,0,2073,1.5613,0,0,0,4,0,0,1.56205,1.615905,1.318173,3,0.0,1.91,0,1.535534,1.533846,0.803553,3,0.0,1.88,0,1.579564,1.546601,1.827895,4,0.0,1.85
18,22,0,2068,1.5486,3,0,1,4,0,0,1.51442,1.495589,1.043421,4,0.0,1.91,0,1.588278,1.55352,0,2,1.0,1.83,0,1.598467,1.5796,1.06577,3,0.0,1.89
18,23,0,2115,1.5387,0,0,0,0,1,0,1.550918,1.526255,1.554354,3,0.0,1.86,0,1.513934,1.472141,2.199257,3,0.0,1.88,0,1.553445,1.592145,2.043907,3,0.0,1.92
18,24,0,2000,1.5581,6,0,1,4,0,0,1.55418,1.57878,1.830162,4,0.0,1.88,0,1.576847,1.573252,1.70829,4,0.0,1.89,0,1.637784,1.613238,2.983467,3,0.0,1.84
18,25,0,2003,1.561,6,0,1,3,1,0,1.536957,1.580351,1.89595,4,0.0,1.87,1,1.626593,1.50613,2.322412,3,0.0,1.85,0,1.583346,1.561616,1.354999,3,0.0,1.92
