seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
777,1,500,0,2688,0,681,0.9971,True,0,0,680,0.9971,True,0,0,673,0.9985,True,0,0,654,0.9954,True,0,0
777,2,700,3,614,4,149,1.0,True,1,4,138,1.0,True,1,3,166,1.0,True,1,3,161,1.0,True,1,1
777,3,900,4,90,4,22,1.0,True,0,4,16,1.0,True,0,4,33,1.0,True,1,3,19,1.0,True,0,1
777,4,1100,4,26,4,8,1.0,True,0,4,8,1.0,True,0,4,7,1.0,True,0,3,3,1.0,False,0,1
777,5,1300,4,14,4,5,1.0,True,0,4,2,1.0,False,0,4,4,0.75,False,0,3,3,0.6667,False,0,1
777,6,1500,4,24,4,5,1.0,True,0,4,7,1.0,True,0,4,4,1.0,False,0,3,8,1.0,True,0,1
777,7,1700,4,43,4,5,0.8,True,0,4,11,0.9091,True,0,4,12,0.6667,True,0,3,15,0.9333,True,0,1
777,8,1900,4,50,4,15,0.7333,True,0,4,12,0.75,True,0,4,13,1.0,True,0,3,10,0.9,True,0,1
777,9,2100,4,39,4,10,1.0,True,0,4,11,1.0,True,0,4,9,1.0,True,0,3,9,1.0,True,0,1
777,10,2300,4,30,4,11,0.8182,True,0,4,7,1.0,True,0,4,4,1.0,False,0,3,8,1.0,True,0,1
777,11,2500,4,42,4,8,1.0,True,0,4,10,0.9,True,0,4,12,0.9167,True,0,3,12,0.9167,True,0,1
777,12,2700,4,29,4,7,1.0,True,0,4,6,1.0,True,0,4,9,0.8889,True,0,4,7,1.0,True,1,0
777,13,2900,4,35,4,8,1.0,True,0,4,7,0.8571,True,0,4,10,0.9,True,0,4,10,0.8,True,0,0
777,14,3100,1,41,4,12,1.0,True,0,4,8,1.0,True,0,4,13,0.9231,True,0,4,8,1.0,True,0,1
777,15,3300,3,54,4,12,1.0,True,0,4,12,0.8333,True,0,4,16,0.75,True,0,4,14,0.9286,True,0,1
777,16,3500,1,27,4,7,0.7143,True,0,4,8,1.0,True,0,4,7,1.0,True,0,4,5,1.0,True,0,1
777,17,3700,1,14,4,4,1.0,False,0,4,4,1.0,False,0,4,3,1.0,False,0,4,3,1.0,False,0,1
777,18,3900,0,21,4,3,1.0,False,0,4,9,1.0,True,0,4,2,1.0,False,0,4,7,1.0,True,0,1
777,19,4100,4,24,4,6,1.0,True,0,4,6,0.6667,True,0,4,7,0.8571,True,0,4,5,0.8,True,0,0
777,20,4300,4,26,4,5,1.0,True,0,4,8,1.0,True,0,4,9,1.0,True,0,4,4,1.0,False,0,0
777,21,4500,4,26,4,10,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,4,1,1.0,False,0,0
777,22,4700,4,26,4,6,0.8333,True,0,4,9,1.0,True,0,4,6,0.8333,True,0,4,5,0.8,True,0,0
777,23,4900,4,44,4,7,0.5714,True,0,4,12,1.0,True,0,4,14,0.7857,True,0,4,11,0.6364,True,0,0
777,24,5100,3,39,4,11,1.0,True,0,4,5,1.0,True,0,4,11,0.9091,True,0,4,12,0.8333,True,0,1
777,25,5300,4,41,4,9,1.0,True,0,4,4,1.0,False,0,4,15,1.0,True,0,4,13,1.0,True,0,0
