seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
5555,1,378,11.2176,429,11.6826,362,10.8112,411,11.4743,395,11.7336,369,11.6088
5555,2,397,11.165,401,11.4259,344,10.6379,415,11.4028,355,10.6663,392,10.7449
5555,3,409,11.9435,387,10.5509,395,10.7705,415,11.4677,361,9.4923,372,10.4936
5555,4,380,10.733,388,10.6909,407,10.7075,348,9.732,389,10.8287,318,9.0434
5555,5,438,12.153,400,11.4268,380,10.3444,421,11.6024,380,10.653,351,9.402
5555,6,406,11.3121,399,10.8953,400,10.7965,421,10.7643,364,10.251,396,11.0722
5555,7,391,11.127,399,11.0404,368,10.0595,404,11.3585,341,9.4016,407,11.3323
5555,8,388,11.1393,399,11.4442,390,10.3962,412,11.0548,377,9.41,368,10.4834
5555,9,422,11.4623,400,10.9691,371,10.0693,379,9.3248,361,10.559,368,9.959
5555,10,377,10.5058,396,11.0717,389,10.5045,357,9.4295,392,11.8995,383,10.4863
5555,11,392,11.8262,376,9.7331,367,10.4733,397,11.1204,358,9.8093,381,10.6456
5555,12,386,10.4933,388,10.1596,398,12.1179,365,9.2623,387,10.423,351,10.0875
5555,13,393,10.749,398,11.3622,354,10.8223,387,11.682,342,9.8276,339,9.4995
5555,14,405,10.7181,386,10.021,381,10.3531,378,10.4652,353,9.2881,373,10.3413
5555,15,385,10.0945,403,11.1982,351,9.7198,401,10.4436,338,9.7881,398,11.7279
5555,16,384,10.5626,383,10.7668,354,9.3494,405,10.8659,375,10.4229,337,8.9797
5555,17,403,10.6284,418,10.8988,379,10.7307,401,11.2457,375,10.3446,369,9.4455
5555,18,387,10.9505,406,10.8534,339,9.0998,407,11.5038,356,9.5322,347,9.877
5555,19,415,11.4975,401,10.8876,366,9.5663,368,9.8014,403,11.9149,405,11.7152
5555,20,383,10.8913,376,10.4925,355,9.8069,385,9.8541,355,10.2088,320,9.0004
5555,21,390,10.9824,410,12.2681,367,10.6831,361,10.3909,369,10.3575,350,9.9058
5555,22,401,11.2416,398,11.1645,397,11.0309,389,11.8395,355,9.6816,337,9.6064
5555,23,405,11.6311,391,10.7731,369,10.7198,372,9.9898,359,10.156,387,10.5438
5555,24,397,10.8558,398,10.7534,335,9.1504,409,11.4318,353,9.4907,362,10.2857
5555,25,432,11.509,402,11.3374,383,10.478,370,9.4256,332,9.1138,361,9.8361
