seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
4321,1,500,0,2704,0,683,1.0,True,0,0,678,0.9971,True,0,0,679,0.9941,True,0,0,664,0.9985,True,0,0
4321,2,700,0,731,0,181,0.9945,True,0,4,182,1.0,True,1,1,195,1.0,True,1,1,173,0.9942,True,1,1
4321,3,900,1,100,1,24,1.0,True,1,4,31,0.9677,True,0,3,24,0.9583,True,1,3,21,1.0,True,1,1
4321,4,1100,3,37,0,11,1.0,True,1,4,5,1.0,True,0,3,10,1.0,True,0,3,11,1.0,True,0,1
4321,5,1300,3,31,0,10,1.0,True,0,4,6,1.0,True,0,3,7,1.0,True,0,3,8,1.0,True,0,1
4321,6,1500,3,35,0,7,1.0,True,0,4,9,0.8889,True,0,3,12,1.0,True,0,3,7,0.8571,True,0,1
4321,7,1700,3,27,0,4,0.75,False,0,4,6,1.0,True,0,3,8,1.0,True,0,3,9,0.8889,True,0,1
4321,8,1900,3,39,3,15,0.8,True,1,4,7,0.8571,True,0,3,7,1.0,True,0,3,10,1.0,True,0,1
4321,9,2100,3,54,3,17,1.0,True,0,4,15,1.0,True,0,3,11,1.0,True,0,3,11,1.0,True,0,1
4321,10,2300,1,22,3,5,1.0,True,0,4,9,1.0,True,0,3,5,0.6,True,0,3,3,1.0,False,0,1
4321,11,2500,1,25,3,3,1.0,False,0,4,8,1.0,True,0,3,13,1.0,True,0,3,1,1.0,False,0,1
4321,12,2700,4,37,4,10,1.0,True,1,4,10,0.7,True,0,3,7,1.0,True,0,4,10,1.0,True,1,1
4321,13,2900,4,25,4,8,1.0,True,0,4,5,1.0,True,0,3,5,1.0,True,0,4,7,1.0,True,0,1
4321,14,3100,4,11,4,4,1.0,False,0,4,1,1.0,False,0,3,4,1.0,False,0,4,2,1.0,False,0,1
4321,15,3300,4,20,4,4,1.0,False,0,4,3,0.6667,False,0,3,7,1.0,True,0,4,6,0.8333,True,0,1
4321,16,3500,4,25,4,3,1.0,False,0,4,8,1.0,True,0,3,6,1.0,True,0,4,8,1.0,True,0,1
4321,17,3700,4,26,4,6,0.8333,True,0,4,10,0.8,True,0,3,4,0.75,False,0,4,6,1.0,True,0,1
4321,18,3900,3,24,4,9,1.0,True,0,4,6,1.0,True,0,4,8,1.0,True,1,4,1,1.0,False,0,1
4321,19,4100,4,15,4,6,1.0,True,0,4,5,1.0,True,0,4,3,1.0,False,0,4,1,1.0,False,0,0
4321,20,4300,4,24,4,6,0.6667,True,0,4,7,1.0,True,0,4,7,1.0,True,0,4,4,1.0,False,0,0
4321,21,4500,3,30,4,5,0.8,True,0,4,8,1.0,True,0,4,7,0.8571,True,0,4,10,0.9,True,0,1
4321,22,4700,1,40,4,7,1.0,True,0,4,10,0.9,True,0,4,10,0.9,True,0,4,13,0.9231,True,0,1
4321,23,4900,3,37,4,9,0.8889,True,0,4,11,1.0,True,0,4,9,1.0,True,0,4,8,0.875,True,0,1
4321,24,5100,4,37,4,10,0.9,True,0,4,13,0.9231,True,0,4,7,1.0,True,0,4,7,1.0,True,0,0
4321,25,5300,4,29,4,7,1.0,True,0,4,13,1.0,True,0,4,7,1.0,True,0,4,2,1.0,False,0,0
