seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
789,1,421,11.9272,452,14.4685,409,12.4891,365,10.5009,400,11.8001,409,12.8315
789,2,385,10.3209,412,11.5316,404,11.5679,394,11.3412,413,11.2469,390,10.5922
789,3,373,9.6597,417,11.7604,381,10.0232,405,11.2887,364,10.4162,354,9.9167
789,4,410,10.7989,407,11.413,386,10.0908,380,10.4227,385,10.6537,370,10.2578
789,5,431,11.8705,408,10.4975,385,10.315,379,9.9546,381,10.7816,358,10.5707
789,6,378,10.2493,452,11.986,358,9.8991,386,10.2388,404,11.9416,357,9.3899
789,7,431,11.4967,419,10.9353,407,11.3832,393,10.0594,370,10.1199,372,10.1794
789,8,378,9.8311,390,11.4128,378,10.2421,410,11.6447,391,10.6834,340,8.9623
789,9,399,10.8272,418,10.8743,370,10.1159,411,11.2479,380,9.9553,356,9.9499
789,10,420,11.3279,403,10.3726,371,11.1593,427,11.8215,334,9.1686,360,10.1609
789,11,395,10.9114,422,12.2422,378,10.0529,379,9.7091,400,11.3636,362,10.4473
789,12,363,9.339,391,11.3486,367,10.3538,376,10.626,366,9.5674,362,11.2351
789,13,381,9.8368,394,10.3221,370,10.0626,388,10.7957,355,9.799,396,10.8913
789,14,406,10.907,397,12.3359,363,12.3964,381,11.097,385,10.0103,363,10.623
789,15,405,10.7646,385,10.6885,355,10.3361,396,10.6689,354,9.6881,378,9.9596
789,16,414,11.8571,399,11.3929,379,11.4903,399,10.4433,363,9.833,356,10.7523
789,17,414,11.5159,416,11.7423,362,10.0984,395,10.5753,402,10.7651,369,10.1628
789,18,404,11.5171,405,11.2069,376,10.4033,369,10.1099,403,11.1859,385,10.1841
789,19,336,9.1486,428,12.5141,406,11.542,396,10.8739,374,11.1376,353,10.3357
789,20,410,11.2236,373,10.0725,399,12.0418,391,10.3647,361,9.9645,354,9.4739
789,21,397,10.9237,404,10.4744,381,11.175,394,11.4397,367,10.993,360,9.5298
789,22,368,9.8343,365,9.3234,384,10.3985,374,11.0262,360,11.4062,363,10.2295
789,23,409,10.8325,391,11.2585,372,10.384,423,12.316,380,10.8586,367,10.4528
789,24,382,11.037,406,11.3961,362,10.2489,377,10.3119,366,9.8978,338,8.556
789,25,385,10.7285,446,11.9631,424,10.8545,354,9.5188,386,11.0241,399,10.5469
