seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
9999,1,395,11.7546,401,11.4131,382,11.2509,366,10.2703,365,9.4872,407,11.6928
9999,2,391,11.0234,409,12.5646,410,13.123,411,12.0956,392,10.6543,367,10.5851
9999,3,428,12.1065,416,13.1683,415,12.1487,399,11.2484,346,9.9983,365,10.0245
9999,4,433,11.5209,415,11.2002,387,10.117,401,11.941,347,9.3938,361,10.1562
9999,5,376,11.0503,400,10.7158,380,11.248,359,10.8719,402,12.8508,345,9.6409
9999,6,446,13.1294,381,10.961,390,11.0136,373,11.112,329,8.2927,376,10.8269
9999,7,382,10.0647,427,11.704,354,9.0872,379,10.3865,362,9.9353,378,10.6067
9999,8,396,10.6399,400,10.8323,397,12.1795,404,10.7595,389,11.5275,367,9.8182
9999,9,400,11.6614,416,11.7423,337,8.8852,391,10.9585,349,9.3841,407,11.7724
9999,10,440,12.4613,424,11.5668,371,10.632,410,11.2243,332,9.395,371,10.7947
9999,11,409,11.213,437,11.5221,391,11.3906,378,10.5782,388,10.3749,337,8.6411
9999,12,404,11.0303,413,12.2803,356,10.5992,385,10.1747,327,9.3245,394,10.7393
9999,13,413,10.8124,382,11.0541,355,9.724,379,10.7218,325,9.9388,376,10.4953
9999,14,346,10.046,413,10.8986,352,9.3519,344,9.5529,337,9.2438,372,9.4617
9999,15,409,11.1848,392,10.5619,437,11.7966,389,11.1401,381,10.58,347,9.7775
9999,16,398,11.0625,416,11.8735,391,11.9054,403,11.772,347,10.1209,347,9.4319
9999,17,359,9.5002,396,10.9357,394,10.5388,390,10.7835,364,9.8817,352,9.093
9999,18,426,12.587,385,10.8811,361,9.5626,404,12.2008,401,11.7219,377,10.5326
9999,19,400,11.3935,397,10.5005,384,10.0112,335,9.0524,386,11.3058,367,10.4367
9999,20,371,11.2496,410,12.6384,375,9.988,402,10.6356,364,9.7592,338,9.549
9999,21,414,10.6941,386,10.6081,374,10.0819,408,10.7833,338,8.7486,411,11.5497
9999,22,368,10.2068,367,10.6704,353,9.2267,395,10.8385,359,10.9604,319,9.5475
9999,23,370,10.2457,403,11.0859,373,9.8231,385,10.1581,378,9.9836,375,10.1114
9999,24,417,10.9043,404,11.2591,389,10.4805,376,10.3934,365,9.7262,387,10.5323
9999,25,398,10.5422,376,10.952,337,9.7021,387,12.1575,361,9.7874,399,10.6647
