seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
8888,1,399,11.9813,420,12.5203,370,9.6563,381,10.7147,376,10.4461,362,10.2561
8888,2,414,11.6287,427,12.2069,386,10.4295,395,11.0365,394,11.1437,372,10.655
8888,3,443,12.2392,373,9.581,389,11.3378,413,10.9253,395,11.0796,367,10.4808
8888,4,395,11.1354,412,12.1579,374,10.2936,405,11.743,327,9.0097,370,9.9498
8888,5,406,10.8843,403,11.6372,384,10.7362,414,12.5141,397,11.1353,370,9.2987
8888,6,411,11.7249,402,11.7723,364,10.2301,355,10.2754,382,9.9609,354,9.4111
8888,7,437,11.759,379,10.3817,372,10.7387,400,11.2282,357,9.939,343,9.3404
8888,8,413,11.7718,439,13.1982,380,10.4473,358,10.6985,369,10.5114,382,11.3318
8888,9,426,12.081,429,13.1709,357,9.7744,424,11.2216,355,10.3017,377,10.9637
8888,10,374,10.3407,404,11.5036,353,10.4332,358,9.5387,374,9.627,343,9.9528
8888,11,436,12.3198,388,10.262,356,9.5424,372,10.076,378,10.9365,339,9.9701
8888,12,415,11.69,416,12.6221,384,9.8301,413,11.8508,355,10.456,370,10.8107
8888,13,369,10.3322,417,11.741,405,11.112,350,10.7727,345,9.4942,378,10.0973
8888,14,407,11.7775,403,11.7805,379,10.3227,395,10.2146,349,9.4475,348,9.7195
8888,15,403,11.0844,384,11.0264,374,10.1304,404,10.8186,350,9.2597,385,12.009
8888,16,403,11.0099,404,10.7805,362,9.4111,394,11.8378,366,10.4756,364,9.8572
8888,17,396,10.7754,366,10.1677,380,10.462,360,9.74,389,10.5857,371,10.3265
8888,18,429,12.3199,398,10.7786,384,10.7961,386,11.0764,374,10.2374,337,9.5422
8888,19,414,10.4855,385,10.2294,425,12.6853,358,10.3124,363,10.4378,375,9.8859
8888,20,390,10.619,402,11.0106,349,9.8647,344,9.3184,327,8.7885,347,9.2914
8888,21,458,11.947,400,11.6601,404,11.6263,390,10.8565,358,9.4104,359,9.4501
8888,22,420,11.3042,352,9.4483,382,10.0942,391,9.8636,331,8.8929,347,9.4349
8888,23,425,12.9777,410,10.8402,394,11.1375,403,11.2496,382,10.9427,354,9.3643
8888,24,389,10.7025,407,11.3034,375,11.5316,361,9.9077,387,10.0958,347,10.016
8888,25,387,10.5342,417,11.4507,383,10.4455,391,10.8303,373,10.672,355,9.5304
