seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
1999,1,423,11.2678,369,9.7644,390,10.6248,408,11.3572,347,9.6929,410,11.648
1999,2,405,11.3873,425,12.2408,416,12.5612,388,11.5357,371,10.0233,360,10.0184
1999,3,363,9.5591,402,10.6238,401,10.8153,363,10.0429,380,9.8553,392,10.9591
1999,4,411,11.4427,393,11.1315,386,10.7845,404,11.1579,367,9.8493,349,9.3444
1999,5,416,10.9454,400,11.7121,413,11.0061,406,11.543,364,9.7487,366,10.0941
1999,6,398,10.6408,411,10.9093,390,10.8168,386,11.3941,364,10.5578,334,10.2666
1999,7,398,10.4221,411,11.1607,397,11.0661,392,10.5734,393,10.5175,400,10.3477
1999,8,402,11.6819,393,10.4284,402,11.178,363,9.5053,380,10.2648,370,9.8502
1999,9,400,11.1912,396,10.7722,373,10.5781,413,11.123,353,8.7986,361,10.5367
1999,10,393,11.5313,413,12.5974,371,10.9115,387,11.252,374,10.8444,392,10.4707
1999,11,380,9.8068,371,10.3434,356,10.2599,390,10.697,354,9.8602,355,9.951
1999,12,393,10.8788,407,11.5534,338,9.2945,408,11.7133,373,10.5713,384,11.2722
1999,13,406,10.7738,408,11.5788,411,11.6083,393,10.4814,387,10.705,350,9.3424
1999,14,414,12.7421,403,10.5392,391,11.364,363,9.4974,339,9.0476,365,9.2145
1999,15,403,11.3597,402,10.999,362,10.5154,397,11.5884,346,9.9805,350,9.7983
1999,16,431,11.2573,413,10.6343,370,10.119,370,9.8365,336,8.6262,338,9.4252
1999,17,401,10.5651,375,10.1379,374,10.6989,346,9.4719,368,10.5112,362,10.4801
1999,18,435,11.7656,386,11.1608,373,10.5311,401,10.5352,361,9.9983,358,11.7666
1999,19,408,11.8552,410,11.7902,377,10.7875,401,10.8667,391,12.3065,347,9.2121
1999,20,390,10.433,395,10.4001,335,8.9972,374,9.8875,386,10.4001,364,9.0444
1999,21,400,12.4723,392,11.1273,395,10.719,389,10.2853,347,9.387,346,9.2602
1999,22,408,11.0822,384,10.8552,407,11.3144,381,9.8836,364,10.6071,397,11.1448
1999,23,425,10.6536,403,10.4958,365,9.7656,394,10.7902,347,9.1538,383,10.7559
1999,24,399,11.2122,379,10.495,374,9.9725,378,10.4511,355,8.7798,361,10.7679
1999,25,385,10.1007,406,11.9772,380,10.6001,367,10.1012,350,9.6526,391,10.5305
