seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
9999,1,500,0,2706,0,725,0.9959,True,0,0,696,1.0,True,0,0,683,0.9971,True,0,0,602,0.9934,True,0,0
9999,2,700,0,735,0,195,0.9949,True,0,0,186,0.9946,True,0,0,194,0.9897,True,0,0,160,0.9938,True,0,0
9999,3,900,0,146,0,46,0.9783,True,0,1,32,0.9375,True,1,1,40,1.0,True,1,1,28,1.0,True,1,1
9999,4,1100,1,36,1,13,1.0,True,1,1,7,0.8571,True,0,1,9,0.8889,True,0,0,7,1.0,True,1,1
9999,5,1300,1,26,1,9,0.7778,True,0,1,4,1.0,False,0,1,5,1.0,True,0,1,8,0.875,True,1,0
9999,6,1500,3,33,3,9,0.8889,True,1,1,10,1.0,True,0,3,8,0.875,True,1,1,6,1.0,True,0,1
9999,7,1700,4,42,4,9,1.0,True,1,0,12,1.0,True,1,4,13,1.0,True,1,0,8,1.0,True,1,1
9999,8,1900,4,31,4,6,1.0,True,0,0,6,1.0,True,0,4,10,1.0,True,0,0,9,1.0,True,0,1
9999,9,2100,4,38,4,12,0.75,True,0,3,10,0.7,True,1,4,8,0.875,True,0,0,8,1.0,True,0,1
9999,10,2300,4,22,4,8,1.0,True,0,4,5,1.0,True,1,4,3,0.6667,False,0,1,6,0.8333,True,1,1
9999,11,2500,4,23,4,5,0.8,True,0,4,4,1.0,False,0,4,5,1.0,True,0,3,9,0.8889,True,1,1
9999,12,2700,1,41,4,12,0.9167,True,0,4,8,1.0,True,0,4,11,1.0,True,0,3,10,0.8,True,0,1
9999,13,2900,4,40,4,9,0.6667,True,0,4,8,0.875,True,0,4,12,0.9167,True,0,3,11,1.0,True,0,1
9999,14,3100,1,27,4,5,1.0,True,0,4,6,1.0,True,0,4,8,0.625,True,0,3,8,1.0,True,0,1
9999,15,3300,3,31,4,8,1.0,True,0,4,6,1.0,True,0,4,9,0.7778,True,0,3,8,1.0,True,0,1
9999,16,3500,3,36,4,13,0.9231,True,0,4,3,1.0,False,0,4,12,0.9167,True,0,3,8,0.75,True,0,1
9999,17,3700,1,38,4,9,1.0,True,0,4,4,1.0,False,0,4,12,1.0,True,0,3,13,0.7692,True,0,1
9999,18,3900,3,36,4,6,1.0,True,0,4,9,0.8889,True,0,4,8,0.625,True,0,3,13,0.9231,True,0,1
9999,19,4100,3,38,4,13,1.0,True,0,4,9,0.8889,True,0,4,6,1.0,True,0,3,10,0.9,True,0,1
9999,20,4300,4,34,4,12,0.9167,True,0,4,14,1.0,True,0,4,6,0.8333,True,0,3,2,1.0,False,0,1
9999,21,4500,4,35,4,11,1.0,True,0,4,8,1.0,True,0,4,7,1.0,True,0,3,9,1.0,True,0,1
9999,22,4700,4,32,4,8,1.0,True,0,4,9,1.0,True,0,4,4,1.0,False,0,3,11,0.8182,True,0,1
9999,23,4900,4,35,4,6,1.0,True,0,4,11,1.0,True,0,4,6,1.0,True,0,3,12,1.0,True,0,1
9999,24,5100,4,18,4,5,1.0,True,0,4,4,1.0,False,0,4,4,1.0,False,0,3,5,1.0,True,0,1
9999,25,5300,4,34,4,10,1.0,True,0,4,9,0.8889,True,0,4,9,0.8889,True,0,3,6,1.0,True,0,1
