seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
13,1,500,0,2673,0,673,1.0,True,0,0,677,1.0,True,0,0,695,1.0,True,0,0,628,1.0,True,0,0
13,2,700,0,695,0,176,0.9943,True,0,4,179,1.0,True,1,4,173,1.0,True,1,4,167,1.0,True,1,1
13,3,900,1,81,4,19,0.8947,True,1,4,20,0.95,True,0,4,17,0.9412,True,0,4,25,0.88,True,0,1
13,4,1100,4,42,4,10,1.0,True,0,4,10,1.0,True,0,4,9,1.0,True,0,4,13,1.0,True,0,0
13,5,1300,4,26,4,6,0.6667,True,0,4,8,1.0,True,0,4,5,1.0,True,0,4,7,0.8571,True,0,0
13,6,1500,3,36,4,10,0.9,True,0,4,10,0.7,True,0,4,9,0.7778,True,0,4,7,1.0,True,0,1
13,7,1700,3,27,4,6,1.0,True,0,4,6,1.0,True,0,4,8,1.0,True,0,4,7,1.0,True,0,1
13,8,1900,4,34,4,7,1.0,True,0,4,8,1.0,True,0,4,8,1.0,True,0,4,11,1.0,True,0,0
13,9,2100,4,28,4,6,1.0,True,0,4,5,1.0,True,0,4,6,1.0,True,0,4,11,1.0,True,0,0
13,10,2300,4,21,4,6,1.0,True,0,4,4,1.0,False,0,4,7,1.0,True,0,4,4,1.0,False,0,0
13,11,2500,4,29,4,6,0.8333,True,0,4,6,1.0,True,0,4,6,1.0,True,0,4,11,0.9091,True,0,0
13,12,2700,4,27,4,6,1.0,True,0,4,6,0.6667,True,0,4,7,0.8571,True,0,4,8,1.0,True,0,0
13,13,2900,4,7,4,1,0.0,False,0,4,2,1.0,False,0,4,2,1.0,False,0,4,2,0.5,False,0,0
13,14,3100,4,31,4,7,0.8571,True,0,4,11,0.9091,True,0,4,6,0.8333,True,0,4,7,0.8571,True,0,0
13,15,3300,4,24,4,7,0.8571,True,0,4,6,1.0,True,0,4,8,0.875,True,0,4,3,1.0,False,0,0
13,16,3500,4,30,4,11,1.0,True,0,4,10,1.0,True,0,4,6,1.0,True,0,4,3,1.0,False,0,0
13,17,3700,1,32,4,11,0.9091,True,0,4,10,1.0,True,0,4,7,0.8571,True,0,4,4,1.0,False,0,1
13,18,3900,1,20,4,7,1.0,True,0,4,5,1.0,True,0,4,6,1.0,True,0,4,2,1.0,False,0,1
13,19,4100,0,17,4,2,1.0,False,0,4,8,1.0,True,0,4,5,1.0,True,0,4,2,1.0,False,0,1
13,20,4300,0,35,4,10,1.0,True,0,4,9,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,0,1
13,21,4500,0,28,4,7,1.0,True,0,4,10,1.0,True,0,4,7,1.0,True,0,4,4,1.0,False,0,1
13,22,4700,0,32,4,8,1.0,True,0,4,6,1.0,True,0,4,10,1.0,True,0,4,8,1.0,True,0,1
13,23,4900,0,29,4,6,1.0,True,0,4,5,1.0,True,0,4,12,1.0,True,0,4,6,1.0,True,0,1
13,24,5100,4,27,4,6,1.0,True,0,4,5,0.8,True,0,4,11,0.9091,True,0,4,5,1.0,True,0,0
13,25,5300,4,26,4,6,1.0,True,0,4,5,0.6,True,0,4,8,1.0,True,0,4,7,0.7143,True,0,0
