seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
789,1,500,0,2723,0,707,0.9943,True,0,0,691,0.9942,True,0,0,673,0.9955,True,0,0,652,0.9954,True,0,0
789,2,700,1,618,1,175,0.9886,True,1,0,151,0.9868,True,0,1,144,0.9931,True,1,1,148,0.9932,True,1,1
789,3,900,3,83,3,26,1.0,True,1,3,26,1.0,True,1,3,19,1.0,True,1,3,12,1.0,True,1,0
789,4,1100,1,36,3,11,1.0,True,0,3,9,1.0,True,0,3,8,0.875,True,0,4,8,0.875,True,1,1
789,5,1300,4,34,3,5,0.6,True,0,3,7,0.8571,True,0,3,10,0.7,True,0,4,12,0.8333,True,0,1
789,6,1500,3,43,3,8,1.0,True,0,3,7,1.0,True,0,4,17,1.0,True,1,4,11,1.0,True,0,1
789,7,1700,3,37,3,3,1.0,False,0,3,9,0.8889,True,0,4,13,1.0,True,0,4,12,0.9167,True,0,1
789,8,1900,3,26,3,5,1.0,True,0,3,4,1.0,False,0,4,10,1.0,True,0,4,7,1.0,True,0,1
789,9,2100,4,38,3,8,1.0,True,0,3,12,0.9167,True,0,4,9,1.0,True,0,4,9,0.8889,True,0,1
789,10,2300,1,46,3,8,0.625,True,0,3,18,0.9444,True,0,4,11,1.0,True,0,4,9,0.8889,True,0,1
789,11,2500,3,41,4,12,0.75,True,1,3,14,0.9286,True,0,4,8,1.0,True,0,4,7,0.8571,True,0,1
789,12,2700,3,37,4,10,1.0,True,0,3,11,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,0,1
789,13,2900,3,34,4,12,1.0,True,0,3,6,1.0,True,0,4,7,1.0,True,0,4,9,1.0,True,0,1
789,14,3100,3,45,4,11,1.0,True,0,3,16,0.875,True,0,4,6,1.0,True,0,4,12,1.0,True,0,1
789,15,3300,3,30,4,9,1.0,True,0,3,12,1.0,True,0,4,6,1.0,True,0,4,3,1.0,False,0,1
789,16,3500,3,16,4,5,1.0,True,0,3,6,1.0,True,0,4,1,1.0,False,0,4,4,1.0,False,0,1
789,17,3700,1,40,4,6,1.0,True,0,4,14,0.9286,True,1,4,13,0.9231,True,0,4,7,0.8571,True,0,1
789,18,3900,4,38,4,8,1.0,True,0,4,15,0.8667,True,0,4,8,1.0,True,0,4,7,1.0,True,0,0
789,19,4100,4,35,4,5,0.8,True,0,4,10,0.8,True,0,4,11,0.7273,True,0,4,9,0.5556,True,0,0
789,20,4300,4,57,4,14,0.8571,True,0,4,18,1.0,True,0,4,11,1.0,True,0,4,14,1.0,True,0,0
789,21,4500,4,37,4,10,1.0,True,0,4,11,1.0,True,0,4,8,0.75,True,0,4,8,1.0,True,0,0
789,22,4700,0,43,4,12,0.9167,True,0,4,8,1.0,True,0,4,12,0.9167,True,0,4,11,1.0,True,0,1
789,23,4900,4,32,4,11,1.0,True,0,4,7,1.0,True,0,4,6,1.0,True,0,4,8,1.0,True,0,0
789,24,5100,4,42,4,10,0.9,True,0,4,15,0.9333,True,0,4,8,0.875,True,0,4,9,0.7778,True,0,0
789,25,5300,3,38,4,9,1.0,True,0,4,14,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,1
