seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
123,1,431,11.8813,408,11.7489,387,11.0033,382,10.98,382,10.5755,391,11.2265
123,2,409,11.2643,400,11.1833,382,10.6345,380,10.8153,370,10.1376,344,9.1685
123,3,410,11.8204,372,9.8456,351,9.5653,407,11.1305,334,8.6712,397,10.5946
123,4,408,10.3983,396,12.2022,388,10.5977,390,10.4626,394,11.2352,380,10.367
123,5,432,11.0749,395,11.4931,402,11.6226,370,10.3064,361,10.3595,361,9.5729
123,6,418,11.815,417,11.5718,393,11.0542,411,11.4075,317,8.5945,359,10.1149
123,7,388,11.0794,383,11.0575,423,11.4617,374,10.1543,387,11.2146,390,10.6504
123,8,390,11.4937,378,10.1965,382,10.1699,416,11.4051,343,9.3752,384,10.1786
123,9,367,10.7172,385,10.4715,372,10.6554,397,10.9074,408,10.6663,352,10.0063
123,10,411,10.5485,412,11.4178,373,10.1689,391,10.9374,391,11.0155,384,10.5587
123,11,371,10.9282,397,11.0336,374,9.9295,363,9.9495,367,10.0891,378,10.6564
123,12,426,11.4927,404,11.4553,367,10.8265,385,10.8677,394,11.3216,381,10.4607
123,13,380,10.0261,385,10.5381,351,9.6367,377,10.9443,387,10.9645,358,9.8053
123,14,357,10.9613,410,11.1813,375,10.2099,412,11.3454,386,10.9751,383,11.0009
123,15,389,10.6204,421,11.5124,395,10.9967,407,11.5168,395,10.4396,378,10.463
123,16,394,11.1566,411,11.7232,352,10.2164,380,10.0212,370,10.3151,350,9.4733
123,17,426,12.8136,418,12.1273,349,9.8528,395,11.389,370,10.5752,377,9.6599
123,18,411,13.1231,410,12.4155,372,9.5902,384,11.2915,374,10.3271,378,10.3403
123,19,383,10.7963,409,12.0224,383,10.9902,393,10.6765,391,11.122,378,10.932
123,20,394,10.5843,381,10.6526,357,9.7988,341,9.0508,371,10.0463,365,10.6924
123,21,379,11.2832,419,10.7322,366,9.436,411,11.5499,372,10.2302,375,10.674
123,22,400,11.7219,402,10.9666,407,12.5678,426,11.6076,329,8.5206,355,10.1452
123,23,399,10.8957,379,11.0316,376,10.8341,361,9.5972,379,10.2394,382,10.3498
123,24,389,11.4559,335,9.1797,364,9.3809,376,11.0113,356,10.094,361,12.3804
123,25,399,10.8608,392,12.6363,383,10.232,432,12.2562,383,10.7395,355,10.3721
