seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
6789,1,500,0,2722,0,709,0.9944,True,0,0,708,1.0,True,0,0,647,0.9938,True,0,0,658,0.9954,True,0,0
6789,2,700,1,598,1,153,0.9869,True,1,4,164,1.0,True,1,1,135,0.9852,True,1,3,146,1.0,True,1,1
6789,3,900,4,88,3,19,1.0,True,1,4,19,1.0,True,0,3,25,1.0,True,1,4,25,1.0,True,1,1
6789,4,1100,3,27,3,7,1.0,True,0,4,8,0.75,True,0,3,7,0.8571,True,0,4,5,1.0,True,0,1
6789,5,1300,4,34,3,8,1.0,True,0,4,9,0.8889,True,0,3,9,1.0,True,0,4,8,0.875,True,0,1
6789,6,1500,4,38,3,4,1.0,False,0,4,9,1.0,True,0,3,13,1.0,True,0,4,12,1.0,True,0,1
6789,7,1700,4,22,3,5,1.0,True,0,4,3,1.0,False,0,3,7,1.0,True,0,4,7,1.0,True,0,1
6789,8,1900,4,20,4,8,1.0,True,1,4,5,0.8,True,0,3,3,1.0,False,0,4,4,0.75,False,0,1
6789,9,2100,4,16,4,7,0.7143,True,0,4,3,1.0,False,0,3,4,0.75,False,0,4,2,1.0,False,0,1
6789,10,2300,4,15,4,3,1.0,False,0,4,6,1.0,True,0,3,4,1.0,False,0,4,2,1.0,False,0,1
6789,11,2500,4,24,4,7,1.0,True,0,4,6,1.0,True,0,3,6,1.0,True,0,4,5,1.0,True,0,1
6789,12,2700,1,40,4,10,0.9,True,0,4,16,0.9375,True,0,3,8,1.0,True,0,4,6,1.0,True,0,1
6789,13,2900,4,40,4,12,1.0,True,0,4,9,1.0,True,0,4,13,1.0,True,1,4,6,1.0,True,0,0
6789,14,3100,4,27,4,6,0.8333,True,0,4,7,0.8571,True,0,4,10,1.0,True,0,4,4,1.0,False,0,0
6789,15,3300,4,24,4,6,1.0,True,0,4,9,1.0,True,0,4,4,1.0,False,0,4,5,1.0,True,0,0
6789,16,3500,3,27,4,7,0.8571,True,0,4,8,1.0,True,0,4,5,0.6,True,0,4,7,0.8571,True,0,1
6789,17,3700,3,28,4,10,0.9,True,0,4,8,1.0,True,0,4,3,1.0,False,0,4,7,0.8571,True,0,1
6789,18,3900,4,20,4,4,1.0,False,0,4,8,1.0,True,0,4,5,1.0,True,0,4,3,1.0,False,0,0
6789,19,4100,4,51,4,8,1.0,True,0,4,15,0.8667,True,0,4,15,0.8667,True,0,4,13,0.9231,True,0,0
6789,20,4300,4,46,4,8,0.75,True,0,4,10,0.9,True,0,4,17,0.9412,True,0,4,11,0.6364,True,0,0
6789,21,4500,4,28,4,7,1.0,True,0,4,6,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,0
6789,22,4700,1,30,4,9,0.8889,True,0,4,7,0.8571,True,0,4,6,0.8333,True,0,4,8,0.625,True,0,1
6789,23,4900,1,29,4,8,1.0,True,0,4,6,1.0,True,0,4,6,1.0,True,0,4,9,1.0,True,0,1
6789,24,5100,3,30,4,4,0.5,False,0,4,6,1.0,True,0,4,11,0.7273,True,0,4,9,0.6667,True,0,1
6789,25,5300,3,41,4,10,0.8,True,0,4,8,1.0,True,0,4,10,0.9,True,0,4,13,0.9231,True,0,1
