seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
3,2,1,,,hosted,0,1.4203,14,27.8652,461,39,0.8824,0.6488,0.8222,10.486,0.8235,0.6978,0.8188,8.0059,-0.0588,0.049,-0.0033,-2.4801,loss_familiarity,hosted,3,3,0,13,formed,5,0.8235294117647058,0.9375,0.8786764705882353,0.036171687871320135,0.6039638834804748,0.7009094422648456,0.6657173703468912,0.036049356507007205,0.8043088887364988,0.8245926171624238,0.8175294811821148,0.0070418745261064345,4.710269204607898,10.486017171017382,7.260702132067996,2.1019340146920347,1,0,4,0,0,5,0,0,5,2,2,1,spread,familiarity,familiarity,200,none,143,61,0.014338,0.076407,0.009231,1.099992,0.0,0.077791,-0.566471,-0.84186,4.324006,4.442168,2.061176,4.835633,-6.665803,-4.747205,-2.585109,-1.26802,18.400746,3,0.380371,0.982823,1.42027,197,56,0.284264,0.412114,0.158364,0.352704,0.640522,0.496864,100,,,,
3,10,2,,,hosted,0,-0.2374,17,50.0129,923,39,1.0,0.6635,0.8459,15.0461,1.0,0.568,0.8132,11.6832,0.0,-0.0955,-0.0327,-3.3629,loss_familiarity,hosted,1,1,0,11,formed,5,0.9375,1.0,0.9875,0.025,0.5679731669167406,0.7362108870351257,0.6486303059901012,0.057422407381803674,0.8108222080080562,0.8478876323705191,0.8301430295428253,0.01570097128366075,11.68316838787708,21.299681801528813,16.597965585186124,3.1957113600945912,0,0,5,0,0,5,0,0,5,1,3,1,spread,familiarity,familiarity,200,both,153,73,0.005882,0.032919,0.009263,0.738222,0.0,-0.078701,0.586842,-1.8015,3.333144,2.209689,1.801746,1.50263,-3.999728,-3.18642,-3.755842,-1.8015,35.454003,5,0.278325,0.253055,-0.237416,197,78,0.395939,0.287763,0.30628,0.25115,0.11363,0.47999,100,,,,
3,15,2,21,32,reaped,11,-2.5474,3,7.099,182,21,0.1765,0.6848,0.8628,9.3365,0.1429,0.6467,0.8044,3.4313,-0.0336,-0.0382,-0.0584,-5.9052,loss_familiarity,hosted,1,1,2,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
3,17,3,25,36,reaped,11,-0.9895,22,47.0283,1787,25,0.9167,0.6231,0.8582,21.0222,0.9167,0.6783,0.8379,12.0905,0.0,0.0552,-0.0203,-8.9317,loss_familiarity,hosted,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
3,25,4,26,36,reaped,10,-0.6422,15,36.6469,408,26,0.5833,0.623,0.8092,6.6642,0.6,0.6997,0.795,7.5381,0.0167,0.0768,-0.0142,0.8738,,hosted,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
3,39,7,,,hosted,0,-0.2911,15,50.0129,946,39,0.9412,0.6799,0.8485,16.6498,0.8824,0.7083,0.8238,16.4908,-0.0588,0.0284,-0.0247,-0.159,,hosted,0,0,2,10,formed,5,0.8823529411764706,0.9411764705882353,0.9272058823529411,0.022471627632259017,0.6642102726753808,0.7082743806839151,0.6845293844031953,0.014391578506966533,0.8238198840121257,0.8540376754869351,0.8426737318609854,0.011870334061182456,9.515751188691912,16.649812808136566,12.577601687625613,3.267883609810937,0,0,5,0,0,5,0,0,5,2,0,3,spread,familiarity,none,200,both,154,64,0.00864,0.035688,0.008481,1.286164,-6.807723,-0.838691,-0.244276,-0.423801,5.245434,4.437902,1.895449,4.198328,-6.807723,-2.564222,-3.318181,-1.499643,25.570564,4,0.427358,0.849322,-0.291071,197,45,0.228426,0.456384,0.301676,0.400319,0.598447,0.525092,100,,,,
3,45,8,25,35,reaped,10,1.3872,15,37.0846,421,25,0.5833,0.6505,0.7816,7.4146,0.625,0.6864,0.7894,5.8042,0.0417,0.0359,0.0078,-1.6104,,hosted,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
3,53,10,,,hosted,0,0.381,17,31.3827,1622,39,0.8824,0.638,0.8676,20.3326,1.0,0.6041,0.8155,13.0457,0.1176,-0.034,-0.0521,-7.2868,gain_social|loss_familiarity,hosted,0,0,0,10,formed,5,0.8823529411764706,1.0,0.9639705882352942,0.047447840602652,0.6040696942793806,0.660738479805849,0.6423426825587131,0.02062736911420425,0.8154997227758765,0.8730748688761313,0.8511470787359201,0.020548023207966587,13.045725694002785,21.80886431989764,17.50256592408876,3.1724883628780067,1,0,4,0,0,5,0,0,5,1,2,2,spread,tie,familiarity,200,MAD_DT_Normal,157,67,0.00864,0.061982,0.005117,1.362918,0.0,0.00348,-1.311587,-0.755473,6.955699,4.703997,2.01662,2.226496,-4.838285,-2.740349,-3.861705,-1.501573,32.764367,5,0.359014,0.952025,0.380989,197,41,0.208122,0.538776,0.554775,0.331366,0.758201,0.51076,100,,,,
3,63,11,,,hosted,0,-2.1652,17,65.1055,1504,39,1.0,0.7009,0.8404,24.8809,1.0,0.6133,0.8533,20.2371,0.0,-0.0876,0.0129,-4.6438,loss_familiarity,hosted,1,1,4,11,formed,5,0.9375,1.0,0.9875,0.025,0.6133187140972362,0.7008739734563548,0.6613942082076576,0.035289985874110676,0.8400151317240597,0.8608382514955802,0.8494121014974738,0.008059980389209775,17.871120481120535,24.880852435897456,20.41505046986031,2.4978134047412586,0,0,5,0,0,5,0,0,5,2,2,1,spread,familiarity,familiarity,200,none,156,67,0.0,0.046846,0.004925,1.16783,0.0,0.08869,-0.514434,0.237643,0.0,4.972594,2.123834,3.613416,0.0,-3.076246,-2.418096,-1.751669,34.354506,5,0.237621,0.551897,-2.165168,197,73,0.370558,0.387214,0.527329,0.209828,0.339799,0.4719,100,,,,
3,68,13,24,34,reaped,10,-0.9964,20,41.7848,1075,24,0.8696,0.6463,0.8356,10.8031,0.8333,0.6994,0.8501,13.5654,-0.0362,0.0531,0.0144,2.7623,gain_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
