cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
5,0,1,11,10,0,10
0,0,2,12,10,0,10
4,0,2,12,10,0,10
9,1,2,12,10,0,10
12,1,2,12,10,0,10
10,1,3,13,10,0,10
2,0,4,14,10,0,10
13,3,4,14,10,0,10
14,3,4,14,10,0,10
18,3,4,14,10,0,10
19,3,4,14,10,0,10
11,1,5,15,10,0,10
15,3,5,15,10,0,10
22,4,5,15,10,0,10
25,4,5,15,10,0,10
26,4,5,15,10,0,10
27,4,5,15,10,0,10
28,4,5,15,10,0,10
31,6,7,17,10,0,10
34,6,7,17,10,0,10
20,3,9,19,10,0,10
39,8,9,19,10,0,10
40,8,9,19,10,0,10
41,8,9,19,10,0,10
23,4,10,20,10,0,10
29,4,10,20,10,0,10
33,6,10,20,10,0,10
37,8,10,20,10,0,10
21,3,11,21,10,0,10
32,6,11,21,10,0,10
38,8,11,21,10,0,10
45,10,11,21,10,0,10
35,8,12,22,10,0,10
48,10,12,22,10,0,10
16,3,13,23,10,0,10
17,3,13,23,10,0,10
24,4,14,24,10,0,10
36,8,14,24,10,0,10
44,10,14,24,10,0,10
53,13,14,24,10,0,10
54,13,15,25,10,0,10
55,13,16,26,10,0,10
60,15,16,26,10,0,10
61,15,16,26,10,0,10
49,11,17,27,10,0,10
65,16,17,27,10,0,10
3,0,18,28,10,0,10
59,15,18,28,10,0,10
51,13,19,29,10,0,10
56,14,19,29,10,0,10
58,15,19,29,10,0,10
68,18,19,29,10,0,10
69,18,19,29,10,0,10
70,19,20,30,10,0,10
71,19,20,30,10,0,10
75,19,20,30,10,0,10
76,19,20,30,10,0,10
64,16,21,31,10,0,10
77,20,21,31,10,0,10
46,10,22,33,11,1,11
62,15,23,33,10,0,10
73,19,27,37,10,0,10
