seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
20,1,1,33,,ghost,6,-0.2435,18,29.0123,475,33,0.6818,0.6954,0.8136,6.8197,0.8182,0.6675,0.8213,8.3467,0.1364,-0.0279,0.0077,1.527,gain_social,hosted,2,2,0,12,formed,5,0.6086956521739131,0.8181818181818182,0.7126482213438735,0.0682960033721903,0.6476012203730025,0.6953944095087543,0.6692896525650974,0.015228234741640674,0.8072576713149521,0.8232653238903906,0.817336114980735,0.006019639852586202,1.5424373970803562,8.346740508178122,5.4012499693583,2.4915282731355552,2,0,3,0,0,5,0,0,5,1,1,3,spread,social,familiarity,140,both,102,53,0.010672,0.074842,0.006129,1.01856,0.0,-0.07354,2.582069,-0.321505,4.068717,4.305918,2.582069,4.278588,-2.565807,-3.976088,-3.535377,-1.266805,19.520918,3,0.452874,0.223272,-0.2435,137,55,0.40146,0.313605,0.163555,0.425047,0.152687,0.513131,100,,,,
20,8,3,,,hosted,0,2.2801,18,14.889,457,39,0.8261,0.734,0.801,14.1333,0.7826,0.6688,0.8412,7.2678,-0.0435,-0.0652,0.0402,-6.8654,loss_familiarity,hosted,1,1,2,11,formed,5,0.782608695652174,0.9565217391304348,0.8778656126482213,0.06912364344252704,0.6083903230763951,0.7354542503702081,0.6712086860426373,0.05627485909076335,0.7769190837665833,0.879175590854105,0.8242220579074993,0.03488794624125283,7.2678463488365175,14.133294776949045,9.435368005306463,2.5260301956444136,0,1,4,1,0,4,1,0,4,1,1,3,spread,tie,tie,200,both,150,75,0.014213,0.04806,0.007966,1.1009,0.0,-0.200875,3.722321,-0.358742,3.384352,4.940984,3.722321,4.695634,-2.894544,-6.817417,-2.556766,-1.477519,19.010179,3,0.253195,0.728885,2.280109,197,85,0.431472,0.316661,0.160076,0.226786,0.382553,0.497231,100,,,,
20,17,4,34,,ghost,5,2.5785,11,496.6479,107,34,0.5,0.6387,0.7485,48.5576,0.5,0.5742,0.8024,47.9187,0.0,-0.0646,0.0539,-0.6389,,hosted,1,1,1,11,formed,5,0.36363636363636365,0.5,0.4454545454545455,0.06680426571226848,0.5741677947775514,0.6475178010117277,0.6237834528737952,0.025750377024732596,0.7241032569756095,0.8023683379719613,0.7700939290463108,0.0302147707130501,42.616483854072975,57.59980078055411,49.017789303994846,4.8256306255745285,2,0,3,0,0,5,0,0,5,2,1,2,stability,tie,familiarity,150,none,94,46,0.006818,0.062484,0.019603,0.897273,0.0,0.101617,-0.681083,-0.308263,6.665689,5.378754,3.692944,2.839738,-4.199612,-2.598294,-2.809747,-2.630805,12.365608,2,0.021434,0.999711,2.578484,147,68,0.462585,0.272582,0.059484,0.014196,0.506268,0.51038,100,,,,
20,23,5,,,hosted,0,-1.05,23,42.4473,1812,39,0.9565,0.662,0.8586,18.2062,1.0,0.6218,0.8603,11.9891,0.0435,-0.0402,0.0017,-6.2171,loss_familiarity,hosted,2,2,3,12,formed,5,0.9130434782608695,1.0,0.9652173913043478,0.032536151189338634,0.5921918358798274,0.6832328031973561,0.6360531518149553,0.032407186129116916,0.8212098702289755,0.8706142168518185,0.8512234776557677,0.01701812584788718,11.989103014161785,26.412566359181078,20.390924273512674,5.046787838454455,0,0,5,0,0,5,0,0,5,2,3,0,spread,familiarity,familiarity,200,both,158,60,0.008514,0.035479,0.004116,0.959351,0.0,0.141347,2.569842,-0.518699,4.999425,5.875298,2.569842,1.709691,-3.865188,-1.795559,-2.243946,-1.504429,33.335106,5,0.286304,0.845646,-1.049969,197,55,0.279188,0.493625,0.575316,0.257912,0.641857,0.499416,100,,,,
20,47,10,,,hosted,0,2.6498,23,81.1558,2025,39,1.0,0.6834,0.8511,22.6123,1.0,0.6885,0.8642,22.9932,0.0,0.0051,0.0131,0.3809,,hosted,1,1,2,11,formed,5,0.9565217391304348,1.0,0.9913043478260869,0.017391304347826077,0.6562701645077395,0.7071146350568693,0.6805080720864145,0.017565429547362493,0.8306736009498871,0.8713180929315582,0.8558550870342382,0.01415988172527454,14.443696218402643,22.99317045277451,19.40307857985028,4.007647525920135,0,0,5,0,0,5,0,0,5,1,1,3,spread,familiarity,familiarity,200,none,147,71,0.008333,0.020034,0.005087,0.796366,0.0,-0.729297,-0.537685,0.133905,4.9994,5.326767,2.496806,2.665618,-6.477866,-2.574275,-2.675654,-2.41245,33.175462,5,0.470449,0.549529,2.649762,197,62,0.314721,0.453309,0.547987,0.442161,0.344023,0.479063,100,,,,
20,51,10,24,34,reaped,10,0.9149,6,12.2832,143,24,0.1786,0.7009,0.8016,7.9358,0.2,0.6635,0.7428,2.6645,0.0214,-0.0373,-0.0587,-5.2713,loss_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
20,52,11,,,hosted,0,-2.1053,16,26.4345,158,39,0.6957,0.7368,0.738,3.3033,0.6957,0.6915,0.7703,5.0202,0.0,-0.0453,0.0323,1.7168,,hosted,2,2,3,12,formed,5,0.6956521739130435,0.782608695652174,0.7371541501976284,0.036824710510204334,0.6157508540557509,0.7367908839298563,0.6703640178999061,0.04422596617669125,0.7380007705886037,0.8063935684914845,0.7723192749139074,0.025878756166191615,3.3033429722875343,10.311488975676959,5.9232799397776965,2.3377395318697416,0,0,5,1,0,4,0,0,5,1,2,2,spread,tie,familiarity,200,none,153,63,0.015267,0.068596,0.014635,0.617638,0.0,0.023618,-0.878126,-0.940156,6.026562,6.090244,1.783879,3.095097,-6.070332,-4.251915,-3.759119,-1.033749,19.009484,3,0.404762,0.473201,-2.105337,197,74,0.375635,0.30429,0.149215,0.377792,0.18834,0.501811,100,,,,
20,56,11,25,35,reaped,10,-2.0068,7,19.9858,108,25,0.2,0.6356,0.7383,6.6564,0.2333,0.5687,0.7013,4.952,0.0333,-0.0669,-0.037,-1.7045,,hosted,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
20,60,12,21,31,reaped,10,1.3573,3,38.7599,179,21,0.0526,0.6727,0.8764,24.5722,0.125,0.6702,0.7913,23.9911,0.0724,-0.0025,-0.0851,-0.5811,,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
20,68,13,22,32,reaped,10,-2.8305,1,2.8114,149,22,0.0417,0.6474,0.7534,7.6499,0.0357,0.6403,0.8234,2.8114,-0.006,-0.0071,0.07,-4.8385,loss_familiarity,hosted,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
