seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase,v913_tau,v913_birth_age_r_min,v913_birth_age_r_mean,v913_birth_max_age_r_mean,v913_n_member_edges
8,12,3,,,hosted,0,-2.9317,14,42.0292,386,39,0.6667,0.6385,0.8099,3.6496,0.7,0.6266,0.7922,8.3594,0.0333,-0.0119,-0.0177,4.7098,gain_familiarity,hosted,3,3,7,13,formed,5,0.5789473684210527,0.7,0.6487719298245613,0.0410751175485246,0.6265840213413972,0.7070361816265888,0.6540086944434318,0.027811866495657193,0.7918182779540952,0.8235625728520977,0.8054711200782471,0.012068131258717026,2.2929577892245674,8.359399806572245,4.0995113870216295,2.17385232890276,0,0,5,0,0,5,0,0,5,1,0,4,spread,familiarity,none,200,MAD_DT_Normal,139,67,0.014286,0.041806,0.010931,0.532747,0.0,0.071981,-1.10897,2.11186,8.83557,3.243714,3.574357,3.543104,-9.381792,-3.019689,-2.330871,-1.384547,18.806513,3,0.296327,0.795437,-2.931708,197,73,0.370558,0.347701,0.154055,0.268954,0.452261,0.515532,100,,,,
8,19,3,32,,ghost,7,2.2563,7,44.689,149,32,0.3,0.7361,0.7807,7.0377,0.3333,0.6843,0.7936,9.8601,0.0333,-0.0518,0.0129,2.8224,gain_familiarity,hosted,1,1,1,11,formed,5,0.3,0.4117647058823529,0.3423529411764706,0.0370292443423149,0.6585341582596689,0.7361303973534676,0.6941433818179924,0.030260563431154807,0.7699186023009756,0.8227836009772136,0.7913044052891482,0.017715269531288165,4.477898574962353,11.27142432991721,8.618545325983115,2.5124224879283297,0,0,5,0,0,5,0,0,5,3,1,1,spread,familiarity,familiarity,130,MAD_DT_Normal,92,41,0.009569,0.039124,0.012444,1.07973,0.0,0.257469,0.668654,3.780742,4.975671,5.157058,4.196957,4.148342,-4.167992,-2.055891,-1.98206,-0.911343,12.54863,2,0.014623,0.998932,2.256278,127,52,0.409449,0.268625,0.062534,0.013365,0.510646,0.487955,100,,,,
8,21,4,,,hosted,0,-2.6872,20,39.3507,2113,39,1.0,0.7337,0.85,11.6216,1.0,0.6649,0.8567,12.9142,0.0,-0.0688,0.0067,1.2926,,hosted,1,1,6,11,formed,5,1.0,1.0,1.0,0.0,0.6649058565418157,0.7357534773625823,0.6950240361898562,0.03251789005613537,0.8499739072874212,0.8833210919148852,0.8613153314104212,0.011564310715928887,9.961168004017052,12.914201332017692,11.587324124359245,1.184389072035055,0,0,5,0,0,5,0,0,5,1,0,4,social,familiarity,none,200,MAD_DT_Normal,155,60,0.0,0.033893,0.005272,0.837697,0.0,-0.844017,-1.485391,-1.634951,0.0,5.025535,2.653244,2.946107,0.0,-1.997327,-1.906624,-1.773965,33.0481,5,0.324423,0.871177,-2.687216,197,61,0.309645,0.518905,0.584937,0.296469,0.678954,0.515259,100,,,,
8,32,7,,,hosted,0,-1.2127,18,31.0296,960,39,0.8571,0.6831,0.8329,12.1309,0.9,0.626,0.8445,8.9046,0.0429,-0.0571,0.0116,-3.2263,loss_familiarity,hosted,1,1,1,11,formed,5,0.8095238095238095,0.9,0.860701754385965,0.033705835044685856,0.6259757648789045,0.6875033491906029,0.660312683286848,0.023858967650503618,0.8237016437011778,0.8544764032408935,0.8409610730064376,0.011183775280887705,8.904594604185988,15.957327929784821,11.666021533803232,2.4473902639962475,0,0,5,0,0,5,0,0,5,3,2,0,spread,familiarity,familiarity,200,none,144,68,0.007143,0.023437,0.005588,0.829338,0.0,-0.981455,-0.061734,-0.560578,5.427953,3.802815,2.134958,3.979675,-4.999475,-2.571858,-2.706338,-1.399916,25.885223,4,0.43546,0.666236,-1.212717,197,58,0.294416,0.39792,0.317141,0.406735,0.400209,0.467597,100,,,,
8,41,9,21,31,reaped,10,1.8354,1,19.4553,168,21,0.0,0.6746,0.8588,0.0,0.05,0.6396,0.7923,19.4553,0.05,-0.035,-0.0664,19.4553,gain_familiarity,hosted,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
8,42,9,,,hosted,0,-0.6557,16,38.9371,837,39,0.8571,0.6855,0.826,11.4651,0.8,0.6437,0.8341,8.9754,-0.0571,-0.0418,0.0081,-2.4897,loss_familiarity,hosted,1,1,2,11,formed,5,0.8,0.8947368421052632,0.8502255639097743,0.030546680121731406,0.6391111032420784,0.6901562014171893,0.6655249367312974,0.020933612769465298,0.817281069567885,0.8341153111240621,0.8256450932444149,0.006321245421253323,8.975401550704575,14.334285768964365,11.010177744563851,1.948616875233836,0,0,5,0,0,5,0,0,5,2,2,1,spread,familiarity,familiarity,200,MAD_DT_Normal,161,69,0.01619,0.027824,0.008414,0.73885,2.352796,-0.116891,-1.443958,-1.269946,4.852634,6.925462,2.854595,2.368472,-4.97982,-4.566413,-2.298181,-1.491496,25.38151,4,0.423456,0.995235,-0.655683,197,45,0.228426,0.471756,0.286094,0.395613,0.708696,0.49662,100,,,,
8,46,12,,,hosted,0,-2.5511,17,25.6299,1141,39,0.8571,0.6537,0.8378,11.6285,0.85,0.6383,0.8367,10.1354,-0.0071,-0.0154,-0.0011,-1.4932,,hosted,0,0,5,10,formed,5,0.85,1.0,0.931904761904762,0.06631882041353786,0.6141695153504304,0.6536559144625705,0.637534598596583,0.013476137020496708,0.825829525041488,0.8526921485640623,0.8363354640801802,0.009373760742183415,6.972542755705103,11.628519354285029,9.681734510739602,1.8682049934873126,0,0,5,0,0,5,0,0,5,1,0,4,spread,familiarity,none,200,MAD_DT_Normal,163,73,0.005119,0.044706,0.007574,0.973656,-1.395076,0.000198,1.235816,-0.274307,0.0,6.134368,2.183357,3.056107,-3.3331,-3.499975,-2.9298,-1.713261,33.578748,5,0.336197,0.641315,-2.551144,197,56,0.284264,0.402181,0.401015,0.307279,0.401855,0.498576,100,,,,
8,53,13,21,32,reaped,11,-3.0239,2,14.0194,152,21,0.0,0.6835,0.8251,0.0,0.1,0.6639,0.7599,10.0622,0.1,-0.0196,-0.0653,10.0622,gain_familiarity,hosted,1,1,3,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
8,60,15,,,hosted,0,0.6658,18,41.551,958,39,0.8095,0.65,0.8269,8.3461,0.9,0.5925,0.8518,14.7382,0.0905,-0.0575,0.0249,6.3922,gain_familiarity,hosted,2,2,0,12,formed,5,0.8095238095238095,0.9047619047619048,0.8807518796992481,0.035809405933453095,0.5924651139007693,0.6802197802820288,0.6515666670613259,0.031180241235746968,0.8242116910164413,0.8517790568624252,0.8338171774878752,0.01012437016870603,7.550894109786775,14.738231664817668,9.804786618979838,2.580105761976334,0,0,5,0,0,5,0,0,5,1,1,3,spread,familiarity,familiarity,200,none,155,64,0.011905,0.056451,0.009748,0.979527,0.0,0.233842,0.882828,-0.542046,7.999328,6.367561,2.750372,4.872719,-4.427554,-4.499133,-3.689326,-1.564891,26.303523,4,0.410512,0.534169,0.665769,197,55,0.279188,0.371819,0.310471,0.383017,0.298231,0.495558,100,,,,
8,66,17,25,36,reaped,11,1.2401,6,11.1345,118,25,0.2727,0.6745,0.7956,9.1883,0.2609,0.6484,0.7039,3.3768,-0.0119,-0.0261,-0.0917,-5.8115,loss_familiarity,hosted,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed,100,,,,
