cid,born,host_lost,reaped,ghost_duration,ttl_bonus,effective_ttl
3,0,2,12,10,0,10
4,1,2,12,10,0,10
0,0,3,13,10,0,10
1,0,3,13,10,0,10
7,2,3,13,10,0,10
9,2,4,14,10,0,10
11,2,4,14,10,0,10
16,3,4,14,10,0,10
10,2,5,15,10,0,10
8,2,6,16,10,0,10
17,4,6,16,10,0,10
21,5,6,16,10,0,10
25,5,6,16,10,0,10
2,0,7,17,10,0,10
18,4,7,17,10,0,10
30,6,7,17,10,0,10
31,6,7,17,10,0,10
32,6,7,17,10,0,10
33,6,7,17,10,0,10
34,6,7,17,10,0,10
35,6,7,17,10,0,10
37,7,8,18,10,0,10
38,7,8,18,10,0,10
42,7,8,18,10,0,10
43,7,8,18,10,0,10
44,7,8,18,10,0,10
45,7,8,18,10,0,10
12,3,9,19,10,0,10
20,5,9,19,10,0,10
22,5,9,19,10,0,10
39,7,9,19,10,0,10
40,7,9,19,10,0,10
41,7,9,19,10,0,10
15,3,10,20,10,0,10
50,9,10,20,10,0,10
29,6,11,21,10,0,10
36,7,11,21,10,0,10
49,9,11,21,10,0,10
51,9,11,21,10,0,10
52,9,11,21,10,0,10
53,9,11,21,10,0,10
55,9,11,21,10,0,10
59,9,11,21,10,0,10
60,9,11,21,10,0,10
63,10,11,21,10,0,10
14,3,12,22,10,0,10
64,11,12,22,10,0,10
66,11,12,22,10,0,10
67,11,12,22,10,0,10
68,11,12,22,10,0,10
70,11,12,22,10,0,10
72,11,12,22,10,0,10
56,9,13,23,10,0,10
57,9,13,23,10,0,10
62,10,13,23,10,0,10
69,11,13,23,10,0,10
73,11,13,23,10,0,10
75,12,13,23,10,0,10
80,12,13,23,10,0,10
71,11,14,24,10,0,10
76,12,14,24,10,0,10
77,12,14,24,10,0,10
79,12,14,24,10,0,10
81,13,14,24,10,0,10
82,13,14,24,10,0,10
83,13,15,25,10,0,10
84,13,15,25,10,0,10
85,13,15,25,10,0,10
86,13,15,25,10,0,10
87,13,15,25,10,0,10
90,14,15,25,10,0,10
92,14,15,25,10,0,10
93,14,15,25,10,0,10
54,9,16,26,10,0,10
91,14,16,26,10,0,10
94,15,16,26,10,0,10
95,15,16,26,10,0,10
5,1,17,27,10,0,10
100,16,17,27,10,0,10
101,16,17,27,10,0,10
103,16,17,27,10,0,10
74,11,18,28,10,0,10
96,15,18,28,10,0,10
102,16,18,28,10,0,10
24,5,19,29,10,0,10
104,18,19,29,10,0,10
23,5,20,30,10,0,10
105,18,20,30,10,0,10
107,19,20,30,10,0,10
108,19,20,30,10,0,10
97,16,21,31,10,0,10
89,13,21,32,11,1,11
98,16,21,32,11,1,11
61,9,22,33,11,1,11
58,9,24,34,10,0,10
99,16,25,35,10,0,10
111,25,26,36,10,0,10
19,5,27,37,10,0,10
109,24,27,37,10,0,10
